event_id,appliance_name,appliance_id,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential,month
Washing_Machine_2013-11-30_01,Washing Machine,Appliance2,Shiftable,2013-11-30 11:23:00,2013-11-30 13:36:00,133.0,51820.43,False,"{""0"": 133, ""1"": 0, ""2"": 0}",0,0,0,0.0,11
Washing_Machine_2013-11-30_02,Washing Machine,Appliance2,Shiftable,2013-11-30 16:05:00,2013-11-30 16:24:00,19.0,1851.02,False,"{""0"": 19, ""1"": 0, ""2"": 0}",0,0,0,0.0,11
Washing_Machine_2013-12-06_01,Washing Machine,Appliance2,Shiftable,2013-12-06 11:21:00,2013-12-06 13:38:00,137.0,63139.77,False,"{""0"": 137, ""1"": 0, ""2"": 0}",0,0,0,0.0,12
Washing_Machine_2013-12-10_01,Washing Machine,Appliance2,Shiftable,2013-12-10 11:06:00,2013-12-10 13:20:00,134.0,41394.78,False,"{""0"": 134, ""1"": 0, ""2"": 0}",0,0,0,0.0,12
Washing_Machine_2013-12-17_01,Washing Machine,Appliance2,Shiftable,2013-12-17 10:19:00,2013-12-17 12:31:00,132.0,39504.47,False,"{""0"": 132, ""1"": 0, ""2"": 0}",0,0,0,0.0,12
Washing_Machine_2013-12-18_01,Washing Machine,Appliance2,Shiftable,2013-12-18 10:50:00,2013-12-18 13:20:00,150.0,65069.6,False,"{""0"": 150, ""1"": 0, ""2"": 0}",0,0,0,0.0,12
Washing_Machine_2013-12-28_01,Washing Machine,Appliance2,Shiftable,2013-12-28 10:21:00,2013-12-28 12:37:00,136.0,40923.0,False,"{""0"": 136, ""1"": 0, ""2"": 0}",0,0,0,0.0,12
Washing_Machine_2013-12-28_02,Washing Machine,Appliance2,Shiftable,2013-12-28 12:55:00,2013-12-28 15:07:00,132.0,45187.58,False,"{""0"": 132, ""1"": 0, ""2"": 0}",0,0,0,0.0,12
Washing_Machine_2013-12-28_03,Washing Machine,Appliance2,Shiftable,2013-12-28 15:10:00,2013-12-28 17:21:00,131.0,47925.25,True,"{""0"": 110, ""1"": 0, ""2"": 21}",0,0,2,0.0,12
Washing_Machine_2013-12-28_05,Washing Machine,Appliance2,Shiftable,2013-12-28 19:23:00,2013-12-28 19:54:00,31.0,3248.65,True,"{""0"": 0, ""1"": 0, ""2"": 31}",2,2,2,1.0,12
Washing_Machine_2013-12-30_02,Washing Machine,Appliance2,Shiftable,2013-12-30 22:52:00,2013-12-30 22:59:00,7.0,804.23,False,"{""0"": 7, ""1"": 0, ""2"": 0}",0,0,0,0.0,12
Washing_Machine_2014-01-11_01,Washing Machine,Appliance2,Shiftable,2014-01-11 10:51:00,2014-01-11 12:08:00,77.0,41270.01,False,"{""0"": 77, ""1"": 0, ""2"": 0}",0,0,0,0.0,1
Washing_Machine_2014-01-12_01,Washing Machine,Appliance2,Shiftable,2014-01-12 12:40:00,2014-01-12 14:08:00,88.0,45168.16,False,"{""0"": 88, ""1"": 0, ""2"": 0}",0,0,0,0.0,1
Washing_Machine_2014-01-16_01,Washing Machine,Appliance2,Shiftable,2014-01-16 11:29:00,2014-01-16 13:43:00,134.0,62537.58,False,"{""0"": 134, ""1"": 0, ""2"": 0}",0,0,0,0.0,1
Washing_Machine_2014-01-17_01,Washing Machine,Appliance2,Shiftable,2014-01-17 10:14:00,2014-01-17 12:29:00,135.0,63377.43,False,"{""0"": 135, ""1"": 0, ""2"": 0}",0,0,0,0.0,1
Washing_Machine_2014-01-19_01,Washing Machine,Appliance2,Shiftable,2014-01-19 11:21:00,2014-01-19 12:38:00,77.0,43711.8,False,"{""0"": 77, ""1"": 0, ""2"": 0}",0,0,0,0.0,1
Washing_Machine_2014-01-19_02,Washing Machine,Appliance2,Shiftable,2014-01-19 13:09:00,2014-01-19 14:25:00,76.0,29280.59,False,"{""0"": 76, ""1"": 0, ""2"": 0}",0,0,0,0.0,1
Washing_Machine_2014-01-19_03,Washing Machine,Appliance2,Shiftable,2014-01-19 14:50:00,2014-01-19 15:09:00,19.0,1921.9,False,"{""0"": 19, ""1"": 0, ""2"": 0}",0,0,0,0.0,1
Washing_Machine_2014-01-20_01,Washing Machine,Appliance2,Shiftable,2014-01-20 14:38:00,2014-01-20 15:38:00,60.0,27880.01,False,"{""0"": 60, ""1"": 0, ""2"": 0}",0,0,0,0.0,1
Washing_Machine_2014-01-21_01,Washing Machine,Appliance2,Shiftable,2014-01-21 09:31:00,2014-01-21 11:45:00,134.0,62797.11,False,"{""0"": 134, ""1"": 0, ""2"": 0}",0,0,0,0.0,1
Washing_Machine_2014-01-21_02,Washing Machine,Appliance2,Shiftable,2014-01-21 14:32:00,2014-01-21 15:20:00,48.0,21294.65,False,"{""0"": 48, ""1"": 0, ""2"": 0}",0,0,0,0.0,1
Washing_Machine_2014-03-08_01,Washing Machine,Appliance2,Shiftable,2014-03-08 12:32:00,2014-03-08 14:44:00,132.0,34424.91,False,"{""0"": 132, ""1"": 0, ""2"": 0}",0,0,0,0.0,3
Washing_Machine_2014-03-09_01,Washing Machine,Appliance2,Shiftable,2014-03-09 14:23:00,2014-03-09 16:38:00,135.0,66140.2,False,"{""0"": 135, ""1"": 0, ""2"": 0}",0,0,0,0.0,3
Washing_Machine_2014-03-15_01,Washing Machine,Appliance2,Shiftable,2014-03-15 11:31:00,2014-03-15 13:41:00,130.0,38326.3,False,"{""0"": 130, ""1"": 0, ""2"": 0}",0,0,0,0.0,3
Washing_Machine_2014-03-16_01,Washing Machine,Appliance2,Shiftable,2014-03-16 10:19:00,2014-03-16 12:32:00,133.0,46162.99,False,"{""0"": 133, ""1"": 0, ""2"": 0}",0,0,0,0.0,3
Washing_Machine_2014-03-27_01,Washing Machine,Appliance2,Shiftable,2014-03-27 10:21:00,2014-03-27 12:34:00,133.0,46429.95,False,"{""0"": 133, ""1"": 0, ""2"": 0}",0,0,0,0.0,3
Washing_Machine_2014-03-29_01,Washing Machine,Appliance2,Shiftable,2014-03-29 10:04:00,2014-03-29 12:18:00,134.0,48821.64,False,"{""0"": 134, ""1"": 0, ""2"": 0}",0,0,0,0.0,3
Washing_Machine_2014-04-01_01,Washing Machine,Appliance2,Shiftable,2014-04-01 10:45:00,2014-04-01 12:03:00,78.0,43069.27,False,"{""0"": 78, ""1"": 0, ""2"": 0}",0,0,0,0.0,4
Washing_Machine_2014-04-06_01,Washing Machine,Appliance2,Shiftable,2014-04-06 09:57:00,2014-04-06 12:11:00,134.0,59747.49,False,"{""0"": 134, ""1"": 0, ""2"": 0}",0,0,0,0.0,4
Washing_Machine_2014-04-08_01,Washing Machine,Appliance2,Shiftable,2014-04-08 11:54:00,2014-04-08 14:05:00,131.0,40015.77,False,"{""0"": 131, ""1"": 0, ""2"": 0}",0,0,0,0.0,4
Washing_Machine_2014-04-13_01,Washing Machine,Appliance2,Shiftable,2014-04-13 13:52:00,2014-04-13 16:03:00,131.0,40155.15,False,"{""0"": 131, ""1"": 0, ""2"": 0}",0,0,0,0.0,4
Washing_Machine_2014-04-14_01,Washing Machine,Appliance2,Shiftable,2014-04-14 14:09:00,2014-04-14 15:04:00,55.0,11333.76,False,"{""0"": 55, ""1"": 0, ""2"": 0}",0,0,0,0.0,4
Washing_Machine_2014-04-15_01,Washing Machine,Appliance2,Shiftable,2014-04-15 10:33:00,2014-04-15 12:42:00,129.0,46586.5,False,"{""0"": 129, ""1"": 0, ""2"": 0}",0,0,0,0.0,4
Washing_Machine_2014-04-15_02,Washing Machine,Appliance2,Shiftable,2014-04-15 12:49:00,2014-04-15 12:58:00,9.0,958.24,False,"{""0"": 9, ""1"": 0, ""2"": 0}",0,0,0,0.0,4
Washing_Machine_2014-04-18_01,Washing Machine,Appliance2,Shiftable,2014-04-18 09:55:00,2014-04-18 12:04:00,129.0,29760.94,False,"{""0"": 129, ""1"": 0, ""2"": 0}",0,0,0,0.0,4
Washing_Machine_2014-04-18_02,Washing Machine,Appliance2,Shiftable,2014-04-18 12:08:00,2014-04-18 14:22:00,134.0,45188.28,False,"{""0"": 134, ""1"": 0, ""2"": 0}",0,0,0,0.0,4
Washing_Machine_2014-04-18_03,Washing Machine,Appliance2,Shiftable,2014-04-18 14:53:00,2014-04-18 16:10:00,77.0,32101.05,False,"{""0"": 77, ""1"": 0, ""2"": 0}",0,0,0,0.0,4
Washing_Machine_2014-04-24_01,Washing Machine,Appliance2,Shiftable,2014-04-24 12:46:00,2014-04-24 15:01:00,135.0,66338.79,False,"{""0"": 135, ""1"": 0, ""2"": 0}",0,0,0,0.0,4
Washing_Machine_2014-04-28_01,Washing Machine,Appliance2,Shiftable,2014-04-28 10:04:00,2014-04-28 12:17:00,133.0,17261.69,False,"{""0"": 133, ""1"": 0, ""2"": 0}",0,0,0,0.0,4
Washing_Machine_2014-05-02_01,Washing Machine,Appliance2,Shiftable,2014-05-02 19:27:00,2014-05-02 19:44:00,17.0,1811.31,True,"{""0"": 0, ""1"": 0, ""2"": 17}",2,2,2,1.0,5
Washing_Machine_2014-05-03_01,Washing Machine,Appliance2,Shiftable,2014-05-03 13:26:00,2014-05-03 15:39:00,133.0,62183.16,False,"{""0"": 133, ""1"": 0, ""2"": 0}",0,0,0,0.0,5
Washing_Machine_2014-05-11_01,Washing Machine,Appliance2,Shiftable,2014-05-11 09:39:00,2014-05-11 11:52:00,133.0,43162.12,False,"{""0"": 133, ""1"": 0, ""2"": 0}",0,0,0,0.0,5
Washing_Machine_2014-05-16_01,Washing Machine,Appliance2,Shiftable,2014-05-16 09:32:00,2014-05-16 10:50:00,78.0,22260.32,False,"{""0"": 78, ""1"": 0, ""2"": 0}",0,0,0,0.0,5
Washing_Machine_2014-05-16_02,Washing Machine,Appliance2,Shiftable,2014-05-16 11:10:00,2014-05-16 13:21:00,131.0,40427.26,False,"{""0"": 131, ""1"": 0, ""2"": 0}",0,0,0,0.0,5
Washing_Machine_2014-05-29_01,Washing Machine,Appliance2,Shiftable,2014-05-29 09:24:00,2014-05-29 11:37:00,133.0,40121.08,False,"{""0"": 133, ""1"": 0, ""2"": 0}",0,0,0,0.0,5
Washing_Machine_2014-06-02_01,Washing Machine,Appliance2,Shiftable,2014-06-02 09:30:00,2014-06-02 11:45:00,135.0,52132.1,False,"{""0"": 135, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-06_01,Washing Machine,Appliance2,Shiftable,2014-06-06 09:32:00,2014-06-06 11:45:00,133.0,60609.27,False,"{""0"": 133, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
