event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,orig_level_3_minutes,orig_level_3_W,orig_level_3_rate,orig_level_3_cost,orig_level_4_minutes,orig_level_4_W,orig_level_4_rate,orig_level_4_cost,orig_level_5_minutes,orig_level_5_W,orig_level_5_rate,orig_level_5_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost,sched_level_3_minutes,sched_level_3_W,sched_level_3_rate,sched_level_3_cost,sched_level_4_minutes,sched_level_4_W,sched_level_4_rate,sched_level_4_cost,sched_level_5_minutes,sched_level_5_W,sched_level_5_rate,sched_level_5_cost
Tumble_Dryer_2014-03-21_01,Tumble Dryer,original,,2014-03-21 09:43:00,2014-03-21 11:02:00,79,96376.99,0.4818849500000003,0,0.0,0.22,0.0,0,0.0,0.26,0.0,79,96376.99000000006,0.3,0.4818849500000003,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-03-22 06:00:00,2014-03-22 07:19:00,79,96376.99,0.4176336233333336,0,0.0,0.22,0.0,79,96376.99000000006,0.26,0.4176336233333336,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-21_02,Tumble Dryer,original,,2014-03-21 11:06:00,2014-03-21 11:58:00,52,54475.48,0.2723774000000004,0,0.0,0.22,0.0,0,0.0,0.26,0.0,52,54475.480000000076,0.3,0.2723774000000004,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-03-21 20:00:00,2014-03-21 20:52:00,52,54475.48,0.254218906666667,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,52,54475.480000000076,0.28,0.254218906666667
Tumble_Dryer_2014-03-24_01,Tumble Dryer,original,,2014-03-24 10:33:00,2014-03-24 11:20:00,47,52689.9,0.2634495000000003,0,0.0,0.22,0.0,0,0.0,0.26,0.0,47,52689.90000000006,0.3,0.2634495000000003,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-03-25 06:00:00,2014-03-25 06:47:00,47,52689.9,0.22832290000000027,0,0.0,0.22,0.0,47,52689.90000000006,0.26,0.22832290000000027,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-30_01,Tumble Dryer,original,,2014-03-30 12:51:00,2014-03-30 13:18:00,27,37126.05,0.21038095,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,27,37126.05,0.34,0.21038095,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-03-31 06:00:00,2014-03-31 06:27:00,27,37126.05,0.16087955,0,0.0,0.22,0.0,27,37126.05,0.26,0.16087955,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-30_02,Tumble Dryer,original,,2014-03-30 14:10:00,2014-03-30 15:18:00,68,74987.32,0.42492814666666723,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,68,74987.3200000001,0.34,0.42492814666666723,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-03-31 06:27:00,2014-03-31 07:35:00,68,74987.32,0.32494505333333373,0,0.0,0.22,0.0,68,74987.3200000001,0.26,0.32494505333333373,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-31_01,Tumble Dryer,original,,2014-03-31 08:07:00,2014-03-31 08:48:00,41,43806.26,0.2190313,0,0.0,0.22,0.0,0,0.0,0.26,0.0,41,43806.26,0.3,0.2190313,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-01 06:00:00,2014-04-01 06:41:00,41,43806.26,0.18982712666666668,0,0.0,0.22,0.0,41,43806.26,0.26,0.18982712666666668,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-31_02,Tumble Dryer,original,,2014-03-31 10:24:00,2014-03-31 11:08:00,44,47962.16,0.2398107999999998,0,0.0,0.22,0.0,0,0.0,0.26,0.0,44,47962.15999999997,0.3,0.2398107999999998,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-01 06:41:00,2014-04-01 07:25:00,44,47962.16,0.2078360266666665,0,0.0,0.22,0.0,44,47962.15999999997,0.26,0.2078360266666665,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-07_01,Tumble Dryer,original,,2014-04-07 08:33:00,2014-04-07 08:55:00,22,30862.91,0.15431455000000002,0,0.0,0.22,0.0,0,0.0,0.26,0.0,22,30862.910000000007,0.3,0.15431455000000002,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-08 06:00:00,2014-04-08 06:22:00,22,30862.91,0.13373927666666668,0,0.0,0.22,0.0,22,30862.910000000007,0.26,0.13373927666666668,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-07_02,Tumble Dryer,original,,2014-04-07 08:56:00,2014-04-07 09:38:00,42,33670.42,0.16835209999999992,0,0.0,0.22,0.0,0,0.0,0.26,0.0,42,33670.41999999999,0.3,0.16835209999999992,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-08 06:22:00,2014-04-08 07:04:00,42,33670.42,0.1459051533333333,0,0.0,0.22,0.0,42,33670.41999999999,0.26,0.1459051533333333,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-07_03,Tumble Dryer,original,,2014-04-07 10:10:00,2014-04-07 11:03:00,53,57816.76,0.28908380000000033,0,0.0,0.22,0.0,0,0.0,0.26,0.0,53,57816.760000000075,0.3,0.28908380000000033,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-08 07:04:00,2014-04-08 07:57:00,53,57816.76,0.25053929333333363,0,0.0,0.22,0.0,53,57816.760000000075,0.26,0.25053929333333363,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-09_02,Tumble Dryer,original,,2014-04-09 23:15:00,2014-04-09 23:20:00,5,288.0,0.001344,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,5,288.0,0.28,0.001344,scheduled,,2014-04-10 06:00:00,2014-04-10 06:05:00,5,288.0,0.001248,0,0.0,0.22,0.0,5,288.0,0.26,0.001248,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-10_04,Tumble Dryer,original,,2014-04-10 03:34:00,2014-04-10 04:11:00,37,298.14,0.0011522708108108108,26,209.50378378378377,0.22,0.0007681805405405405,11,88.63621621621621,0.26,0.00038409027027027027,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-10 06:00:00,2014-04-10 06:37:00,37,298.14,0.0012919399999999999,0,0.0,0.22,0.0,37,298.14,0.26,0.0012919399999999999,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-11_01,Tumble Dryer,original,,2014-04-11 08:35:00,2014-04-11 09:55:00,80,95855.2,0.47927600000000053,0,0.0,0.22,0.0,0,0.0,0.26,0.0,80,95855.2000000001,0.3,0.47927600000000053,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-12 06:00:00,2014-04-12 07:20:00,80,95855.2,0.4153725333333338,0,0.0,0.22,0.0,80,95855.2000000001,0.26,0.4153725333333338,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-14_01,Tumble Dryer,original,,2014-04-14 09:01:00,2014-04-14 09:49:00,48,53128.7,0.2656434999999998,0,0.0,0.22,0.0,0,0.0,0.26,0.0,48,53128.69999999996,0.3,0.2656434999999998,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-15 06:00:00,2014-04-15 06:48:00,48,53128.7,0.2302243666666665,0,0.0,0.22,0.0,48,53128.69999999996,0.26,0.2302243666666665,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-14_02,Tumble Dryer,original,,2014-04-14 10:59:00,2014-04-14 11:49:00,50,56430.06,0.28215029999999985,0,0.0,0.22,0.0,0,0.0,0.26,0.0,50,56430.05999999997,0.3,0.28215029999999985,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-15 06:48:00,2014-04-15 07:38:00,50,56430.06,0.24453025999999986,0,0.0,0.22,0.0,50,56430.05999999997,0.26,0.24453025999999986,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-19_01,Tumble Dryer,original,,2014-04-19 15:50:00,2014-04-19 17:02:00,72,86043.16,0.46288033296296305,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,10,11950.438888888892,0.34,0.06771915370370372,62,74092.72111111112,0.32,0.3951611792592593,0,0.0,0.28,0.0,scheduled,,2014-04-20 06:00:00,2014-04-20 07:12:00,72,86043.16,0.3728536933333334,0,0.0,0.22,0.0,72,86043.16000000002,0.26,0.3728536933333334,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-22_02,Tumble Dryer,original,,2014-04-22 10:00:00,2014-04-22 10:52:00,52,58666.42,0.29333209999999976,0,0.0,0.22,0.0,0,0.0,0.26,0.0,52,58666.419999999955,0.3,0.29333209999999976,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-23 06:00:00,2014-04-23 06:52:00,52,58666.42,0.2542211533333331,0,0.0,0.22,0.0,52,58666.419999999955,0.26,0.2542211533333331,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-22_04,Tumble Dryer,original,,2014-04-22 10:57:00,2014-04-22 11:02:00,5,44.48,0.00022239999999999998,0,0.0,0.22,0.0,0,0.0,0.26,0.0,5,44.48,0.3,0.00022239999999999998,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-23 06:52:00,2014-04-23 06:57:00,5,44.48,0.00019274666666666668,0,0.0,0.22,0.0,5,44.48,0.26,0.00019274666666666668,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-22_06,Tumble Dryer,original,,2014-04-22 11:28:00,2014-04-22 12:20:00,52,54480.37,0.28637117564102565,0,0.0,0.22,0.0,0,0.0,0.26,0.0,32,33526.38153846154,0.3,0.16763190769230768,20,20953.98846153846,0.34,0.11873926794871795,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-23 06:57:00,2014-04-23 07:49:00,52,54480.37,0.23608160333333306,0,0.0,0.22,0.0,52,54480.36999999993,0.26,0.23608160333333306,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-25_01,Tumble Dryer,original,,2014-04-25 08:38:00,2014-04-25 09:54:00,76,83844.79,0.4192239500000005,0,0.0,0.22,0.0,0,0.0,0.26,0.0,76,83844.79000000011,0.3,0.4192239500000005,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-26 06:00:00,2014-04-26 07:16:00,76,83844.79,0.36332742333333384,0,0.0,0.22,0.0,76,83844.79000000011,0.26,0.36332742333333384,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
