event_id,appliance_name,appliance_ID,Shiftability,original_start_time,original_end_time,duration(min),energy(W),is_reschedulable
Fridge-Freezer_2014-06-01_01,Fridge-Freezer,Appliance1,Base,2014-06-01 00:17:00,2014-06-01 00:35:00,18.0,1434.1,False
Fridge-Freezer_2014-06-01_02,Fridge-Freezer,Appliance1,Base,2014-06-01 00:55:00,2014-06-01 01:14:00,19.0,1416.4,False
Fridge-Freezer_2014-06-01_03,Fridge-Freezer,Appliance1,Base,2014-06-01 01:37:00,2014-06-01 01:57:00,20.0,1465.4,False
Fridge-Freezer_2014-06-01_04,Fridge-Freezer,Appliance1,Base,2014-06-01 02:22:00,2014-06-01 02:40:00,18.0,1399.3,False
Fridge-Freezer_2014-06-01_05,Fridge-Freezer,Appliance1,Base,2014-06-01 03:04:00,2014-06-01 03:21:00,17.0,1304.2,False
Fridge-Freezer_2014-06-01_06,Fridge-Freezer,Appliance1,Base,2014-06-01 03:46:00,2014-06-01 04:03:00,17.0,1278.62,False
Fridge-Freezer_2014-06-01_07,Fridge-Freezer,Appliance1,Base,2014-06-01 04:28:00,2014-06-01 04:45:00,17.0,1287.9,False
Fridge-Freezer_2014-06-01_08,Fridge-Freezer,Appliance1,Base,2014-06-01 05:11:00,2014-06-01 05:29:00,18.0,1276.83,False
Fridge-Freezer_2014-06-01_09,Fridge-Freezer,Appliance1,Base,2014-06-01 05:56:00,2014-06-01 06:13:00,17.0,1295.1,False
Fridge-Freezer_2014-06-01_10,Fridge-Freezer,Appliance1,Base,2014-06-01 06:40:00,2014-06-01 06:58:00,18.0,1325.43,False
Fridge-Freezer_2014-06-01_11,Fridge-Freezer,Appliance1,Base,2014-06-01 07:24:00,2014-06-01 07:41:00,17.0,1272.6,False
Fridge-Freezer_2014-06-01_12,Fridge-Freezer,Appliance1,Base,2014-06-01 08:07:00,2014-06-01 08:25:00,18.0,1246.8,False
Fridge-Freezer_2014-06-01_13,Fridge-Freezer,Appliance1,Base,2014-06-01 08:51:00,2014-06-01 09:11:00,20.0,1344.49,False
Fridge-Freezer_2014-06-01_14,Fridge-Freezer,Appliance1,Base,2014-06-01 09:33:00,2014-06-01 09:53:00,20.0,1480.2,False
