event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Tumble_Dryer_2014-03-31_01,Tumble Dryer,2014-03-31 16:50:00,2014-03-31 17:05:00,2014-03-31 16:55:00,2014-03-31 17:10:00,SUCCESS,winter,15.0,6526.47
Tumble_Dryer_2014-03-31_02,Tumble Dryer,2014-03-31 17:07:00,2014-03-31 17:18:00,2014-04-01 06:00:00,2014-04-01 06:11:00,SUCCESS,winter,11.0,2587.0
Tumble_Dryer_2014-03-31_03,Tumble Dryer,2014-03-31 17:19:00,2014-03-31 17:34:00,2014-04-01 06:11:00,2014-04-01 06:26:00,SUCCESS,winter,15.0,1052.36
Tumble_Dryer_2014-11-03_01,Tumble Dryer,2014-11-03 18:03:00,2014-11-03 19:10:00,2014-11-03 22:00:00,2014-11-03 23:07:00,SUCCESS,winter,67.0,136275.01
Tumble_Dryer_2014-12-05_01,Tumble Dryer,2014-12-05 19:12:00,2014-12-05 19:50:00,2014-12-05 22:00:00,2014-12-05 22:38:00,SUCCESS,winter,38.0,81887.48
Tumble_Dryer_2014-12-10_02,Tumble Dryer,2014-12-10 16:40:00,2014-12-10 18:40:00,2014-12-10 16:45:00,2014-12-10 18:45:00,SUCCESS,winter,120.0,232216.87
Tumble_Dryer_2014-12-13_01,Tumble Dryer,2014-12-13 15:59:00,2014-12-13 17:39:00,2014-12-13 16:04:00,2014-12-13 17:44:00,SUCCESS,winter,100.0,190786.38
Tumble_Dryer_2014-12-24_01,Tumble Dryer,2014-12-24 17:11:00,2014-12-24 17:27:00,2014-12-24 22:00:00,2014-12-24 22:16:00,SUCCESS,winter,16.0,34031.6
Tumble_Dryer_2014-12-24_02,Tumble Dryer,2014-12-24 19:43:00,2014-12-24 19:58:00,2014-12-25 06:00:00,2014-12-25 06:15:00,SUCCESS,winter,15.0,31637.71
Tumble_Dryer_2015-01-03_01,Tumble Dryer,2015-01-03 19:21:00,2015-01-03 19:41:00,2015-01-03 22:00:00,2015-01-03 22:20:00,SUCCESS,winter,20.0,41575.84
Tumble_Dryer_2015-01-11_01,Tumble Dryer,2015-01-11 17:27:00,2015-01-11 17:45:00,2015-01-11 22:00:00,2015-01-11 22:18:00,SUCCESS,winter,18.0,36099.98
