event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost
Washing_Machine_2013-09-22_04,Washing Machine,original,summer,2013-09-22 17:05:00,2013-09-22 17:13:00,8,40.8,0.000408,0,0.0,0.4,0.0,0,0.0,0.48,0.0,8,40.800000000000004,0.6,0.000408,scheduled,summer,2013-09-23 06:00:00,2013-09-23 06:08:00,8,40.8,0.00027200000000000005,8,40.800000000000004,0.4,0.00027200000000000005,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Washing_Machine_2013-09-23_01,Washing Machine,original,summer,2013-09-23 19:07:00,2013-09-23 21:31:00,144,76629.05,0.6694398951388897,0,0.0,0.4,0.0,91,48425.30243055566,0.48,0.38740241944444526,53,28203.747569444444,0.6,0.28203747569444443,scheduled,summer,2013-09-24 06:00:00,2013-09-24 08:24:00,144,76629.05,0.5108603333333352,144,76629.0500000003,0.4,0.5108603333333352,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Washing_Machine_2013-09-25_01,Washing Machine,original,summer,2013-09-25 13:21:00,2013-09-25 16:17:00,176,48849.71,0.3763648111363638,39,10824.651647727265,0.4,0.07216434431818178,137,38025.058352272754,0.48,0.30420046681818197,0,0.0,0.6,0.0,scheduled,summer,2013-09-25 13:26:00,2013-09-25 16:22:00,176,48849.71,0.37821517893939405,34,9436.87579545454,0.4,0.06291250530303026,142,39412.83420454547,0.48,0.3153026736363638,0,0.0,0.6,0.0
Washing_Machine_2013-09-29_01,Washing Machine,original,summer,2013-09-29 14:50:00,2013-09-29 17:35:00,165,44917.25,0.37839380303030273,0,0.0,0.4,0.0,130,35389.34848484845,0.48,0.2831147878787876,35,9527.901515151516,0.6,0.09527901515151517,scheduled,summer,2013-09-30 06:00:00,2013-09-30 08:45:00,165,44917.25,0.29944833333333226,165,44917.24999999984,0.4,0.29944833333333226,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Washing_Machine_2013-10-01_01,Washing Machine,original,summer,2013-10-01 18:17:00,2013-10-01 20:47:00,150,77701.21,0.728319341733334,0,0.0,0.4,0.0,47,24346.37913333333,0.48,0.19477103306666663,103,53354.830866666736,0.6,0.5335483086666674,scheduled,summer,2013-10-02 06:00:00,2013-10-02 08:30:00,150,77701.21,0.5180080666666668,150,77701.21,0.4,0.5180080666666668,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Washing_Machine_2013-10-02_01,Washing Machine,original,summer,2013-10-02 17:19:00,2013-10-02 19:50:00,151,78212.99,0.7821298999999984,0,0.0,0.4,0.0,0,0.0,0.48,0.0,151,78212.98999999983,0.6,0.7821298999999984,scheduled,summer,2013-10-03 06:00:00,2013-10-03 08:31:00,151,78212.99,0.5214199333333323,151,78212.98999999983,0.4,0.5214199333333323,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Washing_Machine_2013-10-06_01,Washing Machine,original,summer,2013-10-06 15:13:00,2013-10-06 17:37:00,144,75209.64,0.640326518333334,0,0.0,0.4,0.0,107,55884.94083333342,0.48,0.44707952666666734,37,19324.69916666667,0.6,0.19324699166666667,scheduled,summer,2013-10-07 06:00:00,2013-10-07 08:24:00,144,75209.64,0.5013976000000011,144,75209.64000000017,0.4,0.5013976000000011,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Washing_Machine_2013-10-07_01,Washing Machine,original,summer,2013-10-07 14:50:00,2013-10-07 17:44:00,174,45428.07,0.38639967586206836,0,0.0,0.4,0.0,130,33940.512068965436,0.48,0.2715240965517235,44,11487.557931034491,0.6,0.1148755793103449,scheduled,summer,2013-10-08 06:00:00,2013-10-08 08:54:00,174,45428.07,0.30285379999999906,174,45428.069999999854,0.4,0.30285379999999906,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Washing_Machine_2013-10-13_01,Washing Machine,original,summer,2013-10-13 17:16:00,2013-10-13 18:49:00,93,34487.16,0.34487159999999994,0,0.0,0.4,0.0,0,0.0,0.48,0.0,93,34487.159999999996,0.6,0.34487159999999994,scheduled,summer,2013-10-14 06:00:00,2013-10-14 07:33:00,93,34487.16,0.22991439999999996,93,34487.159999999996,0.4,0.22991439999999996,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Washing_Machine_2013-10-20_01,Washing Machine,original,summer,2013-10-20 14:57:00,2013-10-20 17:15:00,138,74985.95,0.6161888934782606,0,0.0,0.4,0.0,123,66835.30326086952,0.48,0.5346824260869562,15,8150.646739130438,0.6,0.08150646739130436,scheduled,summer,2013-10-21 06:00:00,2013-10-21 08:18:00,138,74985.95,0.4999063333333338,138,74985.95000000006,0.4,0.4999063333333338,0,0.0,0.48,0.0,0,0.0,0.6,0.0
