event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost
Tumble_Dryer_2013-12-21_01,Tumble Dryer,original,winter,2013-12-21 16:50:00,2013-12-21 17:53:00,63,133775.97,1.108783370396825,10,21234.280952380952,0.43,0.1521790134920635,0,0.0,0.46,0.0,53,112541.689047619,0.51,0.9566043569047615,scheduled,winter,2013-12-21 16:55:00,2013-12-21 17:58:00,63,133775.97,1.1229395576984125,5,10617.140476190478,0.43,0.07608950674603175,0,0.0,0.46,0.0,58,123158.82952380947,0.51,1.0468500509523808
Tumble_Dryer_2013-12-21_02,Tumble Dryer,original,winter,2013-12-21 18:16:00,2013-12-21 19:38:00,82,161894.47,1.376102995,0,0.0,0.43,0.0,0,0.0,0.46,0.0,82,161894.47000000003,0.51,1.376102995,scheduled,winter,2013-12-22 06:00:00,2013-12-22 07:22:00,82,161894.47,1.160243701666667,82,161894.47000000003,0.43,1.160243701666667,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-01-03_01,Tumble Dryer,original,winter,2014-01-03 18:44:00,2014-01-03 20:12:00,88,140441.23,1.1777912243181807,0,0.0,0.43,0.0,12,19151.076818181824,0.46,0.14682492227272734,76,121290.15318181804,0.51,1.0309663020454534,scheduled,winter,2014-01-03 22:00:00,2014-01-03 23:28:00,88,140441.23,1.0064954816666656,88,140441.22999999984,0.43,1.0064954816666656,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-01-03_02,Tumble Dryer,original,winter,2014-01-03 20:57:00,2014-01-03 21:48:00,51,57546.77,0.4411919033333338,0,0.0,0.43,0.0,51,57546.770000000055,0.46,0.4411919033333338,0,0.0,0.51,0.0,scheduled,winter,2014-01-04 06:00:00,2014-01-04 06:51:00,51,57546.77,0.41241851833333376,51,57546.770000000055,0.43,0.41241851833333376,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-01-11_02,Tumble Dryer,original,winter,2014-01-11 17:59:00,2014-01-11 18:35:00,36,61761.73,0.5249747049999998,0,0.0,0.43,0.0,0,0.0,0.46,0.0,36,61761.72999999997,0.51,0.5249747049999998,scheduled,winter,2014-01-11 22:00:00,2014-01-11 22:36:00,36,61761.73,0.4426257316666664,36,61761.72999999997,0.43,0.4426257316666664,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-01-12_01,Tumble Dryer,original,winter,2014-01-12 15:56:00,2014-01-12 17:17:00,81,139038.46,1.0353501784773658,64,109857.54864197526,0.43,0.787312431934156,0,0.0,0.46,0.0,17,29180.911358024685,0.51,0.2480377465432098,scheduled,winter,2014-01-12 16:01:00,2014-01-12 17:22:00,81,139038.46,1.0467936731275718,59,101274.92765432096,0.43,0.7258036481893002,0,0.0,0.46,0.0,22,37763.532345679014,0.51,0.3209900249382716
Tumble_Dryer_2014-01-22_02,Tumble Dryer,original,winter,2014-01-22 18:45:00,2014-01-22 19:46:00,61,69882.21,0.5939987850000001,0,0.0,0.43,0.0,0,0.0,0.46,0.0,61,69882.21000000002,0.51,0.5939987850000001,scheduled,winter,2014-01-22 22:00:00,2014-01-22 23:01:00,61,69882.21,0.5008225050000001,61,69882.21000000002,0.43,0.5008225050000001,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-02-12_01,Tumble Dryer,original,winter,2014-02-12 19:29:00,2014-02-12 20:22:00,53,7366.13,0.0600640726100629,0,0.0,0.43,0.0,22,3057.638867924528,0.46,0.02344189798742138,31,4308.491132075472,0.51,0.036622174622641515,scheduled,winter,2014-02-12 22:00:00,2014-02-12 22:53:00,53,7366.13,0.052790598333333404,53,7366.130000000009,0.43,0.052790598333333404,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-03-03_02,Tumble Dryer,original,winter,2014-03-03 16:50:00,2014-03-03 18:16:00,86,1373.71,0.011463556705426365,10,159.73372093023255,0.43,0.0011447583333333334,0,0.0,0.46,0.0,76,1213.9762790697682,0.51,0.01031879837209303,scheduled,winter,2014-03-03 16:55:00,2014-03-03 18:21:00,86,1373.71,0.011570045852713186,5,79.86686046511628,0.43,0.0005723791666666667,0,0.0,0.46,0.0,81,1293.8431395348846,0.51,0.01099766668604652
Tumble_Dryer_2014-03-23_01,Tumble Dryer,original,winter,2014-03-23 19:07:00,2014-03-23 19:52:00,45,76567.4,0.6508228999999999,0,0.0,0.43,0.0,0,0.0,0.46,0.0,45,76567.39999999998,0.51,0.6508228999999999,scheduled,winter,2014-03-23 22:00:00,2014-03-23 22:45:00,45,76567.4,0.5487330333333332,45,76567.39999999998,0.43,0.5487330333333332,0,0.0,0.46,0.0,0,0.0,0.51,0.0
