month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
2014-01,65.4905,59.5478,74.44839999999999,248.1669,248.1669,248.1669
2014-02,8.0265,6.7392,8.5519,28.5012,28.5012,28.5012
2014-03,47.8278,43.2037,54.373,181.2445,181.2445,181.2445
2014-04,40.8455,36.7881,45.0978,150.3324,150.3324,150.3324
2014-05,43.8717,39.6441,48.2564,160.8536,160.8536,160.8536
2014-06,33.8713,30.3629,37.5425,125.1471,125.1471,125.1471
2014-07,13.5292,12.1583,15.0311,50.1043,50.1043,50.1043
2014-08,35.5154,32.3072,39.4244,131.415,131.415,131.415
2014-09,36.8087,32.3635,40.9655,136.5495,136.5495,136.5495
2014-10,38.442,35.7957,44.366,147.8847,147.8847,147.8847
2014-11,21.7973,19.8488,24.1076,80.362,80.362,80.362
2014-12,74.4859,64.95490000000001,81.3677,271.2331,271.2331,271.2331
2015-01,31.5603,29.8052,36.8058,122.69330000000001,122.69330000000001,122.69330000000001
2015-02,29.4697,27.53,33.7473,112.4933,112.4933,112.4933
2015-03,26.1829,23.7592,29.0489,96.8448,96.8448,96.8448
2015-04,27.475099999999998,24.8792,29.869,99.5693,99.5693,99.5693
2015-05,7.6622,7.0574,8.5346,28.4532,28.4532,28.4532
2015-06,7.0218,6.5704,7.9788,26.5956,26.5956,26.5956
2015-07,2.8434,2.6321,3.4845,11.6154,11.6154,11.6154
