event_id,appliance_name,when,season,start_time,end_time,minutes,total_W,total_cost,level_0_minutes,level_0_W,level_0_rate,level_0_cost,level_1_minutes,level_1_W,level_1_rate,level_1_cost,level_2_minutes,level_2_W,level_2_rate,level_2_cost,level_3_minutes,level_3_W,level_3_rate,level_3_cost,level_4_minutes,level_4_W,level_4_rate,level_4_cost,level_5_minutes,level_5_W,level_5_rate,level_5_cost
Fridge-Freezer_2013-09-17_01,Fridge-Freezer,original,,2013-09-17 22:08:00,2013-09-17 22:29:00,21,1731.66,0.008081080000000003,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,21,1731.6600000000005,0.28,0.008081080000000003
Fridge-Freezer_2013-09-17_02,Fridge-Freezer,original,,2013-09-17 23:16:00,2013-09-17 23:41:00,25,2026.49,0.009456953333333339,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,25,2026.4900000000007,0.28,0.009456953333333339
Fridge-Freezer_2013-09-18_01,Fridge-Freezer,original,,2013-09-18 00:35:00,2013-09-18 00:59:00,24,2016.89,0.007395263333333336,24,2016.8900000000008,0.22,0.007395263333333336,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-18_02,Fridge-Freezer,original,,2013-09-18 01:57:00,2013-09-18 02:22:00,25,2034.72,0.007460639999999997,25,2034.7199999999991,0.22,0.007460639999999997,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-18_03,Fridge-Freezer,original,,2013-09-18 03:25:00,2013-09-18 03:51:00,26,2101.56,0.007705719999999994,26,2101.5599999999986,0.22,0.007705719999999994,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-18_04,Fridge-Freezer,original,,2013-09-18 04:56:00,2013-09-18 05:22:00,26,2132.35,0.009240183333333334,0,0.0,0.22,0.0,26,2132.3500000000004,0.26,0.009240183333333334,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-18_05,Fridge-Freezer,original,,2013-09-18 06:26:00,2013-09-18 06:58:00,32,2690.33,0.011658096666666673,0,0.0,0.22,0.0,32,2690.3300000000013,0.26,0.011658096666666673,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-18_06,Fridge-Freezer,original,,2013-09-18 07:45:00,2013-09-18 08:18:00,33,2791.86,0.013113281818181815,0,0.0,0.22,0.0,15,1269.0272727272727,0.26,0.005499118181818182,18,1522.832727272727,0.3,0.007614163636363634,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-18_07,Fridge-Freezer,original,,2013-09-18 09:23:00,2013-09-18 09:51:00,28,2341.2,0.011706,0,0.0,0.22,0.0,0,0.0,0.26,0.0,28,2341.2,0.3,0.011706,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-18_08,Fridge-Freezer,original,,2013-09-18 10:57:00,2013-09-18 11:26:00,29,2394.68,0.0119734,0,0.0,0.22,0.0,0,0.0,0.26,0.0,29,2394.68,0.3,0.0119734,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-18_09,Fridge-Freezer,original,,2013-09-18 12:34:00,2013-09-18 13:03:00,29,2436.92,0.013809213333333334,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,29,2436.92,0.34,0.013809213333333334,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-18_10,Fridge-Freezer,original,,2013-09-18 14:10:00,2013-09-18 14:25:00,15,1158.02,0.0065621133333333345,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,15,1158.02,0.34,0.0065621133333333345,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-18_11,Fridge-Freezer,original,,2013-09-18 15:02:00,2013-09-18 15:49:00,47,4915.75,0.027855916666666633,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,47,4915.749999999994,0.34,0.027855916666666633,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-18_12,Fridge-Freezer,original,,2013-09-18 15:57:00,2013-09-18 16:59:00,62,5451.76,0.029163984946236572,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,3,263.79483870967744,0.34,0.0014948374193548388,59,5187.965161290325,0.32,0.027669147526881734,0,0.0,0.28,0.0
