event_id,appliance_name,when,season,start_time,end_time,minutes,total_W,total_cost,level_0_minutes,level_0_W,level_0_rate,level_0_cost,level_1_minutes,level_1_W,level_1_rate,level_1_cost,level_2_minutes,level_2_W,level_2_rate,level_2_cost,level_3_minutes,level_3_W,level_3_rate,level_3_cost,level_4_minutes,level_4_W,level_4_rate,level_4_cost,level_5_minutes,level_5_W,level_5_rate,level_5_cost
Fridge-Freezer_2014-03-07_01,Fridge-Freezer,original,,2014-03-07 22:58:00,2014-03-07 23:44:00,46,4055.61,0.01892618000000001,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,46,4055.610000000002,0.28,0.01892618000000001
Fridge-Freezer_2014-03-08_01,Fridge-Freezer,original,,2014-03-08 01:01:00,2014-03-08 01:45:00,44,3871.47,0.014195390000000006,44,3871.4700000000016,0.22,0.014195390000000006,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-08_02,Fridge-Freezer,original,,2014-03-08 03:11:00,2014-03-08 03:54:00,43,3807.2,0.013959733333333342,43,3807.200000000002,0.22,0.013959733333333342,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-08_03,Fridge-Freezer,original,,2014-03-08 05:27:00,2014-03-08 06:10:00,43,3853.07,0.016696636666666667,0,0.0,0.22,0.0,43,3853.0699999999997,0.26,0.016696636666666667,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-08_04,Fridge-Freezer,original,,2014-03-08 07:41:00,2014-03-08 08:30:00,49,4404.73,0.020885012312925163,0,0.0,0.22,0.0,19,1707.9565306122443,0.26,0.007401144965986392,30,2696.773469387754,0.3,0.013483867346938771,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-08_05,Fridge-Freezer,original,,2014-03-08 09:40:00,2014-03-08 10:26:00,46,3825.65,0.01912825,0,0.0,0.22,0.0,0,0.0,0.26,0.0,46,3825.65,0.3,0.01912825,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-08_06,Fridge-Freezer,original,,2014-03-08 11:46:00,2014-03-08 12:30:00,44,3977.85,0.021697363636363633,0,0.0,0.22,0.0,0,0.0,0.26,0.0,14,1265.6795454545456,0.3,0.0063283977272727285,30,2712.1704545454536,0.34,0.015368965909090905,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-08_07,Fridge-Freezer,original,,2014-03-08 13:50:00,2014-03-08 14:39:00,49,2951.66,0.01672607333333332,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,49,2951.6599999999976,0.34,0.01672607333333332,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-08_08,Fridge-Freezer,original,,2014-03-08 15:54:00,2014-03-08 16:39:00,45,3946.12,0.02122135644444445,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,6,526.1493333333333,0.34,0.002981512888888889,39,3419.970666666668,0.32,0.018239843555555562,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-08_09,Fridge-Freezer,original,,2014-03-08 17:59:00,2014-03-08 18:44:00,45,3902.97,0.020815840000000016,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,45,3902.9700000000034,0.32,0.020815840000000016,0,0.0,0.28,0.0
