event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,orig_level_3_minutes,orig_level_3_W,orig_level_3_rate,orig_level_3_cost,orig_level_4_minutes,orig_level_4_W,orig_level_4_rate,orig_level_4_cost,orig_level_5_minutes,orig_level_5_W,orig_level_5_rate,orig_level_5_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost,sched_level_3_minutes,sched_level_3_W,sched_level_3_rate,sched_level_3_cost,sched_level_4_minutes,sched_level_4_W,sched_level_4_rate,sched_level_4_cost,sched_level_5_minutes,sched_level_5_W,sched_level_5_rate,sched_level_5_cost
Tumble_Dryer_2014-03-09_01,Tumble Dryer,original,,2014-03-09 16:59:00,2014-03-09 17:25:00,26,24118.93,0.12863429333333332,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,26,24118.929999999997,0.32,0.12863429333333332,0,0.0,0.28,0.0,scheduled,,2014-03-10 06:00:00,2014-03-10 06:26:00,26,24118.93,0.10451536333333333,0,0.0,0.22,0.0,26,24118.929999999997,0.26,0.10451536333333333,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-09_02,Tumble Dryer,original,,2014-03-09 17:43:00,2014-03-09 19:39:00,116,116916.58,0.6235550933333321,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,116,116916.57999999978,0.32,0.6235550933333321,0,0.0,0.28,0.0,scheduled,,2014-03-09 20:00:00,2014-03-09 21:56:00,116,116916.58,0.5456107066666657,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,116,116916.57999999978,0.28,0.5456107066666657
Tumble_Dryer_2014-03-16_01,Tumble Dryer,original,,2014-03-16 14:16:00,2014-03-16 15:03:00,47,7468.08,0.04231912000000003,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,47,7468.0800000000045,0.34,0.04231912000000003,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-03-17 06:00:00,2014-03-17 06:47:00,47,7468.08,0.032361680000000025,0,0.0,0.22,0.0,47,7468.0800000000045,0.26,0.032361680000000025,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-17_01,Tumble Dryer,original,,2014-03-17 16:38:00,2014-03-17 18:03:00,85,71493.3,0.3812975999999996,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,85,71493.29999999992,0.32,0.3812975999999996,0,0.0,0.28,0.0,scheduled,,2014-03-18 06:00:00,2014-03-18 07:25:00,85,71493.3,0.3098042999999997,0,0.0,0.22,0.0,85,71493.29999999992,0.26,0.3098042999999997,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-23_01,Tumble Dryer,original,,2014-03-23 16:46:00,2014-03-23 17:17:00,31,29633.5,0.15804533333333326,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,31,29633.499999999985,0.32,0.15804533333333326,0,0.0,0.28,0.0,scheduled,,2014-03-24 06:00:00,2014-03-24 06:31:00,31,29633.5,0.12841183333333328,0,0.0,0.22,0.0,31,29633.499999999985,0.26,0.12841183333333328,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-26_01,Tumble Dryer,original,,2014-03-26 15:33:00,2014-03-26 17:26:00,113,53687.25,0.29060797566371716,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,27,12827.926991150443,0.34,0.07269158628318585,86,40859.32300884962,0.32,0.2179163893805313,0,0.0,0.28,0.0,scheduled,,2014-03-27 06:00:00,2014-03-27 07:53:00,113,53687.25,0.23264475000000068,0,0.0,0.22,0.0,113,53687.25000000016,0.26,0.23264475000000068,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-27_01,Tumble Dryer,original,,2014-03-27 10:46:00,2014-03-27 11:32:00,46,6126.82,0.030634100000000004,0,0.0,0.22,0.0,0,0.0,0.26,0.0,46,6126.8200000000015,0.3,0.030634100000000004,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-03-28 06:00:00,2014-03-28 06:46:00,46,6126.82,0.02654955333333334,0,0.0,0.22,0.0,46,6126.8200000000015,0.26,0.02654955333333334,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-27_02,Tumble Dryer,original,,2014-03-27 11:56:00,2014-03-27 12:49:00,53,12286.28,0.06900407572327039,0,0.0,0.22,0.0,0,0.0,0.26,0.0,4,927.2664150943397,0.3,0.004636332075471698,49,11359.013584905651,0.34,0.0643677436477987,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-03-28 06:46:00,2014-03-28 07:39:00,53,12286.28,0.053240546666666624,0,0.0,0.22,0.0,53,12286.27999999999,0.26,0.053240546666666624,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-01_01,Tumble Dryer,original,,2014-04-01 06:47:00,2014-04-01 08:03:00,76,49540.03,0.2159771483333331,0,0.0,0.22,0.0,73,47584.50249999995,0.26,0.2061995108333331,3,1955.5275,0.3,0.009777637499999997,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-01 06:52:00,2014-04-01 08:08:00,76,49540.03,0.21814995666666648,0,0.0,0.22,0.0,68,44325.28999999996,0.26,0.19207625666666647,8,5214.739999999999,0.3,0.026073699999999995,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-04-03_01,Tumble Dryer,original,,2014-04-03 07:11:00,2014-04-03 07:52:00,41,32321.52,0.14005992000000014,0,0.0,0.22,0.0,41,32321.520000000026,0.26,0.14005992000000014,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-04-03 07:16:00,2014-04-03 07:57:00,41,32321.52,0.14005992000000014,0,0.0,0.22,0.0,41,32321.520000000026,0.26,0.14005992000000014,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
