appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance1,Toaster,2013-09,0.015200000000000002,0.024300000000000002,0.030400000000000003,0.1014,0.1014,0.1014
Appliance1,Toaster,2013-10,0.0805,0.0893,0.0955,0.318,0.318,0.318
Appliance1,Toaster,2013-11,0.406,0.4278,0.433,1.4445,1.4445,1.4445
Appliance1,Toaster,2013-12,0.512,0.5157,0.5411,1.8036,1.8036,1.8036
Appliance1,Toaster,2014-01,0.23249999999999998,0.2569,0.2569,0.8562,0.8562,0.8562
Appliance1,Toaster,2014-03,0.0435,0.0435,0.0435,0.14479999999999998,0.14479999999999998,0.14479999999999998
Appliance1,Toaster,2014-04,0.0955,0.0958,0.1175,0.3913,0.3913,0.3913
Appliance1,Toaster,2014-05,0.0798,0.0991,0.0991,0.3304,0.3304,0.3304
Appliance1,Toaster,2014-06,0.2266,0.2511,0.2511,0.8375,0.8375,0.8375
Appliance1,Toaster,2014-07,0.1529,0.1195,0.1633,0.5444,0.5444,0.5444
Appliance1,Toaster,2014-08,0.39640000000000003,0.42410000000000003,0.44430000000000003,1.4802,1.4802,1.4802
Appliance1,Toaster,2014-09,0.1977,0.2062,0.2183,0.7274,0.7274,0.7274
Appliance1,Toaster,2014-10,0.3038,0.2882,0.309,1.0304,1.0304,1.0304
Appliance1,Toaster,2014-11,0.1947,0.1775,0.1947,0.6494,0.6494,0.6494
Appliance1,Toaster,2014-12,0.5932,0.5526,0.5982,1.9945,1.9945,1.9945
Appliance1,Toaster,2015-01,0.2927,0.2758,0.2927,0.9759,0.9759,0.9759
Appliance1,Toaster,2015-02,0.5418000000000001,0.5256,0.5418000000000001,1.8065,1.8065,1.8065
Appliance1,Toaster,2015-03,0.4678,0.4492,0.4678,1.5584,1.5584,1.5584
Appliance1,Toaster,2015-04,0.2423,0.2423,0.2423,0.8082,0.8082,0.8082
Appliance1,Toaster,2015-05,0.2756,0.2756,0.2756,0.9183,0.9183,0.9183
Appliance1,Toaster,2015-06,0.025,0.025,0.025,0.0833,0.0833,0.0833
Appliance2,Fridge-Freezer,2013-09,1.2256,1.1838,1.447,4.8232,4.8232,4.8232
Appliance2,Fridge-Freezer,2013-10,4.7767,4.3938,5.43,18.0999,18.0999,18.0999
Appliance2,Fridge-Freezer,2013-11,7.58,6.9945,8.661,28.869600000000002,28.869600000000002,28.869600000000002
Appliance2,Fridge-Freezer,2013-12,7.9918,7.1594,9.1399,30.4657,30.4657,30.4657
Appliance2,Fridge-Freezer,2014-01,5.4794,5.0537,6.2129,20.7086,20.7086,20.7086
Appliance2,Fridge-Freezer,2014-03,6.4387,5.9356,7.291,24.3051,24.3051,24.3051
Appliance2,Fridge-Freezer,2014-04,8.1443,7.5362,9.4504,31.502,31.502,31.502
Appliance2,Fridge-Freezer,2014-05,8.2469,7.5701,9.4401,31.4673,31.4673,31.4673
Appliance2,Fridge-Freezer,2014-06,10.2297,9.2686,11.6442,38.8149,38.8149,38.8149
Appliance2,Fridge-Freezer,2014-07,12.4455,11.4163,14.0682,46.8956,46.8956,46.8956
Appliance2,Fridge-Freezer,2014-08,14.2444,12.9887,16.3236,54.411,54.411,54.411
Appliance2,Fridge-Freezer,2014-09,13.6451,12.3629,15.5212,51.7397,51.7397,51.7397
Appliance2,Fridge-Freezer,2014-10,10.9405,10.0831,12.4189,41.3944,41.3944,41.3944
Appliance2,Fridge-Freezer,2014-11,8.579,7.7957,9.7525,32.5101,32.5101,32.5101
Appliance2,Fridge-Freezer,2014-12,9.2796,8.391,10.5503,35.1688,35.1688,35.1688
Appliance2,Fridge-Freezer,2015-01,8.9409,8.1863,10.1387,33.7965,33.7965,33.7965
Appliance2,Fridge-Freezer,2015-02,8.1727,7.4117,9.2861,30.9555,30.9555,30.9555
Appliance2,Fridge-Freezer,2015-03,9.0109,8.0943,10.1588,33.8639,33.8639,33.8639
Appliance2,Fridge-Freezer,2015-04,8.6888,7.7777,9.7432,32.4772,32.4772,32.4772
Appliance2,Fridge-Freezer,2015-05,7.6866,6.9077,8.6524,28.8387,28.8387,28.8387
Appliance2,Fridge-Freezer,2015-06,0.39949999999999997,0.378,0.4733,1.5784,1.5784,1.5784
Appliance3,Freezer,2013-09,0.9777,0.9385,1.1717,3.9043,3.9043,3.9043
Appliance3,Freezer,2013-10,3.6656,3.3505,4.1842,13.949,13.949,13.949
Appliance3,Freezer,2013-11,4.2843,3.9789,5.0201,16.7372,16.7372,16.7372
Appliance3,Freezer,2013-12,5.7768,5.3817,6.8273,22.7577,22.7577,22.7577
Appliance3,Freezer,2014-01,5.492,5.1367,6.5325,21.7745,21.7745,21.7745
Appliance3,Freezer,2014-03,4.6841,4.3272,5.5144,18.3835,18.3835,18.3835
Appliance3,Freezer,2014-04,4.5099,4.1285,5.3277,17.7592,17.7592,17.7592
Appliance3,Freezer,2014-05,7.1129,6.4754,8.171,27.2395,27.2395,27.2395
Appliance3,Freezer,2014-06,8.3495,7.6463,9.646,32.1577,32.1577,32.1577
Appliance3,Freezer,2014-07,9.3219,8.5236,10.7401,35.7996,35.7996,35.7996
Appliance3,Freezer,2014-08,7.656,7.0873,8.9073,29.6861,29.6861,29.6861
Appliance3,Freezer,2014-09,7.7327,7.138,8.9844,29.9551,29.9551,29.9551
Appliance3,Freezer,2014-10,7.1898,6.636,8.39,27.966,27.966,27.966
Appliance3,Freezer,2014-11,5.7284,5.2865,6.6785,22.2615,22.2615,22.2615
Appliance3,Freezer,2014-12,4.7035,4.2929,5.4699,18.2299,18.2299,18.2299
Appliance3,Freezer,2015-01,4.6688,4.2703,5.4473,18.1588,18.1588,18.1588
Appliance3,Freezer,2015-02,3.1168,2.9225,3.6697,12.2342,12.2342,12.2342
Appliance3,Freezer,2015-03,5.3093,4.8706,6.1645,20.5458,20.5458,20.5458
Appliance3,Freezer,2015-04,6.7606,6.2167,7.9712,26.566300000000002,26.566300000000002,26.566300000000002
Appliance3,Freezer,2015-05,5.27,4.8318,6.0817,20.2716,20.2716,20.2716
Appliance3,Freezer,2015-06,0.32230000000000003,0.3119,0.3988,1.3298,1.3298,1.3298
Appliance4,Tumble Dryer,2013-09,0.8565,1.0856,1.1309,3.7689000000000004,3.7689000000000004,3.7689000000000004
Appliance4,Tumble Dryer,2013-10,2.6169000000000002,2.8587,3.0475,10.1584,10.1584,10.1584
Appliance4,Tumble Dryer,2013-11,11.8367,10.4028,12.2453,40.8178,40.8178,40.8178
Appliance4,Tumble Dryer,2013-12,12.3402,11.34,12.7875,42.6245,42.6245,42.6245
Appliance4,Tumble Dryer,2014-01,3.8291,3.4708,3.8709000000000002,12.9023,12.9023,12.9023
Appliance4,Tumble Dryer,2014-03,2.4689,2.4289,2.5711,8.5706,8.5706,8.5706
Appliance4,Tumble Dryer,2014-04,4.0555,3.8508,4.4256,14.7503,14.7503,14.7503
Appliance4,Tumble Dryer,2014-05,2.2488,2.1334,2.4301,8.1004,8.1004,8.1004
Appliance4,Tumble Dryer,2014-06,8.942,7.8693,9.2157,30.7196,30.7196,30.7196
Appliance4,Tumble Dryer,2014-07,2.398,2.1924,2.398,7.9939,7.9939,7.9939
Appliance4,Tumble Dryer,2014-08,12.0322,10.182,12.4503,41.5011,41.5011,41.5011
Appliance4,Tumble Dryer,2014-09,7.0834,6.4616,7.4695,24.8984,24.8984,24.8984
Appliance4,Tumble Dryer,2014-10,10.6366,9.3207,10.8323,36.1077,36.1077,36.1077
Appliance4,Tumble Dryer,2014-11,11.0643,9.0299,11.0643,36.8806,36.8806,36.8806
Appliance4,Tumble Dryer,2014-12,24.7267,20.5059,24.7275,82.4258,82.4258,82.4258
Appliance4,Tumble Dryer,2015-01,11.4457,9.0837,11.4457,38.1533,38.1533,38.1533
Appliance4,Tumble Dryer,2015-02,14.6153,12.6765,14.6175,48.7246,48.7246,48.7246
Appliance4,Tumble Dryer,2015-03,12.7871,10.659,12.9117,43.0389,43.0389,43.0389
Appliance4,Tumble Dryer,2015-04,7.3753,6.421,7.3753,24.585,24.585,24.585
Appliance4,Tumble Dryer,2015-05,4.4392,3.7986,4.4392,14.7976,14.7976,14.7976
Appliance4,Tumble Dryer,2015-06,0.2099,0.1355,0.2099,0.6999,0.6999,0.6999
Appliance5,Dishwasher,2013-09,1.3116,1.3472,1.6113,5.3712,5.3712,5.3712
Appliance5,Dishwasher,2013-10,2.2718,1.8418999999999999,2.2718,7.5727,7.5727,7.5727
Appliance5,Dishwasher,2013-11,9.0859,8.0736,9.0868,30.290599999999998,30.290599999999998,30.290599999999998
Appliance5,Dishwasher,2013-12,12.5892,10.9998,12.8198,42.7337,42.7337,42.7337
Appliance5,Dishwasher,2014-01,3.9947,3.7885999999999997,4.1472999999999995,13.8254,13.8254,13.8254
Appliance5,Dishwasher,2014-03,3.8923,3.5402,3.8948,12.9833,12.9833,12.9833
Appliance5,Dishwasher,2014-04,4.9818,4.366,4.9837,16.6134,16.6134,16.6134
Appliance5,Dishwasher,2014-05,2.7826,2.2612,2.9053,9.6857,9.6857,9.6857
Appliance5,Dishwasher,2014-06,8.8499,7.7486,9.074,30.2474,30.2474,30.2474
Appliance5,Dishwasher,2014-07,6.7459,6.103,6.9918,23.3064,23.3064,23.3064
