event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
Washing_Machine_2013-09-20_01,Washing Machine,2013-09-20 07:49:00,2013-09-20 09:29:00,2013-09-20 13:00:00,2013-09-20 14:40:00,SUCCESS,100.0,72063.57
Washing_Machine_2013-09-22_02,Washing Machine,2013-09-22 08:47:00,2013-09-22 08:54:00,2013-09-22 13:00:00,2013-09-22 13:07:00,SUCCESS,7.0,36.6
Washing_Machine_2013-09-22_03,Washing Machine,2013-09-22 09:05:00,2013-09-22 11:51:00,2013-09-22 13:07:00,2013-09-22 15:53:00,SUCCESS,166.0,45503.92
Washing_Machine_2013-09-22_04,Washing Machine,2013-09-22 17:05:00,2013-09-22 17:13:00,2013-09-22 20:00:00,2013-09-22 20:08:00,SUCCESS,8.0,40.8
Washing_Machine_2013-09-23_01,Washing Machine,2013-09-23 19:07:00,2013-09-23 21:31:00,2013-09-23 20:00:00,2013-09-23 22:24:00,SUCCESS,144.0,76629.05
Washing_Machine_2013-09-24_01,Washing Machine,2013-09-24 08:19:00,2013-09-24 08:26:00,2013-09-24 13:00:00,2013-09-24 13:07:00,SUCCESS,7.0,36.67
Washing_Machine_2013-09-25_01,Washing Machine,2013-09-25 13:21:00,2013-09-25 16:17:00,2013-09-25 13:26:00,2013-09-25 16:22:00,SUCCESS,176.0,48849.71
Washing_Machine_2013-09-26_01,Washing Machine,2013-09-26 09:21:00,2013-09-26 11:05:00,2013-09-26 13:00:00,2013-09-26 14:44:00,SUCCESS,104.0,61051.43
Washing_Machine_2013-09-29_01,Washing Machine,2013-09-29 14:50:00,2013-09-29 17:35:00,2013-09-29 14:55:00,2013-09-29 17:40:00,SUCCESS,165.0,44917.25
Washing_Machine_2013-10-01_01,Washing Machine,2013-10-01 18:17:00,2013-10-01 20:47:00,2013-10-01 20:00:00,2013-10-01 22:30:00,SUCCESS,150.0,77701.21
Washing_Machine_2013-10-02_01,Washing Machine,2013-10-02 17:19:00,2013-10-02 19:50:00,2013-10-02 20:00:00,2013-10-02 22:31:00,SUCCESS,151.0,78212.99
Washing_Machine_2013-10-04_01,Washing Machine,2013-10-04 12:55:00,2013-10-04 14:31:00,2013-10-04 13:00:00,2013-10-04 14:36:00,SUCCESS,96.0,34930.03
Washing_Machine_2013-10-06_01,Washing Machine,2013-10-06 15:13:00,2013-10-06 17:37:00,2013-10-06 15:18:00,2013-10-06 17:42:00,SUCCESS,144.0,75209.64
Washing_Machine_2013-10-07_01,Washing Machine,2013-10-07 14:50:00,2013-10-07 17:44:00,2013-10-07 14:55:00,2013-10-07 17:49:00,SUCCESS,174.0,45428.07
Washing_Machine_2013-10-11_01,Washing Machine,2013-10-11 13:10:00,2013-10-11 16:05:00,2013-10-11 13:15:00,2013-10-11 16:10:00,SUCCESS,175.0,51349.21
Washing_Machine_2013-10-13_01,Washing Machine,2013-10-13 17:16:00,2013-10-13 18:49:00,2013-10-13 20:00:00,2013-10-13 21:33:00,SUCCESS,93.0,34487.16
