appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance1,Fridge,2013-10,1.2932,1.1897,1.4881,4.9596,4.9596,4.9596
Appliance1,Fridge,2013-11,1.6051,1.4676,1.868,6.2268,6.2268,6.2268
Appliance1,Fridge,2013-12,1.6786,1.5507,1.9453,6.485,6.485,6.485
Appliance1,Fridge,2014-01,1.2411,1.1336,1.4242,4.7456,4.7456,4.7456
Appliance1,Fridge,2014-02,0.2497,0.2274,0.2833,0.9417,0.9417,0.9417
Appliance1,Fridge,2014-04,1.5616999999999999,1.4532,1.8195999999999999,6.0629,6.0629,6.0629
Appliance1,Fridge,2014-05,1.7218,1.5962,2.0109,6.7048,6.7048,6.7048
Appliance1,Fridge,2014-06,1.9275,1.7787,2.2361999999999997,7.4506,7.4506,7.4506
Appliance1,Fridge,2014-07,2.2561,2.0922,2.6214,8.7362,8.7362,8.7362
Appliance1,Fridge,2014-08,1.9518,1.8163,2.2714,7.5727,7.5727,7.5727
Appliance1,Fridge,2014-09,1.841,1.7262,2.1441,7.149,7.149,7.149
Appliance1,Fridge,2014-10,1.797,1.6721,2.0934,6.9772,6.9772,6.9772
Appliance1,Fridge,2014-11,1.6951,1.5656,1.9714,6.5698,6.5698,6.5698
Appliance1,Fridge,2014-12,1.8901000000000001,1.7271,2.1839,7.2796,7.2796,7.2796
Appliance1,Fridge,2015-01,1.9045,1.7516,2.202,7.3407,7.3407,7.3407
Appliance1,Fridge,2015-02,1.7579,1.6198,2.0363,6.7853,6.7853,6.7853
Appliance1,Fridge,2015-03,1.6658,1.5371,1.9356,6.4536,6.4536,6.4536
Appliance1,Fridge,2015-04,1.4706,1.337,1.7059,5.687,5.687,5.687
Appliance1,Fridge,2015-05,1.3458,1.2378,1.5597,5.1987,5.1987,5.1987
Appliance1,Fridge,2015-06,0.929,0.8625,1.0864,3.6224,3.6224,3.6224
Appliance1,Fridge,2015-07,0.4961,0.461,0.5806,1.9359,1.9359,1.9359
Appliance2,Freezer,2013-10,7.9614,7.3595,9.2347,30.7842,30.7842,30.7842
Appliance2,Freezer,2013-11,10.1938,9.5418,11.9846,39.9457,39.9457,39.9457
Appliance2,Freezer,2013-12,10.2131,9.4307,11.9476,39.8292,39.8292,39.8292
Appliance2,Freezer,2014-01,7.9125,7.34,9.2097,30.6965,30.6965,30.6965
Appliance2,Freezer,2014-02,1.5655999999999999,1.4324,1.7766,5.9212,5.9212,5.9212
Appliance2,Freezer,2014-04,10.3717,9.6006,12.0946,40.317099999999996,40.317099999999996,40.317099999999996
Appliance2,Freezer,2014-05,11.6207,10.7785,13.6026,45.3426,45.3426,45.3426
Appliance2,Freezer,2014-06,12.4381,11.4772,14.5566,48.5205,48.5205,48.5205
Appliance2,Freezer,2014-07,14.5157,13.4397,16.8682,56.2303,56.2303,56.2303
Appliance2,Freezer,2014-08,13.2133,12.2155,15.4588,51.5284,51.5284,51.5284
Appliance2,Freezer,2014-09,11.8295,10.9732,13.7734,45.9092,45.9092,45.9092
Appliance2,Freezer,2014-10,11.6775,10.8056,13.6794,45.5996,45.5996,45.5996
Appliance2,Freezer,2014-11,11.3486,10.4536,13.2628,44.2085,44.2085,44.2085
Appliance2,Freezer,2014-12,11.1174,10.2911,13.016,43.3887,43.3887,43.3887
Appliance2,Freezer,2015-01,11.3333,10.5104,13.2706,44.2343,44.2343,44.2343
Appliance2,Freezer,2015-02,10.1815,9.4444,11.9192,39.7284,39.7284,39.7284
Appliance2,Freezer,2015-03,10.1728,9.5431,11.949,39.83,39.83,39.83
Appliance2,Freezer,2015-04,9.4204,8.7075,11.0036,36.6788,36.6788,36.6788
Appliance2,Freezer,2015-05,8.6164,7.9745,10.0744,33.5805,33.5805,33.5805
Appliance2,Freezer,2015-06,5.9815,5.4779,6.9831,23.2786,23.2786,23.2786
Appliance2,Freezer,2015-07,3.1877999999999997,2.9289,3.7141,12.3799,12.3799,12.3799
Appliance3,Fridge-Freezer,2013-10,3.8219,3.5152,4.4553,14.8527,14.8527,14.8527
Appliance3,Fridge-Freezer,2013-11,4.761,4.3655,5.5157,18.3818,18.3818,18.3818
Appliance3,Fridge-Freezer,2013-12,5.4997,5.112,6.4339,21.4444,21.4444,21.4444
Appliance3,Fridge-Freezer,2014-01,4.1382,3.7971,4.8099,16.0348,16.0348,16.0348
Appliance3,Fridge-Freezer,2014-02,14.796800000000001,13.7437,17.342499999999998,57.8084,57.8084,57.8084
