event_id,appliance_name,when,season,start_time,end_time,minutes,total_W,total_cost,level_0_minutes,level_0_W,level_0_rate,level_0_cost,level_1_minutes,level_1_W,level_1_rate,level_1_cost,level_2_minutes,level_2_W,level_2_rate,level_2_cost,level_3_minutes,level_3_W,level_3_rate,level_3_cost,level_4_minutes,level_4_W,level_4_rate,level_4_cost,level_5_minutes,level_5_W,level_5_rate,level_5_cost
Fridge-Freezer_2014-03-06_01,Fridge-Freezer,original,,2014-03-06 16:23:00,2014-03-06 16:52:00,29,1999.46,0.010663786666666673,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,29,1999.4600000000012,0.32,0.010663786666666673,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-06_02,Fridge-Freezer,original,,2014-03-06 17:10:00,2014-03-06 17:43:00,33,2899.9,0.015466133333333345,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,33,2899.9000000000024,0.32,0.015466133333333345,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-06_03,Fridge-Freezer,original,,2014-03-06 18:09:00,2014-03-06 18:32:00,23,1691.49,0.009021280000000001,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,23,1691.49,0.32,0.009021280000000001,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-06_04,Fridge-Freezer,original,,2014-03-06 18:42:00,2014-03-06 19:20:00,38,3378.79,0.01802021333333334,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,38,3378.7900000000013,0.32,0.01802021333333334,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-06_05,Fridge-Freezer,original,,2014-03-06 19:46:00,2014-03-06 20:08:00,22,1721.64,0.008764712727272729,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,14,1095.589090909091,0.32,0.005843141818181819,8,626.0509090909092,0.28,0.00292157090909091
Fridge-Freezer_2014-03-06_06,Fridge-Freezer,original,,2014-03-06 20:17:00,2014-03-06 20:48:00,31,2783.25,0.0129885,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,31,2783.2499999999995,0.28,0.0129885
Fridge-Freezer_2014-03-06_07,Fridge-Freezer,original,,2014-03-06 21:37:00,2014-03-06 22:16:00,39,4590.13,0.02142060666666667,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,39,4590.130000000001,0.28,0.02142060666666667
Fridge-Freezer_2014-03-06_08,Fridge-Freezer,original,,2014-03-06 23:16:00,2014-03-06 23:56:00,40,4529.44,0.021137386666666654,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,40,4529.439999999997,0.28,0.021137386666666654
Fridge-Freezer_2014-03-07_01,Fridge-Freezer,original,,2014-03-07 00:47:00,2014-03-07 01:17:00,30,2634.94,0.009661446666666669,30,2634.940000000001,0.22,0.009661446666666669,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_02,Fridge-Freezer,original,,2014-03-07 01:34:00,2014-03-07 01:55:00,21,1638.03,0.0060061099999999985,21,1638.0299999999997,0.22,0.0060061099999999985,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_03,Fridge-Freezer,original,,2014-03-07 02:19:00,2014-03-07 02:49:00,30,2633.63,0.00965664333333333,30,2633.6299999999987,0.22,0.00965664333333333,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_04,Fridge-Freezer,original,,2014-03-07 03:41:00,2014-03-07 04:21:00,40,4296.21,0.017256443500000003,19,2040.6997500000002,0.22,0.007482565750000001,21,2255.51025,0.26,0.00977387775,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_05,Fridge-Freezer,original,,2014-03-07 05:24:00,2014-03-07 06:14:00,50,4202.85,0.018212349999999978,0,0.0,0.22,0.0,50,4202.849999999995,0.26,0.018212349999999978,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_06,Fridge-Freezer,original,,2014-03-07 06:57:00,2014-03-07 07:26:00,29,2623.13,0.011366896666666662,0,0.0,0.22,0.0,29,2623.1299999999987,0.26,0.011366896666666662,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_07,Fridge-Freezer,original,,2014-03-07 07:50:00,2014-03-07 08:16:00,26,1819.02,0.008628684615384618,0,0.0,0.22,0.0,10,699.6230769230771,0.26,0.003031700000000001,16,1119.3969230769233,0.3,0.005596984615384617,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_08,Fridge-Freezer,original,,2014-03-07 08:30:00,2014-03-07 09:00:00,30,2676.63,0.013383150000000002,0,0.0,0.22,0.0,0,0.0,0.26,0.0,30,2676.63,0.3,0.013383150000000002,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_09,Fridge-Freezer,original,,2014-03-07 10:02:00,2014-03-07 10:36:00,34,4693.62,0.023468100000000013,0,0.0,0.22,0.0,0,0.0,0.26,0.0,34,4693.620000000003,0.3,0.023468100000000013,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_10,Fridge-Freezer,original,,2014-03-07 11:23:00,2014-03-07 11:57:00,34,2993.89,0.014969450000000004,0,0.0,0.22,0.0,0,0.0,0.26,0.0,34,2993.890000000001,0.3,0.014969450000000004,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_11,Fridge-Freezer,original,,2014-03-07 12:07:00,2014-03-07 12:29:00,22,1669.57,0.009460896666666666,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,22,1669.57,0.34,0.009460896666666666,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_12,Fridge-Freezer,original,,2014-03-07 12:58:00,2014-03-07 13:22:00,24,2062.9,0.011689766666666667,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,24,2062.9,0.34,0.011689766666666667,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_13,Fridge-Freezer,original,,2014-03-07 14:01:00,2014-03-07 14:49:00,48,4469.11,0.025324956666666662,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,48,4469.109999999999,0.34,0.025324956666666662,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_14,Fridge-Freezer,original,,2014-03-07 15:47:00,2014-03-07 16:34:00,47,4451.52,0.024151863829787228,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,13,1231.2714893617022,0.34,0.006977205106382979,34,3220.2485106382965,0.32,0.01717465872340425,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_15,Fridge-Freezer,original,,2014-03-07 17:17:00,2014-03-07 17:46:00,29,2607.69,0.013907679999999999,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,29,2607.6899999999996,0.32,0.013907679999999999,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_16,Fridge-Freezer,original,,2014-03-07 18:09:00,2014-03-07 18:31:00,22,1680.62,0.00896330666666667,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,22,1680.6200000000008,0.32,0.00896330666666667,0,0.0,0.28,0.0
Fridge-Freezer_2014-03-07_17,Fridge-Freezer,original,,2014-03-07 18:38:00,2014-03-07 19:11:00,33,2820.9,0.0150448,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,33,2820.9,0.32,0.0150448,0,0.0,0.28,0.0
