event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Tumble_Dryer_2014-03-09_01,Tumble Dryer,2014-03-09 16:59:00,2014-03-09 17:25:00,2014-03-09 22:00:00,2014-03-09 22:26:00,SUCCESS,winter,26.0,24118.93
Tumble_Dryer_2014-03-09_02,Tumble Dryer,2014-03-09 17:43:00,2014-03-09 19:39:00,2014-03-10 06:00:00,2014-03-10 07:56:00,SUCCESS,winter,116.0,116916.58
Tumble_Dryer_2014-03-17_01,Tumble Dryer,2014-03-17 16:38:00,2014-03-17 18:03:00,2014-03-17 16:43:00,2014-03-17 18:08:00,SUCCESS,winter,85.0,71493.3
Tumble_Dryer_2014-03-23_01,Tumble Dryer,2014-03-23 16:46:00,2014-03-23 17:17:00,2014-03-23 16:51:00,2014-03-23 17:22:00,SUCCESS,winter,31.0,29633.5
Tumble_Dryer_2014-03-26_01,Tumble Dryer,2014-03-26 15:33:00,2014-03-26 17:26:00,2014-03-26 15:38:00,2014-03-26 17:31:00,SUCCESS,winter,113.0,53687.25
Tumble_Dryer_2014-04-06_02,Tumble Dryer,2014-04-06 17:12:00,2014-04-06 17:39:00,2014-04-07 06:00:00,2014-04-07 06:27:00,SUCCESS,winter,27.0,19085.0
Tumble_Dryer_2014-04-06_03,Tumble Dryer,2014-04-06 18:17:00,2014-04-06 20:18:00,2014-04-07 06:27:00,2014-04-07 08:28:00,SUCCESS,winter,121.0,78080.62
Tumble_Dryer_2014-04-06_04,Tumble Dryer,2014-04-06 20:21:00,2014-04-06 21:27:00,2014-04-07 08:28:00,2014-04-07 09:34:00,SUCCESS,winter,66.0,36840.38
Tumble_Dryer_2014-04-06_05,Tumble Dryer,2014-04-06 21:31:00,2014-04-06 23:32:00,2014-04-07 09:34:00,2014-04-07 11:35:00,SUCCESS,winter,121.0,59757.59
Tumble_Dryer_2014-04-07_03,Tumble Dryer,2014-04-07 16:10:00,2014-04-07 17:11:00,2014-04-07 16:15:00,2014-04-07 17:16:00,SUCCESS,winter,61.0,40766.49
Tumble_Dryer_2014-04-08_02,Tumble Dryer,2014-04-08 18:53:00,2014-04-08 20:04:00,2014-04-08 22:00:00,2014-04-08 23:11:00,SUCCESS,winter,71.0,72078.83
Tumble_Dryer_2014-04-09_01,Tumble Dryer,2014-04-09 19:12:00,2014-04-09 21:08:00,2014-04-10 06:00:00,2014-04-10 07:56:00,SUCCESS,winter,116.0,120336.03
Tumble_Dryer_2014-04-12_01,Tumble Dryer,2014-04-12 18:05:00,2014-04-12 19:57:00,2014-04-13 06:00:00,2014-04-13 07:52:00,SUCCESS,winter,112.0,110285.56
Tumble_Dryer_2014-04-28_01,Tumble Dryer,2014-04-28 17:11:00,2014-04-28 18:30:00,2014-04-28 22:00:00,2014-04-28 23:19:00,SUCCESS,winter,79.0,79683.79
Tumble_Dryer_2014-04-29_01,Tumble Dryer,2014-04-29 16:29:00,2014-04-29 17:30:00,2014-04-29 16:34:00,2014-04-29 17:35:00,SUCCESS,winter,61.0,58990.75
Tumble_Dryer_2014-11-02_01,Tumble Dryer,2014-11-02 17:26:00,2014-11-02 19:22:00,2014-11-03 06:00:00,2014-11-03 07:56:00,SUCCESS,winter,116.0,148308.83
Tumble_Dryer_2014-11-04_01,Tumble Dryer,2014-11-04 16:17:00,2014-11-04 18:12:00,2014-11-04 16:22:00,2014-11-04 18:17:00,SUCCESS,winter,115.0,153153.78
Tumble_Dryer_2014-11-10_01,Tumble Dryer,2014-11-10 18:46:00,2014-11-10 20:43:00,2014-11-11 06:00:00,2014-11-11 07:57:00,SUCCESS,winter,117.0,152457.81
Tumble_Dryer_2014-11-18_02,Tumble Dryer,2014-11-18 20:45:00,2014-11-18 22:26:00,2014-11-19 06:00:00,2014-11-19 07:41:00,SUCCESS,winter,101.0,131387.0
Tumble_Dryer_2014-11-19_01,Tumble Dryer,2014-11-19 19:49:00,2014-11-19 21:36:00,2014-11-20 06:00:00,2014-11-20 07:47:00,SUCCESS,winter,107.0,139681.52
Tumble_Dryer_2014-11-22_02,Tumble Dryer,2014-11-22 16:23:00,2014-11-22 18:24:00,2014-11-22 16:28:00,2014-11-22 18:29:00,SUCCESS,winter,121.0,157353.05
Tumble_Dryer_2014-11-30_01,Tumble Dryer,2014-11-30 17:41:00,2014-11-30 19:43:00,2014-12-01 06:00:00,2014-12-01 08:02:00,SUCCESS,winter,122.0,154784.0
Tumble_Dryer_2014-12-13_01,Tumble Dryer,2014-12-13 17:41:00,2014-12-13 19:27:00,2014-12-14 06:00:00,2014-12-14 07:46:00,SUCCESS,winter,106.0,138828.4
Tumble_Dryer_2014-12-14_02,Tumble Dryer,2014-12-14 20:08:00,2014-12-14 22:09:00,2014-12-15 06:00:00,2014-12-15 08:01:00,SUCCESS,winter,121.0,162353.83
Tumble_Dryer_2014-12-22_02,Tumble Dryer,2014-12-22 15:48:00,2014-12-22 17:29:00,2014-12-22 15:53:00,2014-12-22 17:34:00,SUCCESS,winter,101.0,130105.27
Tumble_Dryer_2014-12-23_03,Tumble Dryer,2014-12-23 15:40:00,2014-12-23 17:42:00,2014-12-23 15:45:00,2014-12-23 17:47:00,SUCCESS,winter,122.0,162177.26
Tumble_Dryer_2015-01-11_02,Tumble Dryer,2015-01-11 18:08:00,2015-01-11 19:45:00,2015-01-12 06:00:00,2015-01-12 07:37:00,SUCCESS,winter,97.0,123431.84
Tumble_Dryer_2015-01-18_02,Tumble Dryer,2015-01-18 17:29:00,2015-01-18 19:30:00,2015-01-19 06:00:00,2015-01-19 08:01:00,SUCCESS,winter,121.0,153631.58
Tumble_Dryer_2015-01-21_01,Tumble Dryer,2015-01-21 18:40:00,2015-01-21 20:42:00,2015-01-22 06:00:00,2015-01-22 08:02:00,SUCCESS,winter,122.0,155910.27
Tumble_Dryer_2015-01-25_03,Tumble Dryer,2015-01-25 16:36:00,2015-01-25 18:37:00,2015-01-26 06:00:00,2015-01-26 08:01:00,SUCCESS,winter,121.0,157366.32
Tumble_Dryer_2015-01-25_04,Tumble Dryer,2015-01-25 19:56:00,2015-01-25 22:03:00,2015-01-26 08:01:00,2015-01-26 10:08:00,SUCCESS,winter,127.0,167283.87
