appliance_id,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W),event_id,is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential
Appliance5,Tumble Dryer,Shiftable,2013-09-26 08:03:00,2013-09-26 09:18:00,75.0,72803.91,house3_event_25477,True,"{""0"": 0, ""1"": 75}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-09-28 18:58:00,2013-09-28 20:12:00,74.0,82458.34,house3_event_25481,True,"{""0"": 12, ""1"": 62}",1,1,0,0.1621621621621621
Appliance5,Tumble Dryer,Shiftable,2013-09-30 07:08:00,2013-09-30 08:17:00,69.0,80835.69,house3_event_25483,True,"{""0"": 0, ""1"": 69}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-23 09:20:00,2013-10-23 10:46:00,86.0,70773.61,house3_event_25485,True,"{""0"": 0, ""1"": 86}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-28 10:23:00,2013-10-28 11:26:00,63.0,35256.66,house3_event_25490,True,"{""0"": 0, ""1"": 63}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-29 09:55:00,2013-10-29 11:08:00,73.0,50747.23,house3_event_25492,True,"{""0"": 0, ""1"": 73}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-29 19:13:00,2013-10-29 20:35:00,82.0,90001.71,house3_event_25494,True,"{""0"": 35, ""1"": 47}",1,1,0,0.4268292682926829
Appliance5,Tumble Dryer,Shiftable,2013-10-31 09:01:00,2013-10-31 10:14:00,73.0,86346.78,house3_event_25496,True,"{""0"": 0, ""1"": 73}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-31 10:29:00,2013-10-31 10:37:00,8.0,23.73,house3_event_25497,True,"{""0"": 0, ""1"": 8}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-01 16:17:00,2013-11-01 16:52:00,35.0,48402.79,house3_event_25498,True,"{""0"": 0, ""1"": 35}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-03 08:00:00,2013-11-03 09:17:00,77.0,81028.89,house3_event_25501,True,"{""0"": 0, ""1"": 77}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-03 16:10:00,2013-11-03 17:25:00,75.0,77209.28,house3_event_25505,True,"{""0"": 0, ""1"": 75}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-05 08:57:00,2013-11-05 09:20:00,23.0,145.41,house3_event_25507,True,"{""0"": 0, ""1"": 23}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-06 08:55:00,2013-11-06 10:09:00,74.0,87781.62,house3_event_25511,True,"{""0"": 0, ""1"": 74}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-10 11:22:00,2013-11-10 12:40:00,78.0,33323.68,house3_event_25513,True,"{""0"": 0, ""1"": 78}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-11 07:30:00,2013-11-11 08:44:00,74.0,87694.82,house3_event_25515,True,"{""0"": 0, ""1"": 74}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-12 12:17:00,2013-11-12 13:26:00,69.0,4429.14,house3_event_25517,True,"{""0"": 26, ""1"": 43}",1,1,0,0.3768115942028985
Appliance5,Tumble Dryer,Shiftable,2013-11-12 19:05:00,2013-11-12 20:20:00,75.0,82704.62,house3_event_25519,True,"{""0"": 20, ""1"": 55}",1,1,0,0.2666666666666666
Appliance5,Tumble Dryer,Shiftable,2013-11-14 08:45:00,2013-11-14 10:00:00,75.0,86082.34,house3_event_25522,True,"{""0"": 0, ""1"": 75}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-16 08:35:00,2013-11-16 09:55:00,80.0,91747.42,house3_event_25524,True,"{""0"": 0, ""1"": 80}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-18 10:03:00,2013-11-18 11:15:00,72.0,89637.75,house3_event_25526,True,"{""0"": 0, ""1"": 72}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-19 08:54:00,2013-11-19 10:08:00,74.0,88111.47,house3_event_25528,True,"{""0"": 0, ""1"": 74}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-20 07:53:00,2013-11-20 09:08:00,75.0,91817.3,house3_event_25530,True,"{""0"": 0, ""1"": 75}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-21 08:43:00,2013-11-21 09:58:00,75.0,89195.17,house3_event_25532,True,"{""0"": 0, ""1"": 75}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-23 08:59:00,2013-11-23 10:19:00,80.0,91227.18,house3_event_25533,True,"{""0"": 0, ""1"": 80}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-24 19:29:00,2013-11-24 20:45:00,76.0,88593.62,house3_event_25535,True,"{""0"": 45, ""1"": 31}",0,1,0,0.5921052631578947
Appliance5,Tumble Dryer,Shiftable,2013-11-25 09:27:00,2013-11-25 10:42:00,75.0,85757.48,house3_event_25537,True,"{""0"": 0, ""1"": 75}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-26 18:59:00,2013-11-26 20:15:00,76.0,95874.95,house3_event_25539,True,"{""0"": 15, ""1"": 61}",1,1,0,0.1973684210526315
Appliance5,Tumble Dryer,Shiftable,2013-11-28 15:28:00,2013-11-28 16:42:00,74.0,89744.13,house3_event_25541,True,"{""0"": 33, ""1"": 41}",1,0,1,0.4459459459459459
Appliance5,Tumble Dryer,Shiftable,2013-11-29 16:11:00,2013-11-29 17:29:00,78.0,88149.08,house3_event_25543,True,"{""0"": 0, ""1"": 78}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-02 09:16:00,2013-12-02 10:33:00,77.0,91484.2,house3_event_25545,True,"{""0"": 0, ""1"": 77}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-06 08:19:00,2013-12-06 09:33:00,74.0,88142.9,house3_event_25551,True,"{""0"": 0, ""1"": 74}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-07 17:03:00,2013-12-07 18:23:00,80.0,86440.17,house3_event_25553,True,"{""0"": 0, ""1"": 80}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-08 12:14:00,2013-12-08 13:51:00,97.0,129033.23,house3_event_25555,True,"{""0"": 51, ""1"": 46}",0,1,0,0.5257731958762887
Appliance5,Tumble Dryer,Shiftable,2013-12-08 16:04:00,2013-12-08 17:32:00,88.0,110432.39,house3_event_25556,True,"{""0"": 0, ""1"": 88}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-10 08:38:00,2013-12-10 10:12:00,94.0,132586.21,house3_event_25558,True,"{""0"": 0, ""1"": 94}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-12 19:08:00,2013-12-12 20:34:00,86.0,118578.55,house3_event_25562,True,"{""0"": 34, ""1"": 52}",1,1,0,0.3953488372093023
Appliance5,Tumble Dryer,Shiftable,2013-12-15 09:26:00,2013-12-15 11:00:00,94.0,129844.25,house3_event_25564,True,"{""0"": 0, ""1"": 94}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-16 11:02:00,2013-12-16 11:33:00,31.0,46905.69,house3_event_25566,True,"{""0"": 0, ""1"": 31}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-17 18:39:00,2013-12-17 19:55:00,76.0,91899.14,house3_event_25568,True,"{""0"": 0, ""1"": 76}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-18 07:52:00,2013-12-18 09:08:00,76.0,87960.84,house3_event_25570,True,"{""0"": 0, ""1"": 76}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-20 08:49:00,2013-12-20 10:11:00,82.0,87131.16,house3_event_25572,True,"{""0"": 0, ""1"": 82}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-21 00:34:00,2013-12-21 01:50:00,76.0,91817.74,house3_event_25574,True,"{""0"": 50, ""1"": 26}",0,1,0,0.6578947368421053
Appliance5,Tumble Dryer,Shiftable,2013-12-22 21:05:00,2013-12-22 22:18:00,73.0,88406.19,house3_event_25576,True,"{""0"": 56, ""1"": 17}",0,0,1,0.7671232876712328
