event_id,appliance_name,appliance_id,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential
Tumble_Dryer_2014-03-09_01,Tumble Dryer,Appliance2,Shiftable,2014-03-09 17:01:00,2014-03-09 17:24:00,23.0,24118.93,True,"{""0"": 0, ""1"": 23}",1,1,1,0.0
Tumble_Dryer_2014-03-09_02,Tumble Dryer,Appliance2,Shiftable,2014-03-09 17:46:00,2014-03-09 19:42:00,116.0,116916.58,True,"{""0"": 0, ""1"": 116}",1,1,1,0.0
Tumble_Dryer_2014-03-16_01,Tumble Dryer,Appliance2,Shiftable,2014-03-16 14:16:00,2014-03-16 15:03:00,47.0,7468.08,False,"{""0"": 47, ""1"": 0}",0,0,0,0.0
Tumble_Dryer_2014-03-17_01,Tumble Dryer,Appliance2,Shiftable,2014-03-17 16:40:00,2014-03-17 18:05:00,85.0,71493.3,True,"{""0"": 0, ""1"": 85}",1,1,1,0.0
Tumble_Dryer_2014-03-23_01,Tumble Dryer,Appliance2,Shiftable,2014-03-23 16:41:00,2014-03-23 17:12:00,31.0,29633.5,True,"{""0"": 0, ""1"": 31}",1,1,1,0.0
Tumble_Dryer_2014-03-26_01,Tumble Dryer,Appliance2,Shiftable,2014-03-26 15:34:00,2014-03-26 17:27:00,113.0,53687.25,True,"{""0"": 27, ""1"": 86}",1,0,1,0.23893805309734514
Tumble_Dryer_2014-03-27_01,Tumble Dryer,Appliance2,Shiftable,2014-03-27 10:42:00,2014-03-27 11:28:00,46.0,6126.82,True,"{""0"": 0, ""1"": 46}",1,1,1,0.0
Tumble_Dryer_2014-03-27_02,Tumble Dryer,Appliance2,Shiftable,2014-03-27 11:56:00,2014-03-27 12:48:00,52.0,12286.28,True,"{""0"": 0, ""1"": 52}",1,1,1,0.0
Tumble_Dryer_2014-04-01_01,Tumble Dryer,Appliance2,Shiftable,2014-04-01 06:43:00,2014-04-01 07:59:00,76.0,49540.03,True,"{""0"": 0, ""1"": 76}",1,1,1,0.0
Tumble_Dryer_2014-04-03_01,Tumble Dryer,Appliance2,Shiftable,2014-04-03 07:16:00,2014-04-03 07:57:00,41.0,32321.52,True,"{""0"": 0, ""1"": 41}",1,1,1,0.0
Tumble_Dryer_2014-04-05_01,Tumble Dryer,Appliance2,Shiftable,2014-04-05 09:07:00,2014-04-05 11:02:00,115.0,41576.8,True,"{""0"": 0, ""1"": 115}",1,1,1,0.0
Tumble_Dryer_2014-04-06_01,Tumble Dryer,Appliance2,Shiftable,2014-04-06 15:30:00,2014-04-06 16:23:00,53.0,9381.04,True,"{""0"": 31, ""1"": 22}",0,0,1,0.5849056603773585
Tumble_Dryer_2014-04-06_02,Tumble Dryer,Appliance2,Shiftable,2014-04-06 17:13:00,2014-04-06 17:41:00,28.0,19085.0,True,"{""0"": 0, ""1"": 28}",1,1,1,0.0
Tumble_Dryer_2014-04-06_03,Tumble Dryer,Appliance2,Shiftable,2014-04-06 18:12:00,2014-04-06 20:13:00,121.0,78080.62,True,"{""0"": 13, ""1"": 108}",1,1,0,0.10743801652892562
Tumble_Dryer_2014-04-06_04,Tumble Dryer,Appliance2,Shiftable,2014-04-06 20:21:00,2014-04-06 21:27:00,66.0,36840.38,False,"{""0"": 66, ""1"": 0}",0,0,0,0.0
Tumble_Dryer_2014-04-06_05,Tumble Dryer,Appliance2,Shiftable,2014-04-06 21:36:00,2014-04-06 23:37:00,121.0,59757.59,True,"{""0"": 25, ""1"": 96}",1,0,1,0.2066115702479339
Tumble_Dryer_2014-04-07_01,Tumble Dryer,Appliance2,Shiftable,2014-04-07 10:21:00,2014-04-07 12:16:00,115.0,22577.75,True,"{""0"": 0, ""1"": 115}",1,1,1,0.0
Tumble_Dryer_2014-04-07_02,Tumble Dryer,Appliance2,Shiftable,2014-04-07 13:14:00,2014-04-07 15:16:00,122.0,42104.69,False,"{""0"": 122, ""1"": 0}",0,0,0,0.0
Tumble_Dryer_2014-04-07_03,Tumble Dryer,Appliance2,Shiftable,2014-04-07 16:08:00,2014-04-07 17:08:00,60.0,40766.49,True,"{""0"": 0, ""1"": 60}",1,1,1,0.0
Tumble_Dryer_2014-04-08_01,Tumble Dryer,Appliance2,Shiftable,2014-04-08 07:38:00,2014-04-08 09:13:00,95.0,25102.98,True,"{""0"": 0, ""1"": 95}",1,1,1,0.0
Tumble_Dryer_2014-04-08_02,Tumble Dryer,Appliance2,Shiftable,2014-04-08 18:50:00,2014-04-08 20:01:00,71.0,72078.83,True,"{""0"": 1, ""1"": 70}",1,1,0,0.014084507042253521
Tumble_Dryer_2014-04-09_01,Tumble Dryer,Appliance2,Shiftable,2014-04-09 19:09:00,2014-04-09 21:05:00,116.0,120336.03,True,"{""0"": 65, ""1"": 51}",0,1,0,0.5603448275862069
Tumble_Dryer_2014-04-11_01,Tumble Dryer,Appliance2,Shiftable,2014-04-11 11:32:00,2014-04-11 13:24:00,112.0,25313.64,True,"{""0"": 24, ""1"": 88}",1,1,0,0.21428571428571427
Tumble_Dryer_2014-04-12_01,Tumble Dryer,Appliance2,Shiftable,2014-04-12 18:00:00,2014-04-12 19:52:00,112.0,110285.56,True,"{""0"": 0, ""1"": 112}",1,1,1,0.0
Tumble_Dryer_2014-04-28_01,Tumble Dryer,Appliance2,Shiftable,2014-04-28 17:09:00,2014-04-28 18:28:00,79.0,79683.79,True,"{""0"": 0, ""1"": 79}",1,1,1,0.0
Tumble_Dryer_2014-04-29_01,Tumble Dryer,Appliance2,Shiftable,2014-04-29 16:28:00,2014-04-29 17:30:00,62.0,58990.75,True,"{""0"": 0, ""1"": 62}",1,1,1,0.0
Tumble_Dryer_2014-05-01_01,Tumble Dryer,Appliance2,Shiftable,2014-05-01 07:19:00,2014-05-01 09:01:00,102.0,8061.08,True,"{""0"": 0, ""1"": 102}",1,1,1,0.0
Tumble_Dryer_2014-05-11_01,Tumble Dryer,Appliance2,Shiftable,2014-05-11 09:24:00,2014-05-11 11:17:00,113.0,24105.3,True,"{""0"": 0, ""1"": 113}",1,1,1,0.0
Tumble_Dryer_2014-05-11_02,Tumble Dryer,Appliance2,Shiftable,2014-05-11 18:09:00,2014-05-11 19:59:00,110.0,71919.94,True,"{""0"": 0, ""1"": 110}",1,1,1,0.0
Tumble_Dryer_2014-05-17_01,Tumble Dryer,Appliance2,Shiftable,2014-05-17 08:43:00,2014-05-17 09:54:00,71.0,11149.79,True,"{""0"": 0, ""1"": 71}",1,1,1,0.0
Tumble_Dryer_2014-05-22_01,Tumble Dryer,Appliance2,Shiftable,2014-05-22 07:37:00,2014-05-22 09:08:00,91.0,21654.04,True,"{""0"": 0, ""1"": 91}",1,1,1,0.0
Tumble_Dryer_2014-05-26_01,Tumble Dryer,Appliance2,Shiftable,2014-05-26 14:59:00,2014-05-26 16:39:00,100.0,30638.96,True,"{""0"": 62, ""1"": 38}",0,0,1,0.62
Tumble_Dryer_2014-05-26_03,Tumble Dryer,Appliance2,Shiftable,2014-05-26 18:04:00,2014-05-26 20:02:00,118.0,95043.39,True,"{""0"": 2, ""1"": 116}",1,1,0,0.01694915254237288
Tumble_Dryer_2014-06-07_01,Tumble Dryer,Appliance2,Shiftable,2014-06-07 16:15:00,2014-06-07 18:04:00,109.0,26582.34,True,"{""0"": 0, ""1"": 109}",1,1,1,0.0
Tumble_Dryer_2014-06-08_01,Tumble Dryer,Appliance2,Shiftable,2014-06-08 13:17:00,2014-06-08 13:44:00,27.0,5731.69,False,"{""0"": 27, ""1"": 0}",0,0,0,0.0
Tumble_Dryer_2014-06-09_01,Tumble Dryer,Appliance2,Shiftable,2014-06-09 20:59:00,2014-06-09 23:02:00,123.0,115611.35,True,"{""0"": 62, ""1"": 61}",0,0,1,0.5040650406504065
Tumble_Dryer_2014-06-15_01,Tumble Dryer,Appliance2,Shiftable,2014-06-15 16:09:00,2014-06-15 18:04:00,115.0,98908.33,True,"{""0"": 0, ""1"": 115}",1,1,1,0.0
Tumble_Dryer_2014-06-15_02,Tumble Dryer,Appliance2,Shiftable,2014-06-15 17:59:00,2014-06-15 19:55:00,116.0,110373.31,True,"{""0"": 0, ""1"": 116}",1,1,1,0.0
Tumble_Dryer_2014-06-29_01,Tumble Dryer,Appliance2,Shiftable,2014-06-29 12:23:00,2014-06-29 14:05:00,102.0,18750.75,True,"{""0"": 65, ""1"": 37}",0,1,0,0.6372549019607843
Tumble_Dryer_2014-08-03_01,Tumble Dryer,Appliance2,Shiftable,2014-08-03 12:10:00,2014-08-03 13:11:00,61.0,9995.93,True,"{""0"": 11, ""1"": 50}",1,1,0,0.18032786885245902
Tumble_Dryer_2014-08-12_01,Tumble Dryer,Appliance2,Shiftable,2014-08-12 12:36:00,2014-08-12 13:34:00,58.0,9198.27,True,"{""0"": 34, ""1"": 24}",0,1,0,0.5862068965517241
Tumble_Dryer_2014-09-14_01,Tumble Dryer,Appliance2,Shiftable,2014-09-14 12:45:00,2014-09-14 13:19:00,34.0,9063.0,True,"{""0"": 19, ""1"": 15}",0,1,0,0.5588235294117647
Tumble_Dryer_2014-09-14_02,Tumble Dryer,Appliance2,Shiftable,2014-09-14 15:00:00,2014-09-14 15:06:00,6.0,279.0,False,"{""0"": 6, ""1"": 0}",0,0,0,0.0
Tumble_Dryer_2014-09-21_01,Tumble Dryer,Appliance2,Shiftable,2014-09-21 13:18:00,2014-09-21 13:59:00,41.0,35396.15,False,"{""0"": 41, ""1"": 0}",0,0,0,0.0
Tumble_Dryer_2014-10-10_01,Tumble Dryer,Appliance2,Shiftable,2014-10-10 16:18:00,2014-10-10 17:46:00,88.0,41021.6,True,"{""0"": 0, ""1"": 88}",1,1,1,0.0
Tumble_Dryer_2014-10-12_01,Tumble Dryer,Appliance2,Shiftable,2014-10-12 10:15:00,2014-10-12 11:03:00,48.0,62586.57,True,"{""0"": 0, ""1"": 48}",1,1,1,0.0
Tumble_Dryer_2014-10-12_02,Tumble Dryer,Appliance2,Shiftable,2014-10-12 11:08:00,2014-10-12 12:58:00,110.0,2777.05,True,"{""0"": 0, ""1"": 110}",1,1,1,0.0
Tumble_Dryer_2014-10-12_04,Tumble Dryer,Appliance2,Shiftable,2014-10-12 14:11:00,2014-10-12 15:53:00,102.0,27664.86,False,"{""0"": 102, ""1"": 0}",0,0,0,0.0
Tumble_Dryer_2014-10-12_05,Tumble Dryer,Appliance2,Shiftable,2014-10-12 21:25:00,2014-10-12 21:33:00,8.0,425.14,False,"{""0"": 8, ""1"": 0}",0,0,0,0.0
Tumble_Dryer_2014-10-19_01,Tumble Dryer,Appliance2,Shiftable,2014-10-19 15:12:00,2014-10-19 17:04:00,112.0,105252.7,True,"{""0"": 49, ""1"": 63}",1,0,1,0.4375
Tumble_Dryer_2014-10-19_02,Tumble Dryer,Appliance2,Shiftable,2014-10-19 18:02:00,2014-10-19 22:49:00,287.0,400049.41,True,"{""0"": 121, ""1"": 166}",1,1,1,0.42160278745644597
Tumble_Dryer_2014-10-20_01,Tumble Dryer,Appliance2,Shiftable,2014-10-20 07:36:00,2014-10-20 09:35:00,119.0,119368.78,True,"{""0"": 0, ""1"": 119}",1,1,1,0.0
Tumble_Dryer_2014-10-20_02,Tumble Dryer,Appliance2,Shiftable,2014-10-20 16:10:00,2014-10-20 17:26:00,76.0,156507.67,True,"{""0"": 0, ""1"": 76}",1,1,1,0.0
Tumble_Dryer_2014-11-02_01,Tumble Dryer,Appliance2,Shiftable,2014-11-02 17:22:00,2014-11-02 19:18:00,116.0,148308.83,True,"{""0"": 0, ""1"": 116}",1,1,1,0.0
Tumble_Dryer_2014-11-04_01,Tumble Dryer,Appliance2,Shiftable,2014-11-04 16:19:00,2014-11-04 18:14:00,115.0,153153.78,True,"{""0"": 0, ""1"": 115}",1,1,1,0.0
