event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Washing_Machine_2014-03-08_01,Washing Machine,2014-03-08 21:00:00,2014-03-08 21:47:00,2014-03-08 22:00:00,2014-03-08 22:47:00,SUCCESS,winter,47.0,25484.42
Washing_Machine_2014-03-08_02,Washing Machine,2014-03-08 21:49:00,2014-03-08 22:00:00,2014-03-09 06:00:00,2014-03-09 06:11:00,SUCCESS,winter,11.0,197.15
Washing_Machine_2014-03-18_01,Washing Machine,2014-03-18 21:36:00,2014-03-18 23:20:00,2014-03-19 06:00:00,2014-03-19 07:44:00,SUCCESS,winter,104.0,14418.24
Washing_Machine_2014-03-22_01,Washing Machine,2014-03-22 21:27:00,2014-03-22 23:11:00,2014-03-23 06:00:00,2014-03-23 07:44:00,SUCCESS,winter,104.0,15260.27
Washing_Machine_2014-03-26_02,Washing Machine,2014-03-26 20:32:00,2014-03-26 21:52:00,2014-03-26 22:00:00,2014-03-26 23:20:00,SUCCESS,winter,80.0,11747.48
Washing_Machine_2014-04-03_01,Washing Machine,2014-04-03 20:45:00,2014-04-03 22:31:00,2014-04-04 06:00:00,2014-04-04 07:46:00,SUCCESS,winter,106.0,11936.08
Washing_Machine_2014-04-06_02,Washing Machine,2014-04-06 20:00:00,2014-04-06 21:44:00,2014-04-07 06:00:00,2014-04-07 07:44:00,SUCCESS,winter,104.0,17380.33
Washing_Machine_2014-04-23_03,Washing Machine,2014-04-23 20:54:00,2014-04-23 22:37:00,2014-04-24 06:00:00,2014-04-24 07:43:00,SUCCESS,winter,103.0,14769.73
Washing_Machine_2014-04-27_02,Washing Machine,2014-04-27 18:22:00,2014-04-27 20:02:00,2014-04-28 06:00:00,2014-04-28 07:40:00,SUCCESS,winter,100.0,11323.8
Washing_Machine_2014-04-29_03,Washing Machine,2014-04-29 20:53:00,2014-04-29 22:36:00,2014-04-30 06:00:00,2014-04-30 07:43:00,SUCCESS,winter,103.0,14640.64
Washing_Machine_2014-11-21_01,Washing Machine,2014-11-21 21:42:00,2014-11-21 23:23:00,2014-11-22 06:00:00,2014-11-22 07:41:00,SUCCESS,winter,101.0,11488.64
Washing_Machine_2014-11-23_01,Washing Machine,2014-11-23 16:58:00,2014-11-23 18:41:00,2014-11-24 06:00:00,2014-11-24 07:43:00,SUCCESS,winter,103.0,12398.37
Washing_Machine_2014-11-30_01,Washing Machine,2014-11-30 21:36:00,2014-11-30 23:17:00,2014-12-01 06:00:00,2014-12-01 07:41:00,SUCCESS,winter,101.0,14039.16
Washing_Machine_2014-12-04_01,Washing Machine,2014-12-04 21:09:00,2014-12-04 22:51:00,2014-12-05 06:00:00,2014-12-05 07:42:00,SUCCESS,winter,102.0,16023.86
Washing_Machine_2014-12-07_01,Washing Machine,2014-12-07 19:16:00,2014-12-07 20:02:00,2014-12-07 22:00:00,2014-12-07 22:46:00,SUCCESS,winter,46.0,5890.73
Washing_Machine_2014-12-07_02,Washing Machine,2014-12-07 21:49:00,2014-12-07 22:34:00,2014-12-08 06:00:00,2014-12-08 06:45:00,SUCCESS,winter,45.0,5252.35
Washing_Machine_2014-12-15_02,Washing Machine,2014-12-15 21:24:00,2014-12-15 23:08:00,2014-12-16 06:00:00,2014-12-16 07:44:00,SUCCESS,winter,104.0,12021.42
Washing_Machine_2014-12-20_01,Washing Machine,2014-12-20 21:38:00,2014-12-20 23:20:00,2014-12-21 06:00:00,2014-12-21 07:42:00,SUCCESS,winter,102.0,12666.7
Washing_Machine_2014-12-23_02,Washing Machine,2014-12-23 15:53:00,2014-12-23 17:36:00,2014-12-23 15:58:00,2014-12-23 17:41:00,SUCCESS,winter,103.0,12820.3
Washing_Machine_2014-12-29_02,Washing Machine,2014-12-29 21:40:00,2014-12-29 23:23:00,2014-12-30 06:00:00,2014-12-30 07:43:00,SUCCESS,winter,103.0,12777.11
Washing_Machine_2015-01-07_01,Washing Machine,2015-01-07 21:32:00,2015-01-07 23:18:00,2015-01-08 06:00:00,2015-01-08 07:46:00,SUCCESS,winter,106.0,15142.86
Washing_Machine_2015-01-22_01,Washing Machine,2015-01-22 17:14:00,2015-01-22 18:32:00,2015-01-22 22:00:00,2015-01-22 23:18:00,SUCCESS,winter,78.0,13821.9
Washing_Machine_2015-01-22_02,Washing Machine,2015-01-22 21:51:00,2015-01-22 23:52:00,2015-01-23 06:00:00,2015-01-23 08:01:00,SUCCESS,winter,121.0,34115.61
Washing_Machine_2015-02-03_02,Washing Machine,2015-02-03 15:46:00,2015-02-03 17:28:00,2015-02-03 15:51:00,2015-02-03 17:33:00,SUCCESS,winter,102.0,11514.4
Washing_Machine_2015-02-08_01,Washing Machine,2015-02-08 17:42:00,2015-02-08 19:27:00,2015-02-09 06:00:00,2015-02-09 07:45:00,SUCCESS,winter,105.0,16204.98
Washing_Machine_2015-03-06_02,Washing Machine,2015-03-06 21:50:00,2015-03-06 23:33:00,2015-03-07 06:00:00,2015-03-07 07:43:00,SUCCESS,winter,103.0,11935.32
Washing_Machine_2015-03-25_01,Washing Machine,2015-03-25 21:49:00,2015-03-25 23:31:00,2015-03-26 06:00:00,2015-03-26 07:42:00,SUCCESS,winter,102.0,11450.65
Washing_Machine_2015-04-13_01,Washing Machine,2015-04-13 18:21:00,2015-04-13 20:05:00,2015-04-14 06:00:00,2015-04-14 07:44:00,SUCCESS,winter,104.0,10780.65
Washing_Machine_2015-04-20_01,Washing Machine,2015-04-20 19:52:00,2015-04-20 21:37:00,2015-04-21 06:00:00,2015-04-21 07:45:00,SUCCESS,winter,105.0,14208.54
Washing_Machine_2015-04-21_02,Washing Machine,2015-04-21 21:34:00,2015-04-21 23:21:00,2015-04-22 06:00:00,2015-04-22 07:47:00,SUCCESS,winter,107.0,13998.95
Washing_Machine_2015-04-27_01,Washing Machine,2015-04-27 21:49:00,2015-04-27 23:32:00,2015-04-28 06:00:00,2015-04-28 07:43:00,SUCCESS,winter,103.0,12761.48
Washing_Machine_2015-04-30_01,Washing Machine,2015-04-30 21:29:00,2015-04-30 23:21:00,2015-05-01 06:00:00,2015-05-01 07:52:00,SUCCESS,winter,112.0,31213.05
