event_id,appliance_name,appliance_id,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential
Blender_2013-11-20_02,Blender,Appliance1,Shiftable,2013-11-20 15:34:00,2013-11-20 16:59:00,85.0,7491.45,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 59, ""5"": 26}",4,5,4,0.8
Blender_2013-11-20_04,Blender,Appliance1,Shiftable,2013-11-20 21:57:00,2013-11-20 23:07:00,70.0,6315.28,True,"{""0"": 0, ""1"": 0, ""2"": 70, ""3"": 0, ""4"": 0, ""5"": 0}",2,2,2,0.4
Blender_2013-11-21_01,Blender,Appliance1,Shiftable,2013-11-21 05:29:00,2013-11-21 06:39:00,70.0,6258.49,True,"{""0"": 0, ""1"": 70, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}",1,1,1,0.2
Blender_2013-11-21_03,Blender,Appliance1,Shiftable,2013-11-21 11:44:00,2013-11-21 12:52:00,68.0,6122.71,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 16, ""4"": 0, ""5"": 52}",5,3,5,1.0
Blender_2013-11-21_07,Blender,Appliance1,Shiftable,2013-11-21 17:36:00,2013-11-21 18:46:00,70.0,6219.22,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 70, ""5"": 0}",4,4,4,0.8
Blender_2013-11-21_09,Blender,Appliance1,Shiftable,2013-11-21 23:53:00,2013-11-22 00:58:00,65.0,2397.16,True,"{""0"": 0, ""1"": 0, ""2"": 7, ""3"": 0, ""4"": 0, ""5"": 0}",2,2,0,0.4
Blender_2013-11-22_01,Blender,Appliance1,Shiftable,2013-11-22 07:26:00,2013-11-22 08:42:00,76.0,6819.9,True,"{""0"": 0, ""1"": 34, ""2"": 0, ""3"": 42, ""4"": 0, ""5"": 0}",3,1,3,0.6
Blender_2013-11-22_03,Blender,Appliance1,Shiftable,2013-11-22 13:52:00,2013-11-22 15:06:00,74.0,6625.64,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 74}",5,5,5,1.0
Blender_2013-11-22_05,Blender,Appliance1,Shiftable,2013-11-22 20:08:00,2013-11-22 21:20:00,72.0,6416.68,True,"{""0"": 0, ""1"": 0, ""2"": 72, ""3"": 0, ""4"": 0, ""5"": 0}",2,2,2,0.4
Blender_2013-11-23_01,Blender,Appliance1,Shiftable,2013-11-23 03:09:00,2013-11-23 04:13:00,64.0,5833.31,True,"{""0"": 51, ""1"": 13, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}",0,0,1,0.0
Blender_2013-11-23_05,Blender,Appliance1,Shiftable,2013-11-23 09:49:00,2013-11-23 10:55:00,66.0,5999.63,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 66, ""4"": 0, ""5"": 0}",3,3,3,0.6
Blender_2013-11-23_09,Blender,Appliance1,Shiftable,2013-11-23 16:16:00,2013-11-23 17:22:00,66.0,5945.59,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 66, ""5"": 0}",4,4,4,0.8
Blender_2013-11-23_10,Blender,Appliance1,Shiftable,2013-11-23 22:15:00,2013-11-23 23:23:00,68.0,6125.22,True,"{""0"": 0, ""1"": 0, ""2"": 68, ""3"": 0, ""4"": 0, ""5"": 0}",2,2,2,0.4
