appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance1,Fridge,2014-03,2.3802,2.7902,8.2075,8.2075
Appliance1,Fridge,2014-04,6.1444,7.2566,21.3469,21.3469
Appliance1,Fridge,2014-05,5.3101,6.2618,18.419999999999998,18.419999999999998
Appliance1,Fridge,2014-06,8.4558,9.8395,28.9397,28.9397
Appliance1,Fridge,2014-07,10.6104,12.4284,36.5536,36.5536
Appliance1,Fridge,2014-08,8.2192,9.6576,28.4056,28.4056
Appliance1,Fridge,2014-09,8.2121,9.5454,28.0749,28.0749
Appliance1,Fridge,2014-10,7.4228,8.691,25.5598,25.5598
Appliance1,Fridge,2014-11,6.5131,7.6276,22.4343,22.4343
Appliance1,Fridge,2014-12,6.4625,7.5105,22.0873,22.0873
Appliance1,Fridge,2015-01,7.0152,8.1269,23.9024,23.9024
Appliance1,Fridge,2015-02,12.6289,14.8889,43.7913,43.7913
Appliance1,Fridge,2015-03,3.8363,4.4855,13.1946,13.1946
Appliance1,Fridge,2015-04,5.5115,6.4764,19.0498,19.0498
Appliance1,Fridge,2015-05,4.9978,5.868,17.2584,17.2584
Appliance1,Fridge,2015-06,3.6779,4.3004,12.6494,12.6494
Appliance2,Freezer,2014-03,4.0406,4.7835,14.0679,14.0679
Appliance2,Freezer,2014-04,10.8961,12.8749,37.8665,37.8665
Appliance2,Freezer,2014-05,11.2167,13.1859,38.7705,38.7705
Appliance2,Freezer,2014-06,12.2958,14.268,41.9592,41.9592
Appliance2,Freezer,2014-07,13.607099999999999,15.8409,46.5851,46.5851
Appliance2,Freezer,2014-08,12.7101,14.8992,43.8149,43.8149
Appliance2,Freezer,2014-09,12.0957,14.176499999999999,41.6894,41.6894
Appliance2,Freezer,2014-10,11.5605,13.689,40.261,40.261
Appliance2,Freezer,2014-11,10.1839,12.1645,35.774,35.774
Appliance2,Freezer,2014-12,9.5705,11.547,33.9613,33.9613
Appliance2,Freezer,2015-01,10.1439,12.0945,35.571,35.571
Appliance2,Freezer,2015-02,18.4797,21.9206,64.4693,64.4693
Appliance2,Freezer,2015-03,5.9883,7.0276,20.6707,20.6707
Appliance2,Freezer,2015-04,9.4888,11.0142,32.3914,32.3914
Appliance2,Freezer,2015-05,8.6669,10.073,29.6248,29.6248
Appliance2,Freezer,2015-06,6.0418,7.0409,20.7074,20.7074
Appliance3,Tumble Dryer,2014-03,2.112,2.3089,6.7913,6.7913
Appliance3,Tumble Dryer,2014-04,3.3408,3.7409,11.0027,11.0027
Appliance3,Tumble Dryer,2014-05,2.7335,3.0197,8.8822,8.8822
Appliance3,Tumble Dryer,2014-06,5.0506,5.6277,16.5521,16.5521
Appliance3,Tumble Dryer,2014-07,3.6994,4.0351,11.868599999999999,11.868599999999999
Appliance3,Tumble Dryer,2014-08,3.871,4.2581,12.5239,12.5239
Appliance3,Tumble Dryer,2014-09,4.902,5.3026,15.5961,15.5961
Appliance3,Tumble Dryer,2014-10,3.9871999999999996,4.4706,13.1492,13.1492
Appliance3,Tumble Dryer,2014-11,4.1006,4.5041,13.2476,13.2476
Appliance3,Tumble Dryer,2014-12,4.805,5.3057,15.6049,15.6049
Appliance3,Tumble Dryer,2015-01,6.8456,7.4171000000000005,21.8165,21.8165
Appliance3,Tumble Dryer,2015-02,3.8339,4.1595,12.2343,12.2343
Appliance3,Tumble Dryer,2015-03,2.2274,2.3555,6.9277999999999995,6.9277999999999995
Appliance3,Tumble Dryer,2015-04,3.348,3.7007,10.8848,10.8848
Appliance3,Tumble Dryer,2015-05,2.9983,3.3512,9.857199999999999,9.857199999999999
Appliance3,Tumble Dryer,2015-06,2.8029,3.1183,9.1722,9.1722
Appliance4,Washing Machine,2014-03,0.7151000000000001,0.8196,2.4104,2.4104
Appliance4,Washing Machine,2014-04,1.4817,1.7217,5.0639,5.0639
Appliance4,Washing Machine,2014-05,0.9681,1.1394,3.3519,3.3519
Appliance4,Washing Machine,2014-06,1.9304000000000001,2.256,6.635,6.635
Appliance4,Washing Machine,2014-07,1.1179000000000001,1.2696,3.7341,3.7341
Appliance4,Washing Machine,2014-08,1.1549,1.3294,3.9103,3.9103
Appliance4,Washing Machine,2014-09,2.1039,2.3242,6.8357,6.8357
Appliance4,Washing Machine,2014-10,1.4875,1.6642000000000001,4.8944,4.8944
Appliance4,Washing Machine,2014-11,1.4621,1.6315,4.7985,4.7985
Appliance4,Washing Machine,2014-12,2.0961,2.3278,6.8467,6.8467
Appliance4,Washing Machine,2015-01,2.9519,3.2116,9.4452,9.4452
Appliance4,Washing Machine,2015-02,1.602,1.7661,5.1943,5.1943
Appliance4,Washing Machine,2015-03,0.8281000000000001,0.8812,2.5921,2.5921
Appliance4,Washing Machine,2015-04,1.6819,1.8467,5.4315,5.4315
Appliance4,Washing Machine,2015-05,0.9079,1.0147,2.9843,2.9843
Appliance4,Washing Machine,2015-06,1.7091999999999998,1.8556000000000001,5.4573,5.4573
Appliance5,Dishwasher,2014-03,1.0284,1.1865,3.4896,3.4896
