appliance_id,appliance_name,month,cost_TOU_D,cost_TOU_D_Base,energy_TOU_D,energy_TOU_D_Base
Appliance1,Fridge-Freezer,2014-03,11.0676,14.9623,24.9358,24.9358
Appliance1,Fridge-Freezer,2014-04,12.4481,16.846,28.0772,28.0772
Appliance1,Fridge-Freezer,2014-05,15.0219,20.319,33.863,33.863
Appliance1,Fridge-Freezer,2014-06,16.3059,21.6668,36.1101,36.1101
Appliance1,Fridge-Freezer,2014-07,18.9355,25.0709,41.7824,41.7824
Appliance1,Fridge-Freezer,2014-08,17.828200000000002,23.8134,39.6896,39.6896
Appliance1,Fridge-Freezer,2014-09,15.7753,20.9554,34.9258,34.9258
Appliance1,Fridge-Freezer,2014-10,16.4684,22.2915,37.1545,37.1545
Appliance1,Fridge-Freezer,2014-11,16.5263,22.342,37.236,37.236
Appliance1,Fridge-Freezer,2014-12,15.085,20.4072,34.0102,34.0102
Appliance1,Fridge-Freezer,2015-01,15.5354,21.01,35.0167,35.0167
Appliance1,Fridge-Freezer,2015-02,13.6957,18.5266,30.8776,30.8776
Appliance1,Fridge-Freezer,2015-03,14.6414,19.8026,33.0064,33.0064
Appliance1,Fridge-Freezer,2015-04,13.682,18.4682,30.7807,30.7807
Appliance1,Fridge-Freezer,2015-05,12.448,16.8453,28.0731,28.0731
Appliance1,Fridge-Freezer,2015-06,6.7613,9.0174,15.0297,15.0297
Appliance2,Washing Machine,2014-03,1.6418,2.2558000000000002,3.7598,3.7598
Appliance2,Washing Machine,2014-04,1.5541,2.1172,3.529,3.529
Appliance2,Washing Machine,2014-05,1.9902,2.747,4.5783000000000005,4.5783000000000005
Appliance2,Washing Machine,2014-06,2.2398000000000002,2.8493,4.749,4.749
Appliance2,Washing Machine,2014-07,1.4257,1.8309,3.052,3.052
Appliance2,Washing Machine,2014-08,1.3247,1.7730000000000001,2.9555000000000002,2.9555000000000002
Appliance2,Washing Machine,2014-09,2.0639,2.7313,4.5523,4.5523
Appliance2,Washing Machine,2014-10,1.7613,2.4257,4.0429,4.0429
Appliance2,Washing Machine,2014-11,1.9365,2.6728,4.4552,4.4552
Appliance2,Washing Machine,2014-12,1.6198000000000001,2.2221,3.7036,3.7036
Appliance2,Washing Machine,2015-01,2.0355,2.8082000000000003,4.6807,4.6807
Appliance2,Washing Machine,2015-02,1.3248,1.8109,3.0185,3.0185
Appliance2,Washing Machine,2015-03,1.6675,2.3246,3.8741999999999996,3.8741999999999996
Appliance2,Washing Machine,2015-04,1.839,2.5152,4.1917,4.1917
Appliance2,Washing Machine,2015-05,1.4229,1.9644,3.2739,3.2739
Appliance2,Washing Machine,2015-06,0.37370000000000003,0.5216000000000001,0.8693,0.8693
Appliance3,Television Site,2014-03,66.5897,88.8394,148.0656,148.0656
Appliance4,Microwave,2014-03,0.6058,0.7575,1.2625,1.2625
Appliance4,Microwave,2014-04,0.6537999999999999,0.8139,1.3563,1.3563
Appliance4,Microwave,2014-05,0.7248,0.9276,1.5461,1.5461
Appliance4,Microwave,2014-06,0.43069999999999997,0.502,0.8366,0.8366
Appliance4,Microwave,2014-07,0.4669,0.5302,0.8842,0.8842
Appliance4,Microwave,2014-08,0.316,0.3796,0.6325999999999999,0.6325999999999999
Appliance4,Microwave,2014-09,0.5042,0.5388,0.8978,0.8978
Appliance4,Microwave,2014-10,1.1265,1.4428,2.4046,2.4046
Appliance4,Microwave,2014-11,1.5369,2.0427,3.4043,3.4043
Appliance4,Microwave,2014-12,1.343,1.8129,3.0212,3.0212
Appliance4,Microwave,2015-01,1.4405999999999999,1.9129,3.1883,3.1883
Appliance4,Microwave,2015-02,1.1943,1.5286,2.547,2.547
Appliance4,Microwave,2015-03,0.8621,1.089,1.8154,1.8154
Appliance4,Microwave,2015-04,0.5649,0.6869,1.1449,1.1449
Appliance4,Microwave,2015-05,0.4628,0.6025,1.0039,1.0039
Appliance4,Microwave,2015-06,0.1494,0.1853,0.3086,0.3086
Appliance5,Kettle,2014-03,1.3609,1.7155,2.8586,2.8586
Appliance5,Kettle,2014-04,1.0313,1.3229,2.2056,2.2056
Appliance5,Kettle,2014-05,0.3221,0.4266,0.7107,0.7107
Appliance5,Kettle,2014-06,1.3009,1.546,2.5762,2.5762
Appliance5,Kettle,2014-07,0.6239,0.6954,1.1591,1.1591
Appliance5,Kettle,2014-08,0.6107,0.6866,1.1442999999999999,1.1442999999999999
Appliance5,Kettle,2014-09,1.1171,1.2538,2.0902,2.0902
Appliance5,Kettle,2014-10,2.5615,3.2488,5.4154,5.4154
Appliance5,Kettle,2014-11,4.1731,5.3255,8.8763,8.8763
Appliance5,Kettle,2014-12,2.5383,3.2444,5.4078,5.4078
Appliance5,Kettle,2015-01,3.5404,4.4597,7.433,7.433
Appliance5,Kettle,2015-02,2.3516,2.9831,4.9719,4.9719
Appliance5,Kettle,2015-03,1.7271,2.1662,3.6104,3.6104
Appliance5,Kettle,2015-04,0.735,0.9078,1.5127,1.5127
Appliance5,Kettle,2015-05,0.564,0.7218,1.2028,1.2028
Appliance5,Kettle,2015-06,0.1378,0.1523,0.2535,0.2535
Appliance6,Toaster,2014-03,0.2758,0.3777,0.6295,0.6295
Appliance6,Toaster,2014-04,0.22870000000000001,0.3135,0.5227,0.5227
Appliance6,Toaster,2014-05,0.2757,0.3731,0.6214999999999999,0.6214999999999999
Appliance6,Toaster,2014-06,0.2261,0.3244,0.5407,0.5407
Appliance6,Toaster,2014-07,0.0979,0.14629999999999999,0.24409999999999998,0.24409999999999998
Appliance6,Toaster,2014-08,0.1932,0.25680000000000003,0.4281,0.4281
Appliance6,Toaster,2014-09,0.2653,0.3415,0.5692,0.5692
Appliance6,Toaster,2014-10,0.6067,0.8407,1.4013,1.4013
Appliance6,Toaster,2014-11,0.822,1.1323,1.8865,1.8865
Appliance6,Toaster,2014-12,0.6577999999999999,0.8827,1.4715,1.4715
Appliance6,Toaster,2015-01,0.829,1.1368,1.8947,1.8947
Appliance6,Toaster,2015-02,0.4592,0.6383,1.0637,1.0637
Appliance6,Toaster,2015-03,0.4939,0.6824,1.1373,1.1373
Appliance6,Toaster,2015-04,0.3507,0.4839,0.8063,0.8063
Appliance6,Toaster,2015-05,0.3271,0.45289999999999997,0.7544,0.7544
Appliance6,Toaster,2015-06,0.1168,0.15289999999999998,0.25470000000000004,0.25470000000000004
Appliance7,Bread-maker,2014-03,1.1045,1.5139,2.5239,2.5239
Appliance7,Bread-maker,2014-04,0.8942,1.2176,2.0294,2.0294
Appliance7,Bread-maker,2014-05,0.8697,1.2116,2.0203,2.0203
Appliance7,Bread-maker,2014-06,0.8745999999999999,1.2867,2.1441,2.1441
Appliance7,Bread-maker,2014-07,0.7305,1.0959,1.8262,1.8262
Appliance7,Bread-maker,2014-08,0.5347,0.7706,1.2843,1.2843
Appliance7,Bread-maker,2014-09,1.1345,1.6381999999999999,2.73,2.73
Appliance7,Bread-maker,2014-10,1.7287,2.4114,4.0185,4.0185
Appliance7,Bread-maker,2014-11,1.7213,2.4015,4.0016,4.0016
Appliance7,Bread-maker,2014-12,1.4593,2.0317,3.3855,3.3855
Appliance7,Bread-maker,2015-01,2.1574999999999998,3.0091,5.0157,5.0157
Appliance7,Bread-maker,2015-02,1.7461,2.4366,4.0602,4.0602
Appliance7,Bread-maker,2015-03,1.8186,2.538,4.2289,4.2289
Appliance7,Bread-maker,2015-04,1.2974,1.8089,3.0155,3.0155
Appliance7,Bread-maker,2015-05,1.0522,1.4681,2.4472,2.4472
Appliance7,Bread-maker,2015-06,0.521,0.7814,1.3029,1.3029
Appliance8,Lamp,2014-03,1.5255,1.9742,3.2903,3.2903
Appliance8,Lamp,2014-04,1.414,1.7851,2.9756,2.9756
Appliance8,Lamp,2014-05,1.5237,1.9889999999999999,3.315,3.315
Appliance8,Lamp,2014-06,0.5429,0.5972999999999999,0.9955,0.9955
Appliance8,Lamp,2014-07,1.1037,1.3301,2.2169,2.2169
Appliance8,Lamp,2014-08,0.7482,0.9128,1.5216,1.5216
Appliance8,Lamp,2014-09,0.6489,0.6876,1.1459000000000001,1.1459000000000001
Appliance8,Lamp,2014-10,1.5678999999999998,2.0101,3.3501,3.3501
Appliance8,Lamp,2014-11,1.0235,1.3178,2.1967,2.1967
Appliance8,Lamp,2014-12,0.862,1.1058000000000001,1.843,1.843
Appliance8,Lamp,2015-01,0.7576,0.9826,1.6375,1.6375
Appliance8,Lamp,2015-02,0.5823,0.7475,1.2458,1.2458
Appliance8,Lamp,2015-03,0.6077,0.7672,1.2786,1.2786
Appliance8,Lamp,2015-04,0.7468,0.9664,1.6109,1.6109
Appliance8,Lamp,2015-05,0.4786,0.602,1.0035,1.0035
Appliance8,Lamp,2015-06,0.09509999999999999,0.1006,0.16770000000000002,0.16770000000000002
Appliance9,Hi-Fi,2014-03,0.019399999999999997,0.0244,0.0405,0.0405
Appliance9,Hi-Fi,2014-04,0.0439,0.061000000000000006,0.1016,0.1016
Appliance9,Hi-Fi,2014-05,0.0607,0.0762,0.1272,0.1272
Appliance9,Hi-Fi,2014-06,0.0851,0.1209,0.2016,0.2016
Appliance9,Hi-Fi,2014-07,0.035,0.0387,0.0645,0.0645
Appliance9,Hi-Fi,2014-08,0.0023,0.0034000000000000002,0.0056,0.0056
Appliance9,Hi-Fi,2014-09,0.0014,0.0015,0.0024000000000000002,0.0024000000000000002
Appliance9,Hi-Fi,2014-10,0.2964,0.3929,0.655,0.655
Appliance9,Hi-Fi,2014-11,0.08159999999999999,0.1103,0.18389999999999998,0.18389999999999998
Appliance9,Hi-Fi,2014-12,0.2836,0.3663,0.6104,0.6104
Appliance9,Hi-Fi,2015-01,0.056600000000000004,0.0697,0.11610000000000001,0.11610000000000001
Appliance9,Hi-Fi,2015-02,0.0708,0.0948,0.15789999999999998,0.15789999999999998
Appliance9,Hi-Fi,2015-03,0.015700000000000002,0.0215,0.035899999999999994,0.035899999999999994
Appliance9,Hi-Fi,2015-04,0.0004,0.0004,0.0008,0.0008
Appliance9,Hi-Fi,2015-05,0.0007,0.0009,0.0016,0.0016
Appliance9,Hi-Fi,2015-06,0.0,0.0,0.0001,0.0001
