event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,time_shift_hours,power_profile_points
Washing_Machine_2014-01-18_01,Washing Machine,Appliance3,2014-01-18 08:26:00,2014-01-18 10:56:00,2014-01-19 06:11:00,2014-01-19 08:41:00,150,0.14695423357686851,0.09235459523360022,0.054599638343268295,37.15417855907393,21.75,60
Washing_Machine_2014-01-18_02,Washing Machine,Appliance3,2014-01-18 11:56:00,2014-01-18 13:03:00,2014-01-18 11:56:00,2014-01-18 13:03:00,67,0.12064128517316017,0.12064128517316017,0.0,0.0,0.0,67
Washing_Machine_2014-01-18_03,Washing Machine,Appliance3,2014-01-18 14:01:00,2014-01-18 15:13:00,2014-01-18 14:01:00,2014-01-18 15:13:00,72,0.14238135515873018,0.14238135515873018,0.0,0.0,0.0,72
Washing_Machine_2014-01-19_01,Washing Machine,Appliance3,2014-01-19 08:59:00,2014-01-19 10:08:00,2014-01-20 06:14:00,2014-01-20 07:23:00,69,0.12615525198412694,0.06307762599206347,0.06307762599206347,50.0,21.25,69
Washing_Machine_2014-01-19_02,Washing Machine,Appliance3,2014-01-19 10:15:00,2014-01-19 11:23:00,2014-01-19 10:15:00,2014-01-19 11:23:00,68,0.1582032720820846,0.1582032720820846,0.0,0.0,0.0,56
Washing_Machine_2014-01-19_03,Washing Machine,Appliance3,2014-01-19 11:53:00,2014-01-19 13:04:00,2014-01-20 07:23:00,2014-01-20 08:34:00,71,0.13748090343518715,0.1201348736732824,0.017346029761904747,12.61704667956464,19.5,63
Washing_Machine_2014-01-20_01,Washing Machine,Appliance3,2014-01-20 16:58:00,2014-01-20 18:07:00,2014-01-21 06:13:00,2014-01-21 07:22:00,69,0.1521447202380952,0.0760723601190476,0.0760723601190476,50.0,13.25,63
Washing_Machine_2014-01-21_01,Washing Machine,Appliance3,2014-01-21 08:43:00,2014-01-21 09:42:00,2014-01-22 06:13:00,2014-01-22 07:12:00,59,0.0009200000000000011,0.00046000000000000056,0.00046000000000000056,50.0,21.5,46
Washing_Machine_2014-01-21_02,Washing Machine,Appliance3,2014-01-21 16:00:00,2014-01-21 16:10:00,2014-01-22 06:00:00,2014-01-22 06:10:00,10,0.001511111111111111,0.0007555555555555555,0.0007555555555555555,50.0,14.0,10
Washing_Machine_2014-01-23_01,Washing Machine,Appliance3,2014-01-23 17:29:00,2014-01-23 18:06:00,2014-01-24 06:14:00,2014-01-24 06:51:00,37,0.07747811850403032,0.03873905925201516,0.03873905925201516,50.0,12.75,16
Washing_Machine_2014-03-06_01,Washing Machine,Appliance3,2014-03-06 16:36:00,2014-03-06 17:48:00,2014-03-07 06:06:00,2014-03-07 07:18:00,72,0.1269667935259185,0.06348339676295925,0.06348339676295925,50.0,13.5,72
