appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance1,Freezer,2013-11,0.2546,0.298,0.8777,0.8777
Appliance1,Freezer,2013-12,3.1431999999999998,3.7266,10.957,10.957
Appliance1,Freezer,2014-01,2.3626,2.8024,8.2421,8.2421
Appliance1,Freezer,2014-03,3.2742999999999998,3.8748,11.3948,11.3948
Appliance1,Freezer,2014-04,3.9999,4.7443,13.9528,13.9528
Appliance1,Freezer,2014-05,5.306,6.2781,18.4659,18.4659
Appliance1,Freezer,2014-06,5.4089,6.4126,18.8611,18.8611
Appliance1,Freezer,2014-07,5.4395999999999995,6.4185,18.8843,18.8843
Appliance1,Freezer,2014-08,5.0455,5.9761,17.5752,17.5752
Appliance1,Freezer,2014-09,4.4483,5.2722999999999995,15.5094,15.5094
Appliance1,Freezer,2014-10,4.1242,4.8876,14.3814,14.3814
Appliance1,Freezer,2014-11,3.1976,3.7926,11.1506,11.1506
Appliance1,Freezer,2014-12,3.4293,4.0698,11.9678,11.9678
Appliance1,Freezer,2015-01,3.3705,4.0015,11.769,11.769
Appliance1,Freezer,2015-02,3.0246,3.5899,10.561,10.561
Appliance1,Freezer,2015-03,3.4553,4.1119,12.0946,12.0946
Appliance1,Freezer,2015-04,3.1932,3.773,11.0993,11.0993
Appliance1,Freezer,2015-05,1.8583,2.1977,6.4672,6.4672
Appliance1,Freezer,2015-06,1.5225,1.7827,5.2436,5.2436
Appliance2,Washing Machine,2013-11,0.2765,0.30410000000000004,0.8946000000000001,0.8946000000000001
Appliance2,Washing Machine,2013-12,1.8215000000000001,1.968,5.7877,5.7877
Appliance2,Washing Machine,2014-01,2.1001,2.2626,6.6543,6.6543
Appliance2,Washing Machine,2014-03,1.4828000000000001,1.5886,4.6724,4.6724
Appliance2,Washing Machine,2014-04,2.3287999999999998,2.4544,7.219,7.219
Appliance2,Washing Machine,2014-05,1.0988,1.1901,3.5,3.5
Appliance2,Washing Machine,2014-06,1.3966,1.55,4.5596,4.5596
Appliance2,Washing Machine,2014-07,0.9973000000000001,1.1183,3.2897,3.2897
Appliance2,Washing Machine,2014-08,1.5458,1.6719,4.9177,4.9177
Appliance2,Washing Machine,2014-09,0.706,0.768,2.2587,2.2587
Appliance2,Washing Machine,2014-10,1.6906,1.816,5.3416,5.3416
Appliance2,Washing Machine,2014-11,1.3108,1.4033,4.1277,4.1277
Appliance2,Washing Machine,2014-12,1.0102,1.1244,3.308,3.308
Appliance2,Washing Machine,2015-01,1.8243,1.9769999999999999,5.814500000000001,5.814500000000001
Appliance2,Washing Machine,2015-02,2.1015,2.1698999999999997,6.3827,6.3827
Appliance2,Washing Machine,2015-03,1.16,1.2677,3.7287,3.7287
Appliance2,Washing Machine,2015-04,1.7854,1.9634,5.7753,5.7753
Appliance2,Washing Machine,2015-05,0.7411,0.7931,2.3337000000000003,2.3337000000000003
Appliance2,Washing Machine,2015-06,0.2584,0.2763,0.8127,0.8127
Appliance3,Dishwasher,2013-12,2.334,2.4757000000000002,7.2817,7.2817
Appliance3,Dishwasher,2014-01,2.347,2.4559,7.2238,7.2238
Appliance3,Dishwasher,2014-03,2.3648,2.4705,7.266,7.266
