event_id,appliance_name,when,season,start_time,end_time,minutes,total_W,total_cost,level_0_minutes,level_0_W,level_0_rate,level_0_cost,level_1_minutes,level_1_W,level_1_rate,level_1_cost,level_2_minutes,level_2_W,level_2_rate,level_2_cost,level_3_minutes,level_3_W,level_3_rate,level_3_cost,level_4_minutes,level_4_W,level_4_rate,level_4_cost,level_5_minutes,level_5_W,level_5_rate,level_5_cost
Television_Site_2014-03-09_01,Television Site,original,,2014-03-09 19:05:00,2014-03-09 21:10:00,125,26656.26,0.13221504959999988,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,55,11728.75439999999,0.32,0.06255335679999995,70,14927.505599999988,0.28,0.06966169279999994
Television_Site_2014-03-13_01,Television Site,original,,2014-03-13 18:16:00,2014-03-13 19:14:00,58,7962.26,0.04246538666666669,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,58,7962.260000000005,0.32,0.04246538666666669,0,0.0,0.28,0.0
Television_Site_2014-03-14_01,Television Site,original,,2014-03-14 18:52:00,2014-03-14 22:15:00,203,34791.73,0.1701309884072248,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,68,11654.372610837429,0.32,0.06215665392446629,135,23137.35738916254,0.28,0.10797433448275852
Television_Site_2014-03-17_01,Television Site,original,,2014-03-17 20:19:00,2014-03-17 22:49:00,150,19465.34,0.0908382533333332,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,150,19465.339999999967,0.28,0.0908382533333332
Television_Site_2014-03-23_01,Television Site,original,,2014-03-23 07:41:00,2014-03-23 07:50:00,9,1781.37,0.007719270000000001,0,0.0,0.22,0.0,9,1781.3700000000001,0.26,0.007719270000000001,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Television_Site_2014-03-23_02,Television Site,original,,2014-03-23 18:49:00,2014-03-23 22:31:00,222,43555.21,0.21254419294294247,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,71,13929.819414414418,0.32,0.07429237021021023,151,29625.390585585472,0.28,0.13825182273273223
Television_Site_2014-03-24_01,Television Site,original,,2014-03-24 18:59:00,2014-03-24 22:41:00,222,40925.2,0.1984810750750748,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,61,11245.212612612626,0.32,0.059974467267267344,161,29679.987387387308,0.28,0.13850660780780744
Television_Site_2014-03-25_01,Television Site,original,,2014-03-25 18:35:00,2014-03-25 22:43:00,248,43517.96,0.21302743322580697,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,85,14915.429838709671,0.32,0.07954895913978491,163,28602.530161290437,0.28,0.13347847408602206
Television_Site_2014-03-29_01,Television Site,original,,2014-03-29 08:21:00,2014-03-29 10:11:00,110,16252.84,0.08126420000000006,0,0.0,0.22,0.0,0,0.0,0.26,0.0,110,16252.840000000011,0.3,0.08126420000000006,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Television_Site_2014-03-29_02,Television Site,original,,2014-03-29 19:25:00,2014-03-29 22:30:00,185,41118.91,0.19707441549549573,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,35,7779.253243243248,0.32,0.04148935063063066,150,33339.6567567568,0.28,0.15558506486486506
Television_Site_2014-03-30_01,Television Site,original,,2014-03-30 07:35:00,2014-03-30 10:06:00,151,20920.2,0.10229192715231797,0,0.0,0.22,0.0,25,3463.60927152318,0.26,0.01500897350993378,126,17456.590728476836,0.3,0.08728295364238418,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Television_Site_2014-03-30_02,Television Site,original,,2014-03-30 16:24:00,2014-03-30 17:26:00,62,8953.37,0.0477513066666667,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,62,8953.370000000008,0.32,0.0477513066666667,0,0.0,0.28,0.0
Television_Site_2014-04-06_01,Television Site,original,,2014-04-06 14:40:00,2014-04-06 14:49:00,9,914.29,0.0051809766666666675,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,9,914.29,0.34,0.0051809766666666675,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Television_Site_2014-04-15_01,Television Site,original,,2014-04-15 09:50:00,2014-04-15 10:19:00,29,3663.11,0.018315550000000007,0,0.0,0.22,0.0,0,0.0,0.26,0.0,29,3663.1100000000015,0.3,0.018315550000000007,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Television_Site_2014-04-19_01,Television Site,original,,2014-04-19 18:31:00,2014-04-19 20:01:00,90,18420.8,0.09810781629629636,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,89,18216.12444444446,0.32,0.09715266370370378,1,204.67555555555555,0.28,0.0009551525925925926
Television_Site_2014-04-20_01,Television Site,original,,2014-04-20 18:17:00,2014-04-20 19:52:00,95,15879.65,0.08469146666666676,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,95,15879.65000000002,0.32,0.08469146666666676,0,0.0,0.28,0.0
Television_Site_2014-04-30_01,Television Site,original,,2014-04-30 18:20:00,2014-04-30 21:46:00,206,36181.7,0.1805572213592231,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,100,17563.932038834933,0.32,0.09367430420711964,106,18617.767961165027,0.28,0.08688291715210347
Television_Site_2014-05-05_01,Television Site,original,,2014-05-05 09:51:00,2014-05-05 10:52:00,61,3248.47,0.01624235000000001,0,0.0,0.22,0.0,0,0.0,0.26,0.0,61,3248.4700000000025,0.3,0.01624235000000001,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Television_Site_2014-05-06_01,Television Site,original,,2014-05-06 18:05:00,2014-05-06 21:45:00,220,47949.8,0.240475512121212,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,115,25064.668181818164,0.32,0.13367823030303022,105,22885.131818181802,0.28,0.10679728181818175
