event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,orig_level_3_minutes,orig_level_3_W,orig_level_3_rate,orig_level_3_cost,orig_level_4_minutes,orig_level_4_W,orig_level_4_rate,orig_level_4_cost,orig_level_5_minutes,orig_level_5_W,orig_level_5_rate,orig_level_5_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost,sched_level_3_minutes,sched_level_3_W,sched_level_3_rate,sched_level_3_cost,sched_level_4_minutes,sched_level_4_W,sched_level_4_rate,sched_level_4_cost,sched_level_5_minutes,sched_level_5_W,sched_level_5_rate,sched_level_5_cost
Washing_Machine_2014-01-18_01,Washing Machine,original,,2014-01-18 08:26:00,2014-01-18 10:56:00,150,29392.85,0.1469642500000003,0,0.0,0.22,0.0,0,0.0,0.26,0.0,150,29392.85000000006,0.3,0.1469642500000003,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-01-19 06:00:00,2014-01-19 08:30:00,150,29392.85,0.13128806333333345,0,0.0,0.22,0.0,120,23514.280000000024,0.26,0.10189521333333344,30,5878.5700000000015,0.3,0.029392850000000005,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-01-18_02,Washing Machine,original,,2014-01-18 11:56:00,2014-01-18 13:03:00,67,24129.26,0.13577210477611948,0,0.0,0.22,0.0,0,0.0,0.26,0.0,4,1440.5528358208953,0.3,0.007202764179104476,63,22688.70716417912,0.34,0.128569340597015,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-01-18 20:00:00,2014-01-18 21:07:00,67,24129.26,0.11260321333333342,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,67,24129.260000000017,0.28,0.11260321333333342
Washing_Machine_2014-01-18_03,Washing Machine,original,,2014-01-18 14:01:00,2014-01-18 15:13:00,72,28477.97,0.1613751633333335,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,72,28477.970000000023,0.34,0.1613751633333335,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-01-18 21:07:00,2014-01-18 22:19:00,72,28477.97,0.13289719333333347,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,72,28477.970000000023,0.28,0.13289719333333347
Washing_Machine_2014-01-19_01,Washing Machine,original,,2014-01-19 08:59:00,2014-01-19 10:08:00,69,25232.85,0.12616424999999998,0,0.0,0.22,0.0,0,0.0,0.26,0.0,69,25232.85,0.3,0.12616424999999998,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-01-20 06:00:00,2014-01-20 07:09:00,69,25232.85,0.10934234999999999,0,0.0,0.22,0.0,69,25232.85,0.26,0.10934234999999999,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-01-19_02,Washing Machine,original,,2014-01-19 10:15:00,2014-01-19 11:23:00,68,31642.65,0.15821324999999983,0,0.0,0.22,0.0,0,0.0,0.26,0.0,68,31642.649999999972,0.3,0.15821324999999983,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-01-19 20:00:00,2014-01-19 21:08:00,68,31642.65,0.14766569999999987,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,68,31642.649999999972,0.28,0.14766569999999987
Washing_Machine_2014-01-19_03,Washing Machine,original,,2014-01-19 11:53:00,2014-01-19 13:04:00,71,27498.04,0.15401484375586857,0,0.0,0.22,0.0,0,0.0,0.26,0.0,7,2711.0743661971833,0.3,0.013555371830985917,64,24786.965633802818,0.34,0.14045947192488265,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-01-19 21:08:00,2014-01-19 22:19:00,71,27498.04,0.12832418666666667,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,71,27498.04,0.28,0.12832418666666667
Washing_Machine_2014-01-20_01,Washing Machine,original,,2014-01-20 16:58:00,2014-01-20 18:07:00,69,30430.69,0.1622970133333331,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,69,30430.68999999996,0.32,0.1622970133333331,0,0.0,0.28,0.0,scheduled,,2014-01-21 06:00:00,2014-01-21 07:09:00,69,30430.69,0.13186632333333315,0,0.0,0.22,0.0,69,30430.68999999996,0.26,0.13186632333333315,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-01-21_01,Washing Machine,original,,2014-01-21 08:43:00,2014-01-21 09:42:00,59,185.88,0.0009293999999999998,0,0.0,0.22,0.0,0,0.0,0.26,0.0,59,185.87999999999997,0.3,0.0009293999999999998,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-01-22 06:00:00,2014-01-22 06:59:00,59,185.88,0.0008054799999999999,0,0.0,0.22,0.0,59,185.87999999999997,0.26,0.0008054799999999999,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-01-21_02,Washing Machine,original,,2014-01-21 16:00:00,2014-01-21 16:10:00,10,302.22,0.0016118400000000002,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,10,302.22,0.32,0.0016118400000000002,0,0.0,0.28,0.0,scheduled,,2014-01-22 06:59:00,2014-01-22 07:09:00,10,302.22,0.0013096200000000003,0,0.0,0.22,0.0,10,302.22,0.26,0.0013096200000000003,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-01-23_01,Washing Machine,original,,2014-01-23 17:29:00,2014-01-23 18:06:00,37,15497.2,0.08265173333333341,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,37,15497.200000000012,0.32,0.08265173333333341,0,0.0,0.28,0.0,scheduled,,2014-01-24 06:00:00,2014-01-24 06:37:00,37,15497.2,0.06715453333333339,0,0.0,0.22,0.0,37,15497.200000000012,0.26,0.06715453333333339,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
