event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost
Tumble_Dryer_2014-03-31_01,Tumble Dryer,original,winter,2014-03-31 16:50:00,2014-03-31 17:05:00,15,6526.47,0.049673688333333334,10,4350.9800000000005,0.43,0.031182023333333333,0,0.0,0.46,0.0,5,2175.4900000000002,0.51,0.018491665,scheduled,winter,2014-03-31 16:55:00,2014-03-31 17:10:00,15,6526.47,0.05257434166666667,5,2175.4900000000002,0.43,0.015591011666666666,0,0.0,0.46,0.0,10,4350.9800000000005,0.51,0.03698333
Tumble_Dryer_2014-03-31_02,Tumble Dryer,original,winter,2014-03-31 17:07:00,2014-03-31 17:18:00,11,2587.0,0.0219895,0,0.0,0.43,0.0,0,0.0,0.46,0.0,11,2587.0,0.51,0.0219895,scheduled,winter,2014-04-01 06:00:00,2014-04-01 06:11:00,11,2587.0,0.018540166666666667,11,2587.0,0.43,0.018540166666666667,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-03-31_03,Tumble Dryer,original,winter,2014-03-31 17:19:00,2014-03-31 17:34:00,15,1052.36,0.00894506,0,0.0,0.43,0.0,0,0.0,0.46,0.0,15,1052.36,0.51,0.00894506,scheduled,winter,2014-04-01 06:11:00,2014-04-01 06:26:00,15,1052.36,0.007541913333333332,15,1052.36,0.43,0.007541913333333332,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-11-03_01,Tumble Dryer,original,winter,2014-11-03 18:03:00,2014-11-03 19:10:00,67,136275.01,1.1583375850000008,0,0.0,0.43,0.0,0,0.0,0.46,0.0,67,136275.0100000001,0.51,1.1583375850000008,scheduled,winter,2014-11-03 22:00:00,2014-11-03 23:07:00,67,136275.01,0.9766375716666673,67,136275.0100000001,0.43,0.9766375716666673,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-12-05_01,Tumble Dryer,original,winter,2014-12-05 19:12:00,2014-12-05 19:50:00,38,81887.48,0.69604358,0,0.0,0.43,0.0,0,0.0,0.46,0.0,38,81887.48,0.51,0.69604358,scheduled,winter,2014-12-05 22:00:00,2014-12-05 22:38:00,38,81887.48,0.5868602733333332,38,81887.48,0.43,0.5868602733333332,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-12-10_02,Tumble Dryer,original,winter,2014-12-10 16:40:00,2014-12-10 18:40:00,120,232216.87,1.9222396461111073,20,38702.81166666667,0.43,0.27737015027777784,0,0.0,0.46,0.0,100,193514.05833333288,0.51,1.6448694958333294,scheduled,winter,2014-12-10 16:45:00,2014-12-10 18:45:00,120,232216.87,1.9351405833333293,15,29027.108750000003,0.43,0.20802761270833334,0,0.0,0.46,0.0,105,203189.76124999952,0.51,1.727112970624996
Tumble_Dryer_2014-12-13_01,Tumble Dryer,original,winter,2014-12-13 15:59:00,2014-12-13 17:39:00,100,190786.38,1.4665113076000011,61,116379.69180000015,0.43,0.834054457900001,0,0.0,0.46,0.0,39,74406.6882,0.51,0.6324568497,scheduled,winter,2014-12-13 16:04:00,2014-12-13 17:44:00,100,190786.38,1.479230399600001,56,106840.37280000011,0.43,0.7656893384000008,0,0.0,0.46,0.0,44,83946.00720000004,0.51,0.7135410612000003
Tumble_Dryer_2014-12-24_01,Tumble Dryer,original,winter,2014-12-24 17:11:00,2014-12-24 17:27:00,16,34031.6,0.2892685999999999,0,0.0,0.43,0.0,0,0.0,0.46,0.0,16,34031.59999999999,0.51,0.2892685999999999,scheduled,winter,2014-12-24 22:00:00,2014-12-24 22:16:00,16,34031.6,0.24389313333333323,16,34031.59999999999,0.43,0.24389313333333323,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-12-24_02,Tumble Dryer,original,winter,2014-12-24 19:43:00,2014-12-24 19:58:00,15,31637.71,0.268920535,0,0.0,0.43,0.0,0,0.0,0.46,0.0,15,31637.710000000003,0.51,0.268920535,scheduled,winter,2014-12-25 06:00:00,2014-12-25 06:15:00,15,31637.71,0.22673692166666665,15,31637.710000000003,0.43,0.22673692166666665,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2015-01-03_01,Tumble Dryer,original,winter,2015-01-03 19:21:00,2015-01-03 19:41:00,20,41575.84,0.35339464000000015,0,0.0,0.43,0.0,0,0.0,0.46,0.0,20,41575.84000000001,0.51,0.35339464000000015,scheduled,winter,2015-01-03 22:00:00,2015-01-03 22:20:00,20,41575.84,0.2979601866666668,20,41575.84000000001,0.43,0.2979601866666668,0,0.0,0.46,0.0,0,0.0,0.51,0.0
