event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,orig_level_3_minutes,orig_level_3_W,orig_level_3_rate,orig_level_3_cost,orig_level_4_minutes,orig_level_4_W,orig_level_4_rate,orig_level_4_cost,orig_level_5_minutes,orig_level_5_W,orig_level_5_rate,orig_level_5_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost,sched_level_3_minutes,sched_level_3_W,sched_level_3_rate,sched_level_3_cost,sched_level_4_minutes,sched_level_4_W,sched_level_4_rate,sched_level_4_cost,sched_level_5_minutes,sched_level_5_W,sched_level_5_rate,sched_level_5_cost
Washing_Machine_2013-11-30_01,Washing Machine,original,,2013-11-30 11:23:00,2013-11-30 13:36:00,133,51820.43,0.2840382967669175,0,0.0,0.22,0.0,0,0.0,0.26,0.0,37,14416.209849624067,0.3,0.07208104924812034,96,37404.220150375964,0.34,0.21195724751879716,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2013-12-01 06:00:00,2013-12-01 08:13:00,133,51820.43,0.22793196654135353,0,0.0,0.22,0.0,120,46755.27518796996,0.26,0.20260619248120315,13,5065.154812030075,0.3,0.025325774060150373,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2013-11-30_02,Washing Machine,original,,2013-11-30 16:05:00,2013-11-30 16:24:00,19,1851.02,0.009872106666666663,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,19,1851.0199999999993,0.32,0.009872106666666663,0,0.0,0.28,0.0,scheduled,,2013-11-30 20:00:00,2013-11-30 20:19:00,19,1851.02,0.008638093333333331,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,19,1851.0199999999993,0.28,0.008638093333333331
Washing_Machine_2013-12-06_01,Washing Machine,original,,2013-12-06 11:21:00,2013-12-06 13:38:00,137,63139.77,0.3458092999270077,0,0.0,0.22,0.0,0,0.0,0.26,0.0,39,17974.095109489044,0.3,0.08987047554744523,98,45165.67489051102,0.34,0.2559388243795625,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2013-12-07 06:00:00,2013-12-07 08:17:00,137,63139.77,0.27882891131386905,0,0.0,0.22,0.0,120,55304.908029197184,0.26,0.23965460145985448,17,7834.861970802916,0.3,0.03917430985401458,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2013-12-10_01,Washing Machine,original,,2013-12-10 11:06:00,2013-12-10 13:20:00,134,41394.78,0.2234494343283583,0,0.0,0.22,0.0,0,0.0,0.26,0.0,54,16681.478507462674,0.3,0.08340739253731337,80,24713.30149253734,0.34,0.14004204179104493,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2013-12-11 06:00:00,2013-12-11 08:14:00,134,41394.78,0.18226059850746285,0,0.0,0.22,0.0,120,37069.95223880601,0.26,0.1606364597014927,14,4324.82776119403,0.3,0.021624138805970153,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2013-12-17_01,Washing Machine,original,,2013-12-17 10:19:00,2013-12-17 12:31:00,132,39504.47,0.203707393282828,0,0.0,0.22,0.0,0,0.0,0.26,0.0,101,30226.905075757524,0.3,0.1511345253787876,31,9277.564924242424,0.34,0.05257286790404041,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2013-12-18 06:00:00,2013-12-18 08:12:00,132,39504.47,0.1735802469696969,0,0.0,0.22,0.0,120,35913.15454545452,0.26,0.1556236696969696,12,3591.315454545456,0.3,0.01795657727272728,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2013-12-18_01,Washing Machine,original,,2013-12-18 10:50:00,2013-12-18 13:20:00,150,65069.6,0.34848385777777746,0,0.0,0.22,0.0,0,0.0,0.26,0.0,70,30365.8133333333,0.3,0.15182906666666648,80,34703.78666666664,0.34,0.19665479111111098,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2013-12-19 06:00:00,2013-12-19 08:30:00,150,65069.6,0.2906442133333336,0,0.0,0.22,0.0,120,52055.680000000066,0.26,0.22557461333333362,30,13013.920000000004,0.3,0.06506960000000002,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2013-12-28_01,Washing Machine,original,,2013-12-28 10:21:00,2013-12-28 12:37:00,136,40923.0,0.21203730882352967,0,0.0,0.22,0.0,0,0.0,0.26,0.0,99,29789.536764705917,0.3,0.1489476838235296,37,11133.463235294126,0.34,0.06308962500000005,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2013-12-29 06:00:00,2013-12-29 08:16:00,136,40923.0,0.18054264705882372,0,0.0,0.22,0.0,120,36108.52941176475,0.26,0.15647029411764726,16,4814.470588235294,0.3,0.02407235294117647,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2013-12-28_02,Washing Machine,original,,2013-12-28 12:55:00,2013-12-28 15:07:00,132,45187.58,0.25606295333333357,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,132,45187.58000000004,0.34,0.25606295333333357,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2013-12-28 20:00:00,2013-12-28 22:12:00,132,45187.58,0.2108753733333335,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,132,45187.58000000004,0.28,0.2108753733333335
Washing_Machine_2013-12-28_03,Washing Machine,original,,2013-12-28 15:10:00,2013-12-28 17:21:00,131,47925.25,0.261698693384224,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,50,18292.080152671762,0.34,0.10365512086513998,81,29633.16984732826,0.32,0.15804357251908405,0,0.0,0.28,0.0,scheduled,,2013-12-29 08:16:00,2013-12-29 10:27:00,131,47925.25,0.23962625000000015,0,0.0,0.22,0.0,0,0.0,0.26,0.0,131,47925.25000000003,0.3,0.23962625000000015,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2013-12-28_05,Washing Machine,original,,2013-12-28 19:23:00,2013-12-28 19:54:00,31,3248.65,0.01732613333333333,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,31,3248.649999999999,0.32,0.01732613333333333,0,0.0,0.28,0.0,scheduled,,2013-12-28 22:12:00,2013-12-28 22:43:00,31,3248.65,0.015160366666666664,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,31,3248.649999999999,0.28,0.015160366666666664
