event_id,appliance_name,appliance_ID,Shiftability,original_start_time,original_end_time,duration(min),energy(W),is_reschedulable
Fridge_2014-06-01_01,Fridge,Appliance1,Base,2014-06-01 00:01:00,2014-06-01 00:14:00,13.0,1073.03,False
Fridge_2014-06-01_02,Fridge,Appliance1,Base,2014-06-01 00:47:00,2014-06-01 01:00:00,13.0,1086.45,False
Fridge_2014-06-01_03,Fridge,Appliance1,Base,2014-06-01 01:35:00,2014-06-01 01:48:00,13.0,1091.95,False
Fridge_2014-06-01_04,Fridge,Appliance1,Base,2014-06-01 02:23:00,2014-06-01 02:35:00,12.0,1044.35,False
Fridge_2014-06-01_05,Fridge,Appliance1,Base,2014-06-01 03:10:00,2014-06-01 03:22:00,12.0,1052.82,False
Fridge_2014-06-01_06,Fridge,Appliance1,Base,2014-06-01 03:57:00,2014-06-01 04:10:00,13.0,1026.72,False
Fridge_2014-06-01_07,Fridge,Appliance1,Base,2014-06-01 04:44:00,2014-06-01 04:57:00,13.0,1045.19,False
Fridge_2014-06-01_08,Fridge,Appliance1,Base,2014-06-01 05:31:00,2014-06-01 05:44:00,13.0,1030.87,False
Fridge_2014-06-01_09,Fridge,Appliance1,Base,2014-06-01 06:19:00,2014-06-01 06:31:00,12.0,1045.55,False
Fridge_2014-06-01_10,Fridge,Appliance1,Base,2014-06-01 06:53:00,2014-06-01 07:10:00,17.0,1392.68,False
Fridge_2014-06-01_11,Fridge,Appliance1,Base,2014-06-01 07:37:00,2014-06-01 07:53:00,16.0,1309.69,False
Fridge_2014-06-01_12,Fridge,Appliance1,Base,2014-06-01 08:27:00,2014-06-01 08:41:00,14.0,1155.42,False
Fridge_2014-06-01_13,Fridge,Appliance1,Base,2014-06-01 09:16:00,2014-06-01 09:30:00,14.0,1151.11,False
Fridge_2014-06-01_14,Fridge,Appliance1,Base,2014-06-01 10:05:00,2014-06-01 10:18:00,13.0,1110.08,False
Fridge_2014-06-01_15,Fridge,Appliance1,Base,2014-06-01 10:46:00,2014-06-01 11:00:00,14.0,1209.02,False
Fridge_2014-06-01_16,Fridge,Appliance1,Base,2014-06-01 11:36:00,2014-06-01 11:50:00,14.0,1120.53,False
Fridge_2014-06-01_17,Fridge,Appliance1,Base,2014-06-01 12:21:00,2014-06-01 12:39:00,18.0,1483.16,False
