event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost
house1_event_31189,Tumble Dryer,original,,2013-10-23 14:01:00,2013-10-23 14:35:00,34,3867.16,0.019335799999999983,0,0.0,0.15,0.0,34,3867.1599999999967,0.3,0.019335799999999983,scheduled,,2013-10-24 06:00:00,2013-10-24 06:34:00,34,3867.16,0.009667899999999991,34,3867.1599999999967,0.15,0.009667899999999991,0,0.0,0.3,0.0
house1_event_31190,Tumble Dryer,original,,2013-10-24 10:09:00,2013-10-24 10:41:00,32,3116.48,0.015582399999999996,0,0.0,0.15,0.0,32,3116.4799999999996,0.3,0.015582399999999996,scheduled,,2013-10-25 06:00:00,2013-10-25 06:32:00,32,3116.48,0.007791199999999998,32,3116.4799999999996,0.15,0.007791199999999998,0,0.0,0.3,0.0
house1_event_31191,Tumble Dryer,original,,2013-10-26 11:30:00,2013-10-26 12:05:00,36,3070.78,0.015353899999999993,0,0.0,0.15,0.0,36,3070.7799999999984,0.3,0.015353899999999993,scheduled,,2013-10-27 06:00:00,2013-10-27 06:35:00,36,3070.78,0.007676949999999997,36,3070.7799999999984,0.15,0.007676949999999997,0,0.0,0.3,0.0
house1_event_31193,Tumble Dryer,original,,2013-10-27 10:41:00,2013-10-27 11:17:00,36,3986.39,0.019931949999999983,0,0.0,0.15,0.0,36,3986.389999999997,0.3,0.019931949999999983,scheduled,,2013-10-28 06:00:00,2013-10-28 06:36:00,36,3986.39,0.009965974999999992,36,3986.389999999997,0.15,0.009965974999999992,0,0.0,0.3,0.0
house1_event_31194,Tumble Dryer,original,,2013-10-28 13:31:00,2013-10-28 14:04:00,33,3450.28,0.017251399999999993,0,0.0,0.15,0.0,33,3450.279999999999,0.3,0.017251399999999993,scheduled,,2013-10-29 06:00:00,2013-10-29 06:33:00,33,3450.28,0.008625699999999997,33,3450.279999999999,0.15,0.008625699999999997,0,0.0,0.3,0.0
house1_event_31196,Tumble Dryer,original,,2013-10-29 11:12:00,2013-10-29 11:34:00,22,2498.12,0.012490599999999996,0,0.0,0.15,0.0,22,2498.1199999999994,0.3,0.012490599999999996,scheduled,,2013-10-30 06:00:00,2013-10-30 06:22:00,22,2498.12,0.006245299999999998,22,2498.1199999999994,0.15,0.006245299999999998,0,0.0,0.3,0.0
house1_event_31198,Tumble Dryer,original,,2013-10-30 14:49:00,2013-10-30 15:22:00,33,17389.29,0.08694644999999997,0,0.0,0.15,0.0,33,17389.289999999994,0.3,0.08694644999999997,scheduled,,2013-10-31 06:00:00,2013-10-31 06:33:00,33,17389.29,0.04347322499999998,33,17389.289999999994,0.15,0.04347322499999998,0,0.0,0.3,0.0
house1_event_31199,Tumble Dryer,original,,2013-10-31 13:38:00,2013-10-31 14:10:00,32,2491.48,0.012457400000000002,0,0.0,0.15,0.0,32,2491.4800000000005,0.3,0.012457400000000002,scheduled,,2013-11-01 06:00:00,2013-11-01 06:32:00,32,2491.48,0.006228700000000001,32,2491.4800000000005,0.15,0.006228700000000001,0,0.0,0.3,0.0
house1_event_31201,Tumble Dryer,original,,2013-11-03 10:29:00,2013-11-03 11:00:00,33,2374.19,0.01187095,0,0.0,0.15,0.0,33,2374.19,0.3,0.01187095,scheduled,,2013-11-04 06:00:00,2013-11-04 06:31:00,33,2374.19,0.005935475,33,2374.19,0.15,0.005935475,0,0.0,0.3,0.0
house1_event_31202,Tumble Dryer,original,,2013-11-04 13:17:00,2013-11-04 13:57:00,40,3707.74,0.01853869999999999,0,0.0,0.15,0.0,40,3707.7399999999984,0.3,0.01853869999999999,scheduled,,2013-11-05 06:00:00,2013-11-05 06:40:00,40,3707.74,0.009269349999999996,40,3707.7399999999984,0.15,0.009269349999999996,0,0.0,0.3,0.0
