event_id,appliance_name,when,season,start_time,end_time,minutes,total_W,total_cost,level_0_minutes,level_0_W,level_0_rate,level_0_cost,level_1_minutes,level_1_W,level_1_rate,level_1_cost,level_2_minutes,level_2_W,level_2_rate,level_2_cost,level_3_minutes,level_3_W,level_3_rate,level_3_cost,level_4_minutes,level_4_W,level_4_rate,level_4_cost,level_5_minutes,level_5_W,level_5_rate,level_5_cost
Fridge-Freezer_2013-09-26_01,Fridge-Freezer,original,,2013-09-26 09:56:00,2013-09-27 06:20:00,1224,55864.4,0.26775965141612157,240,10953.803921568602,0.22,0.04016394771241821,140,6389.71895424837,0.26,0.02768878213507627,124,5659.465359477124,0.3,0.02829732679738562,240,10953.803921568602,0.34,0.06207155555555542,240,10953.803921568602,0.32,0.05842028758169922,240,10953.803921568602,0.28,0.05111775163398682
Fridge-Freezer_2013-09-27_01,Fridge-Freezer,original,,2013-09-27 06:21:00,2013-09-27 06:41:00,20,7307.86,0.03166739333333333,0,0.0,0.22,0.0,20,7307.86,0.26,0.03166739333333333,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-27_02,Fridge-Freezer,original,,2013-09-27 06:44:00,2013-09-28 03:19:00,1235,59957.61,0.29221445715789474,199,9661.185740890705,0.22,0.035424347716599254,76,3689.6990769230747,0.26,0.01598869599999999,240,11651.681295546556,0.3,0.058258406477732776,240,11651.681295546556,0.34,0.06602619400809716,240,11651.681295546556,0.32,0.06214230024291496,240,11651.681295546556,0.28,0.0543745127125506
Fridge-Freezer_2013-09-28_01,Fridge-Freezer,original,,2013-09-28 03:20:00,2013-09-28 03:42:00,22,7815.71,0.028657603333333326,22,7815.709999999998,0.22,0.028657603333333326,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-28_02,Fridge-Freezer,original,,2013-09-28 03:45:00,2013-09-28 10:12:00,387,31104.67,0.14105606162790696,15,1205.6073643410853,0.22,0.004420560335917313,240,19289.717829457364,0.26,0.08358877726098192,132,10609.344806201547,0.3,0.053046724031007735,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-28_03,Fridge-Freezer,original,,2013-09-28 10:13:00,2013-09-28 10:33:00,20,7364.8,0.03682399999999999,0,0.0,0.22,0.0,0,0.0,0.26,0.0,20,7364.799999999997,0.3,0.03682399999999999,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-28_04,Fridge-Freezer,original,,2013-09-28 10:35:00,2013-09-29 03:41:00,1026,59552.31,0.2899450674658862,221,12827.544356725113,0.22,0.047034329307992076,0,0.0,0.26,0.0,85,4933.670906432751,0.3,0.02466835453216375,240,13930.364912280664,0.34,0.07893873450292377,240,13930.364912280664,0.32,0.07429527953216354,240,13930.364912280664,0.28,0.0650083695906431
Fridge-Freezer_2013-09-29_01,Fridge-Freezer,original,,2013-09-29 03:42:00,2013-09-29 04:04:00,22,7916.76,0.02998772727272727,18,6477.34909090909,0.22,0.023750279999999995,4,1439.4109090909092,0.26,0.006237447272727273,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-29_02,Fridge-Freezer,original,,2013-09-29 04:07:00,2013-09-29 15:56:00,709,39295.44,0.19658804750352565,0,0.0,0.22,0.0,233,12913.734160789816,0.26,0.05595951469675587,240,13301.70042313114,0.3,0.0665085021156557,236,13080.005416078955,0.34,0.07412003069111409,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-29_03,Fridge-Freezer,original,,2013-09-29 15:58:00,2013-09-29 16:19:00,21,7728.48,0.04146390857142856,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,2,736.0457142857142,0.34,0.004170925714285715,19,6992.434285714284,0.32,0.037292982857142845,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-29_04,Fridge-Freezer,original,,2013-09-29 16:22:00,2013-09-30 13:03:00,1241,62923.01,0.29203510335482025,240,12168.833521353698,0.22,0.044619056244963554,240,12168.833521353698,0.26,0.05273161192586602,240,12168.833521353698,0.3,0.06084416760676848,63,3194.318799355363,0.34,0.018101139863013725,218,11053.357115229612,0.32,0.05895123794789126,240,12168.833521353698,0.28,0.05678788976631726
Fridge-Freezer_2013-09-30_01,Fridge-Freezer,original,,2013-09-30 13:04:00,2013-09-30 13:26:00,22,7830.55,0.04437311666666666,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,22,7830.549999999998,0.34,0.04437311666666666,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-09-30_02,Fridge-Freezer,original,,2013-09-30 13:29:00,2013-10-01 10:00:00,1231,64092.44,0.30071207903601366,240,12495.68285946382,0.22,0.045817503818034004,240,12495.68285946382,0.26,0.05414795905767655,120,6247.841429731933,0.3,0.031239207148659666,151,7861.86713241269,0.34,0.04455058041700525,240,12495.68285946382,0.32,0.06664364191714037,240,12495.68285946382,0.28,0.058313186677497825
Fridge-Freezer_2013-10-01_01,Fridge-Freezer,original,,2013-10-01 10:01:00,2013-10-01 10:23:00,22,7885.3,0.03942650000000001,0,0.0,0.22,0.0,0,0.0,0.26,0.0,22,7885.300000000002,0.3,0.03942650000000001,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-10-01_02,Fridge-Freezer,original,,2013-10-01 10:26:00,2013-10-02 03:14:00,1008,53791.55,0.2636924395502643,194,10352.738789682544,0.22,0.037960042228836,0,0.0,0.26,0.0,94,5016.275496031749,0.3,0.025081377480158745,240,12807.511904761885,0.34,0.07257590079365069,240,12807.511904761885,0.32,0.06830673015873005,240,12807.511904761885,0.28,0.0597683888888888
Fridge-Freezer_2013-10-02_01,Fridge-Freezer,original,,2013-10-02 03:15:00,2013-10-02 03:36:00,21,7722.37,0.02831535666666667,21,7722.370000000001,0.22,0.02831535666666667,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-10-02_02,Fridge-Freezer,original,,2013-10-02 03:40:00,2013-10-03 06:17:00,1597,85160.19,0.40244455474639906,260,13864.526862867862,0.22,0.05083659849718216,377,20103.5639511584,0.26,0.08711544378835306,240,12798.024796493411,0.3,0.06399012398246705,240,12798.024796493411,0.34,0.07252214051346267,240,12798.024796493411,0.32,0.06825613224796487,240,12798.024796493411,0.28,0.059724115716969256
Fridge-Freezer_2013-10-03_01,Fridge-Freezer,original,,2013-10-03 06:20:00,2013-10-04 05:07:00,1367,65640.17,0.31517205254084235,240,11524.243452816336,0.22,0.04225555932699323,167,8018.952735918045,0.26,0.03474879518897819,240,11524.243452816336,0.3,0.05762121726408167,240,11524.243452816336,0.34,0.0653040462326259,240,11524.243452816336,0.32,0.061462631748353785,240,11524.243452816336,0.28,0.053779802779809566
Fridge-Freezer_2013-10-04_01,Fridge-Freezer,original,,2013-10-04 05:08:00,2013-10-04 05:29:00,21,7396.87,0.03205310333333334,0,0.0,0.22,0.0,21,7396.870000000001,0.26,0.03205310333333334,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-10-04_02,Fridge-Freezer,original,,2013-10-04 05:32:00,2013-10-05 08:33:00,1621,79402.34,0.3765039189923919,240,11756.052806909314,0.22,0.043105526958667484,388,19005.61870450346,0.26,0.08235768105284834,273,13372.51006785936,0.3,0.0668625503392968,240,11756.052806909314,0.34,0.06661763257248612,240,11756.052806909314,0.32,0.06269894830351634,240,11756.052806909314,0.28,0.054861579765576804
Fridge-Freezer_2013-10-05_01,Fridge-Freezer,original,,2013-10-05 08:34:00,2013-10-05 08:56:00,22,7962.09,0.03981045000000002,0,0.0,0.22,0.0,0,0.0,0.26,0.0,22,7962.090000000005,0.3,0.03981045000000002,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
