event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,is_shifted,is_low_rate_period,search_start,search_end
Dishwasher_2013-09-18_01,Dishwasher,Appliance3,2013-09-18 12:42:00,2013-09-18 14:37:00,2013-09-18 13:12:00,2013-09-18 15:07:00,115,0.15291415021606647,0.1500434936504099,0.0028706565656565763,1.877299492297058,True,True,2013-09-18 12:42:00,2013-09-19 14:00:00
Dishwasher_2013-09-19_01,Dishwasher,Appliance3,2013-09-19 12:27:00,2013-09-19 14:25:00,2013-09-19 13:12:00,2013-09-19 15:10:00,118,0.3071073756313131,0.23162810479797988,0.0754792708333332,24.57748553846104,True,True,2013-09-19 12:27:00,2013-09-20 14:00:00
Dishwasher_2013-09-20_02,Dishwasher,Appliance3,2013-09-20 15:48:00,2013-09-20 17:42:00,2013-09-20 20:03:00,2013-09-20 21:57:00,114,0.4227264141414142,0.2123012108585859,0.21042520328282832,49.77810618014398,True,True,2013-09-20 15:48:00,2013-09-21 14:00:00
Dishwasher_2013-09-21_01,Dishwasher,Appliance3,2013-09-21 18:40:00,2013-09-21 20:33:00,2013-09-21 19:55:00,2013-09-21 21:48:00,113,0.35928044823232325,0.2174097828282828,0.14187066540404045,39.48744389015623,True,False,2013-09-21 18:40:00,2013-09-22 14:00:00
Dishwasher_2013-09-22_02,Dishwasher,Appliance3,2013-09-22 18:19:00,2013-09-22 20:09:00,2013-09-22 20:04:00,2013-09-22 21:54:00,110,0.3505268048340548,0.19587482413419915,0.15465198069985564,44.11987287907139,True,True,2013-09-22 18:19:00,2013-09-23 14:00:00
Dishwasher_2013-09-23_01,Dishwasher,Appliance3,2013-09-23 19:00:00,2013-09-23 20:56:00,2013-09-23 20:00:00,2013-09-23 21:56:00,116,0.29709345463564213,0.2186085767496392,0.07848487788600292,26.41757220207272,True,True,2013-09-23 19:00:00,2013-09-24 14:00:00
Dishwasher_2013-09-25_01,Dishwasher,Appliance3,2013-09-25 06:33:00,2013-09-25 08:27:00,2013-09-25 13:03:00,2013-09-25 14:57:00,114,0.3909426199494949,0.19547130997474746,0.19547130997474746,50.0,True,True,2013-09-25 06:33:00,2013-09-26 14:00:00
Dishwasher_2013-09-27_01,Dishwasher,Appliance3,2013-09-27 16:06:00,2013-09-27 18:01:00,2013-09-27 20:06:00,2013-09-27 22:01:00,115,0.33680399512987014,0.16850124756493506,0.16830274756493507,49.97053182223634,True,True,2013-09-27 16:06:00,2013-09-28 14:00:00
Dishwasher_2013-09-28_01,Dishwasher,Appliance3,2013-09-28 12:14:00,2013-09-28 14:10:00,2013-09-28 13:14:00,2013-09-28 15:10:00,116,0.16443510353535365,0.15739310353535363,0.0070420000000000205,4.2825405577015285,True,True,2013-09-28 12:14:00,2013-09-29 14:00:00
Dishwasher_2013-09-29_01,Dishwasher,Appliance3,2013-09-29 09:28:00,2013-09-29 14:07:00,2013-09-29 12:58:00,2013-09-29 17:37:00,279,0.26362882593795256,0.14556441296897646,0.1180644129689761,44.78433363609624,True,False,2013-09-29 09:28:00,2013-09-30 14:00:00
