appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance1,Fridge,2013-10,1.4357,1.6871,4.9637,4.9637
Appliance1,Fridge,2013-11,1.784,2.119,6.2321,6.2321
Appliance1,Fridge,2013-12,1.8598,2.2067,6.4894,6.4894
Appliance1,Fridge,2014-01,1.3632,1.6141,4.747,4.747
Appliance1,Fridge,2014-02,0.2771,0.3245,0.9518,0.9518
Appliance1,Fridge,2014-04,1.7415,2.0631,6.0671,6.0671
Appliance1,Fridge,2014-05,1.9248,2.2807,6.7064,6.7064
Appliance1,Fridge,2014-06,2.1421,2.5349,7.4552,7.4552
Appliance1,Fridge,2014-07,2.5157,2.9702,8.7377,8.7377
Appliance1,Fridge,2014-08,2.1819,2.5756,7.5746,7.5746
Appliance1,Fridge,2014-09,2.0532,2.4314,7.1518,7.1518
Appliance1,Fridge,2014-10,2.0139,2.3741,6.9813,6.9813
Appliance1,Fridge,2014-11,1.8872,2.2352,6.575,6.575
Appliance1,Fridge,2014-12,2.1038,2.4787,7.2918,7.2918
Appliance1,Fridge,2015-01,2.1092,2.4954,7.3429,7.3429
Appliance1,Fridge,2015-02,1.9542,2.3116,6.7958,6.7958
Appliance1,Fridge,2015-03,1.8594,2.1994,6.4724,6.4724
Appliance1,Fridge,2015-04,1.6405,1.9374,5.6982,5.6982
Appliance1,Fridge,2015-05,1.4892,1.7687,5.2021,5.2021
Appliance1,Fridge,2015-06,1.0422,1.2342,3.6298,3.6298
Appliance1,Fridge,2015-07,0.5531,0.6581,1.9362,1.9362
Appliance2,Freezer,2013-10,8.8672,10.4667,30.7842,30.7842
Appliance2,Freezer,2013-11,11.4336,13.5832,39.9522,39.9522
Appliance2,Freezer,2013-12,11.4389,13.5588,39.8788,39.8788
Appliance2,Freezer,2014-01,8.813,10.4487,30.731,30.731
Appliance2,Freezer,2014-02,1.7315,2.0173,5.9354000000000005,5.9354000000000005
Appliance2,Freezer,2014-04,11.5822,13.7098,40.3256,40.3256
Appliance2,Freezer,2014-05,13.004,15.4169,45.3426,45.3426
Appliance2,Freezer,2014-06,13.934800000000001,16.4978,48.5213,48.5213
Appliance2,Freezer,2014-07,16.1729,19.1177,56.2303,56.2303
Appliance2,Freezer,2014-08,14.794,17.5211,51.5331,51.5331
Appliance2,Freezer,2014-09,13.2021,15.6131,45.9248,45.9248
Appliance2,Freezer,2014-10,13.0511,15.5084,45.6126,45.6126
Appliance2,Freezer,2014-11,12.6837,15.0306,44.2085,44.2085
Appliance2,Freezer,2014-12,12.4313,14.7526,43.3888,43.3888
Appliance2,Freezer,2015-01,12.6806,15.040000000000001,44.2344,44.2344
Appliance2,Freezer,2015-02,11.3879,13.5073,39.7284,39.7284
Appliance2,Freezer,2015-03,11.3774,13.5427,39.83,39.83
Appliance2,Freezer,2015-04,10.5367,12.4718,36.6788,36.6788
Appliance2,Freezer,2015-05,9.6331,11.417,33.5805,33.5805
Appliance2,Freezer,2015-06,6.6813,7.9148,23.2786,23.2786
Appliance2,Freezer,2015-07,3.5404,4.2092,12.3799,12.3799
Appliance3,Fridge-Freezer,2013-10,4.5272,5.3451,15.7201,15.7201
Appliance3,Fridge-Freezer,2013-11,5.7481,6.8149,20.049,20.049
Appliance3,Fridge-Freezer,2013-12,6.1581,7.3128,21.5038,21.5038
Appliance3,Fridge-Freezer,2014-01,4.6197,5.4806,16.1189,16.1189
Appliance3,Fridge-Freezer,2014-02,16.5986,19.708099999999998,57.9645,57.9645
Appliance3,Fridge-Freezer,2014-04,6.0935,7.2228,21.2416,21.2416
Appliance3,Fridge-Freezer,2014-05,7.078,8.3947,24.6893,24.6893
Appliance3,Fridge-Freezer,2014-06,7.6529,9.0732,26.6843,26.6843
Appliance3,Fridge-Freezer,2014-07,8.8199,10.4278,30.6682,30.6682
Appliance3,Fridge-Freezer,2014-08,9.6107,11.4348,33.6314,33.6314
Appliance3,Fridge-Freezer,2014-09,7.76,9.1879,27.0222,27.0222
Appliance3,Fridge-Freezer,2014-10,7.0364,8.3566,24.5793,24.5793
Appliance3,Fridge-Freezer,2014-11,6.1726,7.334,21.5684,21.5684
Appliance3,Fridge-Freezer,2014-12,6.3181,7.4901,22.0309,22.0309
Appliance3,Fridge-Freezer,2015-01,6.4491,7.6591000000000005,22.5266,22.5266
Appliance3,Fridge-Freezer,2015-02,5.8209,6.9175,20.3424,20.3424
Appliance3,Fridge-Freezer,2015-03,5.7984,6.9073,20.3191,20.3191
Appliance3,Fridge-Freezer,2015-04,5.3083,6.29,18.4997,18.4997
Appliance3,Fridge-Freezer,2015-05,4.7707,5.656,16.6379,16.6379
Appliance3,Fridge-Freezer,2015-06,3.284,3.9164,11.5173,11.5173
Appliance3,Fridge-Freezer,2015-07,1.6628,1.9813,5.827,5.827
Appliance4,Washing Machine (1),2013-10,0.6163000000000001,0.7182999999999999,2.1125,2.1125
Appliance4,Washing Machine (1),2013-11,1.1809,1.2942,3.8064,3.8064
Appliance4,Washing Machine (1),2013-12,0.8172,0.9099,2.676,2.676
Appliance4,Washing Machine (1),2014-01,0.9376,1.0618,3.1232,3.1232
Appliance4,Washing Machine (1),2014-02,0.0001,0.0001,0.0004,0.0004
Appliance4,Washing Machine (1),2014-04,1.3426,1.5437,4.5402,4.5402
Appliance4,Washing Machine (1),2014-05,1.6688999999999998,1.8972,5.58,5.58
Appliance4,Washing Machine (1),2014-06,1.3107,1.4451,4.2507,4.2507
Appliance4,Washing Machine (1),2014-07,0.6821,0.7745,2.2781,2.2781
Appliance4,Washing Machine (1),2014-08,0.7085,0.8049999999999999,2.3679,2.3679
Appliance4,Washing Machine (1),2014-09,1.1439,1.2543,3.6889,3.6889
Appliance4,Washing Machine (1),2014-10,0.3527,0.3527,1.0374,1.0374
Appliance4,Washing Machine (1),2014-11,1.3306,1.4533,4.2744,4.2744
Appliance4,Washing Machine (1),2014-12,0.5117,0.5789,1.7026999999999999,1.7026999999999999
Appliance4,Washing Machine (1),2015-01,0.3431,0.388,1.1414,1.1414
Appliance4,Washing Machine (1),2015-02,0.2832,0.3208,0.9436,0.9436
Appliance4,Washing Machine (1),2015-03,0.5797,0.6569,1.9322000000000001,1.9322000000000001
Appliance4,Washing Machine (1),2015-04,0.8036,0.9107000000000001,2.6784,2.6784
Appliance4,Washing Machine (1),2015-05,0.7194,0.7425,2.1836,2.1836
Appliance4,Washing Machine (1),2015-06,0.2735,0.2735,0.8043,0.8043
Appliance4,Washing Machine (1),2015-07,0.49420000000000003,0.5581,1.6417000000000002,1.6417000000000002
Appliance5,Washing Machine (2),2013-10,0.8819,1.0802,3.1778,3.1778
Appliance5,Washing Machine (2),2013-11,2.2656,2.7223,8.0063,8.0063
Appliance5,Washing Machine (2),2013-12,2.3475,2.7605,8.119,8.119
Appliance5,Washing Machine (2),2014-01,1.2117,1.4125,4.1544,4.1544
Appliance5,Washing Machine (2),2014-02,0.35050000000000003,0.4094,1.2043,1.2043
Appliance5,Washing Machine (2),2014-04,2.6644,3.1853000000000002,9.369,9.369
Appliance5,Washing Machine (2),2014-05,1.7441,2.1323,6.271599999999999,6.271599999999999
Appliance5,Washing Machine (2),2014-06,2.4358,2.9664,8.7242,8.7242
Appliance5,Washing Machine (2),2014-07,2.2317,2.767,8.138,8.138
Appliance5,Washing Machine (2),2014-08,1.3959,1.6629,4.8914,4.8914
Appliance5,Washing Machine (2),2014-09,2.799,3.366,9.8986,9.8986
Appliance5,Washing Machine (2),2014-10,1.6761,1.9703,5.7947,5.7947
Appliance5,Washing Machine (2),2014-11,1.4713,1.7823,5.2424,5.2424
Appliance5,Washing Machine (2),2014-12,2.2154,2.5402,7.4718,7.4718
Appliance5,Washing Machine (2),2015-01,3.105,3.4743999999999997,10.2187,10.2187
Appliance5,Washing Machine (2),2015-02,2.2334,2.6112,7.6809,7.6809
Appliance5,Washing Machine (2),2015-03,1.9765,2.3787,6.9973,6.9973
