event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost_reported,optimized_cost_reported,original_cost_calculated,optimized_cost_calculated,cost_savings_calculated,savings_percentage_calculated,is_shifted,original_low_price_power,original_high_price_power,original_missing_minutes,optimized_low_price_power,optimized_high_price_power,optimized_missing_minutes
Dishwasher_2013-11-20_01,Dishwasher,Appliance6,2013-11-20 19:10:00,2013-11-20 20:57:00,2013-11-21 06:10:00,2013-11-21 07:57:00,107,0.3014115858585858,0.2214031041666666,0.30141158585858585,0.22140310416666664,0.08000848169191921,26.54459398566617,True,0.0,60.28231717171717,0,32.00339267676766,28.2789244949495,0
Dishwasher_2013-11-21_01,Dishwasher,Appliance6,2013-11-21 19:43:00,2013-11-21 21:06:00,2013-11-22 06:13:00,2013-11-22 07:36:00,83,0.318464205988456,0.160937165494228,0.318464205988456,0.16093716549422807,0.15752704049422792,49.46459838564655,True,0.0,63.692841197691195,0,63.0108161976912,0.682025,0
Dishwasher_2013-11-22_01,Dishwasher,Appliance6,2013-11-22 20:31:00,2013-11-22 22:19:00,2013-11-23 06:01:00,2013-11-23 07:49:00,108,0.2928597373737371,0.1959772474747474,0.29285973737373716,0.1959772474747474,0.09688248989898976,33.08153273911865,True,0.0,58.57194747474748,0,38.75299595959596,19.81895151515151,0
Dishwasher_2013-11-24_01,Dishwasher,Appliance6,2013-11-24 09:17:00,2013-11-24 11:22:00,2013-11-25 06:02:00,2013-11-25 08:07:00,125,0.4321131666666666,0.2920049166666668,0.4321131666666666,0.2920049166666668,0.14010824999999982,32.42397149820703,True,0.0,86.42263333333332,0,56.0433,30.37933333333333,0
Dishwasher_2013-11-25_02,Dishwasher,Appliance6,2013-11-25 18:36:00,2013-11-25 20:24:00,2013-11-26 06:06:00,2013-11-26 07:54:00,108,0.2993084846681095,0.2202935471681096,0.29930848466810955,0.22029354716810967,0.07901493749999988,26.399163922003808,True,0.0,59.861696933621936,0,31.605975000000004,28.25572193362193,0
Dishwasher_2013-11-27_01,Dishwasher,Appliance6,2013-11-27 07:20:00,2013-11-27 08:44:00,2013-11-28 06:05:00,2013-11-28 07:29:00,84,0.3207511374458873,0.1614491937229437,0.32075113744588735,0.16144919372294367,0.15930194372294368,49.66527788223943,True,0.8589000000000001,63.72077748917748,0,64.57967748917748,0.0,0
Dishwasher_2013-11-28_01,Dishwasher,Appliance6,2013-11-28 19:30:00,2013-11-28 20:53:00,2013-11-29 06:00:00,2013-11-29 07:23:00,83,0.3050999191919191,0.1525499595959595,0.30509991919191914,0.15254995959595957,0.15254995959595957,50.0,True,0.0,61.019983838383844,0,61.019983838383844,0.0,0
Dishwasher_2013-11-30_01,Dishwasher,Appliance6,2013-11-30 10:10:00,2013-11-30 11:57:00,2013-12-01 06:10:00,2013-12-01 07:57:00,107,0.3049462222222222,0.2229801388888889,0.30494622222222223,0.22298013888888893,0.0819660833333333,26.878864980200508,True,0.0,60.98924444444441,0,32.78643333333333,28.20281111111111,0
Dishwasher_2013-12-01_01,Dishwasher,Appliance6,2013-12-01 19:27:00,2013-12-01 20:51:00,2013-12-02 06:12:00,2013-12-02 07:36:00,84,0.3148058282828282,0.1589839065656565,0.3148058282828282,0.15898390656565659,0.15582192171717163,49.49778807054929,True,0.0,62.96116565656566,0,62.32876868686869,0.6323969696969697,0
Dishwasher_2013-12-02_01,Dishwasher,Appliance6,2013-12-02 18:37:00,2013-12-02 20:24:00,2013-12-03 06:07:00,2013-12-03 07:54:00,107,0.298959740079365,0.217665177579365,0.298959740079365,0.21766517757936504,0.08129456249999994,27.192478317789092,True,0.0,59.791948015873004,0,32.51782499999998,27.27412301587302,0
Dishwasher_2013-12-03_01,Dishwasher,Appliance6,2013-12-03 19:11:00,2013-12-03 20:34:00,2013-12-04 06:11:00,2013-12-04 07:34:00,83,0.3085028952020203,0.1553811976010101,0.3085028952020203,0.15538119760101016,0.15312169760101013,49.63379598131155,True,0.0,61.700579040404044,0,61.24867904040404,0.45189999999999997,0
Dishwasher_2013-12-04_01,Dishwasher,Appliance6,2013-12-04 19:31:00,2013-12-04 21:18:00,2013-12-05 06:01:00,2013-12-05 07:48:00,107,0.2934086931818181,0.1923648667929292,0.29340869318181817,0.19236486679292927,0.1010438263888889,34.43791160143797,True,0.0,58.68173863636363,0,40.41753055555556,18.26420808080808,0
Dishwasher_2013-12-05_01,Dishwasher,Appliance6,2013-12-05 19:22:00,2013-12-05 20:46:00,2013-12-06 06:07:00,2013-12-06 07:31:00,84,0.3253159705988456,0.1628316216630591,0.3253159705988456,0.16283162166305917,0.16248434893578642,49.946625318358414,True,0.0,65.06319411976914,0,64.99373957431459,0.06945454545454545,0
