event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,is_shifted
Dishwasher_2013-11-20_01,Dishwasher,Appliance6,2013-11-20 19:10:00,2013-11-20 20:57:00,2013-11-21 06:10:00,2013-11-21 07:57:00,107,0.30141158585858585,0.22140310416666664,0.08000848169191921,26.54459398566617,True
Dishwasher_2013-11-21_01,Dishwasher,Appliance6,2013-11-21 19:43:00,2013-11-21 21:06:00,2013-11-22 06:13:00,2013-11-22 07:36:00,83,0.318464205988456,0.16093716549422807,0.15752704049422792,49.46459838564655,True
Dishwasher_2013-11-22_01,Dishwasher,Appliance6,2013-11-22 20:31:00,2013-11-22 22:19:00,2013-11-23 06:01:00,2013-11-23 07:49:00,108,0.29285973737373716,0.1959772474747474,0.09688248989898976,33.08153273911865,True
Dishwasher_2013-11-24_01,Dishwasher,Appliance6,2013-11-24 09:17:00,2013-11-24 11:22:00,2013-11-25 06:02:00,2013-11-25 08:07:00,125,0.4321131666666666,0.2920049166666668,0.14010824999999982,32.42397149820703,True
Dishwasher_2013-11-25_02,Dishwasher,Appliance6,2013-11-25 18:36:00,2013-11-25 20:24:00,2013-11-26 06:06:00,2013-11-26 07:54:00,108,0.29930848466810955,0.22029354716810967,0.07901493749999988,26.399163922003808,True
Dishwasher_2013-11-27_01,Dishwasher,Appliance6,2013-11-27 07:20:00,2013-11-27 08:44:00,2013-11-28 06:05:00,2013-11-28 07:29:00,84,0.32075113744588735,0.1614491937229437,0.15930194372294365,49.66527788223942,True
Dishwasher_2013-11-28_01,Dishwasher,Appliance6,2013-11-28 19:30:00,2013-11-28 20:53:00,2013-11-29 06:00:00,2013-11-29 07:23:00,83,0.30509991919191914,0.15254995959595957,0.15254995959595957,50.0,True
Dishwasher_2013-11-30_01,Dishwasher,Appliance6,2013-11-30 10:10:00,2013-11-30 11:57:00,2013-12-01 06:10:00,2013-12-01 07:57:00,107,0.30494622222222223,0.22298013888888893,0.0819660833333333,26.878864980200508,True
Dishwasher_2013-12-01_01,Dishwasher,Appliance6,2013-12-01 19:27:00,2013-12-01 20:51:00,2013-12-02 06:12:00,2013-12-02 07:36:00,84,0.3148058282828282,0.15898390656565659,0.15582192171717163,49.49778807054929,True
Dishwasher_2013-12-02_01,Dishwasher,Appliance6,2013-12-02 18:37:00,2013-12-02 20:24:00,2013-12-03 06:07:00,2013-12-03 07:54:00,107,0.298959740079365,0.21766517757936504,0.08129456249999994,27.192478317789092,True
Dishwasher_2013-12-03_01,Dishwasher,Appliance6,2013-12-03 19:11:00,2013-12-03 20:34:00,2013-12-04 06:11:00,2013-12-04 07:34:00,83,0.3085028952020203,0.15538119760101016,0.15312169760101013,49.63379598131155,True
Dishwasher_2013-12-04_01,Dishwasher,Appliance6,2013-12-04 19:31:00,2013-12-04 21:18:00,2013-12-05 06:01:00,2013-12-05 07:48:00,107,0.29340869318181817,0.19236486679292927,0.1010438263888889,34.43791160143797,True
Dishwasher_2013-12-05_01,Dishwasher,Appliance6,2013-12-05 19:22:00,2013-12-05 20:46:00,2013-12-06 06:07:00,2013-12-06 07:31:00,84,0.3253159705988456,0.16283162166305917,0.16248434893578642,49.946625318358414,True
Dishwasher_2013-12-07_01,Dishwasher,Appliance6,2013-12-07 17:12:00,2013-12-07 18:35:00,2013-12-08 06:12:00,2013-12-08 07:35:00,83,0.30811761056998554,0.15550883053751804,0.1526087800324675,49.52939228308214,True
Dishwasher_2013-12-08_01,Dishwasher,Appliance6,2013-12-08 19:17:00,2013-12-08 21:04:00,2013-12-09 06:02:00,2013-12-09 07:49:00,107,0.289672130843317,0.20099763865398168,0.08867449218933532,30.612020538937916,True
Dishwasher_2013-12-09_01,Dishwasher,Appliance6,2013-12-09 18:03:00,2013-12-09 19:26:00,2013-12-10 06:03:00,2013-12-10 07:26:00,83,0.29508465079365065,0.14754232539682532,0.14754232539682532,50.0,True
Dishwasher_2013-12-10_02,Dishwasher,Appliance6,2013-12-10 20:17:00,2013-12-10 21:41:00,2013-12-11 06:02:00,2013-12-11 07:26:00,84,0.3080279247835498,0.1540139623917749,0.1540139623917749,50.0,True
Dishwasher_2013-12-11_01,Dishwasher,Appliance6,2013-12-11 19:14:00,2013-12-11 21:01:00,2013-12-12 06:14:00,2013-12-12 08:01:00,107,0.2907018888888888,0.21596236111111114,0.07473952777777768,25.710024817329064,True
Dishwasher_2013-12-12_01,Dishwasher,Appliance6,2013-12-12 20:35:00,2013-12-12 22:22:00,2013-12-13 06:05:00,2013-12-13 07:52:00,107,0.3121607777777778,0.22585463888888888,0.08630613888888891,27.647976630276354,True
Dishwasher_2013-12-13_01,Dishwasher,Appliance6,2013-12-13 20:12:00,2013-12-13 21:59:00,2013-12-14 06:12:00,2013-12-14 07:59:00,107,0.2910619588744588,0.21370050721500722,0.07736145165945157,26.579032161609007,True
Dishwasher_2013-12-14_01,Dishwasher,Appliance6,2013-12-14 15:11:00,2013-12-14 16:34:00,2013-12-15 06:11:00,2013-12-15 07:34:00,83,0.2979530833333334,0.15005595833333338,0.14789712500000005,49.637722605656315,True
Dishwasher_2013-12-15_01,Dishwasher,Appliance6,2013-12-15 13:14:00,2013-12-15 15:01:00,2013-12-16 06:14:00,2013-12-16 08:01:00,107,0.2969935613275612,0.21618864177489175,0.08080491955266947,27.207633455577785,True
Dishwasher_2013-12-16_01,Dishwasher,Appliance6,2013-12-16 17:23:00,2013-12-16 19:10:00,2013-12-17 06:08:00,2013-12-17 07:55:00,107,0.2997709570707072,0.21737247095959597,0.08239848611111125,27.48714782655741,True
Dishwasher_2013-12-18_01,Dishwasher,Appliance6,2013-12-18 07:39:00,2013-12-18 09:26:00,2013-12-19 06:09:00,2013-12-19 07:56:00,107,0.30281734343434336,0.21898064898989905,0.0838366944444443,27.685565659359835,True
Dishwasher_2013-12-19_01,Dishwasher,Appliance6,2013-12-19 18:34:00,2013-12-19 19:57:00,2013-12-20 06:04:00,2013-12-20 07:27:00,83,0.3164421729797981,0.15822108648989905,0.15822108648989905,50.0,True
Dishwasher_2013-12-20_01,Dishwasher,Appliance6,2013-12-20 14:09:00,2013-12-20 15:32:00,2013-12-21 06:09:00,2013-12-21 07:32:00,83,0.30791713888888883,0.1545578194444444,0.15335931944444442,49.80538595475316,True
Dishwasher_2013-12-21_01,Dishwasher,Appliance6,2013-12-21 16:31:00,2013-12-21 17:55:00,2013-12-22 06:01:00,2013-12-22 07:25:00,84,0.3009196349206349,0.15045981746031745,0.15045981746031745,50.0,True
Dishwasher_2013-12-22_01,Dishwasher,Appliance6,2013-12-22 09:59:00,2013-12-22 11:47:00,2013-12-23 06:14:00,2013-12-23 08:02:00,108,0.28708918055555555,0.21286098611111112,0.07422819444444442,25.855448227203492,True
