event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Tumble_Dryer_2014-06-05_01,Tumble Dryer,2014-06-05 16:08:00,2014-06-05 16:15:00,2014-06-06 06:00:00,2014-06-06 06:07:00,SUCCESS,summer,7.0,1361.56
Tumble_Dryer_2014-07-17_02,Tumble Dryer,2014-07-17 14:42:00,2014-07-17 16:47:00,2014-07-18 06:00:00,2014-07-18 08:05:00,SUCCESS,summer,125.0,1618.76
Tumble_Dryer_2015-06-08_01,Tumble Dryer,2015-06-08 18:39:00,2015-06-08 19:27:00,2015-06-09 06:00:00,2015-06-09 06:48:00,SUCCESS,summer,48.0,71047.9
Tumble_Dryer_2015-06-08_02,Tumble Dryer,2015-06-08 19:37:00,2015-06-08 20:07:00,2015-06-09 06:48:00,2015-06-09 07:18:00,SUCCESS,summer,30.0,28062.45
Tumble_Dryer_2015-06-18_01,Tumble Dryer,2015-06-18 17:50:00,2015-06-18 18:02:00,2015-06-19 06:00:00,2015-06-19 06:12:00,SUCCESS,summer,12.0,7904.19
Washing_Machine_2014-05-28_01,Washing Machine,2014-05-28 18:33:00,2014-05-28 19:06:00,2014-05-29 06:00:00,2014-05-29 06:33:00,SUCCESS,summer,33.0,1961.91
Washing_Machine_2014-05-29_02,Washing Machine,2014-05-29 20:36:00,2014-05-29 21:19:00,2014-05-30 06:00:00,2014-05-30 06:43:00,SUCCESS,summer,43.0,26121.66
Washing_Machine_2014-05-31_04,Washing Machine,2014-05-31 18:53:00,2014-05-31 19:27:00,2014-06-01 06:00:00,2014-06-01 06:34:00,SUCCESS,summer,34.0,1851.56
Washing_Machine_2014-06-02_03,Washing Machine,2014-06-02 19:21:00,2014-06-02 20:03:00,2014-06-03 06:00:00,2014-06-03 06:42:00,SUCCESS,summer,42.0,22936.53
Washing_Machine_2014-06-03_01,Washing Machine,2014-06-03 13:07:00,2014-06-03 14:14:00,2014-06-03 13:12:00,2014-06-03 14:19:00,SUCCESS,summer,67.0,16873.11
Washing_Machine_2014-06-03_02,Washing Machine,2014-06-03 15:15:00,2014-06-03 16:02:00,2014-06-04 06:00:00,2014-06-04 06:47:00,SUCCESS,summer,47.0,23777.79
Washing_Machine_2014-06-05_01,Washing Machine,2014-06-05 17:16:00,2014-06-05 17:48:00,2014-06-06 06:00:00,2014-06-06 06:32:00,SUCCESS,summer,32.0,15238.08
