event_id,appliance_name,appliance_ID,Shiftability,original_start_time,original_end_time,duration(min),energy(W),is_reschedulable
Freezer_2014-06-01_01,Freezer,Appliance1,Base,2014-06-01 00:52:00,2014-06-01 01:19:00,27.0,3961.7,False
Freezer_2014-06-01_02,Freezer,Appliance1,Base,2014-06-01 01:56:00,2014-06-01 02:22:00,26.0,3865.29,False
Freezer_2014-06-01_03,Freezer,Appliance1,Base,2014-06-01 02:59:00,2014-06-01 03:25:00,26.0,3776.09,False
Freezer_2014-06-01_04,Freezer,Appliance1,Base,2014-06-01 04:02:00,2014-06-01 04:27:00,25.0,3579.66,False
Freezer_2014-06-01_05,Freezer,Appliance1,Base,2014-06-01 05:03:00,2014-06-01 05:28:00,25.0,3609.23,False
Freezer_2014-06-01_06,Freezer,Appliance1,Base,2014-06-01 06:05:00,2014-06-01 06:29:00,24.0,3578.74,False
Freezer_2014-06-01_07,Freezer,Appliance1,Base,2014-06-01 07:06:00,2014-06-01 07:32:00,26.0,3731.5,False
Freezer_2014-06-01_08,Freezer,Appliance1,Base,2014-06-01 08:08:00,2014-06-01 08:35:00,27.0,3906.34,False
Freezer_2014-06-01_09,Freezer,Appliance1,Base,2014-06-01 09:11:00,2014-06-01 09:40:00,29.0,4073.66,False
Freezer_2014-06-01_10,Freezer,Appliance1,Base,2014-06-01 10:15:00,2014-06-01 10:44:00,29.0,4183.27,False
Freezer_2014-06-01_11,Freezer,Appliance1,Base,2014-06-01 11:19:00,2014-06-01 11:50:00,31.0,4389.27,False
Freezer_2014-06-01_12,Freezer,Appliance1,Base,2014-06-01 12:24:00,2014-06-01 12:56:00,32.0,4544.38,False
Freezer_2014-06-01_13,Freezer,Appliance1,Base,2014-06-01 13:30:00,2014-06-01 14:04:00,34.0,4800.0,False
Freezer_2014-06-01_14,Freezer,Appliance1,Base,2014-06-01 14:37:00,2014-06-01 15:13:00,36.0,5002.66,False
Freezer_2014-06-01_15,Freezer,Appliance1,Base,2014-06-01 15:46:00,2014-06-01 16:22:00,36.0,4876.6,False
Freezer_2014-06-01_16,Freezer,Appliance1,Base,2014-06-01 16:56:00,2014-06-01 17:34:00,38.0,5372.04,False
Freezer_2014-06-01_17,Freezer,Appliance1,Base,2014-06-01 18:07:00,2014-06-01 18:45:00,38.0,5319.26,False
Freezer_2014-06-01_18,Freezer,Appliance1,Base,2014-06-01 19:19:00,2014-06-01 19:55:00,36.0,4902.28,False
Freezer_2014-06-01_19,Freezer,Appliance1,Base,2014-06-01 20:29:00,2014-06-01 21:05:00,36.0,5122.94,False
Freezer_2014-06-01_20,Freezer,Appliance1,Base,2014-06-01 21:39:00,2014-06-01 22:14:00,35.0,4935.57,False
Freezer_2014-06-01_21,Freezer,Appliance1,Base,2014-06-01 22:48:00,2014-06-01 23:22:00,34.0,4965.14,False
Freezer_2014-06-01_22,Freezer,Appliance1,Base,2014-06-01 23:57:00,2014-06-02 00:30:00,33.0,4842.55,False
Freezer_2014-06-02_01,Freezer,Appliance1,Base,2014-06-02 01:05:00,2014-06-02 01:38:00,33.0,4794.29,False
Freezer_2014-06-02_02,Freezer,Appliance1,Base,2014-06-02 02:13:00,2014-06-02 02:46:00,33.0,4763.5,False
Freezer_2014-06-02_03,Freezer,Appliance1,Base,2014-06-02 03:21:00,2014-06-02 03:54:00,33.0,4686.48,False
