event_id,appliance_name,appliance_ID,Shiftability,original_start_time,original_end_time,duration(min),energy(W),is_reschedulable
Fridge-Freezer_2013-10-01_01,Fridge-Freezer,Appliance1,Base,2013-10-01 01:05:00,2013-10-01 01:43:00,38.0,3164.74,False
Fridge-Freezer_2013-10-01_02,Fridge-Freezer,Appliance1,Base,2013-10-01 02:45:00,2013-10-01 03:22:00,37.0,3094.84,False
Fridge-Freezer_2013-10-01_03,Fridge-Freezer,Appliance1,Base,2013-10-01 04:29:00,2013-10-01 05:04:00,35.0,2939.63,False
Fridge-Freezer_2013-10-01_04,Fridge-Freezer,Appliance1,Base,2013-10-01 06:12:00,2013-10-01 06:47:00,35.0,2881.04,False
Fridge-Freezer_2013-10-01_05,Fridge-Freezer,Appliance1,Base,2013-10-01 07:42:00,2013-10-01 08:16:00,34.0,2771.56,False
Fridge-Freezer_2013-10-01_06,Fridge-Freezer,Appliance1,Base,2013-10-01 08:48:00,2013-10-01 09:16:00,28.0,2266.54,False
Fridge-Freezer_2013-10-01_07,Fridge-Freezer,Appliance1,Base,2013-10-01 10:18:00,2013-10-01 10:48:00,30.0,2492.81,False
Fridge-Freezer_2013-10-01_08,Fridge-Freezer,Appliance1,Base,2013-10-01 11:55:00,2013-10-01 12:34:00,39.0,3219.24,False
Fridge-Freezer_2013-10-01_09,Fridge-Freezer,Appliance1,Base,2013-10-01 13:38:00,2013-10-01 14:16:00,38.0,3137.11,False
Fridge-Freezer_2013-10-01_10,Fridge-Freezer,Appliance1,Base,2013-10-01 15:19:00,2013-10-01 16:01:00,42.0,3535.84,False
Fridge-Freezer_2013-10-01_11,Fridge-Freezer,Appliance1,Base,2013-10-01 16:42:00,2013-10-01 17:11:00,29.0,2412.09,False
Fridge-Freezer_2013-10-01_12,Fridge-Freezer,Appliance1,Base,2013-10-01 18:03:00,2013-10-01 18:51:00,48.0,4993.22,False
Fridge-Freezer_2013-10-01_13,Fridge-Freezer,Appliance1,Base,2013-10-01 19:01:00,2013-10-01 19:56:00,55.0,4881.57,False
Fridge-Freezer_2013-10-01_14,Fridge-Freezer,Appliance1,Base,2013-10-01 20:56:00,2013-10-01 21:28:00,32.0,2698.23,False
Fridge-Freezer_2013-10-01_15,Fridge-Freezer,Appliance1,Base,2013-10-01 22:32:00,2013-10-01 23:04:00,32.0,2647.99,False
Fridge-Freezer_2013-10-02_01,Fridge-Freezer,Appliance1,Base,2013-10-02 00:10:00,2013-10-02 00:40:00,30.0,2420.2,False
Fridge-Freezer_2013-10-02_02,Fridge-Freezer,Appliance1,Base,2013-10-02 01:48:00,2013-10-02 02:18:00,30.0,2465.28,False
Fridge-Freezer_2013-10-02_03,Fridge-Freezer,Appliance1,Base,2013-10-02 03:27:00,2013-10-02 03:57:00,30.0,2530.62,False
Fridge-Freezer_2013-10-02_04,Fridge-Freezer,Appliance1,Base,2013-10-02 05:11:00,2013-10-02 05:41:00,30.0,2465.73,False
Fridge-Freezer_2013-10-02_05,Fridge-Freezer,Appliance1,Base,2013-10-02 06:24:00,2013-10-02 07:09:00,45.0,3798.32,False
Fridge-Freezer_2013-10-02_06,Fridge-Freezer,Appliance1,Base,2013-10-02 08:18:00,2013-10-02 08:51:00,33.0,2816.7,False
Fridge-Freezer_2013-10-02_07,Fridge-Freezer,Appliance1,Base,2013-10-02 10:05:00,2013-10-02 10:36:00,31.0,2585.08,False
Fridge-Freezer_2013-10-02_08,Fridge-Freezer,Appliance1,Base,2013-10-02 11:51:00,2013-10-02 12:22:00,31.0,2596.45,False
Fridge-Freezer_2013-10-02_09,Fridge-Freezer,Appliance1,Base,2013-10-02 13:38:00,2013-10-02 14:08:00,30.0,2497.08,False
Fridge-Freezer_2013-10-02_10,Fridge-Freezer,Appliance1,Base,2013-10-02 15:09:00,2013-10-02 15:39:00,30.0,2502.45,False
Fridge-Freezer_2013-10-02_11,Fridge-Freezer,Appliance1,Base,2013-10-02 16:36:00,2013-10-02 17:28:00,52.0,4417.43,False
Fridge-Freezer_2013-10-02_12,Fridge-Freezer,Appliance1,Base,2013-10-02 18:34:00,2013-10-02 19:28:00,54.0,4515.19,False
Fridge-Freezer_2013-10-02_13,Fridge-Freezer,Appliance1,Base,2013-10-02 20:14:00,2013-10-02 20:56:00,42.0,3510.26,False
Fridge-Freezer_2013-10-02_14,Fridge-Freezer,Appliance1,Base,2013-10-02 21:52:00,2013-10-02 22:28:00,36.0,2964.26,False
Fridge-Freezer_2013-10-02_15,Fridge-Freezer,Appliance1,Base,2013-10-02 23:33:00,2013-10-03 00:29:00,56.0,5834.06,False
Fridge-Freezer_2013-10-03_01,Fridge-Freezer,Appliance1,Base,2013-10-03 01:00:00,2013-10-03 01:53:00,53.0,4667.27,False
Fridge-Freezer_2013-10-03_02,Fridge-Freezer,Appliance1,Base,2013-10-03 03:10:00,2013-10-03 03:46:00,36.0,2993.6,False
Fridge-Freezer_2013-10-03_03,Fridge-Freezer,Appliance1,Base,2013-10-03 05:02:00,2013-10-03 05:36:00,34.0,2861.03,False
Fridge-Freezer_2013-10-03_04,Fridge-Freezer,Appliance1,Base,2013-10-03 06:31:00,2013-10-03 07:05:00,34.0,2880.01,False
Fridge-Freezer_2013-10-03_05,Fridge-Freezer,Appliance1,Base,2013-10-03 07:55:00,2013-10-03 08:30:00,35.0,2860.19,False
Fridge-Freezer_2013-10-03_06,Fridge-Freezer,Appliance1,Base,2013-10-03 09:17:00,2013-10-03 09:45:00,28.0,2300.93,False
Fridge-Freezer_2013-10-03_07,Fridge-Freezer,Appliance1,Base,2013-10-03 10:41:00,2013-10-03 11:11:00,30.0,2417.46,False
Fridge-Freezer_2013-10-03_08,Fridge-Freezer,Appliance1,Base,2013-10-03 12:13:00,2013-10-03 12:46:00,33.0,2689.12,False
Fridge-Freezer_2013-10-03_09,Fridge-Freezer,Appliance1,Base,2013-10-03 13:18:00,2013-10-03 13:45:00,27.0,2231.51,False
Fridge-Freezer_2013-10-03_10,Fridge-Freezer,Appliance1,Base,2013-10-03 14:37:00,2013-10-03 15:18:00,41.0,3433.98,False
Fridge-Freezer_2013-10-03_11,Fridge-Freezer,Appliance1,Base,2013-10-03 15:52:00,2013-10-03 16:26:00,34.0,2824.33,False
Fridge-Freezer_2013-10-03_12,Fridge-Freezer,Appliance1,Base,2013-10-03 17:07:00,2013-10-03 17:50:00,43.0,2445.28,False
Fridge-Freezer_2013-10-03_13,Fridge-Freezer,Appliance1,Base,2013-10-03 18:26:00,2013-10-03 18:49:00,23.0,1890.68,False
Fridge-Freezer_2013-10-03_14,Fridge-Freezer,Appliance1,Base,2013-10-03 19:22:00,2013-10-03 19:59:00,37.0,2153.69,False
Fridge-Freezer_2013-10-03_15,Fridge-Freezer,Appliance1,Base,2013-10-03 20:42:00,2013-10-03 21:10:00,28.0,2283.15,False
Fridge-Freezer_2013-10-03_16,Fridge-Freezer,Appliance1,Base,2013-10-03 21:54:00,2013-10-03 22:43:00,49.0,5002.8,False
Fridge-Freezer_2013-10-03_17,Fridge-Freezer,Appliance1,Base,2013-10-03 22:58:00,2013-10-03 23:47:00,49.0,4304.7,False
Fridge-Freezer_2013-10-04_01,Fridge-Freezer,Appliance1,Base,2013-10-04 00:49:00,2013-10-04 01:22:00,33.0,2660.32,False
Fridge-Freezer_2013-10-04_02,Fridge-Freezer,Appliance1,Base,2013-10-04 02:25:00,2013-10-04 02:56:00,31.0,2584.31,False
Fridge-Freezer_2013-10-04_03,Fridge-Freezer,Appliance1,Base,2013-10-04 04:02:00,2013-10-04 04:33:00,31.0,2553.36,False
Fridge-Freezer_2013-10-04_04,Fridge-Freezer,Appliance1,Base,2013-10-04 05:41:00,2013-10-04 06:12:00,31.0,2521.23,False
Fridge-Freezer_2013-10-04_05,Fridge-Freezer,Appliance1,Base,2013-10-04 06:50:00,2013-10-04 07:19:00,29.0,2317.83,False
Fridge-Freezer_2013-10-04_06,Fridge-Freezer,Appliance1,Base,2013-10-04 08:14:00,2013-10-04 08:52:00,38.0,3197.03,False
Fridge-Freezer_2013-10-04_07,Fridge-Freezer,Appliance1,Base,2013-10-04 09:55:00,2013-10-04 10:27:00,32.0,2154.64,False
Fridge-Freezer_2013-10-04_08,Fridge-Freezer,Appliance1,Base,2013-10-04 11:33:00,2013-10-04 12:21:00,48.0,4074.42,False
Fridge-Freezer_2013-10-04_09,Fridge-Freezer,Appliance1,Base,2013-10-04 12:57:00,2013-10-04 13:26:00,29.0,2448.73,False
Fridge-Freezer_2013-10-04_10,Fridge-Freezer,Appliance1,Base,2013-10-04 14:11:00,2013-10-04 14:43:00,32.0,2664.03,False
Fridge-Freezer_2013-10-04_11,Fridge-Freezer,Appliance1,Base,2013-10-04 15:14:00,2013-10-04 16:17:00,63.0,5467.8,False
Fridge-Freezer_2013-10-04_12,Fridge-Freezer,Appliance1,Base,2013-10-04 16:51:00,2013-10-04 17:21:00,30.0,2431.08,False
Fridge-Freezer_2013-10-04_13,Fridge-Freezer,Appliance1,Base,2013-10-04 17:59:00,2013-10-04 18:26:00,27.0,2223.77,False
Fridge-Freezer_2013-10-04_14,Fridge-Freezer,Appliance1,Base,2013-10-04 19:13:00,2013-10-04 20:07:00,54.0,4523.52,False
Fridge-Freezer_2013-10-04_15,Fridge-Freezer,Appliance1,Base,2013-10-04 21:00:00,2013-10-04 21:33:00,33.0,2662.95,False
Fridge-Freezer_2013-10-04_16,Fridge-Freezer,Appliance1,Base,2013-10-04 22:29:00,2013-10-04 23:02:00,33.0,2683.92,False
Fridge-Freezer_2013-10-04_17,Fridge-Freezer,Appliance1,Base,2013-10-04 23:57:00,2013-10-05 00:52:00,55.0,5615.84,False
Fridge-Freezer_2013-10-05_01,Fridge-Freezer,Appliance1,Base,2013-10-05 01:17:00,2013-10-05 02:15:00,58.0,5140.18,False
Fridge-Freezer_2013-10-05_02,Fridge-Freezer,Appliance1,Base,2013-10-05 03:29:00,2013-10-05 04:09:00,40.0,3331.91,False
