event_id,appliance_name,appliance_id,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential,month
Washing_Machine_2013-09-20_01,Washing Machine,Appliance2,Shiftable,2013-09-20 07:49:00,2013-09-20 09:29:00,100.0,72063.57,False,"{""0"": 100, ""1"": 0, ""2"": 0}",0,0,0,0.0,9
Washing_Machine_2013-09-22_02,Washing Machine,Appliance2,Shiftable,2013-09-22 08:47:00,2013-09-22 08:54:00,7.0,36.6,False,"{""0"": 7, ""1"": 0, ""2"": 0}",0,0,0,0.0,9
Washing_Machine_2013-09-22_03,Washing Machine,Appliance2,Shiftable,2013-09-22 09:05:00,2013-09-22 11:51:00,166.0,45503.92,False,"{""0"": 166, ""1"": 0, ""2"": 0}",0,0,0,0.0,9
Washing_Machine_2013-09-22_04,Washing Machine,Appliance2,Shiftable,2013-09-22 17:05:00,2013-09-22 17:13:00,8.0,40.8,True,"{""0"": 0, ""1"": 0, ""2"": 8}",2,2,2,1.0,9
Washing_Machine_2013-09-23_01,Washing Machine,Appliance2,Shiftable,2013-09-23 19:07:00,2013-09-23 21:31:00,144.0,76629.05,True,"{""0"": 0, ""1"": 91, ""2"": 53}",1,2,1,0.5,9
Washing_Machine_2013-09-24_01,Washing Machine,Appliance2,Shiftable,2013-09-24 08:19:00,2013-09-24 08:26:00,7.0,36.67,False,"{""0"": 7, ""1"": 0, ""2"": 0}",0,0,0,0.0,9
Washing_Machine_2013-09-25_01,Washing Machine,Appliance2,Shiftable,2013-09-25 13:21:00,2013-09-25 16:17:00,176.0,48849.71,True,"{""0"": 39, ""1"": 137, ""2"": 0}",1,0,1,0.5,9
Washing_Machine_2013-09-26_01,Washing Machine,Appliance2,Shiftable,2013-09-26 09:21:00,2013-09-26 11:05:00,104.0,61051.43,False,"{""0"": 104, ""1"": 0, ""2"": 0}",0,0,0,0.0,9
Washing_Machine_2013-09-29_01,Washing Machine,Appliance2,Shiftable,2013-09-29 14:50:00,2013-09-29 17:35:00,165.0,44917.25,True,"{""0"": 0, ""1"": 130, ""2"": 35}",1,1,2,0.5,9
Washing_Machine_2014-06-03_01,Washing Machine,Appliance2,Shiftable,2014-06-03 09:01:00,2014-06-03 11:52:00,171.0,42924.88,False,"{""0"": 171, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-03_02,Washing Machine,Appliance2,Shiftable,2014-06-03 12:10:00,2014-06-03 12:17:00,7.0,36.51,False,"{""0"": 7, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-04_01,Washing Machine,Appliance2,Shiftable,2014-06-04 13:08:00,2014-06-04 14:44:00,96.0,25204.45,True,"{""0"": 52, ""1"": 44, ""2"": 0}",0,0,1,0.0,6
Washing_Machine_2014-06-05_01,Washing Machine,Appliance2,Shiftable,2014-06-05 08:25:00,2014-06-05 10:08:00,103.0,33567.08,False,"{""0"": 103, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-06_01,Washing Machine,Appliance2,Shiftable,2014-06-06 09:12:00,2014-06-06 10:49:00,97.0,26614.84,False,"{""0"": 97, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-08_01,Washing Machine,Appliance2,Shiftable,2014-06-08 21:49:00,2014-06-08 23:45:00,116.0,32292.12,True,"{""0"": 0, ""1"": 116, ""2"": 0}",1,1,1,0.5,6
Washing_Machine_2014-06-09_01,Washing Machine,Appliance2,Shiftable,2014-06-09 07:44:00,2014-06-09 09:03:00,79.0,36376.18,False,"{""0"": 79, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-10_01,Washing Machine,Appliance2,Shiftable,2014-06-10 14:36:00,2014-06-10 16:12:00,96.0,17657.07,True,"{""0"": 0, ""1"": 96, ""2"": 0}",1,1,1,0.5,6
Washing_Machine_2014-06-12_01,Washing Machine,Appliance2,Shiftable,2014-06-12 10:44:00,2014-06-12 12:20:00,96.0,22933.6,False,"{""0"": 96, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-13_01,Washing Machine,Appliance2,Shiftable,2014-06-13 10:04:00,2014-06-13 11:44:00,100.0,28035.98,False,"{""0"": 100, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-13_02,Washing Machine,Appliance2,Shiftable,2014-06-13 17:43:00,2014-06-13 17:50:00,7.0,33.8,True,"{""0"": 0, ""1"": 0, ""2"": 7}",2,2,2,1.0,6
Washing_Machine_2014-06-14_01,Washing Machine,Appliance2,Shiftable,2014-06-14 17:00:00,2014-06-14 18:48:00,108.0,59033.42,True,"{""0"": 0, ""1"": 0, ""2"": 108}",2,2,2,1.0,6
Washing_Machine_2014-06-15_01,Washing Machine,Appliance2,Shiftable,2014-06-15 16:39:00,2014-06-15 16:45:00,6.0,30.6,True,"{""0"": 0, ""1"": 6, ""2"": 0}",1,1,1,0.5,6
Washing_Machine_2014-06-16_01,Washing Machine,Appliance2,Shiftable,2014-06-16 07:53:00,2014-06-16 09:46:00,113.0,21187.64,False,"{""0"": 113, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-17_01,Washing Machine,Appliance2,Shiftable,2014-06-17 06:52:00,2014-06-17 08:36:00,104.0,34278.9,False,"{""0"": 104, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-17_02,Washing Machine,Appliance2,Shiftable,2014-06-17 09:08:00,2014-06-17 11:10:00,122.0,33490.93,False,"{""0"": 122, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-17_03,Washing Machine,Appliance2,Shiftable,2014-06-17 16:06:00,2014-06-17 16:19:00,13.0,66.72,True,"{""0"": 0, ""1"": 13, ""2"": 0}",1,1,1,0.5,6
Washing_Machine_2014-06-19_01,Washing Machine,Appliance2,Shiftable,2014-06-19 11:03:00,2014-06-19 12:29:00,86.0,31417.23,False,"{""0"": 86, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-21_01,Washing Machine,Appliance2,Shiftable,2014-06-21 08:27:00,2014-06-21 10:03:00,96.0,33473.88,False,"{""0"": 96, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-23_01,Washing Machine,Appliance2,Shiftable,2014-06-23 06:47:00,2014-06-23 08:24:00,97.0,21603.56,False,"{""0"": 97, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-24_01,Washing Machine,Appliance2,Shiftable,2014-06-24 08:02:00,2014-06-24 09:36:00,94.0,18818.83,False,"{""0"": 94, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-26_01,Washing Machine,Appliance2,Shiftable,2014-06-26 07:08:00,2014-06-26 08:41:00,93.0,19608.72,False,"{""0"": 93, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-26_02,Washing Machine,Appliance2,Shiftable,2014-06-26 11:08:00,2014-06-26 12:47:00,99.0,20601.25,False,"{""0"": 99, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-29_01,Washing Machine,Appliance2,Shiftable,2014-06-29 11:34:00,2014-06-29 12:54:00,80.0,36175.81,False,"{""0"": 80, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-30_01,Washing Machine,Appliance2,Shiftable,2014-06-30 06:55:00,2014-06-30 08:46:00,111.0,32543.6,False,"{""0"": 111, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-06-30_02,Washing Machine,Appliance2,Shiftable,2014-06-30 08:48:00,2014-06-30 10:24:00,96.0,17161.36,False,"{""0"": 96, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Washing_Machine_2014-07-03_01,Washing Machine,Appliance2,Shiftable,2014-07-03 10:53:00,2014-07-03 12:31:00,98.0,22977.85,False,"{""0"": 98, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Washing_Machine_2014-07-03_02,Washing Machine,Appliance2,Shiftable,2014-07-03 12:34:00,2014-07-03 14:26:00,112.0,28864.4,True,"{""0"": 86, ""1"": 26, ""2"": 0}",0,0,1,0.0,7
Washing_Machine_2014-07-04_01,Washing Machine,Appliance2,Shiftable,2014-07-04 17:11:00,2014-07-04 19:05:00,114.0,37952.87,True,"{""0"": 0, ""1"": 0, ""2"": 114}",2,2,2,1.0,7
Washing_Machine_2014-07-06_01,Washing Machine,Appliance2,Shiftable,2014-07-06 19:56:00,2014-07-06 21:42:00,106.0,32463.69,True,"{""0"": 0, ""1"": 102, ""2"": 4}",1,2,1,0.5,7
Washing_Machine_2014-07-07_01,Washing Machine,Appliance2,Shiftable,2014-07-07 08:32:00,2014-07-07 09:15:00,43.0,2958.52,False,"{""0"": 43, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Washing_Machine_2014-07-08_01,Washing Machine,Appliance2,Shiftable,2014-07-08 19:15:00,2014-07-08 20:50:00,95.0,17043.81,True,"{""0"": 0, ""1"": 50, ""2"": 45}",1,2,1,0.5,7
Washing_Machine_2014-07-10_01,Washing Machine,Appliance2,Shiftable,2014-07-10 17:14:00,2014-07-10 19:02:00,108.0,19984.11,True,"{""0"": 0, ""1"": 0, ""2"": 108}",2,2,2,1.0,7
Washing_Machine_2014-07-13_01,Washing Machine,Appliance2,Shiftable,2014-07-13 07:29:00,2014-07-13 09:14:00,105.0,34058.28,False,"{""0"": 105, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Washing_Machine_2014-07-13_02,Washing Machine,Appliance2,Shiftable,2014-07-13 09:21:00,2014-07-13 11:36:00,135.0,29789.54,False,"{""0"": 135, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Washing_Machine_2014-07-15_01,Washing Machine,Appliance2,Shiftable,2014-07-15 08:09:00,2014-07-15 09:50:00,101.0,18278.07,False,"{""0"": 101, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Washing_Machine_2014-07-15_02,Washing Machine,Appliance2,Shiftable,2014-07-15 12:57:00,2014-07-15 14:32:00,95.0,18088.08,True,"{""0"": 63, ""1"": 32, ""2"": 0}",0,0,1,0.0,7
Washing_Machine_2014-07-17_01,Washing Machine,Appliance2,Shiftable,2014-07-17 17:13:00,2014-07-17 18:45:00,92.0,16639.06,True,"{""0"": 0, ""1"": 0, ""2"": 92}",2,2,2,1.0,7
Washing_Machine_2014-07-21_01,Washing Machine,Appliance2,Shiftable,2014-07-21 07:57:00,2014-07-21 09:30:00,93.0,17122.45,False,"{""0"": 93, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Washing_Machine_2014-07-21_02,Washing Machine,Appliance2,Shiftable,2014-07-21 09:52:00,2014-07-21 11:47:00,115.0,41081.97,False,"{""0"": 115, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Washing_Machine_2014-07-22_01,Washing Machine,Appliance2,Shiftable,2014-07-22 15:30:00,2014-07-22 17:01:00,91.0,14851.42,True,"{""0"": 0, ""1"": 90, ""2"": 1}",1,1,2,0.5,7
Washing_Machine_2014-07-23_01,Washing Machine,Appliance2,Shiftable,2014-07-23 07:22:00,2014-07-23 09:04:00,102.0,20053.89,False,"{""0"": 102, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Washing_Machine_2014-07-23_02,Washing Machine,Appliance2,Shiftable,2014-07-23 09:08:00,2014-07-23 10:39:00,91.0,15796.92,False,"{""0"": 91, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Washing_Machine_2014-07-24_01,Washing Machine,Appliance2,Shiftable,2014-07-24 18:50:00,2014-07-24 20:36:00,106.0,24432.04,True,"{""0"": 0, ""1"": 36, ""2"": 70}",2,2,1,1.0,7
Washing_Machine_2014-07-25_01,Washing Machine,Appliance2,Shiftable,2014-07-25 18:51:00,2014-07-25 20:51:00,120.0,19919.54,True,"{""0"": 0, ""1"": 51, ""2"": 69}",2,2,1,1.0,7
Washing_Machine_2014-08-02_01,Washing Machine,Appliance2,Shiftable,2014-08-02 17:09:00,2014-08-02 18:52:00,103.0,32400.87,True,"{""0"": 0, ""1"": 0, ""2"": 103}",2,2,2,1.0,8
Washing_Machine_2014-08-02_02,Washing Machine,Appliance2,Shiftable,2014-08-02 19:03:00,2014-08-02 20:47:00,104.0,32937.04,True,"{""0"": 0, ""1"": 47, ""2"": 57}",2,2,1,1.0,8
Washing_Machine_2014-08-03_01,Washing Machine,Appliance2,Shiftable,2014-08-03 06:14:00,2014-08-03 08:09:00,115.0,34081.85,False,"{""0"": 115, ""1"": 0, ""2"": 0}",0,0,0,0.0,8
Washing_Machine_2014-08-03_02,Washing Machine,Appliance2,Shiftable,2014-08-03 11:54:00,2014-08-03 13:25:00,91.0,16447.55,False,"{""0"": 91, ""1"": 0, ""2"": 0}",0,0,0,0.0,8
Washing_Machine_2014-08-04_01,Washing Machine,Appliance2,Shiftable,2014-08-04 20:34:00,2014-08-04 22:10:00,96.0,20291.26,True,"{""0"": 0, ""1"": 96, ""2"": 0}",1,1,1,0.5,8
Washing_Machine_2014-08-06_01,Washing Machine,Appliance2,Shiftable,2014-08-06 20:16:00,2014-08-06 21:54:00,98.0,28114.92,True,"{""0"": 0, ""1"": 98, ""2"": 0}",1,1,1,0.5,8
Washing_Machine_2014-08-09_01,Washing Machine,Appliance2,Shiftable,2014-08-09 08:17:00,2014-08-09 09:46:00,89.0,18923.07,False,"{""0"": 89, ""1"": 0, ""2"": 0}",0,0,0,0.0,8
Washing_Machine_2014-08-09_02,Washing Machine,Appliance2,Shiftable,2014-08-09 09:48:00,2014-08-09 11:30:00,102.0,16022.46,False,"{""0"": 102, ""1"": 0, ""2"": 0}",0,0,0,0.0,8
Washing_Machine_2014-08-10_01,Washing Machine,Appliance2,Shiftable,2014-08-10 06:16:00,2014-08-10 07:58:00,102.0,15088.78,False,"{""0"": 102, ""1"": 0, ""2"": 0}",0,0,0,0.0,8
Washing_Machine_2014-08-11_01,Washing Machine,Appliance2,Shiftable,2014-08-11 06:41:00,2014-08-11 09:48:00,187.0,51557.76,False,"{""0"": 187, ""1"": 0, ""2"": 0}",0,0,0,0.0,8
Washing_Machine_2014-08-13_02,Washing Machine,Appliance2,Shiftable,2014-08-13 07:22:00,2014-08-13 09:16:00,114.0,30677.89,False,"{""0"": 114, ""1"": 0, ""2"": 0}",0,0,0,0.0,8
Washing_Machine_2014-08-14_01,Washing Machine,Appliance2,Shiftable,2014-08-14 15:15:00,2014-08-14 16:55:00,100.0,18208.76,True,"{""0"": 0, ""1"": 100, ""2"": 0}",1,1,1,0.5,8
Washing_Machine_2014-08-16_01,Washing Machine,Appliance2,Shiftable,2014-08-16 06:21:00,2014-08-16 08:12:00,111.0,39671.98,False,"{""0"": 111, ""1"": 0, ""2"": 0}",0,0,0,0.0,8
Washing_Machine_2014-08-17_02,Washing Machine,Appliance2,Shiftable,2014-08-17 16:38:00,2014-08-17 18:17:00,99.0,31674.57,True,"{""0"": 0, ""1"": 22, ""2"": 77}",2,1,2,1.0,8
Washing_Machine_2014-08-18_01,Washing Machine,Appliance2,Shiftable,2014-08-18 09:53:00,2014-08-18 11:26:00,93.0,20331.6,False,"{""0"": 93, ""1"": 0, ""2"": 0}",0,0,0,0.0,8
Washing_Machine_2014-08-19_01,Washing Machine,Appliance2,Shiftable,2014-08-19 12:07:00,2014-08-19 13:40:00,93.0,19733.32,False,"{""0"": 93, ""1"": 0, ""2"": 0}",0,0,0,0.0,8
Washing_Machine_2014-08-19_02,Washing Machine,Appliance2,Shiftable,2014-08-19 15:13:00,2014-08-19 15:19:00,6.0,43.32,True,"{""0"": 0, ""1"": 6, ""2"": 0}",1,1,1,0.5,8
Washing_Machine_2014-08-20_01,Washing Machine,Appliance2,Shiftable,2014-08-20 17:14:00,2014-08-20 18:46:00,92.0,19456.32,True,"{""0"": 0, ""1"": 0, ""2"": 92}",2,2,2,1.0,8
