event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost
Tumble_Dryer_2014-05-10_01,Tumble Dryer,original,summer,2014-05-10 17:42:00,2014-05-10 19:17:00,95,156510.81,1.565108100000002,0,0.0,0.4,0.0,0,0.0,0.48,0.0,95,156510.81000000023,0.6,1.565108100000002,scheduled,summer,2014-05-11 06:00:00,2014-05-11 07:35:00,95,156510.81,1.0434054000000015,95,156510.81000000023,0.4,1.0434054000000015,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-05-25_03,Tumble Dryer,original,summer,2014-05-25 16:11:00,2014-05-25 17:47:00,96,134753.49,1.2099740456250005,0,0.0,0.4,0.0,49,68780.42718750004,0.48,0.5502434175000004,47,65973.06281250004,0.6,0.6597306281250003,scheduled,summer,2014-05-26 06:00:00,2014-05-26 07:36:00,96,134753.49,0.8983566000000011,96,134753.49000000014,0.4,0.8983566000000011,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-06-15_01,Tumble Dryer,original,summer,2014-06-15 13:01:00,2014-06-15 14:18:00,77,106332.7,0.7420273264069263,59,81475.7051948052,0.4,0.5431713679653679,18,24856.994805194794,0.48,0.19885595844155834,0,0.0,0.6,0.0,scheduled,summer,2014-06-15 13:06:00,2014-06-15 14:23:00,77,106332.7,0.7512336207792205,54,74570.98441558439,0.4,0.497139896103896,23,31761.715584415564,0.48,0.2540937246753245,0,0.0,0.6,0.0
Tumble_Dryer_2014-06-15_02,Tumble Dryer,original,summer,2014-06-15 14:27:00,2014-06-15 15:42:00,75,82993.8,0.6639504000000008,0,0.0,0.4,0.0,75,82993.8000000001,0.48,0.6639504000000008,0,0.0,0.6,0.0,scheduled,summer,2014-06-16 06:00:00,2014-06-16 07:15:00,75,82993.8,0.5532920000000007,75,82993.8000000001,0.4,0.5532920000000007,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-06-15_03,Tumble Dryer,original,summer,2014-06-15 16:10:00,2014-06-15 17:31:00,81,77680.72,0.6809050765432105,0,0.0,0.4,0.0,50,47951.061728395114,0.48,0.38360849382716095,31,29729.65827160496,0.6,0.2972965827160496,scheduled,summer,2014-06-16 07:15:00,2014-06-16 08:36:00,81,77680.72,0.5178714666666674,81,77680.7200000001,0.4,0.5178714666666674,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-08-02_01,Tumble Dryer,original,summer,2014-08-02 12:59:00,2014-08-02 14:17:00,78,69356.96,0.48253474735042773,61,54240.69948717955,0.4,0.36160466324786367,17,15116.26051282051,0.48,0.12093008410256408,0,0.0,0.6,0.0,scheduled,summer,2014-08-02 13:04:00,2014-08-02 14:22:00,78,69356.96,0.488462692649573,56,49794.740512820565,0.4,0.3319649367521371,22,19562.21948717949,0.48,0.1564977558974359,0,0.0,0.6,0.0
Tumble_Dryer_2014-08-25_01,Tumble Dryer,original,summer,2014-08-25 14:00:00,2014-08-25 15:06:00,66,61738.76,0.4939100800000005,0,0.0,0.4,0.0,66,61738.76000000006,0.48,0.4939100800000005,0,0.0,0.6,0.0,scheduled,summer,2014-08-26 06:00:00,2014-08-26 07:06:00,66,61738.76,0.41159173333333376,66,61738.76000000006,0.4,0.41159173333333376,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-08-25_02,Tumble Dryer,original,summer,2014-08-25 15:10:00,2014-08-25 16:36:00,86,82647.72,0.6611817599999997,0,0.0,0.4,0.0,86,82647.71999999997,0.48,0.6611817599999997,0,0.0,0.6,0.0,scheduled,summer,2014-08-26 07:06:00,2014-08-26 08:32:00,86,82647.72,0.5509847999999998,86,82647.71999999997,0.4,0.5509847999999998,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-08-27_01,Tumble Dryer,original,summer,2014-08-27 18:29:00,2014-08-27 19:46:00,77,73182.24,0.7318224000000001,0,0.0,0.4,0.0,0,0.0,0.48,0.0,77,73182.24,0.6,0.7318224000000001,scheduled,summer,2014-08-28 06:00:00,2014-08-28 07:17:00,77,73182.24,0.4878816000000001,77,73182.24,0.4,0.4878816000000001,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-08-28_01,Tumble Dryer,original,summer,2014-08-28 14:38:00,2014-08-28 14:53:00,15,16523.68,0.13218943999999996,0,0.0,0.4,0.0,15,16523.679999999997,0.48,0.13218943999999996,0,0.0,0.6,0.0,scheduled,summer,2014-08-29 06:00:00,2014-08-29 06:15:00,15,16523.68,0.11015786666666666,15,16523.679999999997,0.4,0.11015786666666666,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-08-28_02,Tumble Dryer,original,summer,2014-08-28 14:54:00,2014-08-28 15:31:00,37,29264.03,0.2341122399999999,0,0.0,0.4,0.0,37,29264.02999999999,0.48,0.2341122399999999,0,0.0,0.6,0.0,scheduled,summer,2014-08-29 06:15:00,2014-08-29 06:52:00,37,29264.03,0.19509353333333326,37,29264.02999999999,0.4,0.19509353333333326,0,0.0,0.48,0.0,0,0.0,0.6,0.0
