event_id,appliance_name,when,season,start_time,end_time,minutes,total_W,total_cost,level_0_minutes,level_0_W,level_0_rate,level_0_cost,level_1_minutes,level_1_W,level_1_rate,level_1_cost,level_2_minutes,level_2_W,level_2_rate,level_2_cost
Fridge-Freezer_2014-06-01_01,Fridge-Freezer,original,summer,2014-06-01 01:18:00,2014-06-01 01:42:00,24,1862.58,0.012417200000000005,24,1862.5800000000006,0.4,0.012417200000000005,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Fridge-Freezer_2014-06-01_02,Fridge-Freezer,original,summer,2014-06-01 02:58:00,2014-06-01 03:23:00,25,1960.55,0.013070333333333335,25,1960.5500000000004,0.4,0.013070333333333335,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Fridge-Freezer_2014-06-01_03,Fridge-Freezer,original,summer,2014-06-01 04:45:00,2014-06-01 05:15:00,30,2271.48,0.015143199999999989,30,2271.479999999998,0.4,0.015143199999999989,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Fridge-Freezer_2014-06-01_04,Fridge-Freezer,original,summer,2014-06-01 06:34:00,2014-06-01 07:06:00,32,2464.23,0.016428200000000004,32,2464.2300000000005,0.4,0.016428200000000004,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Fridge-Freezer_2014-06-01_05,Fridge-Freezer,original,summer,2014-06-01 08:20:00,2014-06-01 08:50:00,30,2288.31,0.015255400000000006,30,2288.310000000001,0.4,0.015255400000000006,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Fridge-Freezer_2014-06-01_06,Fridge-Freezer,original,summer,2014-06-01 09:58:00,2014-06-01 10:22:00,24,1790.4,0.011935999999999995,24,1790.3999999999992,0.4,0.011935999999999995,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Fridge-Freezer_2014-06-01_07,Fridge-Freezer,original,summer,2014-06-01 11:22:00,2014-06-01 11:47:00,25,1908.13,0.012720866666666667,25,1908.13,0.4,0.012720866666666667,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Fridge-Freezer_2014-06-01_08,Fridge-Freezer,original,summer,2014-06-01 12:46:00,2014-06-01 13:12:00,26,1957.43,0.013049533333333342,26,1957.4300000000012,0.4,0.013049533333333342,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Fridge-Freezer_2014-06-01_09,Fridge-Freezer,original,summer,2014-06-01 14:09:00,2014-06-01 14:34:00,25,1948.01,0.015584079999999997,0,0.0,0.4,0.0,25,1948.0099999999995,0.48,0.015584079999999997,0,0.0,0.6,0.0
Fridge-Freezer_2014-06-01_10,Fridge-Freezer,original,summer,2014-06-01 15:29:00,2014-06-01 15:53:00,24,1825.47,0.014603759999999995,0,0.0,0.4,0.0,24,1825.4699999999996,0.48,0.014603759999999995,0,0.0,0.6,0.0
