appliance_id,appliance_name,month,cost_TOU_D,cost_TOU_D_Base,energy_TOU_D,energy_TOU_D_Base
Appliance1,Fridge-Freezer,2014-03,9.2588,12.4966,20.8266,20.8266
Appliance1,Fridge-Freezer,2014-04,11.4153,15.4134,25.6904,25.6904
Appliance1,Fridge-Freezer,2014-05,13.6784,18.4326,30.7221,30.7221
Appliance1,Fridge-Freezer,2014-06,14.9542,19.7983,32.9962,32.9962
Appliance1,Fridge-Freezer,2014-07,15.0271,19.9289,33.2149,33.2149
Appliance1,Fridge-Freezer,2014-08,21.807299999999998,29.0709,48.4487,48.4487
Appliance1,Fridge-Freezer,2014-09,13.1682,17.408,29.0123,29.0123
Appliance1,Fridge-Freezer,2014-10,11.0419,14.8753,24.7933,24.7933
Appliance1,Fridge-Freezer,2014-11,10.7489,14.4734,24.1222,24.1222
Appliance1,Fridge-Freezer,2014-12,7.8661,10.6546,17.7575,17.7575
Appliance1,Fridge-Freezer,2015-01,8.7347,11.7846,19.6398,19.6398
Appliance1,Fridge-Freezer,2015-02,10.2543,13.8209,23.0357,23.0357
Appliance1,Fridge-Freezer,2015-03,10.7197,14.482,24.1354,24.1354
Appliance1,Fridge-Freezer,2015-04,9.7169,13.1474,21.9135,21.9135
Appliance1,Fridge-Freezer,2015-05,8.4852,11.513,19.1873,19.1873
Appliance1,Fridge-Freezer,2015-06,28.0433,37.606,62.676700000000004,62.676700000000004
Appliance2,Tumble Dryer,2014-03,2.6191,3.2184,5.364000000000001,5.364000000000001
Appliance2,Tumble Dryer,2014-04,7.2594,9.238900000000001,15.398299999999999,15.398299999999999
Appliance2,Tumble Dryer,2014-05,2.1035,2.6261,4.3769,4.3769
Appliance2,Tumble Dryer,2014-06,3.3171999999999997,3.7603999999999997,6.2676,6.2676
Appliance2,Tumble Dryer,2014-07,0.0002,0.0003,0.0005,0.0005
Appliance2,Tumble Dryer,2014-08,0.1279,0.192,0.32,0.32
Appliance2,Tumble Dryer,2014-09,0.2986,0.44739999999999996,0.7458,0.7458
Appliance2,Tumble Dryer,2014-10,6.9774,9.1571,15.261800000000001,15.261800000000001
