event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost
Tumble_Dryer_2014-06-02_02,Tumble Dryer,original,summer,2014-06-02 14:01:00,2014-06-02 14:20:00,19,23408.51,0.18726808,0,0.0,0.4,0.0,19,23408.510000000002,0.48,0.18726808,0,0.0,0.6,0.0,scheduled,summer,2014-06-03 06:00:00,2014-06-03 06:19:00,19,23408.51,0.15605673333333336,19,23408.510000000002,0.4,0.15605673333333336,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-06-02_03,Tumble Dryer,original,summer,2014-06-02 14:32:00,2014-06-02 14:47:00,15,8181.99,0.06545592000000001,0,0.0,0.4,0.0,15,8181.9900000000025,0.48,0.06545592000000001,0,0.0,0.6,0.0,scheduled,summer,2014-06-03 06:19:00,2014-06-03 06:34:00,15,8181.99,0.054546600000000015,15,8181.9900000000025,0.4,0.054546600000000015,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-06-13_01,Tumble Dryer,original,summer,2014-06-13 20:36:00,2014-06-13 22:00:00,84,92930.31,0.7434424800000012,0,0.0,0.4,0.0,84,92930.31000000016,0.48,0.7434424800000012,0,0.0,0.6,0.0,scheduled,summer,2014-06-14 06:00:00,2014-06-14 07:24:00,84,92930.31,0.6195354000000011,84,92930.31000000016,0.4,0.6195354000000011,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-06-17_01,Tumble Dryer,original,summer,2014-06-17 14:40:00,2014-06-17 15:31:00,51,55353.28,0.44282624000000026,0,0.0,0.4,0.0,51,55353.280000000035,0.48,0.44282624000000026,0,0.0,0.6,0.0,scheduled,summer,2014-06-18 06:00:00,2014-06-18 06:51:00,51,55353.28,0.3690218666666669,51,55353.280000000035,0.4,0.3690218666666669,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-06-18_01,Tumble Dryer,original,summer,2014-06-18 14:17:00,2014-06-18 14:46:00,29,26677.76,0.21342208000000004,0,0.0,0.4,0.0,29,26677.760000000006,0.48,0.21342208000000004,0,0.0,0.6,0.0,scheduled,summer,2014-06-19 06:00:00,2014-06-19 06:29:00,29,26677.76,0.17785173333333337,29,26677.760000000006,0.4,0.17785173333333337,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-06-18_02,Tumble Dryer,original,summer,2014-06-18 14:47:00,2014-06-18 14:52:00,5,238.62,0.0019089599999999997,0,0.0,0.4,0.0,5,238.62,0.48,0.0019089599999999997,0,0.0,0.6,0.0,scheduled,summer,2014-06-19 06:29:00,2014-06-19 06:34:00,5,238.62,0.0015907999999999999,5,238.62,0.4,0.0015907999999999999,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-07-13_01,Tumble Dryer,original,summer,2014-07-13 17:59:00,2014-07-13 18:13:00,14,19027.78,0.19027780000000002,0,0.0,0.4,0.0,0,0.0,0.48,0.0,14,19027.780000000002,0.6,0.19027780000000002,scheduled,summer,2014-07-14 06:00:00,2014-07-14 06:14:00,14,19027.78,0.12685186666666667,14,19027.780000000002,0.4,0.12685186666666667,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-07-13_02,Tumble Dryer,original,summer,2014-07-13 18:32:00,2014-07-13 19:33:00,61,66700.76,0.6670076000000007,0,0.0,0.4,0.0,0,0.0,0.48,0.0,61,66700.76000000008,0.6,0.6670076000000007,scheduled,summer,2014-07-14 06:14:00,2014-07-14 07:15:00,61,66700.76,0.4446717333333339,61,66700.76000000008,0.4,0.4446717333333339,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-07-14_04,Tumble Dryer,original,summer,2014-07-14 13:48:00,2014-07-14 14:51:00,63,67332.03,0.5215560419047613,12,12825.148571428572,0.4,0.08550099047619047,51,54506.881428571374,0.48,0.43605505142857093,0,0.0,0.6,0.0,scheduled,summer,2014-07-14 13:53:00,2014-07-14 14:56:00,63,67332.03,0.5286811244444439,7,7481.336666666667,0.4,0.049875577777777784,56,59850.69333333327,0.48,0.47880554666666614,0,0.0,0.6,0.0
Tumble_Dryer_2014-07-25_01,Tumble Dryer,original,summer,2014-07-25 17:36:00,2014-07-25 18:51:00,75,81464.09,0.8146408999999992,0,0.0,0.4,0.0,0,0.0,0.48,0.0,75,81464.08999999992,0.6,0.8146408999999992,scheduled,summer,2014-07-26 06:00:00,2014-07-26 07:15:00,75,81464.09,0.5430939333333329,75,81464.08999999992,0.4,0.5430939333333329,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-07-28_02,Tumble Dryer,original,summer,2014-07-28 14:01:00,2014-07-28 14:58:00,57,57038.49,0.45630791999999937,0,0.0,0.4,0.0,57,57038.489999999925,0.48,0.45630791999999937,0,0.0,0.6,0.0,scheduled,summer,2014-07-29 06:00:00,2014-07-29 06:57:00,57,57038.49,0.3802565999999995,57,57038.489999999925,0.4,0.3802565999999995,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-08-01_02,Tumble Dryer,original,summer,2014-08-01 14:12:00,2014-08-01 14:36:00,24,19399.7,0.15519760000000005,0,0.0,0.4,0.0,24,19399.700000000004,0.48,0.15519760000000005,0,0.0,0.6,0.0,scheduled,summer,2014-08-02 06:00:00,2014-08-02 06:24:00,24,19399.7,0.12933133333333338,24,19399.700000000004,0.4,0.12933133333333338,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-09-03_01,Tumble Dryer,original,summer,2014-09-03 14:54:00,2014-09-03 15:24:00,30,28731.14,0.22984912000000016,0,0.0,0.4,0.0,30,28731.14000000002,0.48,0.22984912000000016,0,0.0,0.6,0.0,scheduled,summer,2014-09-04 06:00:00,2014-09-04 06:30:00,30,28731.14,0.19154093333333347,30,28731.14000000002,0.4,0.19154093333333347,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-09-03_03,Tumble Dryer,original,summer,2014-09-03 16:27:00,2014-09-03 17:07:00,40,33513.15,0.2798348025000001,0,0.0,0.4,0.0,33,27648.348750000012,0.48,0.22118679000000008,7,5864.8012499999995,0.6,0.0586480125,scheduled,summer,2014-09-04 06:30:00,2014-09-04 07:10:00,40,33513.15,0.2234210000000001,40,33513.150000000016,0.4,0.2234210000000001,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-09-03_04,Tumble Dryer,original,summer,2014-09-03 17:56:00,2014-09-03 18:55:00,59,69261.3,0.692613,0,0.0,0.4,0.0,0,0.0,0.48,0.0,59,69261.3,0.6,0.692613,scheduled,summer,2014-09-04 07:10:00,2014-09-04 08:09:00,59,69261.3,0.46174200000000004,59,69261.3,0.4,0.46174200000000004,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-09-07_01,Tumble Dryer,original,summer,2014-09-07 17:28:00,2014-09-07 18:09:00,41,56512.48,0.5651248000000003,0,0.0,0.4,0.0,0,0.0,0.48,0.0,41,56512.48000000004,0.6,0.5651248000000003,scheduled,summer,2014-09-08 06:00:00,2014-09-08 06:41:00,41,56512.48,0.37674986666666693,41,56512.48000000004,0.4,0.37674986666666693,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-09-07_02,Tumble Dryer,original,summer,2014-09-07 21:28:00,2014-09-07 22:03:00,35,36131.11,0.28904887999999973,0,0.0,0.4,0.0,35,36131.109999999964,0.48,0.28904887999999973,0,0.0,0.6,0.0,scheduled,summer,2014-09-08 06:41:00,2014-09-08 07:16:00,35,36131.11,0.24087406666666644,35,36131.109999999964,0.4,0.24087406666666644,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-09-10_01,Tumble Dryer,original,summer,2014-09-10 13:38:00,2014-09-10 14:29:00,51,53783.99,0.39933733751634,22,23200.936862745104,0.4,0.1546729124183007,29,30583.053137254912,0.48,0.2446644250980393,0,0.0,0.6,0.0,scheduled,summer,2014-09-10 13:43:00,2014-09-10 14:34:00,51,53783.99,0.4063679244444446,17,17927.99666666667,0.4,0.11951997777777781,34,35855.99333333334,0.48,0.28684794666666674,0,0.0,0.6,0.0
Tumble_Dryer_2014-09-10_02,Tumble Dryer,original,summer,2014-09-10 15:16:00,2014-09-10 15:57:00,41,39564.23,0.31651384,0,0.0,0.4,0.0,41,39564.229999999996,0.48,0.31651384,0,0.0,0.6,0.0,scheduled,summer,2014-09-11 06:00:00,2014-09-11 06:41:00,41,39564.23,0.26376153333333335,41,39564.229999999996,0.4,0.26376153333333335,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-09-10_03,Tumble Dryer,original,summer,2014-09-10 16:40:00,2014-09-10 17:29:00,49,53682.53,0.4930028265306123,0,0.0,0.4,0.0,20,21911.23673469388,0.48,0.17528989387755106,29,31771.29326530613,0.6,0.3177129326530612,scheduled,summer,2014-09-11 06:41:00,2014-09-11 07:30:00,49,53682.53,0.35788353333333295,49,53682.52999999994,0.4,0.35788353333333295,0,0.0,0.48,0.0,0,0.0,0.6,0.0
Tumble_Dryer_2014-09-16_01,Tumble Dryer,original,summer,2014-09-16 15:34:00,2014-09-16 16:04:00,30,29526.29,0.23621031999999995,0,0.0,0.4,0.0,30,29526.289999999994,0.48,0.23621031999999995,0,0.0,0.6,0.0,scheduled,summer,2014-09-17 06:00:00,2014-09-17 06:30:00,30,29526.29,0.1968419333333333,30,29526.289999999994,0.4,0.1968419333333333,0,0.0,0.48,0.0,0,0.0,0.6,0.0
