event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,is_shifted,is_low_rate_period,search_start,search_end
Dishwasher_2014-01-11_01,Dishwasher,Appliance6,2014-01-11 08:17:00,2014-01-11 08:55:00,2014-01-11 13:02:00,2014-01-11 13:40:00,38,0.2671127467532467,0.13355637337662335,0.13355637337662335,50.0,True,True,2014-01-11 08:17:00,2014-01-12 14:00:00
Dishwasher_2014-01-12_02,Dishwasher,Appliance6,2014-01-12 18:34:00,2014-01-12 19:09:00,2014-01-12 20:04:00,2014-01-12 20:39:00,35,0.22613972564935064,0.11306986282467532,0.11306986282467532,50.0,True,True,2014-01-12 18:34:00,2014-01-13 14:00:00
Dishwasher_2014-01-14_01,Dishwasher,Appliance6,2014-01-14 08:38:00,2014-01-14 09:16:00,2014-01-14 13:08:00,2014-01-14 13:46:00,38,0.2648319682539682,0.1324159841269841,0.1324159841269841,50.0,True,True,2014-01-14 08:38:00,2014-01-15 14:00:00
Dishwasher_2014-01-16_01,Dishwasher,Appliance6,2014-01-16 18:57:00,2014-01-16 19:31:00,2014-01-16 20:12:00,2014-01-16 20:46:00,34,0.20511112698412698,0.10255556349206349,0.10255556349206349,50.0,True,True,2014-01-16 18:57:00,2014-01-17 14:00:00
Dishwasher_2014-01-18_01,Dishwasher,Appliance6,2014-01-18 10:57:00,2014-01-18 11:37:00,2014-01-18 13:12:00,2014-01-18 13:52:00,40,0.2732470317460317,0.13662351587301585,0.13662351587301585,50.0,True,True,2014-01-18 10:57:00,2014-01-19 14:00:00
Dishwasher_2014-01-19_01,Dishwasher,Appliance6,2014-01-19 19:00:00,2014-01-19 19:36:00,2014-01-19 20:00:00,2014-01-19 20:36:00,36,0.24870524494949497,0.12435262247474749,0.12435262247474749,50.0,True,True,2014-01-19 19:00:00,2014-01-20 14:00:00
Dishwasher_2014-01-20_01,Dishwasher,Appliance6,2014-01-20 19:58:00,2014-01-20 20:43:00,2014-01-20 20:13:00,2014-01-20 20:58:00,45,0.13650349305555554,0.13618524305555554,0.00031824999999999215,0.23314421695455634,True,True,2014-01-20 19:58:00,2014-01-21 14:00:00
Dishwasher_2014-01-22_01,Dishwasher,Appliance6,2014-01-22 19:39:00,2014-01-22 20:17:00,2014-01-22 20:09:00,2014-01-22 20:47:00,38,0.18371816468253968,0.1304534771825397,0.05326468749999999,28.992608102764372,True,True,2014-01-22 19:39:00,2014-01-23 14:00:00
Dishwasher_2014-01-28_01,Dishwasher,Appliance6,2014-01-28 22:10:00,2014-01-29 01:50:00,2014-01-28 22:10:00,2014-01-29 01:50:00,220,0.19836809523809523,0.19836809523809523,0.0,0.0,False,False,2014-01-28 22:10:00,2014-01-29 14:00:00
Dishwasher_2014-01-30_01,Dishwasher,Appliance6,2014-01-30 06:19:00,2014-01-30 09:40:00,2014-01-30 13:04:00,2014-01-30 16:25:00,201,0.028922833333333335,0.014461416666666668,0.014461416666666668,50.0,True,True,2014-01-30 06:19:00,2014-01-31 14:00:00
Dishwasher_2014-02-03_01,Dishwasher,Appliance6,2014-02-03 19:43:00,2014-02-03 20:16:00,2014-02-03 20:13:00,2014-02-03 20:46:00,33,0.06625416666666667,0.044072083333333324,0.022182083333333345,33.48028425885166,True,True,2014-02-03 19:43:00,2014-02-04 14:00:00
Dishwasher_2014-02-04_01,Dishwasher,Appliance6,2014-02-04 19:28:00,2014-02-04 21:22:00,2014-02-04 20:13:00,2014-02-04 22:07:00,114,0.06419374999999998,0.03209687499999999,0.03209687499999999,50.0,True,True,2014-02-04 19:28:00,2014-02-05 14:00:00
Dishwasher_2014-02-12_01,Dishwasher,Appliance6,2014-02-12 22:08:00,2014-02-12 22:45:00,2014-02-13 13:08:00,2014-02-13 13:45:00,37,0.06693666666666666,0.03346833333333333,0.03346833333333333,50.0,True,True,2014-02-12 22:08:00,2014-02-13 14:00:00
Dishwasher_2014-02-17_01,Dishwasher,Appliance6,2014-02-17 19:14:00,2014-02-17 22:15:00,2014-02-17 20:14:00,2014-02-17 23:15:00,181,0.09950291666666664,0.04975145833333332,0.04975145833333332,50.0,True,True,2014-02-17 19:14:00,2014-02-18 14:00:00
Dishwasher_2014-02-27_01,Dishwasher,Appliance6,2014-02-27 19:53:00,2014-02-27 20:38:00,2014-02-27 20:08:00,2014-02-27 20:53:00,45,0.15056256746031746,0.12969072817460317,0.02087183928571429,13.86256865685776,True,True,2014-02-27 19:53:00,2014-02-28 14:00:00
Dishwasher_2014-02-28_01,Dishwasher,Appliance6,2014-02-28 19:59:00,2014-02-28 20:35:00,2014-02-28 20:14:00,2014-02-28 20:50:00,36,0.13229502949134195,0.13226827949134196,2.6749999999992058e-05,0.02021995845410255,True,True,2014-02-28 19:59:00,2014-03-01 14:00:00
Dishwasher_2014-03-03_01,Dishwasher,Appliance6,2014-03-03 21:39:00,2014-03-03 22:14:00,2014-03-04 13:09:00,2014-03-04 13:44:00,35,0.19164309424603174,0.12589464285714283,0.0657484513888889,34.307759247761325,True,True,2014-03-03 21:39:00,2014-03-04 14:00:00
Dishwasher_2014-03-04_02,Dishwasher,Appliance6,2014-03-04 19:45:00,2014-03-04 20:21:00,2014-03-04 20:00:00,2014-03-04 20:36:00,36,0.16149770734126984,0.12188329662698413,0.0396144107142857,24.529395101921956,True,True,2014-03-04 19:45:00,2014-03-05 14:00:00
Dishwasher_2014-03-07_01,Dishwasher,Appliance6,2014-03-07 19:26:00,2014-03-07 20:01:00,2014-03-07 20:11:00,2014-03-07 20:46:00,35,0.24143843055555547,0.12076009027777775,0.12067834027777773,49.9830702179823,True,True,2014-03-07 19:26:00,2014-03-08 14:00:00
Dishwasher_2014-03-08_01,Dishwasher,Appliance6,2014-03-08 18:46:00,2014-03-08 19:32:00,2014-03-08 20:01:00,2014-03-08 20:47:00,46,0.25852966269841277,0.12926483134920638,0.12926483134920638,50.0,True,True,2014-03-08 18:46:00,2014-03-09 14:00:00
Dishwasher_2014-03-10_01,Dishwasher,Appliance6,2014-03-10 19:19:00,2014-03-10 19:54:00,2014-03-10 20:04:00,2014-03-10 20:39:00,35,0.24339857738095247,0.12169928869047623,0.12169928869047623,50.0,True,True,2014-03-10 19:19:00,2014-03-11 14:00:00
Dishwasher_2014-03-11_01,Dishwasher,Appliance6,2014-03-11 19:31:00,2014-03-11 20:07:00,2014-03-11 20:01:00,2014-03-11 20:37:00,36,0.22091264583333334,0.12265218750000001,0.09826045833333333,44.479327094504825,True,True,2014-03-11 19:31:00,2014-03-12 14:00:00
Dishwasher_2014-03-12_01,Dishwasher,Appliance6,2014-03-12 19:59:00,2014-03-12 20:36:00,2014-03-12 20:14:00,2014-03-12 20:51:00,37,0.12866266269841264,0.1286418293650793,2.083333333333104e-05,0.016192213728830337,True,True,2014-03-12 19:59:00,2014-03-13 14:00:00
Dishwasher_2014-03-14_01,Dishwasher,Appliance6,2014-03-14 12:37:00,2014-03-14 13:14:00,2014-03-14 13:07:00,2014-03-14 13:44:00,37,0.1982998918650794,0.12903148115079366,0.06926841071428574,34.931138924379766,True,True,2014-03-14 12:37:00,2014-03-15 14:00:00
Dishwasher_2014-03-18_01,Dishwasher,Appliance6,2014-03-18 18:57:00,2014-03-18 19:32:00,2014-03-18 20:12:00,2014-03-18 20:47:00,35,0.2439220634920635,0.12196103174603175,0.12196103174603175,50.0,True,True,2014-03-18 18:57:00,2014-03-19 14:00:00
Dishwasher_2014-03-19_01,Dishwasher,Appliance6,2014-03-19 19:19:00,2014-03-19 20:00:00,2014-03-19 20:04:00,2014-03-19 20:45:00,41,0.24783598611111102,0.12391924305555552,0.1239167430555555,49.99949563418145,True,True,2014-03-19 19:19:00,2014-03-20 14:00:00
Dishwasher_2014-03-21_03,Dishwasher,Appliance6,2014-03-21 18:59:00,2014-03-21 19:32:00,2014-03-21 20:14:00,2014-03-21 20:47:00,33,0.2157705277777778,0.1078852638888889,0.1078852638888889,50.0,True,True,2014-03-21 18:59:00,2014-03-22 14:00:00
Dishwasher_2014-03-23_01,Dishwasher,Appliance6,2014-03-23 17:26:00,2014-03-23 18:02:00,2014-03-23 20:11:00,2014-03-23 20:47:00,36,0.24903842364579862,0.12451921182289931,0.12451921182289931,50.0,True,True,2014-03-23 17:26:00,2014-03-24 14:00:00
Dishwasher_2014-03-24_01,Dishwasher,Appliance6,2014-03-24 18:43:00,2014-03-24 19:29:00,2014-03-24 20:13:00,2014-03-24 20:59:00,46,0.25412336111111117,0.12706168055555558,0.12706168055555558,50.0,True,True,2014-03-24 18:43:00,2014-03-25 14:00:00
Dishwasher_2014-03-26_01,Dishwasher,Appliance6,2014-03-26 19:13:00,2014-03-26 19:49:00,2014-03-26 20:13:00,2014-03-26 20:49:00,36,0.2543776448412698,0.1271888224206349,0.1271888224206349,50.0,True,True,2014-03-26 19:13:00,2014-03-27 14:00:00
Dishwasher_2014-03-27_01,Dishwasher,Appliance6,2014-03-27 21:42:00,2014-03-27 22:19:00,2014-03-28 13:12:00,2014-03-28 13:49:00,37,0.2098658740079365,0.12669832539682538,0.08316754861111111,39.6289053683716,True,True,2014-03-27 21:42:00,2014-03-28 14:00:00
Dishwasher_2014-03-29_01,Dishwasher,Appliance6,2014-03-29 19:13:00,2014-03-29 19:48:00,2014-03-29 20:13:00,2014-03-29 20:48:00,35,0.24727375775613272,0.12363687887806636,0.12363687887806636,50.0,True,True,2014-03-29 19:13:00,2014-03-30 14:00:00
Dishwasher_2014-03-31_01,Dishwasher,Appliance6,2014-03-31 16:52:00,2014-03-31 17:28:00,2014-03-31 20:07:00,2014-03-31 20:43:00,36,0.24931872420634918,0.12465936210317459,0.12465936210317459,50.0,True,True,2014-03-31 16:52:00,2014-04-01 14:00:00
Dishwasher_2014-04-02_01,Dishwasher,Appliance6,2014-04-02 18:51:00,2014-04-02 19:25:00,2014-04-02 20:06:00,2014-04-02 20:40:00,34,0.23851325793650788,0.11925662896825394,0.11925662896825394,50.0,True,True,2014-04-02 18:51:00,2014-04-03 14:00:00
Dishwasher_2014-04-03_01,Dishwasher,Appliance6,2014-04-03 19:33:00,2014-04-03 20:11:00,2014-04-03 20:03:00,2014-04-03 20:41:00,38,0.2165849381313131,0.12831693416305914,0.08826800396825396,40.754451685249705,True,True,2014-04-03 19:33:00,2014-04-04 14:00:00
Dishwasher_2014-04-05_01,Dishwasher,Appliance6,2014-04-05 08:47:00,2014-04-05 09:33:00,2014-04-05 13:02:00,2014-04-05 13:48:00,46,0.27906548611111104,0.13953274305555552,0.13953274305555552,50.0,True,True,2014-04-05 08:47:00,2014-04-06 14:00:00
Dishwasher_2014-04-06_01,Dishwasher,Appliance6,2014-04-06 08:42:00,2014-04-06 09:18:00,2014-04-06 13:12:00,2014-04-06 13:48:00,36,0.24724033531746034,0.12362016765873017,0.12362016765873017,50.0,True,True,2014-04-06 08:42:00,2014-04-07 14:00:00
