event_id,appliance_name,appliance_id,shiftability,is_reschedulable,start_time,end_time,duration_minutes,energy_w,cost_calculated,low_price_power,high_price_power,total_minutes,missing_minutes,tariff_type
Fridge-Freezer_(1)_2014-01-10_01,Fridge-Freezer (1),Appliance1,Base,False,2014-01-10 10:58:00,2014-01-10 22:18:00,680.0,32971.18,0.13474969087856561,12.042480314130309,20.928698018648053,681,0,Economy_10
Fridge-Freezer_(1)_2014-01-10_02,Fridge-Freezer (1),Appliance1,Base,False,2014-01-10 23:51:00,2014-01-12 20:12:00,2661.0,127204.58,0.5118459596167733,49.670777020202195,77.53380341325317,2661,0,Economy_10
Fridge-Freezer_(1)_2014-01-12_01,Fridge-Freezer (1),Appliance1,Base,False,2014-01-12 21:46:00,2014-01-15 20:52:00,4266.0,184056.07,0.7199535098859554,80.13073921356391,103.92533237040674,4266,0,Economy_10
Fridge-Freezer_(1)_2014-01-15_01,Fridge-Freezer (1),Appliance1,Base,False,2014-01-15 22:15:00,2014-01-17 19:29:00,2714.0,123123.53,0.5077753889166384,43.13689444444474,79.98663056110549,2715,0,Economy_10
Fridge-Freezer_(1)_2014-01-17_01,Fridge-Freezer (1),Appliance1,Base,False,2014-01-17 20:36:00,2014-01-17 23:47:00,191.0,12392.13,0.045644580749724134,6.526435317460318,5.865698491214667,192,0,Economy_10
Fridge-Freezer_(1)_2014-01-18_01,Fridge-Freezer (1),Appliance1,Base,False,2014-01-18 01:23:00,2014-01-20 00:51:00,2848.0,136278.56,0.5310056477550203,60.15486767676761,76.12369571262113,2849,0,Economy_10
Fridge-Freezer_(1)_2014-01-20_01,Fridge-Freezer (1),Appliance1,Base,False,2014-01-20 02:24:00,2014-01-20 21:34:00,1150.0,52432.31,0.20583488194444455,22.53065912698413,29.90164682539679,1151,0,Economy_10
Fridge-Freezer_(1)_2014-01-20_02,Fridge-Freezer (1),Appliance1,Base,False,2014-01-20 23:11:00,2014-01-22 20:52:00,2741.0,117799.6,0.46113072665528887,51.14690616883135,66.65269224664279,2742,0,Economy_10
Fridge-Freezer_(1)_2014-01-22_01,Fridge-Freezer (1),Appliance1,Base,False,2014-01-22 22:08:00,2014-01-22 23:09:00,61.0,6066.51,0.030332537698412695,0.0,6.06650753968254,62,0,Economy_10
Fridge-Freezer_(1)_2014-01-23_01,Fridge-Freezer (1),Appliance1,Base,False,2014-01-23 00:46:00,2014-01-25 22:49:00,4203.0,91857.82,0.3533405534812396,42.37941626984124,49.478402561327485,1949,0,Economy_10
Fridge-Freezer_(1)_2014-01-25_01,Fridge-Freezer (1),Appliance1,Base,False,2014-01-25 23:40:00,2014-01-26 02:42:00,182.0,9083.54,0.04446771663059163,0.38,8.703543326118327,85,0,Economy_10
Fridge-Freezer_(1)_2014-01-26_01,Fridge-Freezer (1),Appliance1,Base,False,2014-01-26 14:00:00,2014-01-26 21:06:00,426.0,2695.77,0.006739437194749695,2.6957748778998782,0.0,53,0,Economy_10
Fridge-Freezer_(1)_2014-01-27_01,Fridge-Freezer (1),Appliance1,Base,False,2014-01-27 00:42:00,2014-02-01 22:08:00,8486.0,36173.67,0.12853240079365053,20.934376190476208,15.239292063492096,901,0,Economy_10
Fridge-Freezer_(1)_2014-02-01_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-01 22:34:00,2014-02-01 22:43:00,9.0,4.67,2.3333333333333332e-05,0.0,0.004666666666666667,2,0,Economy_10
Fridge-Freezer_(1)_2014-02-02_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-02 01:46:00,2014-02-06 23:30:00,7064.0,33323.92,0.13319520238095212,13.36976190476193,19.954159523809516,659,0,Economy_10
Fridge-Freezer_(1)_2014-02-07_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-07 02:07:00,2014-02-07 21:30:00,1163.0,3869.5,0.00967376190476191,3.869504761904761,0.0,70,0,Economy_10
Fridge-Freezer_(1)_2014-02-07_02,Fridge-Freezer (1),Appliance1,Base,False,2014-02-07 21:47:00,2014-02-08 22:17:00,1470.0,8755.68,0.0406588095238095,1.2478333333333333,7.507845238095239,134,0,Economy_10
Fridge-Freezer_(1)_2014-02-09_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-09 00:17:00,2014-02-09 22:11:00,1314.0,4109.2,0.012943720238095247,3.040916666666666,1.0682857142857147,107,0,Economy_10
Fridge-Freezer_(1)_2014-02-10_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-10 00:39:00,2014-02-11 20:27:00,2628.0,5557.97,0.017378675595238105,4.164470238095235,1.3935,121,0,Economy_10
Fridge-Freezer_(1)_2014-02-11_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-11 22:06:00,2014-02-13 20:36:00,2790.0,11115.15,0.04418601190476189,4.555904761904762,6.559249999999997,264,0,Economy_10
Fridge-Freezer_(1)_2014-02-13_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-13 23:36:00,2014-02-18 21:42:00,7086.0,28494.79,0.10079972916666645,16.66969642857144,11.825097619047652,619,0,Economy_10
Fridge-Freezer_(1)_2014-02-18_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-18 22:00:00,2014-02-19 01:42:00,222.0,2041.0,0.010205,0.0,2.0410000000000004,21,0,Economy_10
Fridge-Freezer_(1)_2014-02-19_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-19 04:48:00,2014-02-22 21:25:00,5317.0,69409.31,0.2829727086455235,25.629532431457267,43.7797755133757,1585,0,Economy_10
Fridge-Freezer_(1)_2014-02-22_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-22 21:32:00,2014-02-22 21:38:00,6.0,58.98,0.00014745932539682538,0.05898373015873016,0.0,7,0,Economy_10
Fridge-Freezer_(1)_2014-02-22_02,Fridge-Freezer (1),Appliance1,Base,False,2014-02-22 22:23:00,2014-02-26 21:41:00,5718.0,35563.04,0.14651457314213537,12.520249531024563,23.042789862914837,734,0,Economy_10
Fridge-Freezer_(1)_2014-02-26_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-26 23:19:00,2014-02-26 23:52:00,33.0,2812.13,0.014060654761904759,0.0,2.812130952380953,30,0,Economy_10
Fridge-Freezer_(1)_2014-02-27_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-27 01:25:00,2014-02-27 14:12:00,767.0,20368.41,0.06477292460317441,14.827658730158763,5.540755555555556,395,0,Economy_10
Fridge-Freezer_(1)_2014-02-27_02,Fridge-Freezer (1),Appliance1,Base,False,2014-02-27 15:35:00,2014-02-27 23:20:00,465.0,27305.32,0.11309471067821074,9.372757070707072,17.932563600288624,466,0,Economy_10
Fridge-Freezer_(1)_2014-02-28_01,Fridge-Freezer (1),Appliance1,Base,False,2014-02-28 00:43:00,2014-02-28 22:29:00,1306.0,60170.06,0.23314243903318904,27.083135064935096,33.086920274170275,1212,0,Economy_10
Fridge-Freezer_(1)_2014-02-28_02,Fridge-Freezer (1),Appliance1,Base,False,2014-02-28 23:56:00,2014-03-01 23:15:00,1399.0,64198.55,0.2618517150072149,23.656417460317492,40.54213427128419,1400,0,Economy_10
Fridge-Freezer_(1)_2014-03-02_01,Fridge-Freezer (1),Appliance1,Base,False,2014-03-02 00:36:00,2014-03-03 12:11:00,2135.0,110741.74,0.4449769833291701,43.49269029581525,67.24905151792672,2132,0,Economy_10
Fridge-Freezer_(1)_2014-03-03_01,Fridge-Freezer (1),Appliance1,Base,False,2014-03-03 13:37:00,2014-03-04 19:48:00,1811.0,82525.3,0.32849321248196267,33.65331291486293,48.871986038961225,1811,0,Economy_10
Fridge-Freezer_(1)_2014-03-04_01,Fridge-Freezer (1),Appliance1,Base,False,2014-03-04 20:50:00,2014-03-04 21:45:00,55.0,5476.81,0.013692027777777775,5.476811111111113,0.0,56,0,Economy_10
Fridge-Freezer_(1)_2014-03-04_02,Fridge-Freezer (1),Appliance1,Base,False,2014-03-04 23:13:00,2014-03-05 21:52:00,1359.0,62002.49,0.25435723573648517,22.262081240981203,39.74040652680646,1359,0,Economy_10
Fridge-Freezer_(1)_2014-03-05_01,Fridge-Freezer (1),Appliance1,Base,False,2014-03-05 23:15:00,2014-03-06 21:31:00,1336.0,63562.88,0.24798431069624757,27.93204404761905,35.63084011544002,1336,0,Economy_10
Fridge-Freezer_(1)_2014-03-06_01,Fridge-Freezer (1),Appliance1,Base,False,2014-03-06 22:44:00,2014-03-07 21:49:00,1385.0,69622.18,0.2764007960858587,28.684037265512202,40.938140584415514,1386,0,Economy_10
Fridge-Freezer_(1)_2014-03-07_01,Fridge-Freezer (1),Appliance1,Base,False,2014-03-07 23:13:00,2014-03-08 02:37:00,204.0,12137.0,0.046418145833333306,5.706744047619047,6.430257142857142,205,0,Economy_10
Fridge-Freezer_(1)_2014-03-08_01,Fridge-Freezer (1),Appliance1,Base,False,2014-03-08 04:28:00,2014-03-08 19:24:00,896.0,44205.28,0.19080926812770524,12.086858333333334,32.118424458874465,897,0,Economy_10
Fridge-Freezer_(1)_2014-03-08_02,Fridge-Freezer (1),Appliance1,Base,False,2014-03-08 20:50:00,2014-03-09 18:15:00,1285.0,78592.49,0.2987370694791323,37.690153549228576,40.90233712121209,1276,0,Economy_10
Fridge-Freezer_(1)_2014-03-09_01,Fridge-Freezer (1),Appliance1,Base,False,2014-03-09 19:37:00,2014-03-09 21:32:00,115.0,10707.8,0.03180419444444445,8.693928571428573,2.0138746031746027,116,0,Economy_10
Fridge-Freezer_(1)_2014-03-09_02,Fridge-Freezer (1),Appliance1,Base,False,2014-03-09 22:51:00,2014-03-09 23:48:00,57.0,5570.93,0.02785465079365079,0.0,5.570930158730161,58,0,Economy_10
Fridge-Freezer_(1)_2014-03-10_01,Fridge-Freezer (1),Appliance1,Base,False,2014-03-10 01:18:00,2014-03-10 02:11:00,53.0,5308.38,0.01327095833333333,5.308383333333333,0.0,54,0,Economy_10
Fridge-Freezer_(1)_2014-03-10_02,Fridge-Freezer (1),Appliance1,Base,False,2014-03-10 03:44:00,2014-03-10 11:15:00,451.0,23992.43,0.10451352218614683,6.179444444444444,17.812982215007242,452,0,Economy_10
Fridge-Freezer_(1)_2014-03-10_03,Fridge-Freezer (1),Appliance1,Base,False,2014-03-10 12:39:00,2014-03-10 13:34:00,55.0,5480.59,0.019175316468253965,3.2910583333333325,2.189534126984127,56,0,Economy_10
Fridge-Freezer_(1)_2014-03-10_04,Fridge-Freezer (1),Appliance1,Base,False,2014-03-10 15:00:00,2014-03-10 15:52:00,52.0,5290.29,0.013225722041847039,5.290288816738817,0.0,53,0,Economy_10
Fridge-Freezer_(1)_2014-03-10_05,Fridge-Freezer (1),Appliance1,Base,False,2014-03-10 17:24:00,2014-03-10 20:43:00,199.0,14051.31,0.05981032341269824,4.178497619047619,9.872815873015869,200,0,Economy_10
Fridge-Freezer_(1)_2014-03-10_06,Fridge-Freezer (1),Appliance1,Base,False,2014-03-10 21:55:00,2014-03-10 22:52:00,57.0,5743.28,0.027433291666666672,0.5132420634920635,5.230037301587301,58,0,Economy_10
Fridge-Freezer_(1)_2014-03-11_01,Fridge-Freezer (1),Appliance1,Base,False,2014-03-11 00:24:00,2014-03-11 22:59:00,1355.0,59203.88,0.23197910592185514,25.616113564213475,33.58776440226444,1350,0,Economy_10
Fridge-Freezer_(1)_2014-03-12_01,Fridge-Freezer (1),Appliance1,Base,False,2014-03-12 00:22:00,2014-03-13 23:42:00,2840.0,128531.64,0.5145699654789649,51.235290043290284,77.29634807414799,2836,0,Economy_10
