event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,orig_level_3_minutes,orig_level_3_W,orig_level_3_rate,orig_level_3_cost,orig_level_4_minutes,orig_level_4_W,orig_level_4_rate,orig_level_4_cost,orig_level_5_minutes,orig_level_5_W,orig_level_5_rate,orig_level_5_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost,sched_level_3_minutes,sched_level_3_W,sched_level_3_rate,sched_level_3_cost,sched_level_4_minutes,sched_level_4_W,sched_level_4_rate,sched_level_4_cost,sched_level_5_minutes,sched_level_5_W,sched_level_5_rate,sched_level_5_cost
Washing_Machine_2014-06-08_01,Washing Machine,original,,2014-06-08 11:31:00,2014-06-08 13:28:00,117,9975.31,0.05487841484330487,0,0.0,0.22,0.0,0,0.0,0.26,0.0,29,2472.512735042736,0.3,0.01236256367521368,88,7502.797264957268,0.34,0.042515851168091194,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-06-09 06:00:00,2014-06-09 07:57:00,117,9975.31,0.04322634333333328,0,0.0,0.22,0.0,117,9975.309999999987,0.26,0.04322634333333328,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-06-09_02,Washing Machine,original,,2014-06-09 11:05:00,2014-06-09 12:57:00,112,32671.13,0.17444049767857145,0,0.0,0.22,0.0,0,0.0,0.26,0.0,55,16043.858482142858,0.3,0.0802192924107143,57,16627.27151785714,0.34,0.09422120526785714,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-06-10 06:00:00,2014-06-10 07:52:00,112,32671.13,0.14157489666666667,0,0.0,0.22,0.0,112,32671.13,0.26,0.14157489666666667,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-06-18_01,Washing Machine,original,,2014-06-18 10:38:00,2014-06-18 11:11:00,33,4751.03,0.023755149999999985,0,0.0,0.22,0.0,0,0.0,0.26,0.0,33,4751.029999999997,0.3,0.023755149999999985,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-06-19 06:00:00,2014-06-19 06:33:00,33,4751.03,0.020587796666666654,0,0.0,0.22,0.0,33,4751.029999999997,0.26,0.020587796666666654,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-06-18_03,Washing Machine,original,,2014-06-18 11:14:00,2014-06-18 11:19:00,5,23.26,0.00011630000000000001,0,0.0,0.22,0.0,0,0.0,0.26,0.0,5,23.26,0.3,0.00011630000000000001,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-06-19 06:33:00,2014-06-19 06:38:00,5,23.26,0.00010079333333333334,0,0.0,0.22,0.0,5,23.26,0.26,0.00010079333333333334,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-06-18_05,Washing Machine,original,,2014-06-18 11:22:00,2014-06-18 11:30:00,8,47.4,0.00023699999999999993,0,0.0,0.22,0.0,0,0.0,0.26,0.0,8,47.39999999999999,0.3,0.00023699999999999993,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-06-19 06:38:00,2014-06-19 06:46:00,8,47.4,0.00020539999999999995,0,0.0,0.22,0.0,8,47.39999999999999,0.26,0.00020539999999999995,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-06-20_01,Washing Machine,original,,2014-06-20 09:12:00,2014-06-20 10:57:00,105,7752.5,0.03876249999999994,0,0.0,0.22,0.0,0,0.0,0.26,0.0,105,7752.499999999988,0.3,0.03876249999999994,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-06-21 06:00:00,2014-06-21 07:45:00,105,7752.5,0.03359416666666662,0,0.0,0.22,0.0,105,7752.499999999988,0.26,0.03359416666666662,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-06-20_02,Washing Machine,original,,2014-06-20 14:03:00,2014-06-20 14:18:00,15,1390.84,0.007881426666666663,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,15,1390.8399999999995,0.34,0.007881426666666663,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-06-21 07:45:00,2014-06-21 08:00:00,15,1390.84,0.00602697333333333,0,0.0,0.22,0.0,15,1390.8399999999995,0.26,0.00602697333333333,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-06-22_01,Washing Machine,original,,2014-06-22 08:57:00,2014-06-22 10:19:00,82,6885.35,0.03442674999999997,0,0.0,0.22,0.0,0,0.0,0.26,0.0,82,6885.349999999995,0.3,0.03442674999999997,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-06-23 06:00:00,2014-06-23 07:22:00,82,6885.35,0.029836516666666642,0,0.0,0.22,0.0,82,6885.349999999995,0.26,0.029836516666666642,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-06-22_52,Washing Machine,original,,2014-06-22 14:07:00,2014-06-22 14:24:00,17,1801.5,0.010208500000000002,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,17,1801.5000000000002,0.34,0.010208500000000002,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-06-23 07:22:00,2014-06-23 07:39:00,17,1801.5,0.007806500000000001,0,0.0,0.22,0.0,17,1801.5000000000002,0.26,0.007806500000000001,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Washing_Machine_2014-06-22_54,Washing Machine,original,,2014-06-22 14:28:00,2014-06-22 14:33:00,5,30.1,0.0001705666666666667,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,5,30.1,0.34,0.0001705666666666667,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-06-23 07:39:00,2014-06-23 07:44:00,5,30.1,0.00013043333333333335,0,0.0,0.22,0.0,5,30.1,0.26,0.00013043333333333335,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
