event_id,appliance_name,when,season,start_time,end_time,minutes,total_W,total_cost,level_0_minutes,level_0_W,level_0_rate,level_0_cost,level_1_minutes,level_1_W,level_1_rate,level_1_cost,level_2_minutes,level_2_W,level_2_rate,level_2_cost,level_3_minutes,level_3_W,level_3_rate,level_3_cost,level_4_minutes,level_4_W,level_4_rate,level_4_cost,level_5_minutes,level_5_W,level_5_rate,level_5_cost
Fridge_2014-06-20_01,Fridge,original,,2014-06-20 13:18:00,2014-06-20 13:32:00,14,216.8,0.0012285333333333338,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,14,216.80000000000004,0.34,0.0012285333333333338,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge_2014-08-13_01,Fridge,original,,2014-08-13 21:52:00,2014-08-13 21:58:00,6,307.2,0.0014336000000000002,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,6,307.2,0.28,0.0014336000000000002
Fridge_2014-10-07_01,Fridge,original,,2014-10-07 16:33:00,2014-10-07 17:31:00,58,32824.47,0.17506383999999972,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,58,32824.46999999995,0.32,0.17506383999999972,0,0.0,0.28,0.0
Fridge_2014-10-07_02,Fridge,original,,2014-10-07 17:58:00,2014-10-07 18:20:00,22,868.93,0.004634293333333333,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,22,868.93,0.32,0.004634293333333333,0,0.0,0.28,0.0
Fridge_2014-10-07_03,Fridge,original,,2014-10-07 18:53:00,2014-10-07 19:12:00,19,712.48,0.0037998933333333353,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,19,712.4800000000002,0.32,0.0037998933333333353,0,0.0,0.28,0.0
Fridge_2014-10-07_04,Fridge,original,,2014-10-07 19:49:00,2014-10-07 20:08:00,19,703.41,0.003554071578947368,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,11,407.2373684210526,0.32,0.0021719326315789472,8,296.17263157894735,0.28,0.0013821389473684211
Fridge_2014-10-07_05,Fridge,original,,2014-10-07 20:47:00,2014-10-07 21:06:00,19,694.07,0.0032389933333333326,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,19,694.0699999999997,0.28,0.0032389933333333326
Fridge_2014-10-07_06,Fridge,original,,2014-10-07 21:47:00,2014-10-07 22:06:00,19,695.38,0.0032451066666666657,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,19,695.3799999999997,0.28,0.0032451066666666657
Fridge_2014-10-07_07,Fridge,original,,2014-10-07 22:48:00,2014-10-07 23:08:00,20,760.38,0.0035484400000000004,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,20,760.38,0.28,0.0035484400000000004
Fridge_2014-10-07_08,Fridge,original,,2014-10-07 23:50:00,2014-10-08 00:10:00,20,703.95,0.002933125,10,351.97499999999997,0.22,0.0012905749999999998,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,10,351.97499999999997,0.28,0.00164255
Fridge_2014-10-08_01,Fridge,original,,2014-10-08 00:54:00,2014-10-08 01:14:00,20,705.29,0.002586063333333333,20,705.29,0.22,0.002586063333333333,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge_2014-10-08_02,Fridge,original,,2014-10-08 01:58:00,2014-10-08 02:18:00,20,713.46,0.00261602,20,713.46,0.22,0.00261602,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge_2014-10-08_03,Fridge,original,,2014-10-08 03:04:00,2014-10-08 03:24:00,20,731.7,0.0026829000000000006,20,731.7000000000002,0.22,0.0026829000000000006,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge_2014-10-08_04,Fridge,original,,2014-10-08 04:11:00,2014-10-08 04:31:00,20,723.16,0.0031336933333333344,0,0.0,0.22,0.0,20,723.1600000000002,0.26,0.0031336933333333344,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge_2014-10-08_05,Fridge,original,,2014-10-08 05:18:00,2014-10-08 05:38:00,20,734.59,0.003183223333333335,0,0.0,0.22,0.0,20,734.5900000000004,0.26,0.003183223333333335,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
