event_id,appliance_name,appliance_id,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential,month
Tumble_Dryer_2013-09-28_02,Tumble Dryer,Appliance2,Shiftable,2013-09-28 12:47:00,2013-09-28 14:14:00,87.0,80107.45,True,"{""0"": 73, ""1"": 14, ""2"": 0}",0,0,1,0.0,9
Tumble_Dryer_2013-09-28_03,Tumble Dryer,Appliance2,Shiftable,2013-09-28 14:16:00,2013-09-28 16:07:00,111.0,89277.62,True,"{""0"": 0, ""1"": 111, ""2"": 0}",1,1,1,0.5,9
Tumble_Dryer_2013-09-28_09,Tumble Dryer,Appliance2,Shiftable,2013-09-28 16:31:00,2013-09-28 17:34:00,63.0,51667.62,True,"{""0"": 0, ""1"": 29, ""2"": 34}",2,1,2,1.0,9
Tumble_Dryer_2013-09-28_16,Tumble Dryer,Appliance2,Shiftable,2013-09-28 17:56:00,2013-09-28 19:19:00,83.0,66583.67,True,"{""0"": 0, ""1"": 0, ""2"": 83}",2,2,2,1.0,9
Tumble_Dryer_2013-09-28_17,Tumble Dryer,Appliance2,Shiftable,2013-09-28 19:22:00,2013-09-28 19:27:00,5.0,97.29,True,"{""0"": 0, ""1"": 0, ""2"": 5}",2,2,2,1.0,9
Tumble_Dryer_2013-09-28_19,Tumble Dryer,Appliance2,Shiftable,2013-09-28 19:34:00,2013-09-28 19:41:00,7.0,286.7,True,"{""0"": 0, ""1"": 0, ""2"": 7}",2,2,2,1.0,9
Tumble_Dryer_2013-10-04_45,Tumble Dryer,Appliance2,Shiftable,2013-10-04 17:20:00,2013-10-04 18:35:00,75.0,60770.83,True,"{""0"": 0, ""1"": 0, ""2"": 75}",2,2,2,1.0,10
Tumble_Dryer_2013-10-04_47,Tumble Dryer,Appliance2,Shiftable,2013-10-04 18:41:00,2013-10-04 20:16:00,95.0,72753.31,True,"{""0"": 0, ""1"": 16, ""2"": 79}",2,2,1,1.0,10
Tumble_Dryer_2013-10-04_62,Tumble Dryer,Appliance2,Shiftable,2013-10-04 21:25:00,2013-10-04 21:30:00,5.0,83.21,True,"{""0"": 0, ""1"": 5, ""2"": 0}",1,1,1,0.5,10
Tumble_Dryer_2013-10-04_67,Tumble Dryer,Appliance2,Shiftable,2013-10-04 21:50:00,2013-10-04 21:58:00,8.0,264.45,True,"{""0"": 0, ""1"": 8, ""2"": 0}",1,1,1,0.5,10
Tumble_Dryer_2013-10-05_15,Tumble Dryer,Appliance2,Shiftable,2013-10-05 14:18:00,2013-10-05 17:23:00,185.0,160265.85,True,"{""0"": 162, ""1"": 0, ""2"": 23}",0,0,2,0.0,10
Tumble_Dryer_2013-10-05_16,Tumble Dryer,Appliance2,Shiftable,2013-10-05 17:24:00,2013-10-05 17:30:00,6.0,189.3,True,"{""0"": 0, ""1"": 0, ""2"": 6}",2,2,2,1.0,10
Tumble_Dryer_2013-10-05_21,Tumble Dryer,Appliance2,Shiftable,2013-10-05 17:49:00,2013-10-05 19:08:00,79.0,62375.17,True,"{""0"": 0, ""1"": 0, ""2"": 79}",2,2,2,1.0,10
Tumble_Dryer_2013-10-05_39,Tumble Dryer,Appliance2,Shiftable,2013-10-05 20:13:00,2013-10-05 20:18:00,5.0,128.5,True,"{""0"": 0, ""1"": 5, ""2"": 0}",1,1,1,0.5,10
Tumble_Dryer_2013-10-06_31,Tumble Dryer,Appliance2,Shiftable,2013-10-06 18:13:00,2013-10-06 18:55:00,42.0,35503.74,True,"{""0"": 0, ""1"": 0, ""2"": 42}",2,2,2,1.0,10
