event_id,appliance_name,appliance_id,shiftability,is_reschedulable,start_time,end_time,duration_minutes,energy_w,cost_calculated,low_price_power,high_price_power,total_minutes,missing_minutes,tariff_type
Fridge-Freezer_2013-12-17_01,Fridge-Freezer,Appliance1,Base,False,2013-12-17 18:39:00,2013-12-17 21:32:00,173.0,11582.99,0.057914966269841286,0.0,11.582993253968256,174,0,Economy_7
Fridge-Freezer_2013-12-18_01,Fridge-Freezer,Appliance1,Base,False,2013-12-18 00:03:00,2013-12-18 00:31:00,28.0,2008.26,0.005020657738095238,2.0082630952380955,0.0,29,0,Economy_7
Fridge-Freezer_2013-12-18_02,Fridge-Freezer,Appliance1,Base,False,2013-12-18 02:17:00,2013-12-18 03:15:00,58.0,3983.71,0.00995926884920635,3.9837075396825385,0.0,56,0,Economy_7
Fridge-Freezer_2013-12-18_03,Fridge-Freezer,Appliance1,Base,False,2013-12-18 05:40:00,2013-12-18 06:18:00,38.0,2815.06,0.007037661706349207,2.8150646825396826,0.0,39,0,Economy_7
Fridge-Freezer_2013-12-18_04,Fridge-Freezer,Appliance1,Base,False,2013-12-18 08:20:00,2013-12-18 08:58:00,38.0,2835.92,0.014179587301587302,0.0,2.8359174603174613,39,0,Economy_7
Fridge-Freezer_2013-12-18_05,Fridge-Freezer,Appliance1,Base,False,2013-12-18 10:53:00,2013-12-18 11:30:00,37.0,2756.27,0.013781351190476188,0.0,2.7562702380952375,38,0,Economy_7
Fridge-Freezer_2013-12-18_06,Fridge-Freezer,Appliance1,Base,False,2013-12-18 13:13:00,2013-12-18 13:40:00,27.0,2107.59,0.010537952380952382,0.0,2.1075904761904765,28,0,Economy_7
Fridge-Freezer_2013-12-18_07,Fridge-Freezer,Appliance1,Base,False,2013-12-18 15:05:00,2013-12-18 15:36:00,31.0,2335.33,0.011676648809523809,0.0,2.3353297619047617,32,0,Economy_7
Fridge-Freezer_2013-12-18_08,Fridge-Freezer,Appliance1,Base,False,2013-12-18 16:20:00,2013-12-18 16:52:00,32.0,2294.3,0.011471480158730157,0.0,2.2942960317460313,33,0,Economy_7
Fridge-Freezer_2013-12-18_09,Fridge-Freezer,Appliance1,Base,False,2013-12-18 18:02:00,2013-12-18 18:57:00,55.0,3958.37,0.01979183333333333,0.0,3.9583666666666666,56,0,Economy_7
Fridge-Freezer_2013-12-18_10,Fridge-Freezer,Appliance1,Base,False,2013-12-18 20:27:00,2013-12-18 21:05:00,38.0,2788.89,0.013944471209346205,0.0,2.7888942418692424,39,0,Economy_7
Fridge-Freezer_2013-12-18_11,Fridge-Freezer,Appliance1,Base,False,2013-12-18 22:30:00,2013-12-18 23:02:00,32.0,2321.66,0.011608285714285713,0.0,2.3216571428571426,33,0,Economy_7
