appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance1,Fridge,2014-03,2.636,3.1071,9.1395,9.1395
Appliance1,Fridge,2014-04,5.6093,6.624,19.4826,19.4826
Appliance1,Fridge,2014-05,4.4544,5.2422,15.4197,15.4197
Appliance1,Fridge,2014-06,5.6079,6.5353,19.2209,19.2209
Appliance1,Fridge,2014-07,4.853,5.6721,16.6808,16.6808
Appliance1,Fridge,2014-08,4.0222,4.7525,13.9763,13.9763
Appliance1,Fridge,2014-09,4.6573,5.4498,16.0216,16.0216
Appliance1,Fridge,2014-10,4.1159,4.8469,14.253,14.253
Appliance1,Fridge,2014-11,1.9767,2.3305,6.8515,6.8515
Appliance1,Fridge,2014-12,1.8716,2.2266,6.5456,6.5456
Appliance1,Fridge,2015-01,1.8863,2.2059,6.4898,6.4898
Appliance1,Fridge,2015-02,1.2858,1.5082,4.4344,4.4344
Appliance1,Fridge,2015-03,1.9731,2.3152,6.8083,6.8083
Appliance1,Fridge,2015-04,2.6048,3.051,8.9731,8.9731
Appliance1,Fridge,2015-05,1.5269,1.7728,5.2147,5.2147
Appliance2,Freezer,2014-03,8.1152,9.5185,27.9958,27.9958
Appliance2,Freezer,2014-04,11.2834,13.2423,38.947,38.947
Appliance2,Freezer,2014-05,13.1967,15.4826,45.5424,45.5424
Appliance2,Freezer,2014-06,15.1665,17.7557,52.2219,52.2219
Appliance2,Freezer,2014-07,17.1023,20.0,58.8202,58.8202
Appliance2,Freezer,2014-08,16.02,18.8561,55.4623,55.4623
Appliance2,Freezer,2014-09,15.0993,17.6588,51.936,51.936
Appliance2,Freezer,2014-10,11.8242,13.9504,41.0293,41.0293
Appliance2,Freezer,2014-11,8.1029,9.5782,28.1722,28.1722
Appliance2,Freezer,2014-12,8.1506,9.6489,28.3786,28.3786
Appliance2,Freezer,2015-01,8.0599,9.5357,28.0491,28.0491
Appliance2,Freezer,2015-02,7.1026,8.3933,24.6884,24.6884
Appliance2,Freezer,2015-03,8.5245,10.0498,29.5564,29.5564
Appliance2,Freezer,2015-04,10.4911,12.2328,35.9794,35.9794
Appliance2,Freezer,2015-05,5.3361,6.2482,18.3745,18.3745
Appliance3,Fridge-Freezer,2014-03,11.2057,13.1897,38.7904,38.7904
Appliance3,Fridge-Freezer,2014-04,13.3353,15.572,45.7953,45.7953
Appliance3,Fridge-Freezer,2014-05,12.3743,14.5904,42.9111,42.9111
Appliance3,Fridge-Freezer,2014-06,13.7811,16.216,47.6959,47.6959
Appliance3,Fridge-Freezer,2014-07,13.8697,16.4004,48.2368,48.2368
Appliance3,Fridge-Freezer,2014-08,11.969100000000001,14.1656,41.6665,41.6665
Appliance3,Fridge-Freezer,2014-09,15.1755,17.8699,52.555,52.555
Appliance3,Fridge-Freezer,2014-10,13.8253,16.2458,47.7819,47.7819
Appliance3,Fridge-Freezer,2014-11,11.9532,14.0962,41.4601,41.4601
Appliance3,Fridge-Freezer,2014-12,13.5602,15.9457,46.9006,46.9006
Appliance3,Fridge-Freezer,2015-01,13.0883,15.4367,45.394,45.394
Appliance3,Fridge-Freezer,2015-02,10.5021,12.4383,36.5789,36.5789
Appliance3,Fridge-Freezer,2015-03,12.7172,14.9913,44.0954,44.0954
Appliance3,Fridge-Freezer,2015-04,11.566,13.5606,39.884100000000004,39.884100000000004
Appliance3,Fridge-Freezer,2015-05,6.1370000000000005,7.207,21.1981,21.1981
Appliance4,Washer Dryer,2014-03,0.0050999999999999995,0.0052,0.0161,0.0161
Appliance4,Washer Dryer,2014-04,0.0737,0.0737,0.217,0.217
Appliance4,Washer Dryer,2014-05,0.0044,0.0049,0.0155,0.0155
Appliance4,Washer Dryer,2014-06,1.0056,1.0695999999999999,3.1456,3.1456
Appliance4,Washer Dryer,2014-07,0.1023,0.1023,0.3009,0.3009
Appliance4,Washer Dryer,2014-08,0.5638000000000001,0.5638000000000001,1.6586,1.6586
Appliance4,Washer Dryer,2014-09,0.3648,0.3984,1.1719,1.1719
Appliance4,Washer Dryer,2014-10,0.3076,0.3117,0.9167,0.9167
Appliance4,Washer Dryer,2014-11,0.015600000000000001,0.024,0.0708,0.0708
Appliance4,Washer Dryer,2014-12,0.6933,0.7860999999999999,2.3118,2.3118
Appliance4,Washer Dryer,2015-01,0.0001,0.0001,0.0005,0.0005
Appliance4,Washer Dryer,2015-02,0.0066,0.0077,0.022699999999999998,0.022699999999999998
Appliance4,Washer Dryer,2015-03,0.3251,0.3254,0.9570000000000001,0.9570000000000001
Appliance4,Washer Dryer,2015-04,0.1929,0.1929,0.5673,0.5673
Appliance4,Washer Dryer,2015-05,0.2161,0.24520000000000003,0.721,0.721
Appliance5,Washing Machine,2014-03,1.0461,1.1652,3.4265000000000003,3.4265000000000003
Appliance5,Washing Machine,2014-04,1.2168999999999999,1.409,4.1434,4.1434
Appliance5,Washing Machine,2014-05,0.5955,0.7161,2.1061,2.1061
Appliance5,Washing Machine,2014-06,1.4389,1.5796999999999999,4.6463,4.6463
Appliance5,Washing Machine,2014-07,0.4233,0.5205,1.5304,1.5304
Appliance5,Washing Machine,2014-08,1.052,1.2,3.5297,3.5297
Appliance5,Washing Machine,2014-09,0.8092,0.9067999999999999,2.6673,2.6673
Appliance5,Washing Machine,2014-10,0.8227,0.9037999999999999,2.6584,2.6584
Appliance5,Washing Machine,2014-11,0.8,0.8919,2.6231,2.6231
Appliance5,Washing Machine,2014-12,1.4966,1.6589,4.879,4.879
Appliance5,Washing Machine,2015-01,0.8045,0.911,2.6793,2.6793
Appliance5,Washing Machine,2015-02,1.1259,1.2597,3.7054,3.7054
Appliance5,Washing Machine,2015-03,1.3362,1.5049000000000001,4.4265,4.4265
Appliance5,Washing Machine,2015-04,0.5976,0.6615,1.9457,1.9457
Appliance5,Washing Machine,2015-05,0.6882,0.7786000000000001,2.2905,2.2905
Appliance6,Dishwasher,2014-03,4.5835,5.1039,15.0114,15.0114
Appliance6,Dishwasher,2014-04,6.4427,6.883,20.2442,20.2442
Appliance6,Dishwasher,2014-05,3.1365,3.394,9.9832,9.9832
Appliance6,Dishwasher,2014-06,5.4608,5.9855,17.6039,17.6039
Appliance6,Dishwasher,2014-07,4.2084,4.4715,13.1517,13.1517
Appliance6,Dishwasher,2014-08,2.5766,2.7680000000000002,8.141,8.141
Appliance6,Dishwasher,2014-09,4.9295,5.3856,15.8401,15.8401
Appliance6,Dishwasher,2014-10,4.1623,4.8331,14.2154,14.2154
Appliance6,Dishwasher,2014-11,4.4822,5.0415,14.8277,14.8277
Appliance6,Dishwasher,2014-12,5.7752,6.4213000000000005,18.8859,18.8859
Appliance6,Dishwasher,2015-01,5.291,6.080100000000001,17.8826,17.8826
Appliance6,Dishwasher,2015-02,3.6212,4.0360000000000005,11.8703,11.8703
Appliance6,Dishwasher,2015-03,6.4089,7.1577,21.052,21.052
Appliance6,Dishwasher,2015-04,5.0682,5.5879,16.4348,16.4348
Appliance6,Dishwasher,2015-05,2.3709,2.6694,7.8514,7.8514
Appliance7,Desktop Computer,2014-03,76.0286,88.2094,259.4395,259.4395
Appliance8,Television Site,2014-03,20.1597,22.9405,67.4722,67.4722
Appliance8,Television Site,2014-05,72.6748,82.8136,243.5693,243.5693
Appliance8,Television Site,2015-02,28.761,32.7827,96.4198,96.4198
Appliance9,Microwave,2014-03,0.219,0.2307,0.6785,0.6785
Appliance9,Microwave,2014-04,0.5945,0.6335999999999999,1.863,1.863
Appliance9,Microwave,2014-05,0.2164,0.2328,0.6848,0.6848
Appliance9,Microwave,2014-06,0.8742,0.932,2.7411,2.7411
Appliance9,Microwave,2014-07,0.2709,0.2902,0.8536,0.8536
Appliance9,Microwave,2014-08,0.26239999999999997,0.2808,0.8256,0.8256
Appliance9,Microwave,2014-09,0.5986,0.6361,1.8713,1.8713
Appliance9,Microwave,2014-10,0.4277,0.4466,1.3137,1.3137
Appliance9,Microwave,2014-11,0.1563,0.1646,0.48419999999999996,0.48419999999999996
Appliance9,Microwave,2014-12,1.0171,1.0886,3.2025,3.2025
Appliance9,Microwave,2015-01,0.47350000000000003,0.5029,1.4795,1.4795
Appliance9,Microwave,2015-02,0.44849999999999995,0.4759,1.3996,1.3996
Appliance9,Microwave,2015-03,0.6296,0.6683,1.965,1.965
Appliance9,Microwave,2015-04,0.467,0.4986,1.4664000000000001,1.4664000000000001
Appliance9,Microwave,2015-05,0.3569,0.3793,1.1158000000000001,1.1158000000000001
