appliance_id,appliance_name,month,cost_TOU_D,cost_TOU_D_Base,energy_TOU_D,energy_TOU_D_Base
Appliance1,Fridge-Freezer (1),2014-01,6.9312,9.321299999999999,15.5356,15.5356
Appliance1,Fridge-Freezer (1),2014-02,2.792,3.7716000000000003,6.286,6.286
Appliance1,Fridge-Freezer (1),2014-03,13.7238,18.5349,30.8914,30.8914
Appliance1,Fridge-Freezer (1),2014-04,14.4777,19.5088,32.5145,32.5145
Appliance1,Fridge-Freezer (1),2014-05,17.1004,23.0498,38.4162,38.4162
Appliance1,Fridge-Freezer (1),2014-06,17.1525,22.4249,37.3756,37.3756
Appliance1,Fridge-Freezer (1),2014-07,7.3911,9.7178,16.1963,16.1963
Appliance1,Fridge-Freezer (1),2014-08,12.5092,16.4895,27.4829,27.4829
Appliance1,Fridge-Freezer (1),2014-09,17.4186,22.7376,37.8963,37.8963
Appliance1,Fridge-Freezer (1),2014-10,15.3604,20.6841,34.4727,34.4727
Appliance1,Fridge-Freezer (1),2014-11,8.5328,11.5327,19.221,19.221
Appliance1,Fridge-Freezer (1),2014-12,14.2935,19.308699999999998,32.1814,32.1814
Appliance1,Fridge-Freezer (1),2015-01,15.1394,20.4224,34.0375,34.0375
Appliance1,Fridge-Freezer (1),2015-02,12.6199,17.0341,28.3897,28.3897
Appliance1,Fridge-Freezer (1),2015-03,13.1314,17.7082,29.514,29.514
Appliance1,Fridge-Freezer (1),2015-04,8.4805,11.4811,19.1345,19.1345
Appliance1,Fridge-Freezer (1),2015-05,6.6574,8.9998,15.0004,15.0004
Appliance1,Fridge-Freezer (1),2015-06,7.3104000000000005,9.8016,16.3353,16.3353
Appliance1,Fridge-Freezer (1),2015-07,2.7811,3.6884,6.1483,6.1483
Appliance2,Fridge-Freezer (2),2014-01,3.1966,4.3271,7.2132,7.2132
Appliance2,Fridge-Freezer (2),2014-02,1.1295,1.5296,2.5489,2.5489
Appliance2,Fridge-Freezer (2),2014-03,6.6605,9.0102,15.0188,15.0188
Appliance2,Fridge-Freezer (2),2014-04,7.3157,9.9231,16.5384,16.5384
Appliance2,Fridge-Freezer (2),2014-05,8.2619,11.2264,18.7094,18.7094
Appliance2,Fridge-Freezer (2),2014-06,9.0398,12.0122,20.0189,20.0189
Appliance2,Fridge-Freezer (2),2014-07,4.2035,5.6749,9.4572,9.4572
Appliance2,Fridge-Freezer (2),2014-08,6.731,8.9191,14.8649,14.8649
Appliance2,Fridge-Freezer (2),2014-09,9.3638,12.4018,20.6696,20.6696
Appliance2,Fridge-Freezer (2),2014-10,7.6561,10.407,17.3497,17.3497
Appliance2,Fridge-Freezer (2),2014-11,3.277,4.4031,7.3377,7.3377
Appliance2,Fridge-Freezer (2),2014-12,6.6859,9.0691,15.1163,15.1163
Appliance2,Fridge-Freezer (2),2015-01,6.2401,8.449,14.0819,14.0819
Appliance2,Fridge-Freezer (2),2015-02,5.7156,7.7597,12.9335,12.9335
Appliance2,Fridge-Freezer (2),2015-03,6.2071,8.3988,13.9977,13.9977
