appliance_id,appliance_name,month,cost_TOU_D,cost_TOU_D_Base,energy_TOU_D,energy_TOU_D_Base
Appliance1,Fridge-Freezer,2013-09,3.1128,4.1875,6.9791,6.9791
Appliance1,Fridge-Freezer,2013-10,20.0879,27.0118,45.0192,45.0192
Appliance1,Fridge-Freezer,2013-11,16.1994,21.8893,36.481700000000004,36.481700000000004
Appliance1,Fridge-Freezer,2013-12,18.7019,25.1842,41.974,41.974
Appliance1,Fridge-Freezer,2014-01,13.5152,18.2665,30.4446,30.4446
Appliance1,Fridge-Freezer,2014-02,2.8632,3.8064999999999998,6.3439,6.3439
Appliance1,Fridge-Freezer,2014-03,16.4635,22.1775,36.9628,36.9628
Appliance1,Fridge-Freezer,2014-04,18.8144,25.4006,42.3339,42.3339
Appliance1,Fridge-Freezer,2014-05,19.8092,26.6692,44.4479,44.4479
Appliance1,Fridge-Freezer,2014-06,20.8428,27.3921,45.6534,45.6534
Appliance1,Fridge-Freezer,2014-07,16.6927,21.8161,36.3607,36.3607
Appliance1,Fridge-Freezer,2014-08,15.7537,20.5769,34.2948,34.2948
Appliance1,Fridge-Freezer,2014-09,19.9806,26.2444,43.7408,43.7408
Appliance1,Fridge-Freezer,2014-10,21.8839,29.4566,49.0941,49.0941
Appliance1,Fridge-Freezer,2014-11,18.7882,25.221,42.0357,42.0357
Appliance1,Fridge-Freezer,2014-12,17.3314,23.2769,38.7947,38.7947
Appliance1,Fridge-Freezer,2015-01,17.2496,23.2362,38.7268,38.7268
Appliance1,Fridge-Freezer,2015-02,15.9966,21.5064,35.844,35.844
Appliance1,Fridge-Freezer,2015-03,15.6682,21.0325,35.0543,35.0543
Appliance1,Fridge-Freezer,2015-04,14.9004,19.957,33.2619,33.2619
Appliance1,Fridge-Freezer,2015-05,14.3799,19.3638,32.2727,32.2727
Appliance1,Fridge-Freezer,2015-06,15.0427,19.7701,32.9503,32.9503
Appliance1,Fridge-Freezer,2015-07,4.3896999999999995,5.8756,9.7926,9.7926
Appliance2,Tumble Dryer,2013-09,3.6626,4.7869,7.9775,7.9775
Appliance2,Tumble Dryer,2013-10,14.9598,19.8919,33.1536,33.1536
Appliance2,Tumble Dryer,2013-11,21.073,27.930899999999998,46.5526,46.5526
Appliance2,Tumble Dryer,2013-12,24.2668,32.6,54.3351,54.3351
Appliance2,Tumble Dryer,2014-01,17.2595,23.0005,38.334,38.334
Appliance2,Tumble Dryer,2014-02,3.2674,4.1251,6.8748000000000005,6.8748000000000005
Appliance2,Tumble Dryer,2014-03,24.4938,32.2806,53.8013,53.8013
Appliance2,Tumble Dryer,2014-04,19.5014,26.0629,43.439099999999996,43.439099999999996
Appliance2,Tumble Dryer,2014-05,21.5448,29.026799999999998,48.3801,48.3801
Appliance2,Tumble Dryer,2014-06,16.1649,20.9866,34.9782,34.9782
Appliance2,Tumble Dryer,2014-07,15.581,19.4073,32.3455,32.3455
Appliance2,Tumble Dryer,2014-08,17.154700000000002,22.0243,36.7067,36.7067
Appliance2,Tumble Dryer,2014-09,15.201600000000001,19.1784,31.9648,31.9648
Appliance2,Tumble Dryer,2014-10,21.7789,29.349,48.9178,48.9178
Appliance2,Tumble Dryer,2014-11,27.034,36.533500000000004,60.8898,60.8898
Appliance2,Tumble Dryer,2014-12,45.5706,60.5343,100.8925,100.8925
Appliance2,Tumble Dryer,2015-01,39.3706,52.719300000000004,87.86659999999999,87.86659999999999
Appliance2,Tumble Dryer,2015-02,21.7367,29.372799999999998,48.9544,48.9544
Appliance2,Tumble Dryer,2015-03,17.195999999999998,23.3553,38.9253,38.9253
Appliance2,Tumble Dryer,2015-04,11.7668,15.827399999999999,26.3786,26.3786
Appliance2,Tumble Dryer,2015-05,11.4027,15.5738,25.9565,25.9565
Appliance2,Tumble Dryer,2015-06,6.0155,8.2332,13.7217,13.7217
Appliance3,Washing Machine,2013-09,2.3629,3.2207,5.3678,5.3678
Appliance3,Washing Machine,2013-10,3.2042,4.3936,7.323,7.323
Appliance3,Washing Machine,2013-11,5.6205,7.579400000000001,12.6323,12.6323
Appliance3,Washing Machine,2013-12,6.288600000000001,8.5307,14.2179,14.2179
Appliance3,Washing Machine,2014-01,2.7421,3.6927,6.1548,6.1548
Appliance3,Washing Machine,2014-02,1.3424,1.7863,2.9773,2.9773
Appliance3,Washing Machine,2014-03,6.831,9.0638,15.106300000000001,15.106300000000001
Appliance3,Washing Machine,2014-04,7.5937,10.221,17.035,17.035
Appliance3,Washing Machine,2014-05,4.6762,6.3779,10.6295,10.6295
Appliance3,Washing Machine,2014-06,6.0451,7.8905,13.1511,13.1511
Appliance3,Washing Machine,2014-07,2.5807,3.3726,5.6209,5.6209
Appliance3,Washing Machine,2014-08,2.4760999999999997,3.2481999999999998,5.4137,5.4137
Appliance3,Washing Machine,2014-09,7.4739,9.7896,16.3158,16.3158
Appliance3,Washing Machine,2014-10,5.4857,7.341600000000001,12.236,12.236
Appliance3,Washing Machine,2014-11,5.6692,7.6236999999999995,12.7063,12.7063
Appliance3,Washing Machine,2014-12,9.3645,12.4108,20.6848,20.6848
Appliance3,Washing Machine,2015-01,8.3374,11.143,18.572000000000003,18.572000000000003
Appliance3,Washing Machine,2015-02,14.6503,19.6676,32.7796,32.7796
Appliance3,Washing Machine,2015-03,12.3267,16.7379,27.8969,27.8969
Appliance3,Washing Machine,2015-04,7.135,9.7827,16.3052,16.3052
Appliance3,Washing Machine,2015-05,7.7376,10.6324,17.7212,17.7212
Appliance3,Washing Machine,2015-06,4.6484,5.8598,9.7663,9.7663
Appliance3,Washing Machine,2015-07,1.4044,1.941,3.2349,3.2349
Appliance4,Dishwasher,2013-09,1.0297,1.2536,2.0892999999999997,2.0892999999999997
Appliance4,Dishwasher,2013-10,6.478,8.7029,14.505,14.505
Appliance4,Dishwasher,2013-11,8.2409,11.1466,18.5777,18.5777
Appliance4,Dishwasher,2013-12,11.5836,15.6764,26.1277,26.1277
Appliance4,Dishwasher,2014-01,6.8338,9.0903,15.1506,15.1506
Appliance4,Dishwasher,2014-02,0.9021,1.24,2.0667999999999997,2.0667999999999997
Appliance4,Dishwasher,2014-03,5.6935,7.6303,12.7178,12.7178
