event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Washer_Dryer_2014-12-26_01,Washer Dryer,2014-12-26 19:57:00,2014-12-26 20:42:00,2014-12-26 22:00:00,2014-12-26 22:45:00,SUCCESS,winter,45.0,512.0
Washer_Dryer_2015-02-24_02,Washer Dryer,2015-02-24 20:28:00,2015-02-24 21:01:00,2015-02-24 22:00:00,2015-02-24 22:33:00,SUCCESS,winter,33.0,328.0
Washing_Machine_2014-03-30_02,Washing Machine,2014-03-30 19:19:00,2014-03-30 19:26:00,2014-03-30 22:00:00,2014-03-30 22:07:00,SUCCESS,winter,7.0,208.0
Washing_Machine_2014-04-04_01,Washing Machine,2014-04-04 18:34:00,2014-04-04 18:55:00,2014-04-04 22:00:00,2014-04-04 22:21:00,SUCCESS,winter,21.0,2870.14
Washing_Machine_2014-12-07_02,Washing Machine,2014-12-07 18:11:00,2014-12-07 18:17:00,2014-12-07 22:00:00,2014-12-07 22:06:00,SUCCESS,winter,6.0,71.11
Washing_Machine_2015-02-13_01,Washing Machine,2015-02-13 16:39:00,2015-02-13 17:29:00,2015-02-13 16:44:00,2015-02-13 17:34:00,SUCCESS,winter,50.0,19618.1
Washing_Machine_2015-02-14_01,Washing Machine,2015-02-14 21:19:00,2015-02-14 22:08:00,2015-02-14 22:00:00,2015-02-14 22:49:00,SUCCESS,winter,49.0,19958.96
Dishwasher_2014-03-07_01,Dishwasher,2014-03-07 19:19:00,2014-03-07 19:57:00,2014-03-07 22:00:00,2014-03-07 22:38:00,SUCCESS,winter,38.0,46679.04
Dishwasher_2014-03-07_03,Dishwasher,2014-03-07 20:02:00,2014-03-07 20:29:00,2014-03-08 06:00:00,2014-03-08 06:27:00,SUCCESS,winter,27.0,39738.16
Dishwasher_2014-03-08_01,Dishwasher,2014-03-08 20:11:00,2014-03-08 20:21:00,2014-03-08 22:00:00,2014-03-08 22:10:00,SUCCESS,winter,10.0,764.09
Dishwasher_2014-03-10_02,Dishwasher,2014-03-10 18:59:00,2014-03-10 20:08:00,2014-03-10 22:00:00,2014-03-10 23:09:00,SUCCESS,winter,69.0,85503.6
Dishwasher_2014-03-13_04,Dishwasher,2014-03-13 20:03:00,2014-03-13 21:12:00,2014-03-13 22:00:00,2014-03-13 23:09:00,SUCCESS,winter,69.0,87853.7
