event_id,appliance_name,when,season,start_time,end_time,minutes,total_W,total_cost,level_0_minutes,level_0_W,level_0_rate,level_0_cost,level_1_minutes,level_1_W,level_1_rate,level_1_cost,level_2_minutes,level_2_W,level_2_rate,level_2_cost
Fridge-Freezer_2013-10-01_01,Fridge-Freezer,original,winter,2013-10-01 01:05:00,2013-10-01 01:43:00,38,3164.74,0.022680636666666674,38,3164.740000000001,0.43,0.022680636666666674,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge-Freezer_2013-10-01_02,Fridge-Freezer,original,winter,2013-10-01 02:45:00,2013-10-01 03:22:00,37,3094.84,0.022179686666666663,37,3094.84,0.43,0.022179686666666663,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge-Freezer_2013-10-01_03,Fridge-Freezer,original,winter,2013-10-01 04:29:00,2013-10-01 05:04:00,35,2939.63,0.021067348333333333,35,2939.63,0.43,0.021067348333333333,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge-Freezer_2013-10-01_04,Fridge-Freezer,original,winter,2013-10-01 06:12:00,2013-10-01 06:47:00,35,2881.04,0.020647453333333333,35,2881.04,0.43,0.020647453333333333,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge-Freezer_2013-10-01_05,Fridge-Freezer,original,winter,2013-10-01 07:42:00,2013-10-01 08:16:00,34,2771.56,0.019862846666666666,34,2771.56,0.43,0.019862846666666666,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge-Freezer_2013-10-01_06,Fridge-Freezer,original,winter,2013-10-01 08:48:00,2013-10-01 09:16:00,28,2266.54,0.01624353666666667,28,2266.5400000000004,0.43,0.01624353666666667,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge-Freezer_2013-10-01_07,Fridge-Freezer,original,winter,2013-10-01 10:18:00,2013-10-01 10:48:00,30,2492.81,0.017865138333333332,30,2492.81,0.43,0.017865138333333332,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge-Freezer_2013-10-01_08,Fridge-Freezer,original,winter,2013-10-01 11:55:00,2013-10-01 12:34:00,39,3219.24,0.02307122000000001,39,3219.2400000000016,0.43,0.02307122000000001,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge-Freezer_2013-10-01_09,Fridge-Freezer,original,winter,2013-10-01 13:38:00,2013-10-01 14:16:00,38,3137.11,0.022482621666666654,38,3137.1099999999983,0.43,0.022482621666666654,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge-Freezer_2013-10-01_10,Fridge-Freezer,original,winter,2013-10-01 15:19:00,2013-10-01 16:01:00,42,3535.84,0.02534018666666665,42,3535.839999999998,0.43,0.02534018666666665,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge-Freezer_2013-10-01_11,Fridge-Freezer,original,winter,2013-10-01 16:42:00,2013-10-01 17:11:00,29,2412.09,0.018506552586206898,18,1497.1593103448279,0.43,0.010729641724137933,0,0.0,0.46,0.0,11,914.9306896551726,0.51,0.007776910862068966
Fridge-Freezer_2013-10-01_12,Fridge-Freezer,original,winter,2013-10-01 18:03:00,2013-10-01 18:51:00,48,4993.22,0.04244237000000001,0,0.0,0.43,0.0,0,0.0,0.46,0.0,48,4993.22,0.51,0.04244237000000001
Fridge-Freezer_2013-10-01_13,Fridge-Freezer,original,winter,2013-10-01 19:01:00,2013-10-01 19:56:00,55,4881.57,0.041493345,0,0.0,0.43,0.0,0,0.0,0.46,0.0,55,4881.57,0.51,0.041493345
Fridge-Freezer_2013-10-01_14,Fridge-Freezer,original,winter,2013-10-01 20:56:00,2013-10-01 21:28:00,32,2698.23,0.020686430000000002,0,0.0,0.43,0.0,32,2698.23,0.46,0.020686430000000002,0,0.0,0.51,0.0
Fridge-Freezer_2013-10-01_15,Fridge-Freezer,original,winter,2013-10-01 22:32:00,2013-10-01 23:04:00,32,2647.99,0.01897726166666667,32,2647.9900000000002,0.43,0.01897726166666667,0,0.0,0.46,0.0,0,0.0,0.51,0.0
