appliance_ID,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W)
Appliance1,Toaster,Non-shiftable,2013-09-27 05:53:00,2013-09-27 05:56:00,3.0,2439.9
Appliance1,Toaster,Non-shiftable,2013-09-28 06:54:00,2013-09-28 06:56:00,2.0,40.5
Appliance1,Toaster,Non-shiftable,2013-09-28 07:13:00,2013-09-28 07:16:00,3.0,1703.34
Appliance1,Toaster,Non-shiftable,2013-09-28 07:19:00,2013-09-28 07:22:00,3.0,1896.28
Appliance1,Toaster,Non-shiftable,2013-10-24 06:40:00,2013-10-24 06:45:00,5.0,3167.41
Appliance1,Toaster,Non-shiftable,2013-10-24 07:25:00,2013-10-24 07:29:00,4.0,2830.36
Appliance1,Toaster,Non-shiftable,2013-10-24 13:40:00,2013-10-24 13:43:00,3.0,354.9
Appliance1,Toaster,Non-shiftable,2013-10-24 14:00:00,2013-10-24 14:03:00,3.0,21.33
Appliance1,Toaster,Non-shiftable,2013-10-25 08:08:00,2013-10-25 08:13:00,5.0,2895.1
Appliance1,Toaster,Non-shiftable,2013-10-28 08:50:00,2013-10-28 08:53:00,3.0,2096.41
Appliance1,Toaster,Non-shiftable,2013-10-28 14:30:00,2013-10-28 14:33:00,3.0,2110.5
Appliance1,Toaster,Non-shiftable,2013-10-29 08:18:00,2013-10-29 08:21:00,3.0,2066.9
Appliance1,Toaster,Non-shiftable,2013-10-30 08:27:00,2013-10-30 08:30:00,3.0,1645.4
Appliance1,Toaster,Non-shiftable,2013-10-31 08:02:00,2013-10-31 08:05:00,3.0,1892.37
Appliance1,Toaster,Non-shiftable,2013-11-01 07:07:00,2013-11-01 07:10:00,3.0,1780.55
Appliance1,Toaster,Non-shiftable,2013-11-01 08:04:00,2013-11-01 08:07:00,3.0,2068.7
Appliance1,Toaster,Non-shiftable,2013-11-01 17:24:00,2013-11-01 17:27:00,3.0,2050.46
Appliance1,Toaster,Non-shiftable,2013-11-01 19:03:00,2013-11-01 19:06:00,3.0,2119.8
Appliance1,Toaster,Non-shiftable,2013-11-02 13:34:00,2013-11-02 13:37:00,3.0,2039.04
Appliance1,Toaster,Non-shiftable,2013-11-03 08:17:00,2013-11-03 08:20:00,3.0,1890.77
Appliance1,Toaster,Non-shiftable,2013-11-03 08:26:00,2013-11-03 08:29:00,3.0,2080.8
Appliance1,Toaster,Non-shiftable,2013-11-03 18:41:00,2013-11-03 18:44:00,3.0,1990.14
Appliance1,Toaster,Non-shiftable,2013-11-04 07:59:00,2013-11-04 08:02:00,3.0,1958.73
Appliance1,Toaster,Non-shiftable,2013-11-04 18:02:00,2013-11-04 18:08:00,6.0,3497.1
Appliance1,Toaster,Non-shiftable,2013-11-06 08:11:00,2013-11-06 08:13:00,2.0,1701.59
Appliance1,Toaster,Non-shiftable,2013-11-07 06:37:00,2013-11-07 06:40:00,3.0,2059.64
Appliance1,Toaster,Non-shiftable,2013-11-07 08:06:00,2013-11-07 08:09:00,3.0,2004.1
Appliance1,Toaster,Non-shiftable,2013-11-10 13:47:00,2013-11-10 13:51:00,4.0,48.7
Appliance1,Toaster,Non-shiftable,2013-11-12 07:25:00,2013-11-12 07:28:00,3.0,2003.62
Appliance1,Toaster,Non-shiftable,2013-11-13 06:51:00,2013-11-13 06:54:00,3.0,2046.95
Appliance1,Toaster,Non-shiftable,2013-11-13 08:34:00,2013-11-13 08:36:00,2.0,2058.98
Appliance1,Toaster,Non-shiftable,2013-11-13 17:38:00,2013-11-13 17:41:00,3.0,2179.3
Appliance1,Toaster,Non-shiftable,2013-11-14 07:52:00,2013-11-14 07:56:00,4.0,1965.93
Appliance1,Toaster,Non-shiftable,2013-11-15 08:59:00,2013-11-15 09:02:00,3.0,2044.53
Appliance1,Toaster,Non-shiftable,2013-11-16 07:52:00,2013-11-16 07:55:00,3.0,1985.27
Appliance1,Toaster,Non-shiftable,2013-11-16 08:07:00,2013-11-16 08:10:00,3.0,2207.17
Appliance1,Toaster,Non-shiftable,2013-11-17 08:30:00,2013-11-17 08:33:00,3.0,2302.4
Appliance1,Toaster,Non-shiftable,2013-11-17 19:08:00,2013-11-17 19:11:00,3.0,2085.54
Appliance1,Toaster,Non-shiftable,2013-11-18 08:54:00,2013-11-18 08:57:00,3.0,2062.8
Appliance1,Toaster,Non-shiftable,2013-11-19 08:07:00,2013-11-19 08:10:00,3.0,2089.5
Appliance1,Toaster,Non-shiftable,2013-11-20 07:37:00,2013-11-20 07:40:00,3.0,2285.9
Appliance1,Toaster,Non-shiftable,2013-11-21 08:14:00,2013-11-21 08:17:00,3.0,2279.18
Appliance1,Toaster,Non-shiftable,2013-11-21 12:24:00,2013-11-21 12:27:00,3.0,2022.73
Appliance1,Toaster,Non-shiftable,2013-11-22 08:55:00,2013-11-22 08:58:00,3.0,2083.42
Appliance1,Toaster,Non-shiftable,2013-11-22 09:08:00,2013-11-22 09:11:00,3.0,2200.46
Appliance1,Toaster,Non-shiftable,2013-11-23 08:41:00,2013-11-23 08:47:00,6.0,2179.16
Appliance1,Toaster,Non-shiftable,2013-11-24 08:32:00,2013-11-24 08:36:00,4.0,2251.41
Appliance1,Toaster,Non-shiftable,2013-11-24 19:53:00,2013-11-24 19:56:00,3.0,2274.08
Appliance1,Toaster,Non-shiftable,2013-11-25 08:25:00,2013-11-25 08:28:00,3.0,2308.29
Appliance1,Toaster,Non-shiftable,2013-11-26 18:17:00,2013-11-26 18:23:00,6.0,4345.79
Appliance1,Toaster,Non-shiftable,2013-11-27 06:54:00,2013-11-27 06:58:00,4.0,2923.96
Appliance1,Toaster,Non-shiftable,2013-11-27 08:17:00,2013-11-27 08:20:00,3.0,1575.54
Appliance1,Toaster,Non-shiftable,2013-11-28 08:50:00,2013-11-28 08:53:00,3.0,1517.73
Appliance1,Toaster,Non-shiftable,2013-11-28 08:54:00,2013-11-28 08:56:00,2.0,1186.14
Appliance1,Toaster,Non-shiftable,2013-11-30 09:12:00,2013-11-30 09:15:00,3.0,2901.08
Appliance1,Toaster,Non-shiftable,2013-12-01 20:59:00,2013-12-01 21:02:00,3.0,2117.39
Appliance1,Toaster,Non-shiftable,2013-12-02 10:12:00,2013-12-02 10:15:00,3.0,2059.29
Appliance1,Toaster,Non-shiftable,2013-12-03 07:16:00,2013-12-03 07:19:00,3.0,1927.03
Appliance1,Toaster,Non-shiftable,2013-12-04 07:35:00,2013-12-04 07:38:00,3.0,2091.38
Appliance1,Toaster,Non-shiftable,2013-12-04 08:03:00,2013-12-04 08:05:00,2.0,1911.68
Appliance1,Toaster,Non-shiftable,2013-12-07 09:00:00,2013-12-07 09:03:00,3.0,2126.46
Appliance1,Toaster,Non-shiftable,2013-12-08 07:42:00,2013-12-08 07:45:00,3.0,2031.33
Appliance1,Toaster,Non-shiftable,2013-12-08 07:56:00,2013-12-08 07:59:00,3.0,2089.05
Appliance1,Toaster,Non-shiftable,2013-12-08 09:14:00,2013-12-08 09:17:00,3.0,2278.34
Appliance1,Toaster,Non-shiftable,2013-12-08 10:55:00,2013-12-08 11:00:00,5.0,1808.9
Appliance1,Toaster,Non-shiftable,2013-12-08 11:02:00,2013-12-08 11:04:00,2.0,1550.52
Appliance1,Toaster,Non-shiftable,2013-12-09 07:56:00,2013-12-09 08:01:00,5.0,3681.78
Appliance1,Toaster,Non-shiftable,2013-12-09 08:03:00,2013-12-09 08:08:00,5.0,3720.34
Appliance1,Toaster,Non-shiftable,2013-12-10 08:30:00,2013-12-10 08:34:00,4.0,2080.94
Appliance1,Toaster,Non-shiftable,2013-12-11 08:10:00,2013-12-11 08:14:00,4.0,3201.87
Appliance1,Toaster,Non-shiftable,2013-12-11 08:37:00,2013-12-11 08:40:00,3.0,1774.43
Appliance1,Toaster,Non-shiftable,2013-12-12 07:36:00,2013-12-12 07:41:00,5.0,2764.59
Appliance1,Toaster,Non-shiftable,2013-12-13 08:30:00,2013-12-13 08:33:00,3.0,2254.69
Appliance1,Toaster,Non-shiftable,2013-12-16 08:15:00,2013-12-16 08:18:00,3.0,1939.36
Appliance1,Toaster,Non-shiftable,2013-12-16 08:53:00,2013-12-16 08:56:00,3.0,2006.73
Appliance1,Toaster,Non-shiftable,2013-12-17 08:42:00,2013-12-17 08:45:00,3.0,1022.0
Appliance1,Toaster,Non-shiftable,2013-12-18 07:38:00,2013-12-18 07:41:00,3.0,1967.9
Appliance1,Toaster,Non-shiftable,2013-12-20 01:26:00,2013-12-20 01:29:00,3.0,1940.43
Appliance1,Toaster,Non-shiftable,2013-12-20 07:34:00,2013-12-20 07:37:00,3.0,1910.6
Appliance1,Toaster,Non-shiftable,2013-12-20 22:58:00,2013-12-20 23:00:00,2.0,31.52
Appliance1,Toaster,Non-shiftable,2013-12-22 09:27:00,2013-12-22 09:30:00,3.0,1654.75
Appliance1,Toaster,Non-shiftable,2013-12-23 02:51:00,2013-12-23 02:53:00,2.0,2122.86
