event_id,appliance_name,appliance_ID,Shiftability,original_start_time,original_end_time,duration(min),energy(W),is_reschedulable
Fridge_2013-10-09_01,Fridge,Appliance1,Base,2013-10-09 13:06:00,2013-10-09 13:20:00,14.0,966.81,False
Fridge_2013-10-09_02,Fridge,Appliance1,Base,2013-10-09 14:59:00,2013-10-09 15:28:00,29.0,2207.26,False
Fridge_2013-10-09_03,Fridge,Appliance1,Base,2013-10-09 16:59:00,2013-10-09 17:29:00,30.0,2188.76,False
Fridge_2013-10-09_04,Fridge,Appliance1,Base,2013-10-09 21:34:00,2013-10-09 22:02:00,28.0,2107.2,False
Fridge_2013-10-09_05,Fridge,Appliance1,Base,2013-10-09 23:57:00,2013-10-10 00:26:00,29.0,2135.63,False
Fridge_2013-10-10_01,Fridge,Appliance1,Base,2013-10-10 02:24:00,2013-10-10 02:53:00,29.0,2128.36,False
Fridge_2013-10-10_02,Fridge,Appliance1,Base,2013-10-10 04:55:00,2013-10-10 05:23:00,28.0,2091.93,False
Fridge_2013-10-10_03,Fridge,Appliance1,Base,2013-10-10 06:56:00,2013-10-10 07:23:00,27.0,2014.61,False
Fridge_2013-10-10_04,Fridge,Appliance1,Base,2013-10-10 09:26:00,2013-10-10 10:16:00,50.0,3727.25,False
Fridge_2013-10-10_05,Fridge,Appliance1,Base,2013-10-10 11:34:00,2013-10-10 12:01:00,27.0,2053.64,False
Fridge_2013-10-10_06,Fridge,Appliance1,Base,2013-10-10 13:45:00,2013-10-10 14:13:00,28.0,850.51,False
Fridge_2013-10-10_07,Fridge,Appliance1,Base,2013-10-10 16:15:00,2013-10-10 16:45:00,30.0,1236.96,False
Fridge_2013-10-10_08,Fridge,Appliance1,Base,2013-10-10 18:31:00,2013-10-10 19:00:00,29.0,1187.93,False
Fridge_2013-10-10_09,Fridge,Appliance1,Base,2013-10-10 20:35:00,2013-10-10 21:03:00,28.0,2126.62,False
Fridge_2013-10-10_10,Fridge,Appliance1,Base,2013-10-10 22:40:00,2013-10-10 23:09:00,29.0,2103.47,False
Fridge_2013-10-11_01,Fridge,Appliance1,Base,2013-10-11 01:01:00,2013-10-11 01:29:00,28.0,2118.12,False
Fridge_2013-10-11_02,Fridge,Appliance1,Base,2013-10-11 03:27:00,2013-10-11 03:59:00,32.0,2293.65,False
Fridge_2013-10-11_03,Fridge,Appliance1,Base,2013-10-11 06:01:00,2013-10-11 06:30:00,29.0,2105.69,False
Fridge_2013-10-11_04,Fridge,Appliance1,Base,2013-10-11 08:36:00,2013-10-11 09:04:00,28.0,2074.75,False
Fridge_2013-10-11_05,Fridge,Appliance1,Base,2013-10-11 11:12:00,2013-10-11 11:41:00,29.0,2113.26,False
Fridge_2013-10-11_06,Fridge,Appliance1,Base,2013-10-11 13:49:00,2013-10-11 14:17:00,28.0,2093.06,False
Fridge_2013-10-11_07,Fridge,Appliance1,Base,2013-10-11 16:28:00,2013-10-11 16:56:00,28.0,2114.48,False
Fridge_2013-10-11_08,Fridge,Appliance1,Base,2013-10-11 19:09:00,2013-10-11 19:37:00,28.0,2072.57,False
Fridge_2013-10-11_09,Fridge,Appliance1,Base,2013-10-11 21:52:00,2013-10-11 22:20:00,28.0,2096.76,False
Fridge_2013-10-12_01,Fridge,Appliance1,Base,2013-10-12 00:36:00,2013-10-12 01:04:00,28.0,2091.2,False
Fridge_2013-10-12_02,Fridge,Appliance1,Base,2013-10-12 03:21:00,2013-10-12 03:49:00,28.0,2075.98,False
Fridge_2013-10-12_03,Fridge,Appliance1,Base,2013-10-12 06:09:00,2013-10-12 06:37:00,28.0,2059.41,False
Fridge_2013-10-12_04,Fridge,Appliance1,Base,2013-10-12 08:58:00,2013-10-12 09:29:00,31.0,1488.35,False
Fridge_2013-10-12_05,Fridge,Appliance1,Base,2013-10-12 11:46:00,2013-10-12 12:14:00,28.0,2093.07,False
Fridge_2013-10-12_06,Fridge,Appliance1,Base,2013-10-12 14:34:00,2013-10-12 15:02:00,28.0,2025.28,False
Fridge_2013-10-12_07,Fridge,Appliance1,Base,2013-10-12 17:22:00,2013-10-12 17:50:00,28.0,2061.4,False
Fridge_2013-10-12_08,Fridge,Appliance1,Base,2013-10-12 20:11:00,2013-10-12 20:39:00,28.0,2050.5,False
Fridge_2013-10-12_09,Fridge,Appliance1,Base,2013-10-12 23:01:00,2013-10-12 23:29:00,28.0,2077.0,False
Fridge_2013-10-13_01,Fridge,Appliance1,Base,2013-10-13 01:52:00,2013-10-13 02:20:00,28.0,2054.8,False
Fridge_2013-10-13_02,Fridge,Appliance1,Base,2013-10-13 04:44:00,2013-10-13 05:12:00,28.0,2071.11,False
Fridge_2013-10-13_03,Fridge,Appliance1,Base,2013-10-13 07:38:00,2013-10-13 08:06:00,28.0,2066.0,False
Fridge_2013-10-13_04,Fridge,Appliance1,Base,2013-10-13 10:32:00,2013-10-13 11:00:00,28.0,2092.8,False
Fridge_2013-10-13_05,Fridge,Appliance1,Base,2013-10-13 13:26:00,2013-10-13 13:54:00,28.0,2065.7,False
Fridge_2013-10-13_06,Fridge,Appliance1,Base,2013-10-13 16:21:00,2013-10-13 16:49:00,28.0,2079.18,False
Fridge_2013-10-13_07,Fridge,Appliance1,Base,2013-10-13 19:17:00,2013-10-13 19:45:00,28.0,2065.48,False
Fridge_2013-10-13_08,Fridge,Appliance1,Base,2013-10-13 22:14:00,2013-10-13 22:42:00,28.0,2092.5,False
Fridge_2013-10-14_01,Fridge,Appliance1,Base,2013-10-14 01:14:00,2013-10-14 01:42:00,28.0,2066.31,False
Fridge_2013-10-14_02,Fridge,Appliance1,Base,2013-10-14 04:15:00,2013-10-14 04:43:00,28.0,2034.8,False
Fridge_2013-10-14_03,Fridge,Appliance1,Base,2013-10-14 07:18:00,2013-10-14 07:46:00,28.0,2057.66,False
Fridge_2013-10-14_04,Fridge,Appliance1,Base,2013-10-14 10:21:00,2013-10-14 10:48:00,27.0,2021.42,False
Fridge_2013-10-14_05,Fridge,Appliance1,Base,2013-10-14 13:27:00,2013-10-14 13:51:00,24.0,1789.8,False
Fridge_2013-10-14_06,Fridge,Appliance1,Base,2013-10-14 16:30:00,2013-10-14 16:52:00,22.0,1647.3,False
Fridge_2013-10-14_07,Fridge,Appliance1,Base,2013-10-14 19:29:00,2013-10-14 19:56:00,27.0,1956.37,False
