event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
Tumble_Dryer_2013-12-19_01,Tumble Dryer,2013-12-19 11:32:00,2013-12-19 12:33:00,2013-12-20 06:00:00,2013-12-20 07:01:00,SUCCESS,61.0,119218.68
Tumble_Dryer_2013-12-21_01,Tumble Dryer,2013-12-21 16:50:00,2013-12-21 17:53:00,2013-12-22 06:00:00,2013-12-22 07:03:00,SUCCESS,63.0,133775.97
Tumble_Dryer_2013-12-21_02,Tumble Dryer,2013-12-21 18:16:00,2013-12-21 19:38:00,2013-12-21 20:00:00,2013-12-21 21:22:00,SUCCESS,82.0,161894.47
Tumble_Dryer_2014-01-03_01,Tumble Dryer,2014-01-03 18:44:00,2014-01-03 20:12:00,2014-01-04 06:00:00,2014-01-04 07:28:00,SUCCESS,88.0,140441.23
Tumble_Dryer_2014-01-03_02,Tumble Dryer,2014-01-03 20:57:00,2014-01-03 21:48:00,2014-01-03 21:02:00,2014-01-03 21:53:00,SUCCESS,51.0,57546.77
Tumble_Dryer_2014-01-04_01,Tumble Dryer,2014-01-04 12:52:00,2014-01-04 14:13:00,2014-01-05 06:00:00,2014-01-05 07:21:00,SUCCESS,81.0,173261.37
Tumble_Dryer_2014-01-04_02,Tumble Dryer,2014-01-04 14:58:00,2014-01-04 16:19:00,2014-01-04 20:00:00,2014-01-04 21:21:00,SUCCESS,81.0,147768.86
Tumble_Dryer_2014-01-10_01,Tumble Dryer,2014-01-10 10:16:00,2014-01-10 11:42:00,2014-01-11 06:00:00,2014-01-11 07:26:00,SUCCESS,86.0,143807.4
Tumble_Dryer_2014-01-11_02,Tumble Dryer,2014-01-11 17:59:00,2014-01-11 18:35:00,2014-01-12 06:00:00,2014-01-12 06:36:00,SUCCESS,36.0,61761.73
Tumble_Dryer_2014-01-12_01,Tumble Dryer,2014-01-12 15:56:00,2014-01-12 17:17:00,2014-01-13 06:00:00,2014-01-13 07:21:00,SUCCESS,81.0,139038.46
Tumble_Dryer_2014-01-13_01,Tumble Dryer,2014-01-13 13:22:00,2014-01-13 14:18:00,2014-01-14 06:00:00,2014-01-14 06:56:00,SUCCESS,56.0,90436.49
Tumble_Dryer_2014-01-21_01,Tumble Dryer,2014-01-21 10:46:00,2014-01-21 12:07:00,2014-01-22 06:00:00,2014-01-22 07:21:00,SUCCESS,81.0,122112.33
Tumble_Dryer_2014-01-22_01,Tumble Dryer,2014-01-22 12:44:00,2014-01-22 14:00:00,2014-01-23 06:00:00,2014-01-23 07:16:00,SUCCESS,76.0,104501.45
