event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,is_shifted,is_low_rate_period,search_start,search_end
Washing_Machine_(1)_2013-10-11_01,Washing Machine (1),Appliance4,2013-10-11 10:19:00,2013-10-13 12:44:00,2013-10-11 10:19:00,2013-10-13 12:44:00,3025,0.3585469213394535,0.3585469213394535,0.0,0.0,False,False,2013-10-11 10:19:00,2013-10-12 14:00:00
Washing_Machine_(1)_2013-10-27_01,Washing Machine (1),Appliance4,2013-10-27 07:35:00,2013-10-27 08:41:00,2013-10-28 00:35:00,2013-10-28 01:41:00,66,0.2681062086940837,0.13405310434704185,0.13405310434704185,50.0,True,True,2013-10-27 07:35:00,2013-10-28 14:00:00
Washing_Machine_(1)_2013-11-04_01,Washing Machine (1),Appliance4,2013-11-04 10:06:00,2013-11-04 12:28:00,2013-11-05 00:36:00,2013-11-05 02:58:00,142,0.2971574365079367,0.14857871825396834,0.14857871825396834,50.0,True,True,2013-11-04 10:06:00,2013-11-05 14:00:00
Washing_Machine_(1)_2013-11-11_01,Washing Machine (1),Appliance4,2013-11-11 10:04:00,2013-11-11 11:05:00,2013-11-12 00:34:00,2013-11-12 01:35:00,61,0.23990921230158727,0.11995460615079363,0.11995460615079363,50.0,True,True,2013-11-11 10:04:00,2013-11-12 14:00:00
Washing_Machine_(1)_2013-11-18_01,Washing Machine (1),Appliance4,2013-11-18 09:27:00,2013-11-18 10:49:00,2013-11-19 00:42:00,2013-11-19 02:04:00,82,0.3129611984126986,0.1564805992063493,0.1564805992063493,50.0,True,True,2013-11-18 09:27:00,2013-11-19 14:00:00
Washing_Machine_(1)_2013-11-25_01,Washing Machine (1),Appliance4,2013-11-25 14:00:00,2013-11-25 15:02:00,2013-11-26 00:30:00,2013-11-26 01:32:00,62,0.2919056879509379,0.14595284397546895,0.14595284397546895,50.0,True,True,2013-11-25 14:00:00,2013-11-26 14:00:00
Washing_Machine_(1)_2013-12-02_01,Washing Machine (1),Appliance4,2013-12-02 08:04:00,2013-12-02 09:16:00,2013-12-03 00:34:00,2013-12-03 01:46:00,72,0.32485260515873055,0.16242630257936527,0.16242630257936527,50.0,True,True,2013-12-02 08:04:00,2013-12-03 14:00:00
Washing_Machine_(1)_2013-12-09_01,Washing Machine (1),Appliance4,2013-12-09 10:53:00,2013-12-09 13:15:00,2013-12-10 00:38:00,2013-12-10 03:00:00,142,0.2670658908730161,0.13353294543650804,0.13353294543650804,50.0,True,True,2013-12-09 10:53:00,2013-12-10 14:00:00
Washing_Machine_(1)_2013-12-24_01,Washing Machine (1),Appliance4,2013-12-24 16:04:00,2013-12-24 17:09:00,2013-12-25 00:34:00,2013-12-25 01:39:00,65,0.21091381150793662,0.10545690575396831,0.10545690575396831,50.0,True,True,2013-12-24 16:04:00,2013-12-25 14:00:00
Washing_Machine_(1)_2014-01-02_01,Washing Machine (1),Appliance4,2014-01-02 10:46:00,2014-01-02 12:53:00,2014-01-03 00:31:00,2014-01-03 02:38:00,127,0.29660107323232343,0.14830053661616172,0.14830053661616172,50.0,True,True,2014-01-02 10:46:00,2014-01-03 14:00:00
Washing_Machine_(1)_2014-01-13_01,Washing Machine (1),Appliance4,2014-01-13 10:29:00,2014-01-13 11:59:00,2014-01-14 00:44:00,2014-01-14 02:14:00,90,0.3675140952380952,0.1837570476190476,0.1837570476190476,50.0,True,True,2014-01-13 10:29:00,2014-01-14 14:00:00
Washing_Machine_(1)_2014-01-20_01,Washing Machine (1),Appliance4,2014-01-20 09:50:00,2014-01-20 10:51:00,2014-01-21 00:35:00,2014-01-21 01:36:00,61,0.2672178890692642,0.1336089445346321,0.1336089445346321,50.0,True,True,2014-01-20 09:50:00,2014-01-21 14:00:00
Washing_Machine_(1)_2014-01-27_01,Washing Machine (1),Appliance4,2014-01-27 15:47:00,2014-01-27 16:09:00,2014-01-28 00:32:00,2014-01-28 00:54:00,22,0.005384642857142857,0.0026923214285714285,0.0026923214285714285,50.0,True,True,2014-01-27 15:47:00,2014-01-28 14:00:00
Washing_Machine_(1)_2014-04-03_01,Washing Machine (1),Appliance4,2014-04-03 09:06:00,2014-04-03 11:29:00,2014-04-04 00:36:00,2014-04-04 02:59:00,143,0.31330317583805134,0.15665158791902567,0.15665158791902567,50.0,True,True,2014-04-03 09:06:00,2014-04-04 14:00:00
Washing_Machine_(1)_2014-04-06_01,Washing Machine (1),Appliance4,2014-04-06 07:45:00,2014-04-06 09:01:00,2014-04-07 00:30:00,2014-04-07 01:46:00,76,0.28165243055555583,0.14082621527777792,0.14082621527777792,50.0,True,True,2014-04-06 07:45:00,2014-04-07 14:00:00
Washing_Machine_(1)_2014-04-10_01,Washing Machine (1),Appliance4,2014-04-10 09:24:00,2014-04-10 10:30:00,2014-04-11 00:39:00,2014-04-11 01:45:00,66,0.2573705037878788,0.1286852518939394,0.1286852518939394,50.0,True,True,2014-04-10 09:24:00,2014-04-11 14:00:00
Washing_Machine_(1)_2014-04-17_01,Washing Machine (1),Appliance4,2014-04-17 08:39:00,2014-04-17 09:34:00,2014-04-18 00:39:00,2014-04-18 01:34:00,55,0.24349164484126984,0.12174582242063492,0.12174582242063492,50.0,True,True,2014-04-17 08:39:00,2014-04-18 14:00:00
Washing_Machine_(1)_2014-04-24_01,Washing Machine (1),Appliance4,2014-04-24 09:21:00,2014-04-24 10:59:00,2014-04-25 00:36:00,2014-04-25 02:14:00,98,0.2661506902958156,0.1330753451479078,0.1330753451479078,50.0,True,True,2014-04-24 09:21:00,2014-04-25 14:00:00
Washing_Machine_(1)_2014-05-01_02,Washing Machine (1),Appliance4,2014-05-01 18:16:00,2014-05-05 08:11:00,2014-05-01 18:16:00,2014-05-05 08:11:00,5155,0.47571348388419604,0.47571348388419604,0.0,0.0,False,False,2014-05-01 18:16:00,2014-05-02 14:00:00
Washing_Machine_(1)_2014-05-10_01,Washing Machine (1),Appliance4,2014-05-10 14:05:00,2014-05-10 16:10:00,2014-05-11 00:35:00,2014-05-11 02:40:00,125,0.262590636904762,0.131295318452381,0.131295318452381,50.0,True,True,2014-05-10 14:05:00,2014-05-11 14:00:00
Washing_Machine_(1)_2014-05-15_01,Washing Machine (1),Appliance4,2014-05-15 10:29:00,2014-05-29 10:18:00,2014-05-15 10:29:00,2014-05-29 10:18:00,20149,0.7698266126802528,0.7698266126802528,0.0,0.0,False,False,2014-05-15 10:29:00,2014-05-16 14:00:00
Washing_Machine_(1)_2014-06-05_01,Washing Machine (1),Appliance4,2014-06-05 09:55:00,2014-06-05 12:51:00,2014-06-06 00:40:00,2014-06-06 03:36:00,176,0.29869108549783535,0.14934554274891768,0.14934554274891768,50.0,True,True,2014-06-05 09:55:00,2014-06-06 14:00:00
Washing_Machine_(1)_2014-06-08_01,Washing Machine (1),Appliance4,2014-06-08 09:07:00,2014-06-08 10:18:00,2014-06-09 00:37:00,2014-06-09 01:48:00,71,0.271932626803752,0.135966313401876,0.135966313401876,50.0,True,True,2014-06-08 09:07:00,2014-06-09 14:00:00
