month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
2014-03,13.2611,12.2213,14.6562,48.8779,48.8779,48.8779
2014-04,28.7026,27.5245,32.3622,107.9487,107.9487,107.9487
2014-05,37.353500000000004,33.7314,40.8661,136.2906,136.2906,136.2906
2014-06,32.5934,30.5859,36.2858,121.0213,121.0213,121.0213
2014-07,31.7652,29.6538,35.9108,119.7786,119.7786,119.7786
2014-08,30.7092,29.4547,34.4837,115.0193,115.0193,115.0193
2014-09,32.0157,29.6522,35.5536,118.5902,118.5902,118.5902
2014-10,46.5938,40.8714,50.7635,169.27609999999999,169.27609999999999,169.27609999999999
2014-11,28.6135,26.6679,31.3729,104.6343,104.6343,104.6343
2014-12,29.0372,26.3639,31.836100000000002,106.1736,106.1736,106.1736
2015-01,34.0832,30.0287,37.2906,124.36580000000001,124.36580000000001,124.36580000000001
2015-02,38.0236,35.0678,43.1652,143.9308,143.9308,143.9308
2015-03,17.1932,15.2317,18.7393,62.4904,62.4904,62.4904
2015-04,32.1122,28.1662,34.7488,115.8964,115.8964,115.8964
2015-05,22.4719,20.4054,24.5429,81.862,81.862,81.862
2015-06,17.4046,15.7488,19.0215,63.448,63.448,63.448
