event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Washing_Machine_2013-09-22_04,Washing Machine,2013-09-22 17:05:00,2013-09-22 17:13:00,2013-09-23 06:00:00,2013-09-23 06:08:00,SUCCESS,summer,8.0,40.8
Washing_Machine_2013-09-23_01,Washing Machine,2013-09-23 19:07:00,2013-09-23 21:31:00,2013-09-24 06:00:00,2013-09-24 08:24:00,SUCCESS,summer,144.0,76629.05
Washing_Machine_2013-09-25_01,Washing Machine,2013-09-25 13:21:00,2013-09-25 16:17:00,2013-09-25 13:26:00,2013-09-25 16:22:00,SUCCESS,summer,176.0,48849.71
Washing_Machine_2013-09-29_01,Washing Machine,2013-09-29 14:50:00,2013-09-29 17:35:00,2013-09-30 06:00:00,2013-09-30 08:45:00,SUCCESS,summer,165.0,44917.25
Washing_Machine_2013-10-01_01,Washing Machine,2013-10-01 18:17:00,2013-10-01 20:47:00,2013-10-02 06:00:00,2013-10-02 08:30:00,SUCCESS,summer,150.0,77701.21
Washing_Machine_2013-10-02_01,Washing Machine,2013-10-02 17:19:00,2013-10-02 19:50:00,2013-10-03 06:00:00,2013-10-03 08:31:00,SUCCESS,summer,151.0,78212.99
Washing_Machine_2013-10-06_01,Washing Machine,2013-10-06 15:13:00,2013-10-06 17:37:00,2013-10-07 06:00:00,2013-10-07 08:24:00,SUCCESS,summer,144.0,75209.64
Washing_Machine_2013-10-07_01,Washing Machine,2013-10-07 14:50:00,2013-10-07 17:44:00,2013-10-08 06:00:00,2013-10-08 08:54:00,SUCCESS,summer,174.0,45428.07
Washing_Machine_2013-10-13_01,Washing Machine,2013-10-13 17:16:00,2013-10-13 18:49:00,2013-10-14 06:00:00,2013-10-14 07:33:00,SUCCESS,summer,93.0,34487.16
Washing_Machine_2013-10-20_01,Washing Machine,2013-10-20 14:57:00,2013-10-20 17:15:00,2013-10-21 06:00:00,2013-10-21 08:18:00,SUCCESS,summer,138.0,74985.95
Washing_Machine_2014-05-02_01,Washing Machine,2014-05-02 18:45:00,2014-05-02 20:21:00,2014-05-03 06:00:00,2014-05-03 07:36:00,SUCCESS,summer,96.0,31046.3
Washing_Machine_2014-05-03_02,Washing Machine,2014-05-03 19:20:00,2014-05-04 07:55:00,2014-05-04 06:00:00,2014-05-04 18:35:00,SUCCESS,summer,755.0,28477.19
Washing_Machine_2014-05-08_02,Washing Machine,2014-05-08 16:58:00,2014-05-08 17:08:00,2014-05-09 06:00:00,2014-05-09 06:10:00,SUCCESS,summer,10.0,52.3
Washing_Machine_2014-05-11_01,Washing Machine,2014-05-11 14:51:00,2014-05-11 17:50:00,2014-05-12 06:00:00,2014-05-12 08:59:00,SUCCESS,summer,179.0,41307.64
Washing_Machine_2014-05-26_01,Washing Machine,2014-05-26 17:58:00,2014-05-26 19:45:00,2014-05-27 06:00:00,2014-05-27 07:47:00,SUCCESS,summer,107.0,34555.47
Washing_Machine_2014-05-26_02,Washing Machine,2014-05-26 19:54:00,2014-05-26 21:30:00,2014-05-27 07:47:00,2014-05-27 09:23:00,SUCCESS,summer,96.0,22067.54
Washing_Machine_2014-05-29_02,Washing Machine,2014-05-29 20:26:00,2014-05-29 22:00:00,2014-05-30 06:00:00,2014-05-30 07:34:00,SUCCESS,summer,94.0,39376.24
Washing_Machine_2014-06-04_01,Washing Machine,2014-06-04 13:08:00,2014-06-04 14:44:00,2014-06-04 13:13:00,2014-06-04 14:49:00,SUCCESS,summer,96.0,25204.45
Washing_Machine_2014-06-08_01,Washing Machine,2014-06-08 21:49:00,2014-06-08 23:45:00,2014-06-09 06:00:00,2014-06-09 07:56:00,SUCCESS,summer,116.0,32292.12
Washing_Machine_2014-06-10_01,Washing Machine,2014-06-10 14:36:00,2014-06-10 16:12:00,2014-06-11 06:00:00,2014-06-11 07:36:00,SUCCESS,summer,96.0,17657.07
Washing_Machine_2014-06-13_02,Washing Machine,2014-06-13 17:43:00,2014-06-13 17:50:00,2014-06-14 06:00:00,2014-06-14 06:07:00,SUCCESS,summer,7.0,33.8
Washing_Machine_2014-06-14_01,Washing Machine,2014-06-14 17:00:00,2014-06-14 18:48:00,2014-06-15 06:00:00,2014-06-15 07:48:00,SUCCESS,summer,108.0,59033.42
Washing_Machine_2014-06-15_01,Washing Machine,2014-06-15 16:39:00,2014-06-15 16:45:00,2014-06-16 06:00:00,2014-06-16 06:06:00,SUCCESS,summer,6.0,30.6
Washing_Machine_2014-06-17_03,Washing Machine,2014-06-17 16:06:00,2014-06-17 16:19:00,2014-06-18 06:00:00,2014-06-18 06:13:00,SUCCESS,summer,13.0,66.72
Washing_Machine_2014-07-03_02,Washing Machine,2014-07-03 12:34:00,2014-07-03 14:26:00,2014-07-03 12:39:00,2014-07-03 14:31:00,SUCCESS,summer,112.0,28864.4
Washing_Machine_2014-07-04_01,Washing Machine,2014-07-04 17:11:00,2014-07-04 19:05:00,2014-07-05 06:00:00,2014-07-05 07:54:00,SUCCESS,summer,114.0,37952.87
Washing_Machine_2014-07-06_01,Washing Machine,2014-07-06 19:56:00,2014-07-06 21:42:00,2014-07-07 06:00:00,2014-07-07 07:46:00,SUCCESS,summer,106.0,32463.69
Washing_Machine_2014-07-08_01,Washing Machine,2014-07-08 19:15:00,2014-07-08 20:50:00,2014-07-09 06:00:00,2014-07-09 07:35:00,SUCCESS,summer,95.0,17043.81
Washing_Machine_2014-07-10_01,Washing Machine,2014-07-10 17:14:00,2014-07-10 19:02:00,2014-07-11 06:00:00,2014-07-11 07:48:00,SUCCESS,summer,108.0,19984.11
Washing_Machine_2014-07-15_02,Washing Machine,2014-07-15 12:57:00,2014-07-15 14:32:00,2014-07-15 13:02:00,2014-07-15 14:37:00,SUCCESS,summer,95.0,18088.08
