event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
Tumble_Dryer_2013-09-27_01,Tumble Dryer,2013-09-27 10:16:00,2013-09-27 10:40:00,2013-09-27 13:00:00,2013-09-27 13:24:00,SUCCESS,21.0,8930.8
Tumble_Dryer_2013-09-28_01,Tumble Dryer,2013-09-28 08:18:00,2013-09-28 08:42:00,2013-09-28 13:00:00,2013-09-28 13:24:00,SUCCESS,24.0,22535.31
Tumble_Dryer_2013-09-29_01,Tumble Dryer,2013-09-29 06:40:00,2013-09-29 07:21:00,2013-09-29 13:00:00,2013-09-29 13:41:00,SUCCESS,39.0,59212.79
Tumble_Dryer_2013-09-30_01,Tumble Dryer,2013-09-30 06:10:00,2013-09-30 06:44:00,2013-09-30 13:00:00,2013-09-30 13:34:00,SUCCESS,34.0,50540.11
Tumble_Dryer_2013-10-23_01,Tumble Dryer,2013-10-23 16:21:00,2013-10-23 16:40:00,2013-10-23 20:00:00,2013-10-23 20:19:00,SUCCESS,20.0,17108.16
Tumble_Dryer_2013-10-25_01,Tumble Dryer,2013-10-25 09:49:00,2013-10-25 10:27:00,2013-10-25 13:00:00,2013-10-25 13:38:00,SUCCESS,38.0,47827.89
Tumble_Dryer_2013-10-26_01,Tumble Dryer,2013-10-26 16:25:00,2013-10-26 17:02:00,2013-10-26 20:00:00,2013-10-26 20:37:00,SUCCESS,34.0,48242.94
Tumble_Dryer_2013-10-27_01,Tumble Dryer,2013-10-27 06:54:00,2013-10-27 07:34:00,2013-10-27 13:00:00,2013-10-27 13:40:00,SUCCESS,39.0,60912.39
Tumble_Dryer_2013-10-29_01,Tumble Dryer,2013-10-29 09:59:00,2013-10-29 10:39:00,2013-10-29 13:00:00,2013-10-29 13:40:00,SUCCESS,40.0,53154.37
Tumble_Dryer_2013-10-30_01,Tumble Dryer,2013-10-30 09:18:00,2013-10-30 09:23:00,2013-10-30 13:00:00,2013-10-30 13:05:00,SUCCESS,7.0,15208.91
Tumble_Dryer_2013-11-01_01,Tumble Dryer,2013-11-01 09:19:00,2013-11-01 09:42:00,2013-11-01 13:00:00,2013-11-01 13:23:00,SUCCESS,25.0,24995.02
Tumble_Dryer_2013-11-02_01,Tumble Dryer,2013-11-02 09:01:00,2013-11-02 09:55:00,2013-11-02 13:00:00,2013-11-02 13:54:00,SUCCESS,54.0,61402.0
Tumble_Dryer_2013-11-03_01,Tumble Dryer,2013-11-03 08:08:00,2013-11-03 08:29:00,2013-11-03 13:00:00,2013-11-03 13:21:00,SUCCESS,21.0,10912.78
Tumble_Dryer_2013-11-04_01,Tumble Dryer,2013-11-04 16:05:00,2013-11-04 16:56:00,2013-11-04 20:00:00,2013-11-04 20:51:00,SUCCESS,49.0,78602.45
Tumble_Dryer_2013-11-05_01,Tumble Dryer,2013-11-05 16:05:00,2013-11-05 16:46:00,2013-11-05 20:00:00,2013-11-05 20:41:00,SUCCESS,39.0,57170.45
Tumble_Dryer_2013-11-06_01,Tumble Dryer,2013-11-06 07:40:00,2013-11-06 08:19:00,2013-11-06 13:00:00,2013-11-06 13:39:00,SUCCESS,39.0,54711.66
Tumble_Dryer_2013-11-09_01,Tumble Dryer,2013-11-09 12:28:00,2013-11-09 13:16:00,2013-11-09 13:00:00,2013-11-09 13:48:00,SUCCESS,48.0,71820.79
Tumble_Dryer_2013-11-11_01,Tumble Dryer,2013-11-11 11:54:00,2013-11-11 12:39:00,2013-11-11 13:00:00,2013-11-11 13:45:00,SUCCESS,45.0,50067.0
Tumble_Dryer_2013-11-13_01,Tumble Dryer,2013-11-13 17:09:00,2013-11-13 18:03:00,2013-11-13 20:00:00,2013-11-13 20:54:00,SUCCESS,54.0,86671.46
Tumble_Dryer_2013-11-18_01,Tumble Dryer,2013-11-18 10:34:00,2013-11-18 11:23:00,2013-11-18 13:00:00,2013-11-18 13:49:00,SUCCESS,49.0,78698.2
Tumble_Dryer_2013-11-19_01,Tumble Dryer,2013-11-19 08:16:00,2013-11-19 09:01:00,2013-11-19 13:00:00,2013-11-19 13:45:00,SUCCESS,45.0,55108.08
Tumble_Dryer_2013-11-20_02,Tumble Dryer,2013-11-20 17:46:00,2013-11-20 18:35:00,2013-11-20 20:00:00,2013-11-20 20:49:00,SUCCESS,49.0,46372.65
Tumble_Dryer_2013-11-23_01,Tumble Dryer,2013-11-23 10:13:00,2013-11-23 10:47:00,2013-11-23 13:00:00,2013-11-23 13:34:00,SUCCESS,34.0,44974.46
Tumble_Dryer_2013-11-25_01,Tumble Dryer,2013-11-25 06:07:00,2013-11-25 06:53:00,2013-11-25 13:00:00,2013-11-25 13:46:00,SUCCESS,48.0,80640.17
Tumble_Dryer_2013-11-27_01,Tumble Dryer,2013-11-27 08:13:00,2013-11-27 08:57:00,2013-11-27 13:00:00,2013-11-27 13:44:00,SUCCESS,44.0,56787.62
Tumble_Dryer_2013-11-28_01,Tumble Dryer,2013-11-28 10:21:00,2013-11-28 11:10:00,2013-11-28 13:00:00,2013-11-28 13:49:00,SUCCESS,49.0,58983.88
Tumble_Dryer_2013-11-29_01,Tumble Dryer,2013-11-29 11:16:00,2013-11-29 11:36:00,2013-11-29 13:00:00,2013-11-29 13:20:00,SUCCESS,21.0,16621.6
Tumble_Dryer_2013-11-30_01,Tumble Dryer,2013-11-30 05:26:00,2013-11-30 06:15:00,2013-11-30 13:00:00,2013-11-30 13:49:00,SUCCESS,49.0,82820.91
Tumble_Dryer_2013-12-03_01,Tumble Dryer,2013-12-03 12:55:00,2013-12-03 13:44:00,2013-12-03 13:00:00,2013-12-03 13:49:00,SUCCESS,49.0,77667.25
Tumble_Dryer_2013-12-04_02,Tumble Dryer,2013-12-04 16:31:00,2013-12-04 17:09:00,2013-12-04 20:00:00,2013-12-04 20:38:00,SUCCESS,35.0,47097.51
Tumble_Dryer_2013-12-05_01,Tumble Dryer,2013-12-05 08:37:00,2013-12-05 09:13:00,2013-12-05 13:00:00,2013-12-05 13:36:00,SUCCESS,39.0,63119.61
Tumble_Dryer_2013-12-08_01,Tumble Dryer,2013-12-08 16:11:00,2013-12-08 16:55:00,2013-12-08 20:00:00,2013-12-08 20:44:00,SUCCESS,44.0,63943.0
Tumble_Dryer_2013-12-09_01,Tumble Dryer,2013-12-09 06:53:00,2013-12-09 07:42:00,2013-12-09 13:00:00,2013-12-09 13:49:00,SUCCESS,49.0,71427.27
Tumble_Dryer_2013-12-10_01,Tumble Dryer,2013-12-10 07:54:00,2013-12-10 08:44:00,2013-12-10 13:00:00,2013-12-10 13:50:00,SUCCESS,49.0,77142.24
Tumble_Dryer_2013-12-11_01,Tumble Dryer,2013-12-11 12:35:00,2013-12-11 13:18:00,2013-12-11 13:00:00,2013-12-11 13:43:00,SUCCESS,44.0,13997.39
Tumble_Dryer_2013-12-12_01,Tumble Dryer,2013-12-12 06:57:00,2013-12-12 07:29:00,2013-12-12 13:00:00,2013-12-12 13:32:00,SUCCESS,34.0,44304.38
Tumble_Dryer_2013-12-13_01,Tumble Dryer,2013-12-13 10:02:00,2013-12-13 11:18:00,2013-12-13 13:00:00,2013-12-13 14:16:00,SUCCESS,73.0,98636.82
Tumble_Dryer_2013-12-14_01,Tumble Dryer,2013-12-14 11:30:00,2013-12-14 11:38:00,2013-12-14 13:00:00,2013-12-14 13:08:00,SUCCESS,8.0,698.82
Tumble_Dryer_2013-12-16_01,Tumble Dryer,2013-12-16 08:15:00,2013-12-16 09:01:00,2013-12-16 13:00:00,2013-12-16 13:46:00,SUCCESS,46.0,64853.63
Tumble_Dryer_2013-12-17_01,Tumble Dryer,2013-12-17 08:37:00,2013-12-17 09:20:00,2013-12-17 13:00:00,2013-12-17 13:43:00,SUCCESS,43.0,69760.32
Tumble_Dryer_2013-12-20_05,Tumble Dryer,2013-12-20 16:53:00,2013-12-20 17:45:00,2013-12-20 20:00:00,2013-12-20 20:52:00,SUCCESS,53.0,85510.24
Tumble_Dryer_2013-12-21_01,Tumble Dryer,2013-12-21 08:33:00,2013-12-21 08:57:00,2013-12-21 13:00:00,2013-12-21 13:24:00,SUCCESS,24.0,28371.54
Tumble_Dryer_2013-12-26_01,Tumble Dryer,2013-12-26 09:33:00,2013-12-26 10:26:00,2013-12-26 13:00:00,2013-12-26 13:53:00,SUCCESS,52.0,86918.85
Tumble_Dryer_2013-12-27_01,Tumble Dryer,2013-12-27 17:02:00,2013-12-27 17:44:00,2013-12-27 20:00:00,2013-12-27 20:42:00,SUCCESS,44.0,60635.84
Tumble_Dryer_2013-12-30_01,Tumble Dryer,2013-12-30 10:35:00,2013-12-30 11:20:00,2013-12-30 13:00:00,2013-12-30 13:45:00,SUCCESS,43.0,51599.34
Tumble_Dryer_2013-12-31_01,Tumble Dryer,2013-12-31 08:26:00,2013-12-31 08:59:00,2013-12-31 13:00:00,2013-12-31 13:33:00,SUCCESS,32.0,41298.02
Tumble_Dryer_2014-01-01_01,Tumble Dryer,2014-01-01 16:28:00,2014-01-01 17:08:00,2014-01-01 20:00:00,2014-01-01 20:40:00,SUCCESS,40.0,50570.49
Tumble_Dryer_2014-01-02_01,Tumble Dryer,2014-01-02 17:37:00,2014-01-02 18:02:00,2014-01-02 20:00:00,2014-01-02 20:25:00,SUCCESS,25.0,27173.65
