appliance_ID,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W)
Appliance1,Freezer,Base,2013-11-28 12:28:00,2013-11-28 12:43:00,15.0,828.11
Appliance1,Freezer,Base,2013-11-28 13:25:00,2013-11-28 13:40:00,15.0,820.37
Appliance1,Freezer,Base,2013-11-28 14:20:00,2013-11-28 14:35:00,15.0,815.66
Appliance1,Freezer,Base,2013-11-28 15:18:00,2013-11-28 15:34:00,16.0,846.6
Appliance1,Freezer,Base,2013-11-28 16:18:00,2013-11-28 16:33:00,15.0,826.4
Appliance1,Freezer,Base,2013-11-28 17:15:00,2013-11-28 17:30:00,15.0,816.23
Appliance1,Freezer,Base,2013-11-28 18:12:00,2013-11-28 18:27:00,15.0,831.74
Appliance1,Freezer,Base,2013-11-28 19:07:00,2013-11-28 19:23:00,16.0,868.0
Appliance1,Freezer,Base,2013-11-28 20:08:00,2013-11-28 20:24:00,16.0,853.79
Appliance1,Freezer,Base,2013-11-28 21:05:00,2013-11-28 21:20:00,15.0,831.16
Appliance1,Freezer,Base,2013-11-28 22:01:00,2013-11-28 22:17:00,16.0,837.91
Appliance1,Freezer,Base,2013-11-28 22:58:00,2013-11-28 23:14:00,16.0,1008.36
Appliance1,Freezer,Base,2013-11-28 23:57:00,2013-11-29 00:12:00,15.0,838.26
Appliance1,Freezer,Base,2013-11-29 00:54:00,2013-11-29 01:10:00,16.0,860.0
Appliance1,Freezer,Base,2013-11-29 01:51:00,2013-11-29 02:07:00,16.0,853.66
Appliance1,Freezer,Base,2013-11-29 02:50:00,2013-11-29 03:06:00,16.0,879.26
Appliance1,Freezer,Base,2013-11-29 03:50:00,2013-11-29 04:06:00,16.0,868.58
Appliance1,Freezer,Base,2013-11-29 04:48:00,2013-11-29 05:04:00,16.0,867.18
Appliance1,Freezer,Base,2013-11-29 05:45:00,2013-11-29 06:00:00,15.0,830.05
Appliance1,Freezer,Base,2013-11-29 06:45:00,2013-11-29 07:00:00,15.0,842.52
Appliance1,Freezer,Base,2013-11-29 07:44:00,2013-11-29 07:59:00,15.0,844.99
Appliance1,Freezer,Base,2013-11-29 08:41:00,2013-11-29 08:56:00,15.0,839.37
Appliance1,Freezer,Base,2013-11-29 09:38:00,2013-11-29 09:53:00,15.0,829.12
Appliance1,Freezer,Base,2013-11-29 10:38:00,2013-11-29 10:53:00,15.0,828.06
Appliance1,Freezer,Base,2013-11-29 11:36:00,2013-11-29 11:52:00,16.0,837.2
Appliance1,Freezer,Base,2013-11-29 12:34:00,2013-11-29 12:49:00,15.0,859.17
Appliance1,Freezer,Base,2013-11-29 13:33:00,2013-11-29 13:48:00,15.0,852.71
Appliance1,Freezer,Base,2013-11-29 14:31:00,2013-11-29 14:46:00,15.0,828.41
Appliance1,Freezer,Base,2013-11-29 15:28:00,2013-11-29 15:44:00,16.0,855.52
Appliance1,Freezer,Base,2013-11-29 16:28:00,2013-11-29 16:44:00,16.0,843.13
Appliance1,Freezer,Base,2013-11-29 17:27:00,2013-11-29 17:43:00,16.0,849.15
Appliance1,Freezer,Base,2013-11-29 18:25:00,2013-11-29 18:40:00,15.0,849.02
Appliance1,Freezer,Base,2013-11-29 19:25:00,2013-11-29 19:41:00,16.0,855.22
Appliance1,Freezer,Base,2013-11-29 20:23:00,2013-11-29 20:39:00,16.0,860.58
Appliance1,Freezer,Base,2013-11-29 21:21:00,2013-11-29 21:36:00,15.0,859.69
Appliance1,Freezer,Base,2013-11-29 22:18:00,2013-11-29 22:34:00,16.0,870.23
Appliance1,Freezer,Base,2013-11-29 23:17:00,2013-11-29 23:32:00,15.0,856.12
Appliance1,Freezer,Base,2013-11-30 00:15:00,2013-11-30 00:31:00,16.0,881.69
Appliance1,Freezer,Base,2013-11-30 01:13:00,2013-11-30 01:28:00,15.0,861.29
Appliance1,Freezer,Base,2013-11-30 02:11:00,2013-11-30 02:27:00,16.0,863.71
Appliance1,Freezer,Base,2013-11-30 03:11:00,2013-11-30 03:26:00,15.0,873.27
Appliance1,Freezer,Base,2013-11-30 04:11:00,2013-11-30 04:27:00,16.0,868.51
Appliance1,Freezer,Base,2013-11-30 05:08:00,2013-11-30 05:24:00,16.0,840.08
Appliance1,Freezer,Base,2013-11-30 06:09:00,2013-11-30 06:24:00,15.0,838.81
Appliance1,Freezer,Base,2013-11-30 07:09:00,2013-11-30 07:23:00,14.0,808.14
Appliance1,Freezer,Base,2013-11-30 08:05:00,2013-11-30 08:19:00,14.0,785.13
Appliance1,Freezer,Base,2013-11-30 09:02:00,2013-11-30 09:17:00,15.0,786.96
Appliance1,Freezer,Base,2013-11-30 10:02:00,2013-11-30 10:17:00,15.0,821.74
Appliance1,Freezer,Base,2013-11-30 10:58:00,2013-11-30 11:13:00,15.0,851.08
Appliance1,Freezer,Base,2013-11-30 11:56:00,2013-11-30 12:11:00,15.0,842.8
Appliance1,Freezer,Base,2013-11-30 12:56:00,2013-11-30 13:13:00,17.0,901.89
Appliance1,Freezer,Base,2013-11-30 13:56:00,2013-11-30 14:12:00,16.0,907.58
Appliance1,Freezer,Base,2013-11-30 14:57:00,2013-11-30 15:14:00,17.0,902.25
Appliance1,Freezer,Base,2013-11-30 15:56:00,2013-11-30 16:12:00,16.0,849.96
Appliance1,Freezer,Base,2013-11-30 16:58:00,2013-11-30 17:14:00,16.0,868.54
Appliance1,Freezer,Base,2013-11-30 17:58:00,2013-11-30 18:13:00,15.0,842.12
Appliance1,Freezer,Base,2013-11-30 18:58:00,2013-11-30 19:13:00,15.0,819.38
Appliance1,Freezer,Base,2013-11-30 19:58:00,2013-11-30 20:14:00,16.0,843.15
Appliance1,Freezer,Base,2013-11-30 20:55:00,2013-11-30 21:10:00,15.0,798.52
Appliance1,Freezer,Base,2013-11-30 21:54:00,2013-11-30 22:10:00,16.0,826.57
Appliance1,Freezer,Base,2013-11-30 22:54:00,2013-11-30 23:09:00,15.0,828.98
Appliance1,Freezer,Base,2013-11-30 23:53:00,2013-12-01 00:09:00,16.0,873.48
Appliance1,Freezer,Base,2013-12-01 00:53:00,2013-12-01 01:10:00,17.0,929.92
Appliance1,Freezer,Base,2013-12-01 01:52:00,2013-12-01 02:07:00,15.0,853.59
Appliance1,Freezer,Base,2013-12-01 02:51:00,2013-12-01 03:06:00,15.0,851.31
Appliance1,Freezer,Base,2013-12-01 03:54:00,2013-12-01 04:09:00,15.0,839.54
