event_id,appliance_name,when,season,start_time,end_time,minutes,total_W,total_cost,level_0_minutes,level_0_W,level_0_rate,level_0_cost,level_1_minutes,level_1_W,level_1_rate,level_1_cost,level_2_minutes,level_2_W,level_2_rate,level_2_cost
Fridge_2014-10-07_01,Fridge,original,winter,2014-10-07 16:33:00,2014-10-07 17:31:00,58,32824.47,0.25863418603448274,27,15280.356724137931,0.43,0.10950922318965517,0,0.0,0.46,0.0,31,17544.113275862066,0.51,0.14912496284482757
Fridge_2014-10-07_02,Fridge,original,winter,2014-10-07 17:58:00,2014-10-07 18:20:00,22,868.93,0.007385905,0,0.0,0.43,0.0,0,0.0,0.46,0.0,22,868.93,0.51,0.007385905
Fridge_2014-10-07_03,Fridge,original,winter,2014-10-07 18:53:00,2014-10-07 19:12:00,19,712.48,0.006056080000000003,0,0.0,0.43,0.0,0,0.0,0.46,0.0,19,712.4800000000002,0.51,0.006056080000000003
Fridge_2014-10-07_04,Fridge,original,winter,2014-10-07 19:49:00,2014-10-07 20:08:00,19,703.41,0.00573217447368421,0,0.0,0.43,0.0,8,296.17263157894735,0.46,0.0022706568421052634,11,407.2373684210526,0.51,0.003461517631578947
Fridge_2014-10-07_05,Fridge,original,winter,2014-10-07 20:47:00,2014-10-07 21:06:00,19,694.07,0.0053212033333333315,0,0.0,0.43,0.0,19,694.0699999999997,0.46,0.0053212033333333315,0,0.0,0.51,0.0
Fridge_2014-10-07_06,Fridge,original,winter,2014-10-07 21:47:00,2014-10-07 22:06:00,19,695.38,0.005221449824561402,6,219.5936842105263,0.43,0.001573754736842105,13,475.7863157894735,0.46,0.003647695087719297,0,0.0,0.51,0.0
Fridge_2014-10-07_07,Fridge,original,winter,2014-10-07 22:48:00,2014-10-07 23:08:00,20,760.38,0.00544939,20,760.38,0.43,0.00544939,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge_2014-10-07_08,Fridge,original,winter,2014-10-07 23:50:00,2014-10-08 00:10:00,20,703.95,0.005044974999999999,20,703.9499999999999,0.43,0.005044974999999999,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge_2014-10-08_01,Fridge,original,winter,2014-10-08 00:54:00,2014-10-08 01:14:00,20,705.29,0.005054578333333333,20,705.29,0.43,0.005054578333333333,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge_2014-10-08_02,Fridge,original,winter,2014-10-08 01:58:00,2014-10-08 02:18:00,20,713.46,0.0051131300000000005,20,713.46,0.43,0.0051131300000000005,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge_2014-10-08_03,Fridge,original,winter,2014-10-08 03:04:00,2014-10-08 03:24:00,20,731.7,0.005243850000000001,20,731.7000000000002,0.43,0.005243850000000001,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Fridge_2014-10-08_04,Fridge,original,winter,2014-10-08 04:11:00,2014-10-08 04:31:00,20,723.16,0.005182646666666668,20,723.1600000000002,0.43,0.005182646666666668,0,0.0,0.46,0.0,0,0.0,0.51,0.0
