event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,is_shifted
Dishwasher_2013-09-18_01,Dishwasher,Appliance3,2013-09-18 12:42:00,2013-09-18 14:37:00,2013-09-19 06:12:00,2013-09-19 08:07:00,115,0.3000869873008198,0.21901480494151235,0.08107218235930744,27.016227224153937,True
Dishwasher_2013-09-19_01,Dishwasher,Appliance3,2013-09-19 12:27:00,2013-09-19 14:25:00,2013-09-20 06:12:00,2013-09-20 08:10:00,118,0.46325620959595976,0.3099633970959595,0.15329281250000026,33.09028769062768,True
Dishwasher_2013-09-20_02,Dishwasher,Appliance3,2013-09-20 15:48:00,2013-09-20 17:42:00,2013-09-21 06:03:00,2013-09-21 07:57:00,114,0.4246024217171718,0.2844304191919192,0.14017200252525258,33.01253015900633,True
Dishwasher_2013-09-21_01,Dishwasher,Appliance3,2013-09-21 18:40:00,2013-09-21 20:33:00,2013-09-22 06:10:00,2013-09-22 08:03:00,113,0.4334734406565656,0.2909297127525254,0.14254372790404024,32.88407420951437,True
Dishwasher_2013-09-22_02,Dishwasher,Appliance3,2013-09-22 18:19:00,2013-09-22 20:09:00,2013-09-23 06:04:00,2013-09-23 07:54:00,110,0.3917496482683983,0.26195287400793643,0.12979677426046188,33.13258220758748,True
Dishwasher_2013-09-23_01,Dishwasher,Appliance3,2013-09-23 19:00:00,2013-09-23 20:56:00,2013-09-24 06:00:00,2013-09-24 07:56:00,116,0.4372171534992784,0.2909872465728715,0.14622990692640692,33.44560151770172,True
Dishwasher_2013-09-25_01,Dishwasher,Appliance3,2013-09-25 06:33:00,2013-09-25 08:27:00,2013-09-26 06:03:00,2013-09-26 07:57:00,114,0.31682497159090917,0.25066536553030305,0.06615960606060611,20.882068016416568,True
Dishwasher_2013-09-27_01,Dishwasher,Appliance3,2013-09-27 16:06:00,2013-09-27 18:01:00,2013-09-28 06:06:00,2013-09-28 08:01:00,115,0.33680399512987014,0.19653010867604623,0.1402738864538239,41.64852213220776,True
Dishwasher_2013-09-28_01,Dishwasher,Appliance3,2013-09-28 12:14:00,2013-09-28 14:10:00,2013-09-29 06:14:00,2013-09-29 08:10:00,116,0.31478620707070726,0.2403995606060606,0.07438664646464666,23.63084683946712,True
Dishwasher_2013-09-29_01,Dishwasher,Appliance3,2013-09-29 09:28:00,2013-09-29 14:07:00,2013-09-30 06:13:00,2013-09-30 10:52:00,279,0.2722538259379508,0.1588935796356433,0.11336024630230748,41.63770551681553,True
Dishwasher_2013-09-30_01,Dishwasher,Appliance3,2013-09-30 20:55:00,2013-09-30 22:47:00,2013-10-01 06:10:00,2013-10-01 08:02:00,112,0.42199933712121224,0.2833093194444445,0.13869001767676775,32.864984723170636,True
Dishwasher_2013-10-02_01,Dishwasher,Appliance3,2013-10-02 17:24:00,2013-10-02 19:19:00,2013-10-03 06:09:00,2013-10-03 08:04:00,115,0.2986936378066378,0.22397319823232326,0.07472043957431457,25.015745270974122,True
Dishwasher_2013-10-03_01,Dishwasher,Appliance3,2013-10-03 21:07:00,2013-10-03 22:57:00,2013-10-04 06:07:00,2013-10-04 07:57:00,110,0.40488682611832616,0.2665157765151515,0.13837104960317465,34.17524124697908,True
Dishwasher_2013-10-05_01,Dishwasher,Appliance3,2013-10-05 17:25:00,2013-10-05 19:19:00,2013-10-06 06:10:00,2013-10-06 08:04:00,114,0.2653871288870781,0.1523328739267606,0.11305425496031751,42.59975057359393,True
Dishwasher_2013-10-06_01,Dishwasher,Appliance3,2013-10-06 19:12:00,2013-10-06 21:05:00,2013-10-07 06:12:00,2013-10-07 08:05:00,113,0.40782776587301595,0.27654335912698413,0.1312844067460318,32.19113992030386,True
Dishwasher_2013-10-07_01,Dishwasher,Appliance3,2013-10-07 17:25:00,2013-10-07 19:21:00,2013-10-08 06:10:00,2013-10-08 08:06:00,116,0.31536832568445067,0.17348361134511134,0.14188471433933933,44.990160007795296,True
Dishwasher_2013-10-08_01,Dishwasher,Appliance3,2013-10-08 17:28:00,2013-10-08 19:21:00,2013-10-09 06:13:00,2013-10-09 08:06:00,113,0.33683109523809507,0.24051148115079357,0.0963196140873015,28.595820115484365,True
Dishwasher_2013-10-09_01,Dishwasher,Appliance3,2013-10-09 21:30:00,2013-10-09 23:26:00,2013-10-10 06:00:00,2013-10-10 07:56:00,116,0.40746746811230145,0.2776431011196427,0.12982436699265876,31.861283943501984,True
Dishwasher_2013-10-10_01,Dishwasher,Appliance3,2013-10-10 18:55:00,2013-10-10 20:49:00,2013-10-11 06:10:00,2013-10-11 08:04:00,114,0.42354337103174616,0.2836071488095238,0.13993622222222235,33.0394079551616,True
Dishwasher_2013-10-11_01,Dishwasher,Appliance3,2013-10-11 19:27:00,2013-10-11 21:24:00,2013-10-12 06:12:00,2013-10-12 08:09:00,117,0.4579943591269843,0.308171755952381,0.14982260317460327,32.71276167247798,True
Dishwasher_2013-10-12_01,Dishwasher,Appliance3,2013-10-12 19:19:00,2013-10-12 21:11:00,2013-10-13 06:04:00,2013-10-13 07:56:00,112,0.34361324090992973,0.24436219783591737,0.09925104307401236,28.884522264387574,True
Dishwasher_2013-10-13_01,Dishwasher,Appliance3,2013-10-13 14:45:00,2013-10-13 16:38:00,2013-10-14 06:00:00,2013-10-14 07:53:00,113,0.4356738710317461,0.29136548412698415,0.14430838690476194,33.12302997722043,True
Dishwasher_2013-10-14_01,Dishwasher,Appliance3,2013-10-14 12:44:00,2013-10-14 14:39:00,2013-10-15 06:14:00,2013-10-15 08:09:00,115,0.44887616071428577,0.3005440357142857,0.1483321250000001,33.04522226441314,True
Dishwasher_2013-10-15_01,Dishwasher,Appliance3,2013-10-15 07:18:00,2013-10-15 09:16:00,2013-10-16 06:03:00,2013-10-16 08:01:00,118,0.44567999404761915,0.29904363988095234,0.14663635416666682,32.90171336499329,True
Dishwasher_2013-10-16_01,Dishwasher,Appliance3,2013-10-16 21:16:00,2013-10-16 23:13:00,2013-10-17 06:01:00,2013-10-17 07:58:00,117,0.34745968650793646,0.2626281865079365,0.08483149999999995,24.414774805267168,True
Dishwasher_2013-10-20_01,Dishwasher,Appliance3,2013-10-20 19:19:00,2013-10-20 21:16:00,2013-10-21 06:04:00,2013-10-21 08:01:00,117,0.3567837400793651,0.27048421825396834,0.08629952182539674,24.188188006045277,True
