event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost_reported,optimized_cost_reported,original_cost_calculated,optimized_cost_calculated,cost_savings_calculated,savings_percentage_calculated,is_shifted,original_low_price_power,original_high_price_power,original_missing_minutes,optimized_low_price_power,optimized_high_price_power,optimized_missing_minutes
Dishwasher_2013-09-18_01,Dishwasher,Appliance3,2013-09-18 12:42:00,2013-09-18 14:37:00,2013-09-19 06:12:00,2013-09-19 08:07:00,115,0.3000869873008198,0.2190148049415123,0.3000869873008198,0.21901480494151235,0.08107218235930744,27.016227224153937,True,0.0,60.01739746016395,29,32.42887294372295,27.588524516441005,29
Dishwasher_2013-09-19_01,Dishwasher,Appliance3,2013-09-19 12:27:00,2013-09-19 14:25:00,2013-09-20 06:12:00,2013-09-20 08:10:00,118,0.4632562095959597,0.3099633970959595,0.46325620959595976,0.3099633970959595,0.15329281250000026,33.09028769062768,True,0.0,92.65124191919192,0,61.317125000000004,31.334116919191924,0
Dishwasher_2013-09-20_02,Dishwasher,Appliance3,2013-09-20 15:48:00,2013-09-20 17:42:00,2013-09-21 06:03:00,2013-09-21 07:57:00,114,0.4246024217171718,0.2844304191919192,0.4246024217171718,0.2844304191919192,0.14017200252525258,33.01253015900633,True,0.0,84.92048434343432,0,56.068801010101,28.851683333333334,0
Dishwasher_2013-09-21_01,Dishwasher,Appliance3,2013-09-21 18:40:00,2013-09-21 20:33:00,2013-09-22 06:10:00,2013-09-22 08:03:00,113,0.4334734406565656,0.2909297127525254,0.4334734406565655,0.2909297127525253,0.14254372790404019,32.88407420951436,True,0.0,86.69468813131313,0,57.01749116161617,29.677196969696972,0
Dishwasher_2013-09-22_02,Dishwasher,Appliance3,2013-09-22 18:19:00,2013-09-22 20:09:00,2013-09-23 06:04:00,2013-09-23 07:54:00,110,0.3917496482683983,0.2619528740079364,0.39174964826839825,0.2619528740079365,0.12979677426046177,33.13258220758746,True,0.0,78.34992965367965,0,51.91870970418471,26.431219949494942,0
Dishwasher_2013-09-23_01,Dishwasher,Appliance3,2013-09-23 19:00:00,2013-09-23 20:56:00,2013-09-24 06:00:00,2013-09-24 07:56:00,116,0.4372171534992784,0.2909872465728715,0.4372171534992785,0.2909872465728715,0.14622990692640697,33.44560151770173,True,0.0,87.4434306998557,0,58.49196277056276,28.951467929292928,0
Dishwasher_2013-09-25_01,Dishwasher,Appliance3,2013-09-25 06:33:00,2013-09-25 08:27:00,2013-09-26 06:03:00,2013-09-26 07:57:00,114,0.3168249715909091,0.250665365530303,0.31682497159090917,0.25066536553030305,0.06615960606060611,20.882068016416568,True,29.64705934343434,48.541464646464654,2,56.11090176767678,22.077622222222224,2
Dishwasher_2013-09-27_01,Dishwasher,Appliance3,2013-09-27 16:06:00,2013-09-27 18:01:00,2013-09-28 06:06:00,2013-09-28 08:01:00,115,0.3368039951298701,0.1965301086760462,0.33680399512987014,0.19653010867604623,0.1402738864538239,41.64852213220776,True,0.0,67.36079902597403,15,56.109554581529586,11.251244444444445,15
Dishwasher_2013-09-28_01,Dishwasher,Appliance3,2013-09-28 12:14:00,2013-09-28 14:10:00,2013-09-29 06:14:00,2013-09-29 08:10:00,116,0.3147862070707072,0.2403995606060606,0.3147862070707073,0.24039956060606066,0.07438664646464666,23.630846839467118,True,0.0,62.95724141414139,2,29.754658585858582,33.20258282828283,2
Dishwasher_2013-09-29_01,Dishwasher,Appliance3,2013-09-29 09:28:00,2013-09-29 14:07:00,2013-09-30 06:13:00,2013-09-30 10:52:00,279,0.2722538259379508,0.1588935796356433,0.2722538259379508,0.1588935796356433,0.11336024630230748,41.63770551681553,True,0.0,54.45076518759051,75,45.3440985209235,9.106666666666676,75
Dishwasher_2013-09-30_01,Dishwasher,Appliance3,2013-09-30 20:55:00,2013-09-30 22:47:00,2013-10-01 06:10:00,2013-10-01 08:02:00,112,0.4219993371212122,0.2833093194444445,0.4219993371212122,0.2833093194444445,0.1386900176767677,32.86498472317063,True,0.0,84.3998674242424,0,55.47600707070708,28.923860353535353,0
Dishwasher_2013-10-02_01,Dishwasher,Appliance3,2013-10-02 17:24:00,2013-10-02 19:19:00,2013-10-03 06:09:00,2013-10-03 08:04:00,115,0.2986936378066378,0.2239731982323232,0.29869363780663777,0.22397319823232326,0.07472043957431451,25.015745270974104,True,0.0,59.73872756132754,0,29.888175829725828,29.85055173160173,0
Dishwasher_2013-10-03_01,Dishwasher,Appliance3,2013-10-03 21:07:00,2013-10-03 22:57:00,2013-10-04 06:07:00,2013-10-04 07:57:00,110,0.4048868261183261,0.2665157765151515,0.40488682611832616,0.2665157765151515,0.13837104960317465,34.17524124697908,True,0.0,80.97736522366522,0,55.34841984126984,25.628945382395386,0
Dishwasher_2013-10-05_01,Dishwasher,Appliance3,2013-10-05 17:25:00,2013-10-05 19:19:00,2013-10-06 06:10:00,2013-10-06 08:04:00,114,0.2653871288870781,0.1523328739267606,0.2653871288870781,0.1523328739267606,0.11305425496031751,42.59975057359393,True,0.0,53.077425777415634,22,45.221701984127,7.855723793288625,22
Dishwasher_2013-10-06_01,Dishwasher,Appliance3,2013-10-06 19:12:00,2013-10-06 21:05:00,2013-10-07 06:12:00,2013-10-07 08:05:00,113,0.4078277658730159,0.2765433591269841,0.40782776587301595,0.27654335912698413,0.1312844067460318,32.19113992030386,True,0.0,81.56555317460314,0,52.513762698412705,29.051790476190476,0
Dishwasher_2013-10-07_01,Dishwasher,Appliance3,2013-10-07 17:25:00,2013-10-07 19:21:00,2013-10-08 06:10:00,2013-10-08 08:06:00,116,0.3153683256844506,0.1734836113451113,0.31536832568445067,0.17348361134511134,0.14188471433933933,44.990160007795296,True,0.0,63.07366513689014,23,56.75388573573573,6.319779401154401,23
Dishwasher_2013-10-08_01,Dishwasher,Appliance3,2013-10-08 17:28:00,2013-10-08 19:21:00,2013-10-09 06:13:00,2013-10-09 08:06:00,113,0.336831095238095,0.2405114811507935,0.33683109523809507,0.24051148115079357,0.0963196140873015,28.595820115484365,True,0.0,67.36621904761905,1,38.52784563492063,28.838373412698413,1
Dishwasher_2013-10-09_01,Dishwasher,Appliance3,2013-10-09 21:30:00,2013-10-09 23:26:00,2013-10-10 06:00:00,2013-10-10 07:56:00,116,0.4074674681123014,0.2776431011196427,0.40746746811230145,0.2776431011196427,0.12982436699265876,31.861283943501984,True,0.0,81.49349362246028,12,51.929746797063444,29.563746825396827,12
Dishwasher_2013-10-10_01,Dishwasher,Appliance3,2013-10-10 18:55:00,2013-10-10 20:49:00,2013-10-11 06:10:00,2013-10-11 08:04:00,114,0.4235433710317461,0.2836071488095238,0.42354337103174616,0.2836071488095238,0.13993622222222235,33.0394079551616,True,0.0,84.7086742063492,0,55.974488888888885,28.73418531746032,0
Dishwasher_2013-10-11_01,Dishwasher,Appliance3,2013-10-11 19:27:00,2013-10-11 21:24:00,2013-10-12 06:12:00,2013-10-12 08:09:00,117,0.4579943591269843,0.308171755952381,0.4579943591269842,0.30817175595238094,0.14982260317460327,32.71276167247799,True,0.0,91.59887182539681,0,59.929041269841264,31.66983055555556,0
Dishwasher_2013-10-12_01,Dishwasher,Appliance3,2013-10-12 19:19:00,2013-10-12 21:11:00,2013-10-13 06:04:00,2013-10-13 07:56:00,112,0.3436132409099297,0.2443621978359173,0.34361324090992973,0.24436219783591734,0.09925104307401239,28.88452226438758,True,0.0,68.72264818198599,12,39.70041722960502,29.022230952380948,12
Dishwasher_2013-10-13_01,Dishwasher,Appliance3,2013-10-13 14:45:00,2013-10-13 16:38:00,2013-10-14 06:00:00,2013-10-14 07:53:00,113,0.4356738710317461,0.2913654841269841,0.4356738710317461,0.29136548412698415,0.14430838690476194,33.12302997722043,True,0.0,87.13477420634915,0,57.72335476190472,29.411419444444444,0
Dishwasher_2013-10-14_01,Dishwasher,Appliance3,2013-10-14 12:44:00,2013-10-14 14:39:00,2013-10-15 06:14:00,2013-10-15 08:09:00,115,0.4488761607142857,0.3005440357142857,0.44887616071428565,0.3005440357142857,0.14833212499999998,33.04522226441313,True,0.0,89.77523214285716,0,59.33285000000001,30.442382142857145,0
